number,id,arm,call,state,kind,status,grant_work,grant_seconds,work,seconds,optional_work,core_work,optional_seconds,core_seconds
25,D4,seed-proof,1,L0,optional,base_LP_OPTIMAL,30,15,0.077867609219024553,0.047336000000000003,0.077867609219024553,0,0.08311360000000001,0
25,D4,seed-proof,2,vehicle_0,optional,verified_projection_row,29.922132390780977,15,0.00031504693243242932,0.0017691,0.078182656151456989,0,0.084882700000000005,0
25,D4,seed-proof,3,vehicle_1,optional,verified_projection_row,29.921817343848542,15,0.00017497991756756446,0.0016275,0.078357636069024558,0,0.086510200000000009,0
25,D4,seed-proof,4,vehicle_2,optional,verified_projection_row,29.921642363930975,15,0.00017493011756756444,0.0013592999999999999,0.078532566186592129,0,0.087869500000000003,0
25,D4,seed-proof,5,L0,optional,projection_overhead,0,0,0,0.0039041000000000058,0.078532566186592129,0,0.091773600000000011,0
25,D4,seed-proof,6,L0,optional,projection_reopt,29.921467433813408,15,0.083830898732304163,0.035188299999999999,0.16236346491889631,0,0.12696190000000002,0
25,D4,seed-proof,7,L0,optional,projection_finalization,0,0,0,0.00086320000000000147,0.16236346491889631,0,0.12782510000000002,0
25,D4,seed-proof,8,L0,optional,backend_type_restore_and_finalization,0,0,0,0.00028029999999996946,0.16236346491889631,0,0.12810539999999998,0
25,D4,seed-proof,9,L0.0,optional,canonical_build,0,0,0,0.035531199999999999,0.16236346491889631,0,0.16363659999999997,0
25,D4,seed-proof,10,L0.0,optional,base_LP_OPTIMAL,29.837636535081103,15,0.14039999302008316,0.065751199999999996,0.30276345793897946,0,0.22938779999999998,0
25,D4,seed-proof,11,vehicle_0,optional,verified_projection_row,29.69723654206102,15,0.00011158376081081083,0.0020173999999999999,0.30287504169979029,0,0.23140519999999998,0
25,D4,seed-proof,12,vehicle_1,optional,verified_projection_row,29.697124958300211,15,0.00012954149054054048,0.0021378,0.30300458319033086,0,0.23354299999999997,0
25,D4,seed-proof,13,vehicle_2,optional,verified_projection_row,29.696995416809671,15,6.6680514864864859e-05,0.0019476000000000001,0.30307126370519571,0,0.23549059999999997,0
25,D4,seed-proof,14,L0.0,optional,projection_overhead,0,0,0,0.00097890000000000824,0.30307126370519571,0,0.23646949999999997,0
25,D4,seed-proof,15,L0.0,optional,projection_reopt,29.696928736294804,15,0.1228421660156794,0.0479254,0.42591342972087509,0,0.28439489999999995,0
25,D4,seed-proof,16,L0.0,optional,projection_finalization,0,0,0,0.00086839999999999834,0.42591342972087509,0,0.28526329999999994,0
25,D4,seed-proof,17,L0.0,optional,backend_type_restore_and_finalization,0,0,0,0.0002736000000000266,0.42591342972087509,0,0.28553689999999998,0
25,D4,seed-proof,18,L0.1,optional,canonical_build,0,0,0,0.036328899999999997,0.42591342972087509,0,0.32186579999999998,0
25,D4,seed-proof,19,L0.1,optional,base_LP_OPTIMAL,29.574086570279125,15,0.15754548944746918,0.077310900000000002,0.58345891916834425,0,0.3991767,0
25,D4,seed-proof,20,vehicle_0,optional,verified_projection_row,29.416541080831657,15,6.6809404054054053e-05,0.0016645,0.58352572857239826,0,0.40084120000000001,0
25,D4,seed-proof,21,vehicle_1,optional,verified_projection_row,29.416474271427603,15,6.6901270270270264e-05,0.0023002999999999999,0.58359262984266858,0,0.40314149999999999,0
25,D4,seed-proof,22,vehicle_2,optional,verified_projection_row,29.41640737015733,15,6.6692214864864864e-05,0.0022831000000000001,0.58365932205753346,0,0.40542459999999997,0
25,D4,seed-proof,23,L0.1,optional,projection_overhead,0,0,0,0.0010914000000000271,0.58365932205753346,0,0.40651599999999999,0
25,D4,seed-proof,24,L0.1,optional,projection_reopt,29.416340677942465,15,0.13883970964492243,0.061250499999999999,0.72249903170245589,0,0.46776649999999997,0
25,D4,seed-proof,25,L0.1,optional,projection_finalization,0,0,0,0.0011362999999999929,0.72249903170245589,0,0.46890279999999995,0
25,D4,seed-proof,26,L0.1,optional,backend_type_restore_and_finalization,0,0,0,0.00028100000000003122,0.72249903170245589,0,0.46918379999999998,0
25,D4,seed-proof,27,L0|0bdd0cbeec199780ca2bf7ad30938edd9f36f57f31e65f02df8c37ea8f5afa58,core,OPTIMAL,0,0,208.57610945706659,126.7201634,0.72249903170245589,208.57610945706659,0.46918379999999998,126.7201634
26,D4,seed-proof-free,0,L0,optional,canonical_build,0,0,0,0.041283500000000001,0,0,0.041283500000000001,0
26,D4,seed-proof-free,1,L0,optional,base_LP_OPTIMAL,30,15,0.077867609219024553,0.047670299999999999,0.077867609219024553,0,0.0889538,0
26,D4,seed-proof-free,2,vehicle_0,optional,verified_projection_row,29.922132390780977,15,0.001445648239059076,0.0023636999999999998,0.079313257458083625,0,0.091317499999999996,0
26,D4,seed-proof-free,3,vehicle_1,optional,verified_projection_row,29.920686742541918,15,0.00068263577242888356,0.0021047000000000001,0.07999589323051251,0,0.093422199999999997,0
26,D4,seed-proof-free,4,vehicle_2,optional,verified_projection_row,29.920004106769486,15,0.00071192859157549401,0.0020688999999999998,0.080707821822088008,0,0.095491099999999995,0
26,D4,seed-proof-free,5,L0,optional,projection_overhead,0,0,0,0.0040382000000000039,0.080707821822088008,0,0.099529300000000001,0
26,D4,seed-proof-free,6,L0,optional,projection_reopt,29.919292178177912,15,0.1570209013805326,0.064292000000000002,0.23772872320262062,0,0.1638213,0
26,D4,seed-proof-free,7,vehicle_0,optional,verified_projection_row,29.762271276797378,15,0.00027338610328227556,0.0022989,0.2380021093059029,0,0.1661202,0
26,D4,seed-proof-free,8,vehicle_1,optional,verified_projection_row,29.761997890694097,15,0.00025845850054704553,0.0019237,0.23826056780644994,0,0.1680439,0
26,D4,seed-proof-free,9,vehicle_2,optional,verified_projection_row,29.761739432193551,15,0.00045206982888402585,0.0024020000000000001,0.23871263763533396,0,0.17044589999999998,0
26,D4,seed-proof-free,10,L0,optional,projection_overhead,0,0,0,0.0010040000000000188,0.23871263763533396,0,0.17144989999999999,0
26,D4,seed-proof-free,11,L0,optional,projection_reopt,29.761287362364666,15,0.03367158800970959,0.0148611,0.27238422564504355,0,0.18631099999999998,0
26,D4,seed-proof-free,12,vehicle_0,optional,verified_projection_row,29.727615774354955,15,0.00028359780098468251,0.0014817000000000001,0.27266782344602825,0,0.18779269999999998,0
26,D4,seed-proof-free,13,vehicle_1,optional,verified_projection_row,29.727332176553972,15,0.00016404566487964977,0.0016607,0.2728318691109079,0,0.18945339999999997,0
26,D4,seed-proof-free,14,L0,optional,projection_overhead,0,0,0,0.0011146000000000073,0.2728318691109079,0,0.19056799999999996,0
26,D4,seed-proof-free,15,L0,optional,projection_reopt,29.72716813088909,15,0.024197035620488579,0.011063099999999999,0.29702890473139648,0,0.20163109999999995,0
26,D4,seed-proof-free,16,L0,optional,projection_finalization,0,0,0,0.0014319999999999888,0.29702890473139648,0,0.20306309999999994,0
26,D4,seed-proof-free,17,L0,optional,backend_type_restore_and_finalization,0,0,0,0.00025610000000006461,0.29702890473139648,0,0.20331920000000001,0
26,D4,seed-proof-free,18,L0.0,optional,canonical_build,0,0,0,0.035974399999999997,0.29702890473139648,0,0.2392936,0
26,D4,seed-proof-free,19,L0.0,optional,base_LP_OPTIMAL,29.702971095268605,15,0.14039999302008316,0.066178699999999993,0.43742889775147964,0,0.30547229999999997,0
26,D4,seed-proof-free,20,vehicle_0,optional,verified_projection_row,29.562571102248519,15,0.00019366349234135646,0.0024039,0.43762256124382098,0,0.30787619999999999,0
26,D4,seed-proof-free,21,vehicle_1,optional,verified_projection_row,29.56237743875618,15,0.00013039498282275711,0.0017539000000000001,0.43775295622664373,0,0.30963009999999996,0
26,D4,seed-proof-free,22,vehicle_2,optional,verified_projection_row,29.562247043773358,15,6.5474500437636768e-05,0.0012951,0.43781843072708138,0,0.31092519999999996,0
26,D4,seed-proof-free,23,L0.0,optional,projection_overhead,0,0,0,0.0011161000000000174,0.43781843072708138,0,0.31204129999999997,0
26,D4,seed-proof-free,24,L0.0,optional,projection_reopt,29.562181569272919,15,0.12998023249399779,0.054455099999999999,0.56779866322107919,0,0.36649639999999994,0
26,D4,seed-proof-free,25,L0.0,optional,projection_overhead,0,0,0,0.001231900000000001,0.56779866322107919,0,0.36772829999999995,0
26,D4,seed-proof-free,26,L0.0,optional,projection_reopt,29.43220133677892,15,0.0051444621476758349,0.0037572,0.57294312536875502,0,0.37148549999999997,0
26,D4,seed-proof-free,27,L0.0,optional,projection_finalization,0,0,0,0.0011618000000000045,0.57294312536875502,0,0.37264729999999996,0
26,D4,seed-proof-free,28,L0.0,optional,backend_type_restore_and_finalization,0,0,0,0.00028940000000002297,0.57294312536875502,0,0.37293670000000001,0
26,D4,seed-proof-free,29,L0.1,optional,canonical_build,0,0,0,0.037363899999999999,0.57294312536875502,0,0.41030060000000002,0
26,D4,seed-proof-free,30,L0.1,optional,base_LP_OPTIMAL,29.427056874631244,15,0.15754548944746918,0.077248600000000001,0.73048861481622418,0,0.48754920000000002,0
26,D4,seed-proof-free,31,vehicle_0,optional,verified_projection_row,29.269511385183776,15,0.0003211953570021875,0.0017468,0.73080981017322633,0,0.48929600000000001,0
26,D4,seed-proof-free,32,L0.1,optional,projection_overhead,0,0,0,0.0011174000000000071,0.73080981017322633,0,0.4904134,0
26,D4,seed-proof-free,33,L0.1,optional,projection_reopt,29.269190189826773,15,0.11360683288461303,0.051468399999999997,0.84441664305783937,0,0.54188179999999997,0
26,D4,seed-proof-free,34,L0.1,optional,projection_finalization,0,0,0,0.0009840000000000057,0.84441664305783937,0,0.54286579999999995,0
26,D4,seed-proof-free,35,L0.1,optional,backend_type_restore_and_finalization,0,0,0,0.0003279000000000476,0.84441664305783937,0,0.5431937,0
26,D4,seed-proof-free,36,L0|0bdd0cbeec199780ca2bf7ad30938edd9f36f57f31e65f02df8c37ea8f5afa58,core,OPTIMAL,0,0,208.57610945706659,126.7046114,0.84441664305783937,208.57610945706659,0.5431937,126.7046114
27,D4,seed-sparse-free,0,L0,optional,canonical_build,0,0,0,0.036456599999999999,0,0,0.036456599999999999,0
27,D4,seed-sparse-free,1,L0,optional,base_LP_OPTIMAL,30,15,0.077867609219024553,0.047409399999999997,0.077867609219024553,0,0.083865999999999996,0
27,D4,seed-sparse-free,2,vehicle_0,optional,verified_projection_row,29.922132390780977,15,0.001445648239059076,0.0029440999999999998,0.079313257458083625,0,0.086810100000000001,0
27,D4,seed-sparse-free,3,vehicle_1,optional,verified_projection_row,29.920686742541918,15,0.00068263577242888356,0.0028801,0.07999589323051251,0,0.089690199999999998,0
27,D4,seed-sparse-free,4,vehicle_2,optional,verified_projection_row,29.920004106769486,15,0.00071192859157549401,0.0019853000000000002,0.080707821822088008,0,0.091675499999999993,0
27,D4,seed-sparse-free,5,L0,optional,projection_overhead,0,0,0,0.0042380000000000022,0.080707821822088008,0,0.095913499999999999,0
27,D4,seed-sparse-free,6,L0,optional,projection_reopt,29.919292178177912,15,0.1570209013805326,0.063455999999999999,0.23772872320262062,0,0.1593695,0
27,D4,seed-sparse-free,7,vehicle_0,optional,verified_projection_row,29.762271276797378,15,0.00027338610328227556,0.0025198999999999998,0.2380021093059029,0,0.16188939999999999,0
27,D4,seed-sparse-free,8,vehicle_1,optional,verified_projection_row,29.761997890694097,15,0.00025845850054704553,0.0025725000000000001,0.23826056780644994,0,0.16446189999999999,0
27,D4,seed-sparse-free,9,vehicle_2,optional,verified_projection_row,29.761739432193551,15,0.00045206982888402585,0.0032750000000000001,0.23871263763533396,0,0.16773689999999999,0
27,D4,seed-sparse-free,10,L0,optional,projection_overhead,0,0,0,0.0013034999999999991,0.23871263763533396,0,0.16904039999999998,0
27,D4,seed-sparse-free,11,L0,optional,projection_reopt,29.761287362364666,15,0.03367158800970959,0.015210599999999999,0.27238422564504355,0,0.18425099999999997,0
27,D4,seed-sparse-free,12,vehicle_0,optional,verified_projection_row,29.727615774354955,15,0.00028359780098468251,0.0014547,0.27266782344602825,0,0.18570569999999997,0
27,D4,seed-sparse-free,13,vehicle_1,optional,verified_projection_row,29.727332176553972,15,0.00016404566487964977,0.0017195999999999999,0.2728318691109079,0,0.18742529999999996,0
27,D4,seed-sparse-free,14,L0,optional,projection_overhead,0,0,0,0.001292500000000002,0.2728318691109079,0,0.18871779999999996,0
27,D4,seed-sparse-free,15,L0,optional,projection_reopt,29.72716813088909,15,0.024197035620488579,0.010835300000000001,0.29702890473139648,0,0.19955309999999996,0
27,D4,seed-sparse-free,16,L0,optional,projection_finalization,0,0,0,0.0018058999999999992,0.29702890473139648,0,0.20135899999999995,0
27,D4,seed-sparse-free,17,L0,optional,backend_type_restore_and_finalization,0,0,0,7.7000000000049251e-05,0.29702890473139648,0,0.201436,0
27,D4,seed-sparse-free,18,L0.0,optional,canonical_build,0,0,0,0.036387799999999998,0.29702890473139648,0,0.2378238,0
27,D4,seed-sparse-free,19,L0.0,optional,base_LP_OPTIMAL,29.702971095268605,15,0.14039999302008316,0.066115400000000005,0.43742889775147964,0,0.30393920000000002,0
27,D4,seed-sparse-free,20,vehicle_0,optional,verified_projection_row,29.562571102248519,15,0.00019366349234135646,0.0020068999999999998,0.43762256124382098,0,0.3059461,0
27,D4,seed-sparse-free,21,vehicle_1,optional,verified_projection_row,29.56237743875618,15,0.00013039498282275711,0.0021097999999999998,0.43775295622664373,0,0.30805589999999999,0
27,D4,seed-sparse-free,22,vehicle_2,optional,verified_projection_row,29.562247043773358,15,6.5474500437636768e-05,0.0022474999999999999,0.43781843072708138,0,0.31030340000000001,0
27,D4,seed-sparse-free,23,L0.0,optional,projection_overhead,0,0,0,0.0014048000000000133,0.43781843072708138,0,0.31170820000000005,0
27,D4,seed-sparse-free,24,L0.0,optional,projection_reopt,29.562181569272919,15,0.12998023249399779,0.055349099999999998,0.56779866322107919,0,0.36705730000000003,0
27,D4,seed-sparse-free,25,L0.0,optional,projection_overhead,0,0,0,0.0009394000000000069,0.56779866322107919,0,0.36799670000000007,0
27,D4,seed-sparse-free,26,L0.0,optional,projection_reopt,29.43220133677892,15,0.0051444621476758349,0.0053528999999999998,0.57294312536875502,0,0.37334960000000006,0
27,D4,seed-sparse-free,27,L0.0,optional,projection_finalization,0,0,0,0.0015652000000000027,0.57294312536875502,0,0.37491480000000005,0
27,D4,seed-sparse-free,28,L0.0,optional,backend_type_restore_and_finalization,0,0,0,8.6899999999945354e-05,0.57294312536875502,0,0.37500169999999999,0
27,D4,seed-sparse-free,29,L0.1,optional,canonical_build,0,0,0,0.038197399999999999,0.57294312536875502,0,0.41319909999999999,0
27,D4,seed-sparse-free,30,L0.1,optional,base_LP_OPTIMAL,29.427056874631244,15,0.15754548944746918,0.077763799999999994,0.73048861481622418,0,0.49096289999999998,0
27,D4,seed-sparse-free,31,vehicle_0,optional,verified_projection_row,29.269511385183776,15,0.0003211953570021875,0.0020961999999999999,0.73080981017322633,0,0.49305909999999997,0
27,D4,seed-sparse-free,32,L0.1,optional,projection_overhead,0,0,0,0.0012453000000000073,0.73080981017322633,0,0.49430439999999998,0
27,D4,seed-sparse-free,33,L0.1,optional,projection_reopt,29.269190189826773,15,0.11360683288461303,0.050034200000000001,0.84441664305783937,0,0.54433860000000001,0
27,D4,seed-sparse-free,34,L0.1,optional,projection_finalization,0,0,0,0.0016158000000000006,0.84441664305783937,0,0.54595440000000006,0
27,D4,seed-sparse-free,35,L0.1,optional,backend_type_restore_and_finalization,0,0,0,5.9699999999912601e-05,0.84441664305783937,0,0.54601409999999995,0
27,D4,seed-sparse-free,36,L0|0bdd0cbeec199780ca2bf7ad30938edd9f36f57f31e65f02df8c37ea8f5afa58,core,OPTIMAL,0,0,242.14278272410792,143.0237219,0.84441664305783937,242.14278272410792,0.54601409999999995,143.0237219
28,D7,cold-seed-bounded,0,L0,optional,canonical_build,0,0,0,1.1553045,0,0,1.1553045,0
28,D7,cold-seed-bounded,1,L0|a658fd055e72b5242bf933cb7df382c94385f2d52fa64307dccdc9c6e0ef8675,optional,OPTIMAL,30,15,7.4466830270386604,2.7990203,7.4466830270386604,0,3.9543248000000002,0
28,D7,cold-seed-bounded,2,L0.0,optional,canonical_build,0,0,0,1.2315381999999999,7.4466830270386604,0,5.1858630000000003,0
28,D7,cold-seed-bounded,3,L0.0|de4911b11fc5ce66081bf3b31bac37e82ceeeaca592f7a61f16aa08624d92556,optional,OPTIMAL,22.553316972961341,15,9.624460082866463,3.1109251000000002,17.071143109905123,0,8.2967881000000006,0
28,D7,cold-seed-bounded,4,L0.1,optional,canonical_build,0,0,0,1.1485848000000001,17.071143109905123,0,9.4453729000000006,0
28,D7,cold-seed-bounded,5,L0.1|6c92942409d50f09bd0b2d885424715f1e251c477341b5c443a4a86dbf3c5db5,optional,OPTIMAL,12.928856890094877,15,5.2552985018177418,2.1350628999999999,22.326441611722863,0,11.5804358,0
28,D7,cold-seed-bounded,6,L0|a658fd055e72b5242bf933cb7df382c94385f2d52fa64307dccdc9c6e0ef8675,core,TIME_LIMIT,0,0,257.73379799516789,105.4836153,22.326441611722863,257.73379799516789,11.5804358,105.4836153
29,D7,cold-seed-proof-free,0,L0,optional,canonical_build,0,0,0,1.1506175999999999,0,0,1.1506175999999999,0
29,D7,cold-seed-proof-free,1,L0,optional,base_LP_OPTIMAL,30,15,7.4466830270386604,2.8287692999999998,7.4466830270386604,0,3.9793868999999997,0
29,D7,cold-seed-proof-free,2,vehicle_0,optional,verified_projection_row,22.553316972961341,15,0.073479130754970201,0.042970500000000002,7.5201621577936306,0,4.0223573999999997,0
29,D7,cold-seed-proof-free,3,vehicle_1,optional,verified_projection_row,22.479837842206368,15,0.041140451745551462,0.026117899999999999,7.5613026095391822,0,4.0484752999999998,0
29,D7,cold-seed-proof-free,4,vehicle_2,optional,verified_projection_row,22.438697390460817,15,0.048836547157142855,0.029528100000000002,7.6101391566963255,0,4.0780034000000001,0
29,D7,cold-seed-proof-free,5,vehicle_3,optional,verified_projection_row,22.389860843303673,15,0.030241764525844008,0.022120799999999999,7.6403809212221692,0,4.1001241999999998,0
29,D7,cold-seed-proof-free,6,L0,optional,projection_overhead,0,0,0,0.050374499999999961,7.6403809212221692,0,4.1504987,0
29,D7,cold-seed-proof-free,7,L0,optional,projection_reopt,22.359619078777833,15,8.3737884462324654,2.9150387000000002,16.014169367454635,0,7.0655374000000002,0
29,D7,cold-seed-proof-free,8,L0,optional,projection_finalization,0,0,0,0.0082197999999999993,16.014169367454635,0,7.0737572000000002,0
29,D7,cold-seed-proof-free,9,L0,optional,backend_type_restore_and_finalization,0,0,0,0.0056397999999990844,16.014169367454635,0,7.0793969999999993,0
29,D7,cold-seed-proof-free,10,L0.0,optional,canonical_build,0,0,0,1.2330715000000001,16.014169367454635,0,8.3124684999999996,0
29,D7,cold-seed-proof-free,11,L0.0,optional,base_LP_OPTIMAL,13.985830632545365,15,9.624460082866463,3.1049045,25.638629450321098,0,11.417373,0
29,D7,cold-seed-proof-free,12,vehicle_0,optional,verified_projection_row,4.3613705496789024,15,0.0018357843430864354,0.0085818999999999999,25.640465234664184,0,11.425954899999999,0
29,D7,cold-seed-proof-free,13,vehicle_1,optional,verified_projection_row,4.3595347653358161,15,0.015433442029621243,0.014154699999999999,25.655898676693806,0,11.4401096,0
29,D7,cold-seed-proof-free,14,vehicle_2,optional,verified_projection_row,4.3441013233061945,15,0.011620778723431235,0.0121577,25.667519455417235,0,11.452267299999999,0
29,D7,cold-seed-proof-free,15,vehicle_3,optional,verified_projection_row,4.332480544582765,15,0.028539904134869572,0.018138000000000001,25.696059359552105,0,11.470405299999999,0
29,D7,cold-seed-proof-free,16,L0.0,optional,projection_overhead,0,0,0,0.016882900000000076,25.696059359552105,0,11.4872882,0
29,D7,cold-seed-proof-free,17,L0.0,optional,projection_reopt,4.3039406404478946,15,4.3179125511178897,1.2519861000000001,30.013971910669994,0,12.7392743,0
29,D7,cold-seed-proof-free,18,L0.0,optional,projection_finalization,0,0,0,0.0075767999999998281,30.013971910669994,0,12.746851100000001,0
29,D7,cold-seed-proof-free,19,L0.0,optional,backend_type_restore_and_finalization,0,0,0,0.0050562999999987923,30.013971910669994,0,12.7519074,0
29,D7,cold-seed-proof-free,20,L0|a658fd055e72b5242bf933cb7df382c94385f2d52fa64307dccdc9c6e0ef8675,core,TIME_LIMIT,0,0,254.64702373618454,104.3147488,30.013971910669994,254.64702373618454,12.7519074,104.3147488
31,C5,cold-seed-bounded,0,L0,optional,canonical_build,0,0,0,1.1471496999999999,0,0,1.1471496999999999,0
31,C5,cold-seed-bounded,1,L0|86da372fff5e16b338d442829f865c098079524f408ea8f0e3e7fb3836fcb2ba,optional,OPTIMAL,30,15,4.6611632184930984,1.7693648,4.6611632184930984,0,2.9165144999999999,0
31,C5,cold-seed-bounded,2,L0.0,optional,canonical_build,0,0,0,1.2431981000000001,4.6611632184930984,0,4.1597125999999998,0
31,C5,cold-seed-bounded,3,L0.0|4c3bb8a59d28d366d77ca75240971539b6a74bb7ebde010b8a9682de64e04e74,optional,OPTIMAL,25.338836781506902,15,6.632056724483828,2.2471782999999999,11.293219942976926,0,6.4068908999999996,0
31,C5,cold-seed-bounded,4,L0.1,optional,canonical_build,0,0,0,1.2243545,11.293219942976926,0,7.6312453999999992,0
31,C5,cold-seed-bounded,5,L0.1|ca1b73a4e0a141344da6eb9cc3676dba26facc666991c91ee33f5ae6d2844d77,optional,OPTIMAL,18.706780057023074,15,5.7774755208618975,2.2917972999999998,17.070695463838824,0,9.9230426999999999,0
31,C5,cold-seed-bounded,6,L0|86da372fff5e16b338d442829f865c098079524f408ea8f0e3e7fb3836fcb2ba,core,OPTIMAL,0,0,104.54927522048668,50.160864400000001,17.070695463838824,104.54927522048668,9.9230426999999999,50.160864400000001
32,C5,cold-seed-proof-free,0,L0,optional,canonical_build,0,0,0,1.1470009999999999,0,0,1.1470009999999999,0
32,C5,cold-seed-proof-free,1,L0,optional,base_LP_OPTIMAL,30,15,4.6611632184930984,1.7936691,4.6611632184930984,0,2.9406701000000002,0
32,C5,cold-seed-proof-free,2,vehicle_0,optional,verified_projection_row,25.338836781506902,15,0.061310129616871205,0.035911699999999998,4.7224733481099692,0,2.9765818000000004,0
32,C5,cold-seed-proof-free,3,vehicle_1,optional,verified_projection_row,25.277526651890032,15,0.038436019377271098,0.0249774,4.7609093674872405,0,3.0015592000000004,0
32,C5,cold-seed-proof-free,4,vehicle_2,optional,verified_projection_row,25.23909063251276,15,0.04194242205982588,0.025838400000000001,4.8028517895470664,0,3.0273976000000005,0
32,C5,cold-seed-proof-free,5,vehicle_3,optional,verified_projection_row,25.197148210452934,15,0.046806659301227967,0.0296586,4.8496584488482943,0,3.0570562000000003,0
32,C5,cold-seed-proof-free,6,L0,optional,projection_overhead,0,0,0,0.051438099999999848,4.8496584488482943,0,3.1084943000000003,0
32,C5,cold-seed-proof-free,7,L0,optional,projection_reopt,25.150341551151705,15,4.4302613484745628,1.4655628999999999,9.279919797322858,0,4.5740572000000004,0
32,C5,cold-seed-proof-free,8,L0,optional,projection_finalization,0,0,0,0.0065170999999999424,9.279919797322858,0,4.5805743000000003,0
32,C5,cold-seed-proof-free,9,L0,optional,backend_type_restore_and_finalization,0,0,0,0.0045033999999994911,9.279919797322858,0,4.5850776999999994,0
32,C5,cold-seed-proof-free,10,L0.0,optional,canonical_build,0,0,0,1.2280256000000001,9.279919797322858,0,5.8131032999999999,0
32,C5,cold-seed-proof-free,11,L0.0,optional,base_LP_OPTIMAL,20.720080202677142,15,6.632056724483828,2.0031511000000002,15.911976521806686,0,7.8162544,0
32,C5,cold-seed-proof-free,12,vehicle_0,optional,verified_projection_row,14.088023478193314,15,0.010021416064820489,0.0111565,15.921997937871506,0,7.8274109000000003,0
32,C5,cold-seed-proof-free,13,vehicle_1,optional,verified_projection_row,14.078002062128494,15,0.004919638147006954,0.0092729000000000006,15.926917576018512,0,7.8366838000000003,0
32,C5,cold-seed-proof-free,14,vehicle_2,optional,verified_projection_row,14.073082423981488,15,0.013034059360834222,0.0117967,15.939951635379346,0,7.8484805,0
32,C5,cold-seed-proof-free,15,vehicle_3,optional,verified_projection_row,14.060048364620654,15,0.054138334744676164,0.027784,15.994089970124023,0,7.8762644999999996,0
32,C5,cold-seed-proof-free,16,L0.0,optional,projection_overhead,0,0,0,0.01665070000000049,15.994089970124023,0,7.8929152,0
32,C5,cold-seed-proof-free,17,L0.0,optional,projection_reopt,14.005910029875977,15,5.7471158815448753,1.5138368,21.741205851668898,0,9.4067520000000009,0
32,C5,cold-seed-proof-free,18,L0.0,optional,projection_finalization,0,0,0,0.0062227000000001365,21.741205851668898,0,9.4129747000000012,0
32,C5,cold-seed-proof-free,19,L0.0,optional,backend_type_restore_and_finalization,0,0,0,0.0044954999999986534,21.741205851668898,0,9.4174702000000003,0
32,C5,cold-seed-proof-free,20,L0.1,optional,canonical_build,0,0,0,1.1471676,21.741205851668898,0,10.5646378,0
32,C5,cold-seed-proof-free,21,L0.1,optional,base_LP_OPTIMAL,8.258794148331102,15,5.7774755208618975,2.1391450999999999,27.518681372530796,0,12.7037829,0
32,C5,cold-seed-proof-free,22,vehicle_0,optional,verified_projection_row,2.4813186274692036,15,0.0020894907349756596,0.0079351000000000005,27.520770863265771,0,12.711717999999999,0
32,C5,cold-seed-proof-free,23,vehicle_1,optional,verified_projection_row,2.4792291367342294,15,0.021440618276581974,0.0154042,27.542211481542353,0,12.7271222,0
32,C5,cold-seed-proof-free,24,vehicle_2,optional,verified_projection_row,2.4577885184576473,15,0.0074373040899026414,0.010752299999999999,27.549648785632254,0,12.7378745,0
32,C5,cold-seed-proof-free,25,vehicle_3,optional,verified_projection_row,2.4503512143677462,15,0.0046116112207406808,0.0092662999999999999,27.554260396852996,0,12.7471408,0
32,C5,cold-seed-proof-free,26,L0.1,optional,projection_overhead,0,0,0,0.017308299999999832,27.554260396852996,0,12.7644491,0
32,C5,cold-seed-proof-free,27,L0.1,optional,projection_reopt,2.445739603147004,15,2.4460921432848926,0.86531930000000001,30.000352540137889,0,13.6297684,0
32,C5,cold-seed-proof-free,28,L0.1,optional,projection_finalization,0,0,0,0.0060892999999999642,30.000352540137889,0,13.635857699999999,0
32,C5,cold-seed-proof-free,29,L0.1,optional,backend_type_restore_and_finalization,0,0,0,0.0040921000000007091,30.000352540137889,0,13.6399498,0
32,C5,cold-seed-proof-free,30,L0|86da372fff5e16b338d442829f865c098079524f408ea8f0e3e7fb3836fcb2ba,core,OPTIMAL,0,0,104.54927522048668,49.7439459,30.000352540137889,104.54927522048668,13.6399498,49.7439459
34,C6,seed-bounded-joint,0,L0,optional,canonical_build,0,0,0,1.0889848,0,0,1.0889848,0
34,C6,seed-bounded-joint,1,L0|6b6d6412d94e053a29a83d16b1600b6d5217db06fba85b44a63b6c307c63cfa8,optional,WORK_LIMIT,30,15,30.00004710535508,12.869752999999999,30.00004710535508,0,13.9587378,0
34,C6,seed-bounded-joint,2,L0|6b6d6412d94e053a29a83d16b1600b6d5217db06fba85b44a63b6c307c63cfa8,core,TIME_LIMIT,0,0,779.39846851204004,280.29812909999998,30.00004710535508,779.39846851204004,13.9587378,280.29812909999998
35,C6,candidate,0,L0,optional,canonical_build,0,0,0,0.78044210000000003,0,0,0.78044210000000003,0
35,C6,candidate,1,L0|bf2992d220ec3f691ea0d974b8e4f839fc2bcadda0010e3ccb20436ac162209b,optional,OPTIMAL,30,15,12.429513501998667,4.0554557999999998,12.429513501998667,0,4.8358979,0
35,C6,candidate,2,L0.0,optional,canonical_build,0,0,0,0.86754830000000005,12.429513501998667,0,5.7034462000000001,0
35,C6,candidate,3,L0.0|ed04731ae58648a92696c892dbe1b5731916946a6b200bf141b390cb5eaf0e3f,optional,WORK_LIMIT,17.570486498001333,15,17.571412578528289,5.6569596999999998,30.000926080526956,0,11.3604059,0
