run_id,instance,arm,elapsed_seconds,native_tree_memory_mb,rows_attached_final,rows_avoided_final
stage1__moderate_seed3302__baseline__300s,moderate_seed3302,baseline,264.2,531.66,224518,0.0
stage1__moderate_seed3302__factory_delta__300s,moderate_seed3302,factory_delta,2.25,0.01,139906,110190.0
stage1__moderate_seed3302__factory_delta__300s,moderate_seed3302,factory_delta,7.06,1.54,139906,110190.0
stage1__moderate_seed3302__factory_delta__300s,moderate_seed3302,factory_delta,12.92,9.56,139906,110190.0
stage1__moderate_seed3302__factory_delta__300s,moderate_seed3302,factory_delta,18.42,13.0,139906,110190.0
stage1__moderate_seed3302__factory_delta__300s,moderate_seed3302,factory_delta,25.3,36.07,139906,110190.0
stage1__moderate_seed3302__factory_delta__300s,moderate_seed3302,factory_delta,30.49,66.24,139906,110190.0
stage1__moderate_seed3302__factory_delta__300s,moderate_seed3302,factory_delta,36.38,97.68,139906,110190.0
stage1__moderate_seed3302__factory_delta__300s,moderate_seed3302,factory_delta,41.72,128.69,139906,110190.0
stage1__moderate_seed3302__factory_delta__300s,moderate_seed3302,factory_delta,46.86,152.99,139906,110190.0
stage1__moderate_seed3302__factory_delta__300s,moderate_seed3302,factory_delta,52.09,177.26,139906,110190.0
stage1__moderate_seed3302__factory_delta__300s,moderate_seed3302,factory_delta,58.33,218.65,139906,110190.0
stage1__moderate_seed3302__factory_delta__300s,moderate_seed3302,factory_delta,74.27,306.6,139906,110190.0
stage1__moderate_seed3302__factory_delta__300s,moderate_seed3302,factory_delta,93.62,371.3,139906,110190.0
stage1__moderate_seed3302__factory_delta__300s,moderate_seed3302,factory_delta,109.55,433.12,139906,110190.0
stage1__moderate_seed3302__factory_delta__300s,moderate_seed3302,factory_delta,126.39,475.48,139906,110190.0
stage1__moderate_seed3302__factory_delta__300s,moderate_seed3302,factory_delta,144.25,518.85,139906,110190.0
stage1__moderate_seed3302__factory_delta__300s,moderate_seed3302,factory_delta,161.03,573.76,139906,110190.0
stage1__moderate_seed3302__factory_delta__300s,moderate_seed3302,factory_delta,178.38,602.63,139906,110190.0
stage1__moderate_seed3302__factory_delta__300s,moderate_seed3302,factory_delta,194.49,660.71,139906,110190.0
stage1__moderate_seed3302__factory_delta__300s,moderate_seed3302,factory_delta,211.38,690.84,139906,110190.0
stage1__moderate_seed3302__factory_delta__300s,moderate_seed3302,factory_delta,228.39,725.67,139906,110190.0
stage1__moderate_seed3302__factory_delta__300s,moderate_seed3302,factory_delta,245.34,756.25,139906,110190.0
stage1__moderate_seed3302__factory_delta__300s,moderate_seed3302,factory_delta,262.45,795.52,139906,110190.0
stage1__moderate_seed3302__factory_delta__300s,moderate_seed3302,factory_delta,279.88,832.14,139906,110190.0
stage1__moderate_seed3302__factory_full__300s,moderate_seed3302,factory_full,2.25,0.01,224518,0.0
stage1__moderate_seed3302__factory_full__300s,moderate_seed3302,factory_full,5.47,1.23,224518,0.0
stage1__moderate_seed3302__factory_full__300s,moderate_seed3302,factory_full,11.61,4.15,224518,0.0
stage1__moderate_seed3302__factory_full__300s,moderate_seed3302,factory_full,17.14,11.6,224518,0.0
stage1__moderate_seed3302__factory_full__300s,moderate_seed3302,factory_full,22.41,20.17,224518,0.0
stage1__moderate_seed3302__factory_full__300s,moderate_seed3302,factory_full,28.78,26.91,224518,0.0
stage1__moderate_seed3302__factory_full__300s,moderate_seed3302,factory_full,34.55,39.85,224518,0.0
stage1__moderate_seed3302__factory_full__300s,moderate_seed3302,factory_full,39.67,49.91,224518,0.0
stage1__moderate_seed3302__factory_full__300s,moderate_seed3302,factory_full,45.19,57.36,224518,0.0
stage1__moderate_seed3302__factory_full__300s,moderate_seed3302,factory_full,50.23,89.62,224518,0.0
stage1__moderate_seed3302__factory_full__300s,moderate_seed3302,factory_full,56.73,137.03,224518,0.0
stage1__moderate_seed3302__factory_full__300s,moderate_seed3302,factory_full,76.17,238.51,224518,0.0
stage1__moderate_seed3302__factory_full__300s,moderate_seed3302,factory_full,93.03,323.99,224518,0.0
stage1__moderate_seed3302__factory_full__300s,moderate_seed3302,factory_full,110.55,361.77,224518,0.0
stage1__moderate_seed3302__factory_full__300s,moderate_seed3302,factory_full,129.48,386.65,224518,0.0
stage1__moderate_seed3302__factory_full__300s,moderate_seed3302,factory_full,148.02,403.96,224518,0.0
stage1__moderate_seed3302__factory_full__300s,moderate_seed3302,factory_full,167.59,427.84,224518,0.0
stage1__moderate_seed3302__factory_full__300s,moderate_seed3302,factory_full,187.42,445.54,224518,0.0
stage1__moderate_seed3302__factory_full__300s,moderate_seed3302,factory_full,205.7,461.25,224518,0.0
stage1__moderate_seed3302__factory_full__300s,moderate_seed3302,factory_full,226.09,488.69,224518,0.0
stage1__moderate_seed3302__factory_full__300s,moderate_seed3302,factory_full,245.42,511.63,224518,0.0
stage1__moderate_seed3302__factory_full__300s,moderate_seed3302,factory_full,263.39,531.66,224518,0.0
stage1__moderate_seed3302__parent_delta__300s,moderate_seed3302,parent_delta,2.27,0.01,139906,110190.0
stage1__moderate_seed3302__parent_delta__300s,moderate_seed3302,parent_delta,7.02,1.54,139906,110190.0
stage1__moderate_seed3302__parent_delta__300s,moderate_seed3302,parent_delta,12.86,9.56,139906,110190.0
stage1__moderate_seed3302__parent_delta__300s,moderate_seed3302,parent_delta,18.31,13.0,139906,110190.0
stage1__moderate_seed3302__parent_delta__300s,moderate_seed3302,parent_delta,25.12,36.07,139906,110190.0
stage1__moderate_seed3302__parent_delta__300s,moderate_seed3302,parent_delta,30.28,66.24,139906,110190.0
stage1__moderate_seed3302__parent_delta__300s,moderate_seed3302,parent_delta,36.16,97.68,139906,110190.0
stage1__moderate_seed3302__parent_delta__300s,moderate_seed3302,parent_delta,41.42,128.69,139906,110190.0
stage1__moderate_seed3302__parent_delta__300s,moderate_seed3302,parent_delta,46.53,152.99,139906,110190.0
stage1__moderate_seed3302__parent_delta__300s,moderate_seed3302,parent_delta,51.73,177.26,139906,110190.0
stage1__moderate_seed3302__parent_delta__300s,moderate_seed3302,parent_delta,57.95,218.65,139906,110190.0
stage1__moderate_seed3302__parent_delta__300s,moderate_seed3302,parent_delta,73.89,306.6,139906,110190.0
stage1__moderate_seed3302__parent_delta__300s,moderate_seed3302,parent_delta,93.22,371.3,139906,110190.0
stage1__moderate_seed3302__parent_delta__300s,moderate_seed3302,parent_delta,109.08,433.12,139906,110190.0
stage1__moderate_seed3302__parent_delta__300s,moderate_seed3302,parent_delta,125.77,475.48,139906,110190.0
stage1__moderate_seed3302__parent_delta__300s,moderate_seed3302,parent_delta,143.69,518.85,139906,110190.0
stage1__moderate_seed3302__parent_delta__300s,moderate_seed3302,parent_delta,160.36,573.76,139906,110190.0
stage1__moderate_seed3302__parent_delta__300s,moderate_seed3302,parent_delta,177.66,602.63,139906,110190.0
stage1__moderate_seed3302__parent_delta__300s,moderate_seed3302,parent_delta,193.69,660.71,139906,110190.0
stage1__moderate_seed3302__parent_delta__300s,moderate_seed3302,parent_delta,210.67,690.84,139906,110190.0
stage1__moderate_seed3302__parent_delta__300s,moderate_seed3302,parent_delta,227.8,725.67,139906,110190.0
stage1__moderate_seed3302__parent_delta__300s,moderate_seed3302,parent_delta,244.78,756.25,139906,110190.0
stage1__moderate_seed3302__parent_delta__300s,moderate_seed3302,parent_delta,261.78,795.52,139906,110190.0
stage1__moderate_seed3302__parent_delta__300s,moderate_seed3302,parent_delta,279.31,832.14,139906,110190.0
stage1__tight_T_seed3101__baseline__300s,tight_T_seed3101,baseline,1.92,0.01,165831,0.0
stage1__tight_T_seed3101__baseline__300s,tight_T_seed3101,baseline,5.36,2.88,165831,0.0
stage1__tight_T_seed3101__baseline__300s,tight_T_seed3101,baseline,11.22,12.85,165831,0.0
stage1__tight_T_seed3101__baseline__300s,tight_T_seed3101,baseline,16.7,23.22,165831,0.0
stage1__tight_T_seed3101__baseline__300s,tight_T_seed3101,baseline,21.62,47.27,165831,0.0
stage1__tight_T_seed3101__baseline__300s,tight_T_seed3101,baseline,26.12,70.33,165831,0.0
stage1__tight_T_seed3101__baseline__300s,tight_T_seed3101,baseline,30.66,87.86,165831,0.0
stage1__tight_T_seed3101__baseline__300s,tight_T_seed3101,baseline,35.09,105.83,165831,0.0
stage1__tight_T_seed3101__baseline__300s,tight_T_seed3101,baseline,39.25,127.08,165831,0.0
stage1__tight_T_seed3101__baseline__300s,tight_T_seed3101,baseline,43.48,147.62,165831,0.0
stage1__tight_T_seed3101__baseline__300s,tight_T_seed3101,baseline,48.92,166.05,165831,0.0
stage1__tight_T_seed3101__baseline__300s,tight_T_seed3101,baseline,65.8,220.59,165831,0.0
stage1__tight_T_seed3101__baseline__300s,tight_T_seed3101,baseline,82.2,268.46,165831,0.0
stage1__tight_T_seed3101__baseline__300s,tight_T_seed3101,baseline,98.75,321.75,165831,0.0
stage1__tight_T_seed3101__baseline__300s,tight_T_seed3101,baseline,115.72,373.94,165831,0.0
stage1__tight_T_seed3101__baseline__300s,tight_T_seed3101,baseline,132.08,421.26,165831,0.0
stage1__tight_T_seed3101__baseline__300s,tight_T_seed3101,baseline,148.84,468.15,165831,0.0
stage1__tight_T_seed3101__baseline__300s,tight_T_seed3101,baseline,165.17,510.65,165831,0.0
stage1__tight_T_seed3101__baseline__300s,tight_T_seed3101,baseline,181.67,555.17,165831,0.0
stage1__tight_T_seed3101__baseline__300s,tight_T_seed3101,baseline,198.34,598.97,165831,0.0
stage1__tight_T_seed3101__baseline__300s,tight_T_seed3101,baseline,215.5,646.79,165831,0.0
stage1__tight_T_seed3101__baseline__300s,tight_T_seed3101,baseline,232.36,697.51,165831,0.0
stage1__tight_T_seed3101__baseline__300s,tight_T_seed3101,baseline,249.14,736.05,165831,0.0
stage1__tight_T_seed3101__baseline__300s,tight_T_seed3101,baseline,265.97,764.87,165831,0.0
stage1__tight_T_seed3101__factory_delta__300s,tight_T_seed3101,factory_delta,1.94,0.01,142511,117064.0
stage1__tight_T_seed3101__factory_delta__300s,tight_T_seed3101,factory_delta,5.61,2.11,142511,117064.0
stage1__tight_T_seed3101__factory_delta__300s,tight_T_seed3101,factory_delta,11.47,19.22,142511,117064.0
stage1__tight_T_seed3101__factory_delta__300s,tight_T_seed3101,factory_delta,19.03,57.24,142511,117064.0
stage1__tight_T_seed3101__factory_delta__300s,tight_T_seed3101,factory_delta,24.47,88.21,142511,117064.0
stage1__tight_T_seed3101__factory_delta__300s,tight_T_seed3101,factory_delta,29.66,121.67,142511,117064.0
stage1__tight_T_seed3101__factory_delta__300s,tight_T_seed3101,factory_delta,35.27,171.31,142511,117064.0
stage1__tight_T_seed3101__factory_delta__300s,tight_T_seed3101,factory_delta,40.12,209.43,142511,117064.0
stage1__tight_T_seed3101__factory_delta__300s,tight_T_seed3101,factory_delta,45.2,239.69,142511,117064.0
stage1__tight_T_seed3101__factory_delta__300s,tight_T_seed3101,factory_delta,49.86,260.55,142511,117064.0
stage1__tight_T_seed3101__factory_delta__300s,tight_T_seed3101,factory_delta,58.16,284.31,142511,117064.0
stage1__tight_T_seed3101__factory_delta__300s,tight_T_seed3101,factory_delta,87.66,349.5,142511,117064.0
stage1__tight_T_seed3101__factory_delta__300s,tight_T_seed3101,factory_delta,109.09,401.12,142511,117064.0
stage1__tight_T_seed3101__factory_delta__300s,tight_T_seed3101,factory_delta,126.48,519.64,142511,117064.0
stage1__tight_T_seed3101__factory_delta__300s,tight_T_seed3101,factory_delta,144.61,601.02,142511,117064.0
stage1__tight_T_seed3101__factory_delta__300s,tight_T_seed3101,factory_delta,162.62,662.62,142511,117064.0
stage1__tight_T_seed3101__factory_delta__300s,tight_T_seed3101,factory_delta,179.78,694.0,142511,117064.0
stage1__tight_T_seed3101__factory_delta__300s,tight_T_seed3101,factory_delta,196.61,728.25,142511,117064.0
stage1__tight_T_seed3101__factory_delta__300s,tight_T_seed3101,factory_delta,212.97,802.98,142511,117064.0
stage1__tight_T_seed3101__factory_delta__300s,tight_T_seed3101,factory_delta,230.89,864.04,142511,117064.0
stage1__tight_T_seed3101__factory_delta__300s,tight_T_seed3101,factory_delta,248.44,951.79,142511,117064.0
stage1__tight_T_seed3101__factory_delta__300s,tight_T_seed3101,factory_delta,267.97,1025.61,142511,117064.0
stage1__tight_T_seed3101__factory_full__300s,tight_T_seed3101,factory_full,1.94,0.01,265344,0.0
stage1__tight_T_seed3101__factory_full__300s,tight_T_seed3101,factory_full,4.91,1.42,265344,0.0
stage1__tight_T_seed3101__factory_full__300s,tight_T_seed3101,factory_full,10.72,9.52,265344,0.0
stage1__tight_T_seed3101__factory_full__300s,tight_T_seed3101,factory_full,16.28,23.47,265344,0.0
stage1__tight_T_seed3101__factory_full__300s,tight_T_seed3101,factory_full,21.56,42.74,265344,0.0
stage1__tight_T_seed3101__factory_full__300s,tight_T_seed3101,factory_full,26.67,68.18,265344,0.0
stage1__tight_T_seed3101__factory_full__300s,tight_T_seed3101,factory_full,31.28,82.96,265344,0.0
stage1__tight_T_seed3101__factory_full__300s,tight_T_seed3101,factory_full,35.56,97.25,265344,0.0
stage1__tight_T_seed3101__factory_full__300s,tight_T_seed3101,factory_full,39.78,109.2,265344,0.0
stage1__tight_T_seed3101__factory_full__300s,tight_T_seed3101,factory_full,44.69,121.74,265344,0.0
stage1__tight_T_seed3101__factory_full__300s,tight_T_seed3101,factory_full,50.52,133.36,265344,0.0
stage1__tight_T_seed3101__factory_full__300s,tight_T_seed3101,factory_full,67.86,177.25,265344,0.0
stage1__tight_T_seed3101__factory_full__300s,tight_T_seed3101,factory_full,84.55,213.7,265344,0.0
stage1__tight_T_seed3101__factory_full__300s,tight_T_seed3101,factory_full,101.3,258.9,265344,0.0
stage1__tight_T_seed3101__factory_full__300s,tight_T_seed3101,factory_full,117.55,312.35,265344,0.0
stage1__tight_T_seed3101__factory_full__300s,tight_T_seed3101,factory_full,134.31,348.98,265344,0.0
stage1__tight_T_seed3101__factory_full__300s,tight_T_seed3101,factory_full,151.14,382.6,265344,0.0
stage1__tight_T_seed3101__factory_full__300s,tight_T_seed3101,factory_full,168.72,419.49,265344,0.0
stage1__tight_T_seed3101__factory_full__300s,tight_T_seed3101,factory_full,186.16,458.03,265344,0.0
stage1__tight_T_seed3101__factory_full__300s,tight_T_seed3101,factory_full,203.06,494.33,265344,0.0
stage1__tight_T_seed3101__factory_full__300s,tight_T_seed3101,factory_full,220.17,528.75,265344,0.0
stage1__tight_T_seed3101__factory_full__300s,tight_T_seed3101,factory_full,237.39,567.51,265344,0.0
stage1__tight_T_seed3101__factory_full__300s,tight_T_seed3101,factory_full,254.7,599.7,265344,0.0
stage1__tight_T_seed3101__factory_full__300s,tight_T_seed3101,factory_full,271.84,644.86,265344,0.0
stage1__tight_T_seed3101__parent_delta__300s,tight_T_seed3101,parent_delta,1.97,0.01,108436,97771.0
stage1__tight_T_seed3101__parent_delta__300s,tight_T_seed3101,parent_delta,4.75,1.34,108436,97771.0
stage1__tight_T_seed3101__parent_delta__300s,tight_T_seed3101,parent_delta,11.09,15.51,108436,97771.0
stage1__tight_T_seed3101__parent_delta__300s,tight_T_seed3101,parent_delta,16.84,28.81,108436,97771.0
stage1__tight_T_seed3101__parent_delta__300s,tight_T_seed3101,parent_delta,21.3,44.66,108436,97771.0
stage1__tight_T_seed3101__parent_delta__300s,tight_T_seed3101,parent_delta,25.48,59.05,108436,97771.0
stage1__tight_T_seed3101__parent_delta__300s,tight_T_seed3101,parent_delta,30.02,72.54,108436,97771.0
stage1__tight_T_seed3101__parent_delta__300s,tight_T_seed3101,parent_delta,34.23,88.12,108436,97771.0
stage1__tight_T_seed3101__parent_delta__300s,tight_T_seed3101,parent_delta,39.08,102.12,108436,97771.0
stage1__tight_T_seed3101__parent_delta__300s,tight_T_seed3101,parent_delta,44.47,111.49,108436,97771.0
stage1__tight_T_seed3101__parent_delta__300s,tight_T_seed3101,parent_delta,50.22,126.63,108436,97771.0
stage1__tight_T_seed3101__parent_delta__300s,tight_T_seed3101,parent_delta,67.5,170.37,108436,97771.0
stage1__tight_T_seed3101__parent_delta__300s,tight_T_seed3101,parent_delta,83.55,213.92,108436,97771.0
stage1__tight_T_seed3101__parent_delta__300s,tight_T_seed3101,parent_delta,99.72,259.88,108436,97771.0
stage1__tight_T_seed3101__parent_delta__300s,tight_T_seed3101,parent_delta,115.81,300.67,108436,97771.0
stage1__tight_T_seed3101__parent_delta__300s,tight_T_seed3101,parent_delta,131.91,333.6,108436,97771.0
stage1__tight_T_seed3101__parent_delta__300s,tight_T_seed3101,parent_delta,148.23,364.44,108436,97771.0
stage1__tight_T_seed3101__parent_delta__300s,tight_T_seed3101,parent_delta,164.39,399.41,108436,97771.0
stage1__tight_T_seed3101__parent_delta__300s,tight_T_seed3101,parent_delta,181.11,436.26,108436,97771.0
stage1__tight_T_seed3101__parent_delta__300s,tight_T_seed3101,parent_delta,197.44,476.38,108436,97771.0
stage1__tight_T_seed3101__parent_delta__300s,tight_T_seed3101,parent_delta,214.47,525.12,108436,97771.0
stage1__tight_T_seed3101__parent_delta__300s,tight_T_seed3101,parent_delta,231.88,574.78,108436,97771.0
stage1__tight_T_seed3101__parent_delta__300s,tight_T_seed3101,parent_delta,248.2,611.41,108436,97771.0
stage1__tight_T_seed3101__parent_delta__300s,tight_T_seed3101,parent_delta,264.92,649.01,108436,97771.0
stage1__V12_M2__baseline__300s,V12_M2,baseline,1.77,0.01,183748,0.0
stage1__V12_M2__baseline__300s,V12_M2,baseline,4.45,1.32,183748,0.0
stage1__V12_M2__baseline__300s,V12_M2,baseline,9.19,1.8,183748,0.0
stage1__V12_M2__baseline__300s,V12_M2,baseline,13.22,7.39,183748,0.0
stage1__V12_M2__baseline__300s,V12_M2,baseline,17.5,18.23,183748,0.0
stage1__V12_M2__baseline__300s,V12_M2,baseline,21.34,32.69,183748,0.0
stage1__V12_M2__baseline__300s,V12_M2,baseline,25.17,46.7,183748,0.0
stage1__V12_M2__baseline__300s,V12_M2,baseline,28.89,55.21,183748,0.0
stage1__V12_M2__baseline__300s,V12_M2,baseline,32.58,65.92,183748,0.0
stage1__V12_M2__baseline__300s,V12_M2,baseline,36.27,75.47,183748,0.0
stage1__V12_M2__baseline__300s,V12_M2,baseline,41.11,86.39,183748,0.0
stage1__V12_M2__baseline__300s,V12_M2,baseline,55.14,118.39,183748,0.0
stage1__V12_M2__baseline__300s,V12_M2,baseline,69.7,155.91,183748,0.0
stage1__V12_M2__baseline__300s,V12_M2,baseline,83.88,188.57,183748,0.0
stage1__V12_M2__baseline__300s,V12_M2,baseline,98.22,230.7,183748,0.0
stage1__V12_M2__baseline__300s,V12_M2,baseline,112.91,267.92,183748,0.0
stage1__V12_M2__baseline__300s,V12_M2,baseline,128.06,294.45,183748,0.0
stage1__V12_M2__baseline__300s,V12_M2,baseline,143.12,324.87,183748,0.0
stage1__V12_M2__baseline__300s,V12_M2,baseline,158.19,361.73,183748,0.0
stage1__V12_M2__baseline__300s,V12_M2,baseline,173.41,391.07,183748,0.0
stage1__V12_M2__baseline__300s,V12_M2,baseline,188.72,407.78,183748,0.0
stage1__V12_M2__baseline__300s,V12_M2,baseline,204.58,423.42,183748,0.0
stage1__V12_M2__baseline__300s,V12_M2,baseline,220.86,430.05,183748,0.0
stage1__V12_M2__baseline__300s,V12_M2,baseline,237.02,427.39,183748,0.0
stage1__V12_M2__baseline__300s,V12_M2,baseline,253.52,428.45,183748,0.0
stage1__V12_M2__baseline__300s,V12_M2,baseline,270.19,436.11,183748,0.0
stage1__V12_M2__factory_delta__300s,V12_M2,factory_delta,1.73,0.01,89914,89305.0
stage1__V12_M2__factory_delta__300s,V12_M2,factory_delta,4.12,0.78,89914,89305.0
stage1__V12_M2__factory_delta__300s,V12_M2,factory_delta,8.95,2.85,89914,89305.0
stage1__V12_M2__factory_delta__300s,V12_M2,factory_delta,12.59,8.22,89914,89305.0
stage1__V12_M2__factory_delta__300s,V12_M2,factory_delta,17.08,19.15,89914,89305.0
stage1__V12_M2__factory_delta__300s,V12_M2,factory_delta,20.66,30.73,89914,89305.0
stage1__V12_M2__factory_delta__300s,V12_M2,factory_delta,24.33,32.32,89914,89305.0
stage1__V12_M2__factory_delta__300s,V12_M2,factory_delta,28.09,33.09,89914,89305.0
stage1__V12_M2__factory_delta__300s,V12_M2,factory_delta,32.0,38.75,89914,89305.0
stage1__V12_M2__factory_delta__300s,V12_M2,factory_delta,35.61,41.67,89914,89305.0
stage1__V12_M2__factory_delta__300s,V12_M2,factory_delta,40.14,48.06,89914,89305.0
stage1__V12_M2__factory_delta__300s,V12_M2,factory_delta,53.92,73.83,89914,89305.0
stage1__V12_M2__factory_delta__300s,V12_M2,factory_delta,67.92,98.34,89914,89305.0
stage1__V12_M2__factory_delta__300s,V12_M2,factory_delta,81.92,117.18,89914,89305.0
stage1__V12_M2__factory_delta__300s,V12_M2,factory_delta,95.81,136.09,89914,89305.0
stage1__V12_M2__factory_delta__300s,V12_M2,factory_delta,109.73,157.08,89914,89305.0
stage1__V12_M2__factory_delta__300s,V12_M2,factory_delta,123.48,176.27,89914,89305.0
stage1__V12_M2__factory_delta__300s,V12_M2,factory_delta,137.91,189.63,89914,89305.0
stage1__V12_M2__factory_delta__300s,V12_M2,factory_delta,152.56,203.72,89914,89305.0
stage1__V12_M2__factory_delta__300s,V12_M2,factory_delta,167.09,210.89,89914,89305.0
stage1__V12_M2__factory_delta__300s,V12_M2,factory_delta,182.06,220.27,89914,89305.0
stage1__V12_M2__factory_delta__300s,V12_M2,factory_delta,197.28,225.19,89914,89305.0
stage1__V12_M2__factory_delta__300s,V12_M2,factory_delta,211.98,225.06,89914,89305.0
stage1__V12_M2__factory_delta__300s,V12_M2,factory_delta,226.61,223.21,89914,89305.0
stage1__V12_M2__factory_delta__300s,V12_M2,factory_delta,242.06,220.85,89914,89305.0
stage1__V12_M2__factory_delta__300s,V12_M2,factory_delta,258.25,220.03,89914,89305.0
stage1__V12_M2__factory_delta__300s,V12_M2,factory_delta,274.28,216.37,89914,89305.0
stage1__V12_M2__factory_full__300s,V12_M2,factory_full,1.75,0.01,183748,0.0
stage1__V12_M2__factory_full__300s,V12_M2,factory_full,4.39,1.32,183748,0.0
stage1__V12_M2__factory_full__300s,V12_M2,factory_full,9.09,1.8,183748,0.0
stage1__V12_M2__factory_full__300s,V12_M2,factory_full,13.09,7.39,183748,0.0
stage1__V12_M2__factory_full__300s,V12_M2,factory_full,17.38,18.23,183748,0.0
stage1__V12_M2__factory_full__300s,V12_M2,factory_full,21.19,32.69,183748,0.0
stage1__V12_M2__factory_full__300s,V12_M2,factory_full,24.97,46.7,183748,0.0
stage1__V12_M2__factory_full__300s,V12_M2,factory_full,28.67,55.21,183748,0.0
stage1__V12_M2__factory_full__300s,V12_M2,factory_full,32.36,65.92,183748,0.0
stage1__V12_M2__factory_full__300s,V12_M2,factory_full,36.0,75.47,183748,0.0
stage1__V12_M2__factory_full__300s,V12_M2,factory_full,40.83,86.39,183748,0.0
stage1__V12_M2__factory_full__300s,V12_M2,factory_full,54.86,118.39,183748,0.0
stage1__V12_M2__factory_full__300s,V12_M2,factory_full,69.38,155.91,183748,0.0
stage1__V12_M2__factory_full__300s,V12_M2,factory_full,83.5,188.57,183748,0.0
stage1__V12_M2__factory_full__300s,V12_M2,factory_full,97.89,230.7,183748,0.0
stage1__V12_M2__factory_full__300s,V12_M2,factory_full,112.62,267.92,183748,0.0
stage1__V12_M2__factory_full__300s,V12_M2,factory_full,127.91,294.45,183748,0.0
stage1__V12_M2__factory_full__300s,V12_M2,factory_full,142.97,324.87,183748,0.0
stage1__V12_M2__factory_full__300s,V12_M2,factory_full,158.05,361.73,183748,0.0
stage1__V12_M2__factory_full__300s,V12_M2,factory_full,173.31,391.07,183748,0.0
stage1__V12_M2__factory_full__300s,V12_M2,factory_full,188.67,407.78,183748,0.0
stage1__V12_M2__factory_full__300s,V12_M2,factory_full,204.67,423.42,183748,0.0
stage1__V12_M2__factory_full__300s,V12_M2,factory_full,221.02,430.05,183748,0.0
stage1__V12_M2__factory_full__300s,V12_M2,factory_full,237.23,427.39,183748,0.0
stage1__V12_M2__factory_full__300s,V12_M2,factory_full,253.83,428.45,183748,0.0
stage1__V12_M2__factory_full__300s,V12_M2,factory_full,270.64,436.11,183748,0.0
stage1__V12_M2__parent_delta__300s,V12_M2,parent_delta,1.75,0.01,89914,89305.0
stage1__V12_M2__parent_delta__300s,V12_M2,parent_delta,4.17,0.78,89914,89305.0
stage1__V12_M2__parent_delta__300s,V12_M2,parent_delta,9.02,2.85,89914,89305.0
stage1__V12_M2__parent_delta__300s,V12_M2,parent_delta,12.67,8.22,89914,89305.0
stage1__V12_M2__parent_delta__300s,V12_M2,parent_delta,17.23,19.15,89914,89305.0
stage1__V12_M2__parent_delta__300s,V12_M2,parent_delta,20.84,30.73,89914,89305.0
stage1__V12_M2__parent_delta__300s,V12_M2,parent_delta,24.56,32.32,89914,89305.0
stage1__V12_M2__parent_delta__300s,V12_M2,parent_delta,28.3,33.09,89914,89305.0
stage1__V12_M2__parent_delta__300s,V12_M2,parent_delta,32.28,38.75,89914,89305.0
stage1__V12_M2__parent_delta__300s,V12_M2,parent_delta,35.95,41.67,89914,89305.0
stage1__V12_M2__parent_delta__300s,V12_M2,parent_delta,40.59,48.06,89914,89305.0
stage1__V12_M2__parent_delta__300s,V12_M2,parent_delta,54.59,73.83,89914,89305.0
stage1__V12_M2__parent_delta__300s,V12_M2,parent_delta,68.77,98.34,89914,89305.0
stage1__V12_M2__parent_delta__300s,V12_M2,parent_delta,83.02,117.18,89914,89305.0
stage1__V12_M2__parent_delta__300s,V12_M2,parent_delta,97.09,136.09,89914,89305.0
stage1__V12_M2__parent_delta__300s,V12_M2,parent_delta,111.05,157.08,89914,89305.0
stage1__V12_M2__parent_delta__300s,V12_M2,parent_delta,124.97,176.27,89914,89305.0
stage1__V12_M2__parent_delta__300s,V12_M2,parent_delta,139.45,189.63,89914,89305.0
stage1__V12_M2__parent_delta__300s,V12_M2,parent_delta,154.22,203.72,89914,89305.0
stage1__V12_M2__parent_delta__300s,V12_M2,parent_delta,168.77,210.89,89914,89305.0
stage1__V12_M2__parent_delta__300s,V12_M2,parent_delta,183.86,220.27,89914,89305.0
stage1__V12_M2__parent_delta__300s,V12_M2,parent_delta,199.0,225.19,89914,89305.0
stage1__V12_M2__parent_delta__300s,V12_M2,parent_delta,213.84,225.06,89914,89305.0
stage1__V12_M2__parent_delta__300s,V12_M2,parent_delta,228.55,223.21,89914,89305.0
stage1__V12_M2__parent_delta__300s,V12_M2,parent_delta,244.12,220.85,89914,89305.0
stage1__V12_M2__parent_delta__300s,V12_M2,parent_delta,260.28,220.03,89914,89305.0
stage1__V12_M2__parent_delta__300s,V12_M2,parent_delta,276.45,216.37,89914,89305.0
stage2__high_imbalance_seed3201__baseline__900s,high_imbalance_seed3201,baseline,4.09,0.01,208488,0.0
stage2__high_imbalance_seed3201__baseline__900s,high_imbalance_seed3201,baseline,8.14,1.14,208488,0.0
stage2__high_imbalance_seed3201__baseline__900s,high_imbalance_seed3201,baseline,15.39,6.76,208488,0.0
stage2__high_imbalance_seed3201__baseline__900s,high_imbalance_seed3201,baseline,20.27,17.14,208488,0.0
stage2__high_imbalance_seed3201__baseline__900s,high_imbalance_seed3201,baseline,24.39,28.97,208488,0.0
stage2__high_imbalance_seed3201__baseline__900s,high_imbalance_seed3201,baseline,28.86,44.17,208488,0.0
stage2__high_imbalance_seed3201__baseline__900s,high_imbalance_seed3201,baseline,33.05,57.93,208488,0.0
stage2__high_imbalance_seed3201__baseline__900s,high_imbalance_seed3201,baseline,37.48,74.71,208488,0.0
stage2__high_imbalance_seed3201__baseline__900s,high_imbalance_seed3201,baseline,41.72,87.09,208488,0.0
