run_id,instance,arm,elapsed_seconds,native_tree_memory_mb,rows_attached_final,rows_avoided_final
optional__high_imbalance_seed3202__root_flow_only__300s,high_imbalance_seed3202,root_flow_only,170.69,105.83,154344,0.0
optional__high_imbalance_seed3202__root_flow_only__300s,high_imbalance_seed3202,root_flow_only,190.72,119.05,154344,0.0
optional__high_imbalance_seed3202__root_flow_only__300s,high_imbalance_seed3202,root_flow_only,209.16,126.59,154344,0.0
optional__high_imbalance_seed3202__root_flow_only__300s,high_imbalance_seed3202,root_flow_only,227.3,134.56,154344,0.0
optional__high_imbalance_seed3202__root_flow_only__300s,high_imbalance_seed3202,root_flow_only,246.91,145.83,154344,0.0
optional__high_imbalance_seed3202__root_flow_only__300s,high_imbalance_seed3202,root_flow_only,266.11,163.47,154344,0.0
optional__moderate_seed3302__root_flow_only__300s,moderate_seed3302,root_flow_only,6.44,0.01,248675,0.0
optional__moderate_seed3302__root_flow_only__300s,moderate_seed3302,root_flow_only,10.61,1.22,248675,0.0
optional__moderate_seed3302__root_flow_only__300s,moderate_seed3302,root_flow_only,18.11,3.69,248675,0.0
optional__moderate_seed3302__root_flow_only__300s,moderate_seed3302,root_flow_only,24.98,10.45,248675,0.0
optional__moderate_seed3302__root_flow_only__300s,moderate_seed3302,root_flow_only,31.77,17.8,248675,0.0
optional__moderate_seed3302__root_flow_only__300s,moderate_seed3302,root_flow_only,37.39,25.97,248675,0.0
optional__moderate_seed3302__root_flow_only__300s,moderate_seed3302,root_flow_only,42.58,34.0,248675,0.0
optional__moderate_seed3302__root_flow_only__300s,moderate_seed3302,root_flow_only,48.3,41.46,248675,0.0
optional__moderate_seed3302__root_flow_only__300s,moderate_seed3302,root_flow_only,53.09,51.61,248675,0.0
optional__moderate_seed3302__root_flow_only__300s,moderate_seed3302,root_flow_only,59.23,56.82,248675,0.0
optional__moderate_seed3302__root_flow_only__300s,moderate_seed3302,root_flow_only,68.05,62.44,248675,0.0
optional__moderate_seed3302__root_flow_only__300s,moderate_seed3302,root_flow_only,87.61,75.41,248675,0.0
optional__moderate_seed3302__root_flow_only__300s,moderate_seed3302,root_flow_only,106.77,86.99,248675,0.0
optional__moderate_seed3302__root_flow_only__300s,moderate_seed3302,root_flow_only,126.8,99.44,248675,0.0
optional__moderate_seed3302__root_flow_only__300s,moderate_seed3302,root_flow_only,147.5,111.54,248675,0.0
optional__moderate_seed3302__root_flow_only__300s,moderate_seed3302,root_flow_only,166.02,122.46,248675,0.0
optional__moderate_seed3302__root_flow_only__300s,moderate_seed3302,root_flow_only,185.25,133.91,248675,0.0
optional__moderate_seed3302__root_flow_only__300s,moderate_seed3302,root_flow_only,204.41,142.34,248675,0.0
optional__moderate_seed3302__root_flow_only__300s,moderate_seed3302,root_flow_only,224.39,152.62,248675,0.0
optional__moderate_seed3302__root_flow_only__300s,moderate_seed3302,root_flow_only,244.41,162.81,248675,0.0
optional__moderate_seed3302__root_flow_only__300s,moderate_seed3302,root_flow_only,265.12,171.73,248675,0.0
optional__tight_T_seed3101__root_flow_only__300s,tight_T_seed3101,root_flow_only,5.91,0.01,237933,0.0
optional__tight_T_seed3101__root_flow_only__300s,tight_T_seed3101,root_flow_only,10.03,1.14,237933,0.0
optional__tight_T_seed3101__root_flow_only__300s,tight_T_seed3101,root_flow_only,18.05,3.16,237933,0.0
optional__tight_T_seed3101__root_flow_only__300s,tight_T_seed3101,root_flow_only,23.67,8.85,237933,0.0
optional__tight_T_seed3101__root_flow_only__300s,tight_T_seed3101,root_flow_only,28.92,18.85,237933,0.0
optional__tight_T_seed3101__root_flow_only__300s,tight_T_seed3101,root_flow_only,33.98,25.59,237933,0.0
optional__tight_T_seed3101__root_flow_only__300s,tight_T_seed3101,root_flow_only,47.67,28.53,237933,0.0
optional__tight_T_seed3101__root_flow_only__300s,tight_T_seed3101,root_flow_only,52.92,34.28,237933,0.0
optional__tight_T_seed3101__root_flow_only__300s,tight_T_seed3101,root_flow_only,58.11,38.67,237933,0.0
optional__tight_T_seed3101__root_flow_only__300s,tight_T_seed3101,root_flow_only,64.89,43.8,237933,0.0
optional__tight_T_seed3101__root_flow_only__300s,tight_T_seed3101,root_flow_only,72.45,56.27,237933,0.0
optional__tight_T_seed3101__root_flow_only__300s,tight_T_seed3101,root_flow_only,90.92,71.87,237933,0.0
optional__tight_T_seed3101__root_flow_only__300s,tight_T_seed3101,root_flow_only,109.44,84.84,237933,0.0
optional__tight_T_seed3101__root_flow_only__300s,tight_T_seed3101,root_flow_only,127.62,103.15,237933,0.0
optional__tight_T_seed3101__root_flow_only__300s,tight_T_seed3101,root_flow_only,146.03,115.31,237933,0.0
optional__tight_T_seed3101__root_flow_only__300s,tight_T_seed3101,root_flow_only,164.05,134.29,237933,0.0
optional__tight_T_seed3101__root_flow_only__300s,tight_T_seed3101,root_flow_only,182.53,140.94,237933,0.0
optional__tight_T_seed3101__root_flow_only__300s,tight_T_seed3101,root_flow_only,201.33,141.41,237933,0.0
optional__tight_T_seed3101__root_flow_only__300s,tight_T_seed3101,root_flow_only,219.97,154.47,237933,0.0
optional__tight_T_seed3101__root_flow_only__300s,tight_T_seed3101,root_flow_only,238.73,164.01,237933,0.0
optional__tight_T_seed3101__root_flow_only__300s,tight_T_seed3101,root_flow_only,256.78,172.2,237933,0.0
optional__tight_T_seed3101__root_flow_only__300s,tight_T_seed3101,root_flow_only,275.05,178.5,237933,0.0
optional__V12_M2__root_flow_only__300s,V12_M2,root_flow_only,3.44,0.01,161103,0.0
optional__V12_M2__root_flow_only__300s,V12_M2,root_flow_only,6.31,1.27,161103,0.0
optional__V12_M2__root_flow_only__300s,V12_M2,root_flow_only,10.56,9.88,161103,0.0
optional__V12_M2__root_flow_only__300s,V12_M2,root_flow_only,14.69,14.2,161103,0.0
optional__V12_M2__root_flow_only__300s,V12_M2,root_flow_only,18.8,20.5,161103,0.0
optional__V12_M2__root_flow_only__300s,V12_M2,root_flow_only,23.2,27.6,161103,0.0
optional__V12_M2__root_flow_only__300s,V12_M2,root_flow_only,27.09,34.48,161103,0.0
optional__V12_M2__root_flow_only__300s,V12_M2,root_flow_only,31.2,41.15,161103,0.0
optional__V12_M2__root_flow_only__300s,V12_M2,root_flow_only,35.09,44.62,161103,0.0
optional__V12_M2__root_flow_only__300s,V12_M2,root_flow_only,39.06,51.71,161103,0.0
optional__V12_M2__root_flow_only__300s,V12_M2,root_flow_only,44.08,60.41,161103,0.0
optional__V12_M2__root_flow_only__300s,V12_M2,root_flow_only,59.48,82.95,161103,0.0
optional__V12_M2__root_flow_only__300s,V12_M2,root_flow_only,74.44,92.49,161103,0.0
optional__V12_M2__root_flow_only__300s,V12_M2,root_flow_only,89.86,95.59,161103,0.0
optional__V12_M2__root_flow_only__300s,V12_M2,root_flow_only,105.52,102.07,161103,0.0
optional__V12_M2__root_flow_only__300s,V12_M2,root_flow_only,120.84,102.03,161103,0.0
optional__V12_M2__root_flow_only__300s,V12_M2,root_flow_only,136.22,107.94,161103,0.0
optional__V12_M2__root_flow_only__300s,V12_M2,root_flow_only,151.55,127.09,161103,0.0
optional__V12_M2__root_flow_only__300s,V12_M2,root_flow_only,166.84,155.95,161103,0.0
optional__V12_M2__root_flow_only__300s,V12_M2,root_flow_only,182.22,182.38,161103,0.0
optional__V12_M2__root_flow_only__300s,V12_M2,root_flow_only,197.39,208.55,161103,0.0
optional__V12_M2__root_flow_only__300s,V12_M2,root_flow_only,212.86,225.71,161103,0.0
optional__V12_M2__root_flow_only__300s,V12_M2,root_flow_only,228.55,249.25,161103,0.0
optional__V12_M2__root_flow_only__300s,V12_M2,root_flow_only,244.47,265.98,161103,0.0
optional__V12_M2__root_flow_only__300s,V12_M2,root_flow_only,260.44,281.35,161103,0.0
optional__V12_M2__root_flow_only__300s,V12_M2,root_flow_only,276.48,298.55,161103,0.0
stage1__high_imbalance_seed3202__baseline__300s,high_imbalance_seed3202,baseline,3.19,0.01,152928,0.0
stage1__high_imbalance_seed3202__baseline__300s,high_imbalance_seed3202,baseline,6.72,1.08,152928,0.0
stage1__high_imbalance_seed3202__baseline__300s,high_imbalance_seed3202,baseline,14.25,5.33,152928,0.0
stage1__high_imbalance_seed3202__baseline__300s,high_imbalance_seed3202,baseline,20.47,24.68,152928,0.0
stage1__high_imbalance_seed3202__baseline__300s,high_imbalance_seed3202,baseline,26.05,33.48,152928,0.0
stage1__high_imbalance_seed3202__baseline__300s,high_imbalance_seed3202,baseline,30.64,41.36,152928,0.0
stage1__high_imbalance_seed3202__baseline__300s,high_imbalance_seed3202,baseline,34.88,54.73,152928,0.0
stage1__high_imbalance_seed3202__baseline__300s,high_imbalance_seed3202,baseline,39.53,62.24,152928,0.0
stage1__high_imbalance_seed3202__baseline__300s,high_imbalance_seed3202,baseline,44.12,72.83,152928,0.0
stage1__high_imbalance_seed3202__baseline__300s,high_imbalance_seed3202,baseline,49.2,77.44,152928,0.0
stage1__high_imbalance_seed3202__baseline__300s,high_imbalance_seed3202,baseline,55.83,81.9,152928,0.0
stage1__high_imbalance_seed3202__baseline__300s,high_imbalance_seed3202,baseline,74.02,108.82,152928,0.0
stage1__high_imbalance_seed3202__baseline__300s,high_imbalance_seed3202,baseline,91.14,126.28,152928,0.0
stage1__high_imbalance_seed3202__baseline__300s,high_imbalance_seed3202,baseline,107.89,145.12,152928,0.0
stage1__high_imbalance_seed3202__baseline__300s,high_imbalance_seed3202,baseline,125.02,161.87,152928,0.0
stage1__high_imbalance_seed3202__baseline__300s,high_imbalance_seed3202,baseline,142.0,172.56,152928,0.0
stage1__high_imbalance_seed3202__baseline__300s,high_imbalance_seed3202,baseline,160.38,189.93,152928,0.0
stage1__high_imbalance_seed3202__baseline__300s,high_imbalance_seed3202,baseline,178.91,199.83,152928,0.0
stage1__high_imbalance_seed3202__baseline__300s,high_imbalance_seed3202,baseline,197.22,218.01,152928,0.0
stage1__high_imbalance_seed3202__baseline__300s,high_imbalance_seed3202,baseline,215.08,230.14,152928,0.0
stage1__high_imbalance_seed3202__baseline__300s,high_imbalance_seed3202,baseline,233.14,237.63,152928,0.0
stage1__high_imbalance_seed3202__baseline__300s,high_imbalance_seed3202,baseline,251.02,253.1,152928,0.0
stage1__high_imbalance_seed3202__baseline__300s,high_imbalance_seed3202,baseline,268.69,265.01,152928,0.0
stage1__high_imbalance_seed3202__factory_delta__300s,high_imbalance_seed3202,factory_delta,3.2,0.01,66600,60840.0
stage1__high_imbalance_seed3202__factory_delta__300s,high_imbalance_seed3202,factory_delta,6.66,0.79,66600,60840.0
stage1__high_imbalance_seed3202__factory_delta__300s,high_imbalance_seed3202,factory_delta,12.92,3.27,66600,60840.0
stage1__high_imbalance_seed3202__factory_delta__300s,high_imbalance_seed3202,factory_delta,16.77,21.28,66600,60840.0
stage1__high_imbalance_seed3202__factory_delta__300s,high_imbalance_seed3202,factory_delta,21.5,46.87,66600,60840.0
stage1__high_imbalance_seed3202__factory_delta__300s,high_imbalance_seed3202,factory_delta,26.38,60.85,66600,60840.0
stage1__high_imbalance_seed3202__factory_delta__300s,high_imbalance_seed3202,factory_delta,30.28,90.68,66600,60840.0
stage1__high_imbalance_seed3202__factory_delta__300s,high_imbalance_seed3202,factory_delta,34.39,122.45,66600,60840.0
stage1__high_imbalance_seed3202__factory_delta__300s,high_imbalance_seed3202,factory_delta,39.61,142.03,66600,60840.0
stage1__high_imbalance_seed3202__factory_delta__300s,high_imbalance_seed3202,factory_delta,44.52,156.66,66600,60840.0
stage1__high_imbalance_seed3202__factory_delta__300s,high_imbalance_seed3202,factory_delta,49.95,173.09,66600,60840.0
stage1__high_imbalance_seed3202__factory_delta__300s,high_imbalance_seed3202,factory_delta,67.09,207.97,66600,60840.0
stage1__high_imbalance_seed3202__factory_delta__300s,high_imbalance_seed3202,factory_delta,84.81,232.48,66600,60840.0
stage1__high_imbalance_seed3202__factory_delta__300s,high_imbalance_seed3202,factory_delta,103.12,242.09,66600,60840.0
stage1__high_imbalance_seed3202__factory_delta__300s,high_imbalance_seed3202,factory_delta,120.16,249.51,66600,60840.0
stage1__high_imbalance_seed3202__factory_delta__300s,high_imbalance_seed3202,factory_delta,139.08,257.18,66600,60840.0
stage1__high_imbalance_seed3202__factory_delta__300s,high_imbalance_seed3202,factory_delta,156.69,264.14,66600,60840.0
stage1__high_imbalance_seed3202__factory_delta__300s,high_imbalance_seed3202,factory_delta,173.98,270.75,66600,60840.0
stage1__high_imbalance_seed3202__factory_delta__300s,high_imbalance_seed3202,factory_delta,192.45,281.21,66600,60840.0
stage1__high_imbalance_seed3202__factory_delta__300s,high_imbalance_seed3202,factory_delta,209.62,286.92,66600,60840.0
stage1__high_imbalance_seed3202__factory_delta__300s,high_imbalance_seed3202,factory_delta,228.11,291.52,66600,60840.0
stage1__high_imbalance_seed3202__factory_delta__300s,high_imbalance_seed3202,factory_delta,245.09,296.61,66600,60840.0
stage1__high_imbalance_seed3202__factory_delta__300s,high_imbalance_seed3202,factory_delta,263.52,304.39,66600,60840.0
stage1__high_imbalance_seed3202__factory_full__300s,high_imbalance_seed3202,factory_full,3.2,0.01,152928,0.0
stage1__high_imbalance_seed3202__factory_full__300s,high_imbalance_seed3202,factory_full,6.77,1.08,152928,0.0
stage1__high_imbalance_seed3202__factory_full__300s,high_imbalance_seed3202,factory_full,14.41,5.33,152928,0.0
stage1__high_imbalance_seed3202__factory_full__300s,high_imbalance_seed3202,factory_full,20.7,24.68,152928,0.0
stage1__high_imbalance_seed3202__factory_full__300s,high_imbalance_seed3202,factory_full,26.36,33.48,152928,0.0
stage1__high_imbalance_seed3202__factory_full__300s,high_imbalance_seed3202,factory_full,31.0,41.36,152928,0.0
stage1__high_imbalance_seed3202__factory_full__300s,high_imbalance_seed3202,factory_full,35.28,54.73,152928,0.0
stage1__high_imbalance_seed3202__factory_full__300s,high_imbalance_seed3202,factory_full,39.98,62.24,152928,0.0
stage1__high_imbalance_seed3202__factory_full__300s,high_imbalance_seed3202,factory_full,44.62,72.83,152928,0.0
stage1__high_imbalance_seed3202__factory_full__300s,high_imbalance_seed3202,factory_full,49.67,77.44,152928,0.0
stage1__high_imbalance_seed3202__factory_full__300s,high_imbalance_seed3202,factory_full,56.33,81.9,152928,0.0
stage1__high_imbalance_seed3202__factory_full__300s,high_imbalance_seed3202,factory_full,74.41,108.82,152928,0.0
stage1__high_imbalance_seed3202__factory_full__300s,high_imbalance_seed3202,factory_full,91.53,126.28,152928,0.0
stage1__high_imbalance_seed3202__factory_full__300s,high_imbalance_seed3202,factory_full,108.36,145.12,152928,0.0
stage1__high_imbalance_seed3202__factory_full__300s,high_imbalance_seed3202,factory_full,125.58,161.87,152928,0.0
stage1__high_imbalance_seed3202__factory_full__300s,high_imbalance_seed3202,factory_full,142.48,172.56,152928,0.0
stage1__high_imbalance_seed3202__factory_full__300s,high_imbalance_seed3202,factory_full,160.75,189.93,152928,0.0
stage1__high_imbalance_seed3202__factory_full__300s,high_imbalance_seed3202,factory_full,179.84,199.83,152928,0.0
stage1__high_imbalance_seed3202__factory_full__300s,high_imbalance_seed3202,factory_full,198.98,218.01,152928,0.0
stage1__high_imbalance_seed3202__factory_full__300s,high_imbalance_seed3202,factory_full,217.09,230.14,152928,0.0
stage1__high_imbalance_seed3202__factory_full__300s,high_imbalance_seed3202,factory_full,235.36,237.63,152928,0.0
stage1__high_imbalance_seed3202__factory_full__300s,high_imbalance_seed3202,factory_full,253.45,253.1,152928,0.0
stage1__high_imbalance_seed3202__factory_full__300s,high_imbalance_seed3202,factory_full,271.25,265.01,152928,0.0
stage1__high_imbalance_seed3202__parent_delta__300s,high_imbalance_seed3202,parent_delta,3.2,0.01,66600,60840.0
stage1__high_imbalance_seed3202__parent_delta__300s,high_imbalance_seed3202,parent_delta,6.67,0.79,66600,60840.0
stage1__high_imbalance_seed3202__parent_delta__300s,high_imbalance_seed3202,parent_delta,12.73,3.27,66600,60840.0
stage1__high_imbalance_seed3202__parent_delta__300s,high_imbalance_seed3202,parent_delta,16.55,21.28,66600,60840.0
stage1__high_imbalance_seed3202__parent_delta__300s,high_imbalance_seed3202,parent_delta,21.23,46.87,66600,60840.0
stage1__high_imbalance_seed3202__parent_delta__300s,high_imbalance_seed3202,parent_delta,26.06,60.85,66600,60840.0
stage1__high_imbalance_seed3202__parent_delta__300s,high_imbalance_seed3202,parent_delta,29.89,90.68,66600,60840.0
stage1__high_imbalance_seed3202__parent_delta__300s,high_imbalance_seed3202,parent_delta,33.94,122.45,66600,60840.0
stage1__high_imbalance_seed3202__parent_delta__300s,high_imbalance_seed3202,parent_delta,39.02,142.03,66600,60840.0
stage1__high_imbalance_seed3202__parent_delta__300s,high_imbalance_seed3202,parent_delta,43.77,156.66,66600,60840.0
stage1__high_imbalance_seed3202__parent_delta__300s,high_imbalance_seed3202,parent_delta,49.06,173.09,66600,60840.0
stage1__high_imbalance_seed3202__parent_delta__300s,high_imbalance_seed3202,parent_delta,65.83,207.97,66600,60840.0
stage1__high_imbalance_seed3202__parent_delta__300s,high_imbalance_seed3202,parent_delta,83.34,232.48,66600,60840.0
stage1__high_imbalance_seed3202__parent_delta__300s,high_imbalance_seed3202,parent_delta,101.8,242.09,66600,60840.0
stage1__high_imbalance_seed3202__parent_delta__300s,high_imbalance_seed3202,parent_delta,118.7,249.51,66600,60840.0
stage1__high_imbalance_seed3202__parent_delta__300s,high_imbalance_seed3202,parent_delta,137.48,257.18,66600,60840.0
stage1__high_imbalance_seed3202__parent_delta__300s,high_imbalance_seed3202,parent_delta,155.0,264.14,66600,60840.0
stage1__high_imbalance_seed3202__parent_delta__300s,high_imbalance_seed3202,parent_delta,172.28,270.75,66600,60840.0
stage1__high_imbalance_seed3202__parent_delta__300s,high_imbalance_seed3202,parent_delta,190.56,281.21,66600,60840.0
stage1__high_imbalance_seed3202__parent_delta__300s,high_imbalance_seed3202,parent_delta,207.61,286.92,66600,60840.0
stage1__high_imbalance_seed3202__parent_delta__300s,high_imbalance_seed3202,parent_delta,225.69,291.52,66600,60840.0
stage1__high_imbalance_seed3202__parent_delta__300s,high_imbalance_seed3202,parent_delta,242.61,296.61,66600,60840.0
stage1__high_imbalance_seed3202__parent_delta__300s,high_imbalance_seed3202,parent_delta,261.09,304.39,66600,60840.0
stage1__high_imbalance_seed3202__parent_delta__300s,high_imbalance_seed3202,parent_delta,278.61,311.3,66600,60840.0
stage1__moderate_seed3302__baseline__300s,moderate_seed3302,baseline,2.25,0.01,224518,0.0
stage1__moderate_seed3302__baseline__300s,moderate_seed3302,baseline,5.5,1.23,224518,0.0
stage1__moderate_seed3302__baseline__300s,moderate_seed3302,baseline,11.77,4.15,224518,0.0
stage1__moderate_seed3302__baseline__300s,moderate_seed3302,baseline,17.33,11.6,224518,0.0
stage1__moderate_seed3302__baseline__300s,moderate_seed3302,baseline,22.66,20.17,224518,0.0
stage1__moderate_seed3302__baseline__300s,moderate_seed3302,baseline,29.08,26.91,224518,0.0
stage1__moderate_seed3302__baseline__300s,moderate_seed3302,baseline,34.91,39.85,224518,0.0
stage1__moderate_seed3302__baseline__300s,moderate_seed3302,baseline,40.03,49.91,224518,0.0
stage1__moderate_seed3302__baseline__300s,moderate_seed3302,baseline,45.55,57.36,224518,0.0
stage1__moderate_seed3302__baseline__300s,moderate_seed3302,baseline,50.62,89.62,224518,0.0
stage1__moderate_seed3302__baseline__300s,moderate_seed3302,baseline,57.22,137.03,224518,0.0
stage1__moderate_seed3302__baseline__300s,moderate_seed3302,baseline,76.8,238.51,224518,0.0
stage1__moderate_seed3302__baseline__300s,moderate_seed3302,baseline,93.83,323.99,224518,0.0
stage1__moderate_seed3302__baseline__300s,moderate_seed3302,baseline,111.59,361.77,224518,0.0
stage1__moderate_seed3302__baseline__300s,moderate_seed3302,baseline,130.74,386.65,224518,0.0
stage1__moderate_seed3302__baseline__300s,moderate_seed3302,baseline,149.38,403.96,224518,0.0
stage1__moderate_seed3302__baseline__300s,moderate_seed3302,baseline,169.03,427.84,224518,0.0
stage1__moderate_seed3302__baseline__300s,moderate_seed3302,baseline,188.83,445.54,224518,0.0
