stage,instance,arm,repetition,leaf_id,event,native_status,telemetry_seconds,global_lb_before,global_lb_after,global_lb_gain,verified_ub_before,verified_ub_after,incumbent_improvement,work,simplex_iterations,in_memory_model_reused,produced_global_lb_gain,produced_incumbent_gain
stage1,V12_M1,C4-CANDIDATE,0,L2.0.0.0.0.1.1.0.0,terminal_mip_complete,INFEASIBLE,7.70636,0.303621,0.303635,1.4000000000014001e-05,0.3572005832084155,0.357201,0.0,0.399819,700,1,True,False
stage1,V12_M1,C4-CANDIDATE,0,L2.0.0.0.0.1.0.1.0,terminal_mip_complete,INFEASIBLE,8.23841,0.303636,0.303639,2.9999999999752447e-06,0.3572005832084155,0.357201,0.0,0.401769,707,1,True,False
stage1,V12_M1,C4-CANDIDATE,0,L2.0.0.0.0.1.1.0.1,terminal_mip_complete,INFEASIBLE,8.79859,0.30365,0.303659,9.000000000036756e-06,0.3572005832084155,0.357201,0.0,0.458642,629,1,True,False
stage1,V12_M1,C4-CANDIDATE,0,L2.0.0.0.0.1.1.1.0,terminal_mip_complete,INFEASIBLE,9.33359,0.30368,0.30371,2.999999999997449e-05,0.3572005832084155,0.357201,0.0,0.419135,860,1,True,False
stage1,V12_M1,C4-CANDIDATE,0,L2.0.0.0.0.1.1.1.1,terminal_mip_complete,INFEASIBLE,9.55191,0.30371,0.303723,1.3000000000040757e-05,0.3572005832084155,0.357201,0.0,0.424389,825,1,True,False
stage1,V12_M1,C4-CANDIDATE,0,L2.0.0.0.1.0.0.0.0,terminal_mip_complete,INFEASIBLE,10.6212,0.30374,0.303772,3.199999999997649e-05,0.3572005832084155,0.357201,0.0,0.623374,798,1,True,False
stage1,V12_M1,C4-CANDIDATE,0,L2.0.0.0.0.1.0.0.1,terminal_mip_complete,INFEASIBLE,11.1661,0.303792,0.303798,6.0000000000060005e-06,0.3572005832084155,0.357201,0.0,0.447046,657,1,True,False
stage1,V12_M1,C4-CANDIDATE,0,L2.0.0.0.1.0.0.0.1,terminal_mip_complete,INFEASIBLE,11.5846,0.303798,0.303832,3.399999999997849e-05,0.3572005832084155,0.357201,0.0,0.627497,831,1,True,False
stage1,V12_M1,C4-CANDIDATE,0,L2.0.0.0.1.0.0.1.0,terminal_mip_complete,INFEASIBLE,12.3478,0.303864,0.303907,4.299999999995974e-05,0.3572005832084155,0.357201,0.0,0.621592,839,1,True,False
stage1,V12_M1,C4-CANDIDATE,0,L2.0.0.0.1.0.0.1.1,terminal_mip_complete,INFEASIBLE,13.0825,0.303931,0.303961,2.999999999997449e-05,0.3572005832084155,0.357201,0.0,0.640239,855,1,True,False
stage1,V12_M1,C4-CANDIDATE,0,L2.0.0.0.0.1.0.0.0,terminal_mip_complete,INFEASIBLE,13.3103,0.303961,0.303993,3.2000000000032e-05,0.3572005832084155,0.357201,0.0,0.471572,803,1,True,False
stage1,V12_M1,C4-CANDIDATE,0,L2.0.0.0.1.0.1.0.0,terminal_mip_complete,INFEASIBLE,14.4201,0.303998,0.30404,4.199999999998649e-05,0.3572005832084155,0.357201,0.0,0.786255,2046,1,True,False
stage1,V12_M1,C4-CANDIDATE,0,L2.0.0.0.1.0.1.0.1,terminal_mip_complete,INFEASIBLE,15.146,0.304066,0.30413,6.40000000000085e-05,0.3572005832084155,0.357201,0.0,0.644381,900,1,True,False
stage1,V12_M1,C4-CANDIDATE,0,L2.0.0.0.0.0.1.1.1,terminal_mip_complete,INFEASIBLE,15.3685,0.30413,0.304133,2.9999999999752447e-06,0.3572005832084155,0.357201,0.0,0.454756,696,1,True,False
stage1,V12_M1,C4-CANDIDATE,0,L2.0.0.0.1.0.1.1.0,terminal_mip_complete,INFEASIBLE,15.7996,0.304133,0.304175,4.199999999998649e-05,0.3572005832084155,0.357201,0.0,0.694267,935,1,True,False
stage1,V12_M1,C4-CANDIDATE,0,L2.0.0.0.1.0.1.1.1,terminal_mip_complete,INFEASIBLE,16.6243,0.3042,0.304204,3.999999999948489e-06,0.3572005832084155,0.357201,0.0,0.700851,954,1,True,False
stage1,V12_M1,C4-CANDIDATE,0,L2.0.0.0.1.1.0.0.0,terminal_mip_complete,INFEASIBLE,17.4349,0.304268,0.30427,2.000000000002e-06,0.3572005832084155,0.357201,0.0,0.713175,1143,1,True,False
stage1,V12_M1,C4-CANDIDATE,0,L2.0.0.0.0.0.1.1.0,terminal_mip_complete,INFEASIBLE,17.959,0.3043,0.304311,1.0999999999983245e-05,0.3572005832084155,0.357201,0.0,0.391207,673,1,True,False
stage1,V12_M1,C4-CANDIDATE,0,L2.0.0.0.1.1.0.0.1,terminal_mip_complete,INFEASIBLE,18.862,0.304335,0.304403,6.799999999995698e-05,0.3572005832084155,0.357201,0.0,0.799162,1058,1,True,False
stage1,V12_M1,C4-CANDIDATE,0,L2.0.0.0.1.1.0.1.0,terminal_mip_complete,INFEASIBLE,19.3784,0.304403,0.304449,4.6000000000046004e-05,0.3572005832084155,0.357201,0.0,0.779253,1100,1,True,False
stage1,V12_M1,C4-CANDIDATE,0,L2.0.0.0.1.1.0.1.1,terminal_mip_complete,INFEASIBLE,20.5579,0.304471,0.30454,6.899999999998574e-05,0.3572005832084155,0.357201,0.0,0.733703,1158,1,True,False
stage1,V12_M1,C4-CANDIDATE,0,L2.0.0.0.1.1.1.0.0,terminal_mip_complete,INFEASIBLE,21.0882,0.30454,0.304551,1.1000000000038757e-05,0.3572005832084155,0.357201,0.0,0.707815,1093,1,True,False
stage1,V12_M1,C4-CANDIDATE,0,L2.0.0.0.0.0.1.0.1,terminal_mip_complete,INFEASIBLE,21.6252,0.30458,0.304587,6.999999999979245e-06,0.3572005832084155,0.357201,0.0,0.408591,756,1,True,False
stage1,V12_M1,C4-CANDIDATE,0,L2.0.0.0.1.1.1.0.1,terminal_mip_complete,INFEASIBLE,22.487,0.304609,0.304678,6.899999999998574e-05,0.3572005832084155,0.357201,0.0,0.750377,1325,1,True,False
stage1,V12_M1,C4-CANDIDATE,0,L2.0.0.0.1.1.1.1.0,terminal_mip_complete,INFEASIBLE,23.1977,0.304678,0.304727,4.900000000002125e-05,0.3572005832084155,0.357201,0.0,0.904851,1235,1,True,False
stage1,V12_M1,C4-CANDIDATE,0,L2.0.0.0.1.1.1.1.1,terminal_mip_complete,INFEASIBLE,24.0738,0.304748,0.304772,2.399999999996849e-05,0.3572005832084155,0.357201,0.0,0.770667,1333,1,True,False
stage1,V12_M1,C4-CANDIDATE,0,L2.0.0.1.0.0.0.0.0,terminal_mip_complete,INFEASIBLE,24.9166,0.304817,0.30484,2.2999999999995246e-05,0.3572005832084155,0.357201,0.0,0.72252,1037,1,True,False
stage1,V12_M1,C4-CANDIDATE,0,L2.0.0.1.0.0.0.0.1,terminal_mip_complete,INFEASIBLE,26.3153,0.304888,0.304959,7.099999999998774e-05,0.3572005832084155,0.357201,0.0,0.976883,1463,1,True,False
stage1,V12_M1,C4-CANDIDATE,0,L2.0.0.1.0.0.0.1.0,terminal_mip_complete,INFEASIBLE,27.066,0.304959,0.305011,5.1999999999996493e-05,0.3572005832084155,0.357201,0.0,0.9582,1475,1,True,False
stage1,V12_M1,C4-CANDIDATE,0,L2.0.0.1.0.0.0.1.1,terminal_mip_complete,INFEASIBLE,28.1454,0.305029,0.305101,7.20000000000165e-05,0.3572005832084155,0.357201,0.0,1.01902,1218,1,True,False
stage1,V12_M1,C4-CANDIDATE,0,L2.0.0.1.0.0.1.0.0,terminal_mip_complete,INFEASIBLE,28.9337,0.305101,0.305139,3.799999999998249e-05,0.3572005832084155,0.357201,0.0,1.05073,1304,1,True,False
stage1,V12_M1,C4-CANDIDATE,0,L2.0.0.0.0.0.1.0.0,terminal_mip_complete,INFEASIBLE,29.1437,0.305139,0.305172,3.300000000000525e-05,0.3572005832084155,0.357201,0.0,0.393584,667,1,True,False
stage1,V12_M1,C4-CANDIDATE,0,L2.0.0.1.0.0.1.0.1,terminal_mip_complete,INFEASIBLE,29.9221,0.305172,0.305177,4.999999999977245e-06,0.3572005832084155,0.357201,0.0,0.991498,1395,1,True,False
stage1,V12_M1,C4-CANDIDATE,0,L2.0.0.1.0.0.1.1.0,terminal_mip_complete,INFEASIBLE,31.2987,0.305244,0.305348,0.00010399999999999299,0.3572005832084155,0.357201,0.0,0.944859,1344,1,True,False
stage1,V12_M1,C4-CANDIDATE,0,L2.0.0.1.0.0.1.1.1,terminal_mip_complete,INFEASIBLE,32.0833,0.305348,0.305371,2.2999999999995246e-05,0.3572005832084155,0.357201,0.0,1.03938,1344,1,True,False
stage1,V12_M1,C4-CANDIDATE,0,L2.0.0.1.0.1.0.0.0,terminal_mip_complete,INFEASIBLE,33.8539,0.30548,0.305618,0.000138000000000027,0.3572005832084155,0.357201,0.0,1.08041,1446,1,True,False
stage1,V12_M1,C4-CANDIDATE,0,L2.0.0.1.0.1.0.0.1,terminal_mip_complete,INFEASIBLE,34.6742,0.305618,0.305701,8.299999999999974e-05,0.3572005832084155,0.357201,0.0,1.06393,1368,1,True,False
stage1,V12_M1,C4-CANDIDATE,0,L2.0.0.1.0.1.0.1.0,terminal_mip_complete,INFEASIBLE,36.3974,0.305756,0.305825,6.900000000004125e-05,0.3572005832084155,0.357201,0.0,1.30253,1758,1,True,False
stage1,V12_M1,C4-CANDIDATE,0,L2.0.0.0.0.0.0.1.1,terminal_mip_complete,INFEASIBLE,36.613,0.305825,0.305895,6.999999999995898e-05,0.3572005832084155,0.357201,0.0,0.406624,716,1,True,False
stage1,V12_M1,C4-CANDIDATE,0,L2.0.0.1.0.1.0.1.1,terminal_mip_complete,INFEASIBLE,37.6569,0.305895,0.305927,3.2000000000032e-05,0.3572005832084155,0.357201,0.0,1.2506,1694,1,True,False
stage1,V12_M1,C4-CANDIDATE,0,L2.0.0.1.0.1.1.0.0,terminal_mip_complete,INFEASIBLE,39.399,0.306034,0.306099,6.500000000003725e-05,0.3572005832084155,0.357201,0.0,1.32527,1598,1,True,False
stage1,V12_M1,C4-CANDIDATE,0,L2.0.0.1.0.1.1.0.1,terminal_mip_complete,INFEASIBLE,40.6995,0.306173,0.306277,0.0001040000000000485,0.3572005832084155,0.357201,0.0,1.30901,1492,1,True,False
stage1,V12_M1,C4-CANDIDATE,0,L2.0.0.1.0.1.1.1.0,terminal_mip_complete,INFEASIBLE,42.3156,0.306312,0.306358,4.6000000000046004e-05,0.3572005832084155,0.357201,0.0,1.52527,1825,1,True,False
stage1,V12_M1,C4-CANDIDATE,0,L2.0.0.1.0.1.1.1.1,terminal_mip_complete,INFEASIBLE,46.0316,0.306452,0.30649,3.799999999998249e-05,0.3572005832084155,0.357201,0.0,4.27902,2425,1,True,False
stage1,V12_M1,C4-CANDIDATE,0,L2.0.0.0.0.0.0.1.0,terminal_mip_complete,INFEASIBLE,46.564,0.306513,0.306558,4.500000000001725e-05,0.3572005832084155,0.357201,0.0,0.417967,839,1,True,False
stage1,V12_M1,C4-CANDIDATE,0,L2.0.0.1.1.0.0.0.0,terminal_mip_complete,INFEASIBLE,48.2021,0.306593,0.306734,0.00014100000000000223,0.3572005832084155,0.357201,0.0,1.47687,1566,1,True,False
stage1,V12_M1,C4-CANDIDATE,0,L2.0.0.1.1.0.0.0.1,terminal_mip_complete,INFEASIBLE,51.9188,0.306734,0.306741,6.999999999979245e-06,0.3572005832084155,0.357201,0.0,4.39428,2432,1,True,False
stage1,V12_M1,C4-CANDIDATE,0,L2.0.0.1.1.0.0.1.0,terminal_mip_complete,INFEASIBLE,55.7187,0.306875,0.307016,0.00014100000000000223,0.3572005832084155,0.357201,0.0,4.04188,1974,1,True,False
stage1,V12_M1,C4-CANDIDATE,0,L2.0.0.1.1.0.0.1.1,terminal_mip_complete,INFEASIBLE,59.2764,0.307016,0.307057,4.100000000001325e-05,0.3572005832084155,0.357201,0.0,4.20521,2115,1,True,False
stage1,V12_M1,C4-CANDIDATE,0,L2.0.0.1.1.0.1.0.0,terminal_mip_complete,INFEASIBLE,64.2645,0.307158,0.307202,4.399999999998849e-05,0.3572005832084155,0.357201,0.0,4.49992,2185,1,True,False
stage1,V12_M1,C4-CANDIDATE,0,L2.0.0.0.0.0.0.0.1,terminal_mip_complete,INFEASIBLE,64.4774,0.307202,0.307299,9.700000000001374e-05,0.3572005832084155,0.357201,0.0,0.406086,684,1,True,False
stage1,V12_M1,C4-CANDIDATE,0,L2.0.0.1.1.0.1.0.1,terminal_mip_complete,INFEASIBLE,68.5182,0.307299,0.307407,0.00010799999999999699,0.3572005832084155,0.357201,0.0,4.69575,2707,1,True,False
stage1,V12_M1,C4-CANDIDATE,0,L2.0.0.1.1.0.1.1.0,terminal_mip_complete,INFEASIBLE,71.9425,0.307441,0.3075,5.899999999997574e-05,0.3572005832084155,0.357201,0.0,4.05849,2208,1,True,False
stage1,V12_M1,C4-CANDIDATE,0,L2.0.0.1.1.0.1.1.1,terminal_mip_complete,INFEASIBLE,75.1455,0.307583,0.307627,4.399999999998849e-05,0.3572005832084155,0.357201,0.0,3.75684,2422,1,True,False
stage1,V12_M1,C4-CANDIDATE,0,L2.0.0.1.1.1.0.0.0,terminal_mip_complete,INFEASIBLE,79.0267,0.307725,0.307726,9.999999999732445e-07,0.3572005832084155,0.357201,0.0,4.0218,2170,1,True,False
stage1,V12_M1,C4-CANDIDATE,0,L2.0.0.1.1.1.0.0.1,terminal_mip_complete,INFEASIBLE,82.1834,0.307867,0.307894,2.6999999999999247e-05,0.3572005832084155,0.357201,0.0,3.83714,2429,1,True,False
stage1,V12_M1,C4-CANDIDATE,0,L2.0.0.0.0.0.0.0.0,terminal_mip_complete,INFEASIBLE,82.4051,0.307894,0.307977,8.299999999999974e-05,0.3572005832084155,0.357201,0.0,0.453048,634,1,True,False
stage1,V12_M1,C4-CANDIDATE,0,L2.0.0.1.1.1.0.1.0,terminal_mip_complete,INFEASIBLE,85.872,0.30801,0.308152,0.00014199999999997548,0.3572005832084155,0.357201,0.0,4.09525,2650,1,True,False
stage1,V12_M1,C4-CANDIDATE,0,L2.0.0.1.1.1.0.1.1,terminal_mip_complete,INFEASIBLE,89.6695,0.308152,0.308199,4.700000000001925e-05,0.3572005832084155,0.357201,0.0,4.54175,2900,1,True,False
stage1,V12_M1,C4-CANDIDATE,0,L2.0.0.1.1.1.1.0.0,terminal_mip_complete,INFEASIBLE,93.807,0.308295,0.308438,0.00014300000000000423,0.3572005832084155,0.357201,0.0,4.08204,2205,1,True,False
stage1,V12_M1,C4-CANDIDATE,0,L2.0.0.1.1.1.1.0.1,terminal_mip_complete,INFEASIBLE,96.7621,0.308438,0.308465,2.6999999999999247e-05,0.3572005832084155,0.357201,0.0,3.94204,2765,1,True,False
stage1,V12_M1,C4-CANDIDATE,0,L2.0.1,terminal_mip_complete,OPTIMAL,102.285,0.308483,0.308549,6.60000000000105e-05,0.3572005832084155,0.357201,0.0,7.43183,21684,1,True,False
stage1,V12_M1,C4-CANDIDATE,0,L2.0.0.1.1.1.1.1.0,terminal_mip_complete,INFEASIBLE,106.427,0.308581,0.308588,6.999999999979245e-06,0.3572005832084155,0.357201,0.0,4.78953,2967,1,True,False
stage1,V12_M1,C4-CANDIDATE,0,L1.1.1.1.1.1.1.1.1,terminal_mip_complete,INFEASIBLE,106.633,0.308588,0.308725,0.00013700000000005375,0.3572005832084155,0.357201,0.0,0.374018,556,1,True,False
stage1,V12_M1,C4-CANDIDATE,0,L2.0.0.1.1.1.1.1.1,terminal_mip_complete,INFEASIBLE,110.455,0.308725,0.309283,0.0005579999999999474,0.3572005832084155,0.357201,0.0,4.73283,3468,1,True,False
stage1,V12_M1,C4-CANDIDATE,0,L1.1.1.1.1.1.1.1.0,terminal_mip_complete,INFEASIBLE,110.661,0.309283,0.32305,0.01376700000000003,0.3572005832084155,0.357201,0.0,0.385597,545,1,True,False
stage1,V12_M1,C4-CANDIDATE,0,L2.1,terminal_mip_complete,INFEASIBLE,127.448,0.32305,0.354035,0.030984999999999985,0.3572005832084155,0.357201,0.0,29.2455,56032,1,True,False
stage1,V12_M1,C4-CANDIDATE,0,L3.0.0.0.0,terminal_mip_complete,INFEASIBLE,128.912,0.354035,0.357201,0.003166000000000002,0.3572005832084155,0.357201,0.0,0.401421,595,1,True,False
stage1,V12_M2,C3-REPLICA,0,R.1.0.0.1.0.0.1.0.1.1,terminal_mip_complete,empty,12.7384,0.647096,0.647096,0.0,0.718504,0.718504,0.0,1.03466,1415,,False,False
stage1,V12_M2,C3-REPLICA,0,R.1.0.0.1.0.0.1.1.0.0,terminal_mip_complete,empty,13.5722,0.647096,0.647096,0.0,0.718504,0.718504,0.0,1.16745,1888,,False,False
stage1,V12_M2,C3-REPLICA,0,R.1.0.0.1.0.0.1.1.0.1,terminal_mip_complete,empty,14.3608,0.647117,0.647117,0.0,0.718504,0.718504,0.0,1.05991,1636,,False,False
stage1,V12_M2,C3-REPLICA,0,R.1.0.0.1.0.0.1.1.1.1,terminal_mip_complete,empty,16.1244,0.647153,0.647153,0.0,0.718504,0.718504,0.0,1.6371,1734,,False,False
stage1,V12_M2,C3-REPLICA,0,R.1.0.0.1.0.0.1.1.1.0,terminal_mip_complete,empty,16.8815,0.647217,0.647217,0.0,0.718504,0.718504,0.0,0.944453,1151,,False,False
stage1,V12_M2,C3-REPLICA,0,R.1.0.0.1.0.1.0.0.0.0,terminal_mip_complete,empty,18.11,0.647217,0.647217,0.0,0.718504,0.718504,0.0,1.60941,1688,,False,False
stage1,V12_M2,C3-REPLICA,0,R.1.0.0.1.0.1.0.0.0.1,terminal_mip_complete,empty,19.3241,0.647283,0.647283,0.0,0.718504,0.718504,0.0,1.5808,1485,,False,False
stage1,V12_M2,C3-REPLICA,0,R.1.0.0.1.0.1.0.0.1.0,terminal_mip_complete,empty,20.5754,0.647283,0.647283,0.0,0.718504,0.718504,0.0,1.67992,1836,,False,False
stage1,V12_M2,C3-REPLICA,0,R.1.0.0.1.0.1.0.0.1.1,terminal_mip_complete,empty,22.0056,0.64729,0.64729,0.0,0.718504,0.718504,0.0,2.21908,3385,,False,False
stage1,V12_M2,C3-REPLICA,0,R.1.0.0.1.0.1.0.1.0.1,terminal_mip_complete,empty,23.7216,0.647352,0.647352,0.0,0.718504,0.718504,0.0,1.58783,1633,,False,False
stage1,V12_M2,C3-REPLICA,0,R.1.0.0.1.0.1.0.1.0.0,terminal_mip_complete,empty,24.9182,0.647424,0.647424,0.0,0.718504,0.718504,0.0,1.60011,1604,,False,False
stage1,V12_M2,C3-REPLICA,0,R.1.0.0.1.0.1.0.1.1.0,terminal_mip_complete,empty,26.2017,0.647424,0.647424,0.0,0.718504,0.718504,0.0,1.68058,1778,,False,False
stage1,V12_M2,C3-REPLICA,0,R.1.0.0.1.0.1.0.1.1.1,terminal_mip_complete,empty,27.3816,0.6475,0.6475,0.0,0.718504,0.718504,0.0,1.57257,1676,,False,False
stage1,V12_M2,C3-REPLICA,0,R.1.0.0.1.0.1.1.0.0.0,terminal_mip_complete,empty,28.5598,0.6475,0.6475,0.0,0.718504,0.718504,0.0,1.5752,1791,,False,False
stage1,V12_M2,C3-REPLICA,0,R.1.0.0.1.0.1.1.0.0.1,terminal_mip_complete,empty,29.745,0.647579,0.647579,0.0,0.718504,0.718504,0.0,1.63397,1777,,False,False
stage1,V12_M2,C3-REPLICA,0,R.1.0.0.1.0.1.1.0.1.1,terminal_mip_complete,empty,30.9066,0.647579,0.647579,0.0,0.718504,0.718504,0.0,1.58964,1722,,False,False
stage1,V12_M2,C3-REPLICA,0,R.1.0.0.1.0.1.1.0.1.0,terminal_mip_complete,empty,32.094,0.647661,0.647661,0.0,0.718504,0.718504,0.0,1.64732,1981,,False,False
stage1,V12_M2,C3-REPLICA,0,R.1.0.0.1.0.1.1.1.0.0,terminal_mip_complete,empty,33.9419,0.647661,0.647661,0.0,0.718504,0.718504,0.0,2.80581,4083,,False,False
stage1,V12_M2,C3-REPLICA,0,R.1.0.0.1.0.1.1.1.0.1,terminal_mip_complete,empty,36.3151,0.647725,0.647725,0.0,0.718504,0.718504,0.0,3.56803,5583,,False,False
stage1,V12_M2,C3-REPLICA,0,R.1.0.0.1.0.1.1.1.1.0,terminal_mip_complete,empty,38.9791,0.647746,0.647746,0.0,0.718504,0.718504,0.0,2.84653,2798,,False,False
stage1,V12_M2,C3-REPLICA,0,R.1.0.0.1.0.1.1.1.1.1,terminal_mip_complete,empty,41.0559,0.647892,0.647892,0.0,0.718504,0.718504,0.0,2.89381,3057,,False,False
stage1,V12_M2,C3-REPLICA,0,R.1.0.0.1.1.0.0.0.0.0,terminal_mip_complete,empty,43.7612,0.647892,0.647892,0.0,0.718504,0.718504,0.0,4.20392,5690,,False,False
stage1,V12_M2,C3-REPLICA,0,R.1.0.0.1.1.0.0.0.0.1,terminal_mip_complete,empty,46.3169,0.648046,0.648046,0.0,0.718504,0.718504,0.0,3.66458,3697,,False,False
stage1,V12_M2,C3-REPLICA,0,R.1.0.0.1.1.0.0.0.1.1,terminal_mip_complete,empty,52.6138,0.648046,0.648046,0.0,0.718504,0.718504,0.0,8.67095,7991,,False,False
stage1,V12_M2,C3-REPLICA,0,R.1.0.0.1.1.0.0.0.1.0,terminal_mip_complete,empty,56.4529,0.648339,0.648339,0.0,0.718504,0.718504,0.0,6.10588,8262,,False,False
stage1,V12_M2,C3-REPLICA,0,R.1.0.0.1.1.0.0.1.0.0,terminal_mip_complete,empty,64.6931,0.648339,0.648339,0.0,0.718504,0.718504,0.0,13.3768,9741,,False,False
stage1,V12_M2,C3-REPLICA,0,R.1.0.0.1.1.0.0.1.0.1,terminal_mip_complete,empty,72.3294,0.6484,0.6484,0.0,0.718504,0.718504,0.0,13.0571,9811,,False,False
stage1,V12_M2,C3-REPLICA,0,R.1.0.0.1.1.0.0.1.1.0,terminal_mip_complete,empty,81.4703,0.648661,0.648661,0.0,0.718504,0.718504,0.0,14.5298,10843,,False,False
stage1,V12_M2,C3-REPLICA,0,R.1.0.0.1.1.0.0.1.1.1,terminal_mip_complete,empty,89.204,0.64899,0.64899,0.0,0.718504,0.718504,0.0,12.9813,9849,,False,False
stage1,V12_M2,C3-REPLICA,0,R.1.0.0.1.1.0.1.0.0.1,terminal_mip_complete,empty,96.2396,0.64899,0.64899,0.0,0.718504,0.718504,0.0,10.9992,6638,,False,False
stage1,V12_M2,C3-REPLICA,0,R.1.0.0.1.1.0.1.0.0.0,terminal_mip_complete,empty,105.298,0.649163,0.649163,0.0,0.718504,0.718504,0.0,15.1173,14805,,False,False
stage1,V12_M2,C3-REPLICA,0,R.1.0.0.1.1.0.1.0.1.0,terminal_mip_complete,empty,116.821,0.649335,0.649335,0.0,0.718504,0.718504,0.0,18.0111,13516,,False,False
stage1,V12_M2,C3-REPLICA,0,R.1.0.0.1.1.0.1.0.1.1,terminal_mip_complete,empty,124.97,0.649702,0.649702,0.0,0.718504,0.718504,0.0,13.6668,9083,,False,False
stage1,V12_M2,C3-REPLICA,0,R.1.0.0.1.1.0.1.1.0.0,terminal_mip_complete,empty,135.295,0.649702,0.649702,0.0,0.718504,0.718504,0.0,16.4803,14232,,False,False
stage1,V12_M2,C3-REPLICA,0,R.1.0.0.1.1.0.1.1.0.1,terminal_mip_complete,empty,143.44,0.650045,0.650045,0.0,0.718504,0.718504,0.0,13.5046,8695,,False,False
stage1,V12_M2,C3-REPLICA,0,R.1.0.0.1.1.0.1.1.1.1,terminal_mip_complete,empty,158.28,0.650099,0.650099,0.0,0.718504,0.718504,0.0,25.6549,32026,,False,False
stage1,V12_M2,C3-REPLICA,0,R.1.0.0.1.1.0.1.1.1.0,terminal_mip_complete,empty,167.404,0.650255,0.650255,0.0,0.718504,0.718504,0.0,15.1651,13373,,False,False
stage1,V12_M2,C3-REPLICA,0,R.1.0.0.1.1.1.0.0.0.0,terminal_mip_complete,empty,183.208,0.65053,0.65053,0.0,0.718504,0.718504,0.0,30.6084,50186,,False,False
stage1,V12_M2,C3-REPLICA,0,R.1.0.0.1.1.1.0.0.0.1,terminal_mip_complete,empty,192.089,0.650999,0.651377,0.00037799999999998946,0.718504,0.718504,0.0,16.0143,17093,,True,False
stage1,V12_M2,C3-REPLICA,0,R.1.0.0.1.1.1.0.0.1.0,terminal_mip_complete,empty,199.184,0.651377,0.651377,0.0,0.718504,0.718504,0.0,12.2668,9850,,False,False
stage1,V12_M2,C3-REPLICA,0,R.1.0.0.1.1.1.0.0.1.1,terminal_mip_complete,empty,211.702,0.651887,0.652293,0.00040600000000001746,0.718504,0.718504,0.0,22.0822,23638,,True,False
stage1,V12_M2,C3-REPLICA,0,R.1.0.0.1.1.1.0.1.0.1,terminal_mip_complete,empty,225.26,0.652345,0.652345,0.0,0.718504,0.718504,0.0,23.4397,28481,,False,False
stage1,V12_M2,C3-REPLICA,0,R.1.0.0.1.1.1.0.1.0.0,terminal_mip_complete,empty,235.749,0.652371,0.653312,0.0009409999999999696,0.718504,0.718504,0.0,17.3657,15473,,True,False
stage1,V12_M2,C3-REPLICA,0,R.1.0.0.1.1.1.0.1.1.0,terminal_mip_complete,empty,244.101,0.653312,0.653312,0.0,0.718504,0.718504,0.0,13.9542,11337,,False,False
stage1,V12_M2,C3-REPLICA,0,R.1.0.0.1.1.1.0.1.1.1,terminal_mip_complete,empty,256.398,0.653823,0.654125,0.00030199999999991345,0.718504,0.718504,0.0,21.9125,23054,,True,False
stage1,V12_M2,C3-REPLICA,0,R.1.0.0.1.1.1.1.0.0.0,terminal_mip_complete,empty,268.082,0.654281,0.654281,0.0,0.718504,0.718504,0.0,18.0028,18985,,False,False
stage1,V12_M2,C3-REPLICA,0,R.1.0.0.1.1.1.1.0.0.1,terminal_mip_complete,empty,277.611,0.654791,0.65525,0.0004589999999999872,0.718504,0.718504,0.0,15.8304,13748,,True,False
stage1,V12_M2,C3-REPLICA,0,R.1.0.0.1.1.1.1.0.1.1,terminal_mip_interrupted,open,281.805,0.65525,0.65525,0.0,0.718504,0.718504,0.0,5.88973,5468,,False,False
stage1,V12_M2,C4-CANDIDATE,0,L2.0.1.0.0.1.0.1.1,terminal_mip_complete,INFEASIBLE,17.1656,0.647531,0.647545,1.4000000000069512e-05,0.718504,0.718504,0.0,1.03466,1415,1,True,False
stage1,V12_M2,C4-CANDIDATE,0,L2.0.1.0.0.1.1.0.0,terminal_mip_complete,INFEASIBLE,17.6952,0.647545,0.647559,1.399999999995849e-05,0.718504,0.718504,0.0,1.16745,1888,1,True,False
stage1,V12_M2,C4-CANDIDATE,0,L2.0.1.0.0.1.1.0.1,terminal_mip_complete,INFEASIBLE,18.1865,0.647559,0.647579,2.0000000000020002e-05,0.718504,0.718504,0.0,1.05991,1636,1,True,False
stage1,V12_M2,C4-CANDIDATE,0,L2.0.1.0.0.1.1.1.0,terminal_mip_complete,INFEASIBLE,19.1654,0.647586,0.647617,3.100000000000325e-05,0.718504,0.718504,0.0,0.944453,1151,1,True,False
stage1,V12_M2,C4-CANDIDATE,0,L2.0.1.0.0.1.1.1.1,terminal_mip_complete,INFEASIBLE,20.077,0.647617,0.647649,3.2000000000032e-05,0.718504,0.718504,0.0,1.6371,1734,1,True,False
stage1,V12_M2,C4-CANDIDATE,0,L2.0.1.0.1.0.0.0.0,terminal_mip_complete,INFEASIBLE,21.0039,0.647649,0.647661,1.2000000000012001e-05,0.718504,0.718504,0.0,1.60941,1688,1,True,False
stage1,V12_M2,C4-CANDIDATE,0,L2.0.1.0.1.0.0.0.1,terminal_mip_complete,INFEASIBLE,22.4491,0.647681,0.647714,3.300000000006076e-05,0.718504,0.718504,0.0,1.5808,1485,1,True,False
stage1,V12_M2,C4-CANDIDATE,0,L2.0.1.0.1.0.0.1.0,terminal_mip_complete,INFEASIBLE,23.4072,0.647714,0.647725,1.0999999999983245e-05,0.718504,0.718504,0.0,1.67992,1836,1,True,False
