charged,number,id,stage,arm,cap,wall,returncode,watchdog,within_budget,exe_sha256,performance_eligible,performance_exclusion_reason,status,objective,lower_bound,upper_bound,gap,strict_certified_original_problem,round62_external_stop_requested,round62_external_certificate,round62_control_upper_bound,round62_archive_upper_bound,round62_archive_construction_seconds,external_gini_tree_optimize_count,external_gini_tree_lp_optimize_count,round62_archive_evidence_persisted,external_gini_tree_backend_parameter_roundtrip_valid,external_gini_tree_partial_mip_optimize_count,external_gini_tree_terminal_mip_optimize_count,external_gini_tree_final_leaf_count,external_gini_tree_open_leaf_count,external_gini_tree_split_count,external_gini_tree_cumulative_work,external_gini_tree_model_build_seconds,absolute_gap,gap_source,scope,work,nodes,optimizer_calls,native_statuses,parameter_readback,fixed_interval_certificate,native_status,model_build_seconds,root_relaxation_bound,final_root_cut_bound,root_work,root_time_seconds,rows,columns,nonzeros,native_model_fingerprint,official_PGRB_fingerprint_matches
False,,D4,preflight_v3,service-conflicts,120,0.0940000000409782,0,False,True,b00547427ac64fedeae087df70803f32c8812e5a5b0f60f81682019a7cf0d958,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,D4,preflight_v3,projection-rlt,120,0.11000000033527613,0,False,True,b00547427ac64fedeae087df70803f32c8812e5a5b0f60f81682019a7cf0d958,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,D4,preflight_v3,projection-service,120,0.10899999970570207,0,False,True,b00547427ac64fedeae087df70803f32c8812e5a5b0f60f81682019a7cf0d958,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,50,D4,screen_v3,off,120,90.1089999997057,0,False,True,b00547427ac64fedeae087df70803f32c8812e5a5b0f60f81682019a7cf0d958,True,,exact,0.506343307565206,0.5063433072459947,0.506343307565206,6.304244733733646e-10,,,,,,,,,,,,,,,,,,3.1921121301792255e-10,reported,fixed_F0_improving_domain,140.87267731766892,19132,,,,True,OPTIMAL,0.0347062,0.1078381,0.36524073389288925,3.070536170950688,2.1365186,4136,1404,19373,,
True,51,D4,screen_v3,projection,120,55.3589999997057,0,False,True,b00547427ac64fedeae087df70803f32c8812e5a5b0f60f81682019a7cf0d958,True,,exact,0.506343307565206,0.5063433054486712,0.506343307565206,4.180038905694351e-09,,,,,,,,,,,,,,,,,,2.1165347252605216e-09,reported,fixed_F0_improving_domain,85.83094740223551,16033,,,,True,OPTIMAL,0.041302,0.107838,0.3655777168756165,2.726380856591922,1.9222103,4168,1404,19501,,
True,52,D4,screen_v3,projection-service,120,78.34400000004098,0,False,True,b00547427ac64fedeae087df70803f32c8812e5a5b0f60f81682019a7cf0d958,True,,exact,0.506343307565206,0.5063433075652061,0.506343307565206,0,,,,,,,,,,,,,,,,,,-1.1102230246251565e-16,reported,fixed_F0_improving_domain,120.71927540444747,18170,,,,True,OPTIMAL,0.0402219,0.1078365,0.36562108351991335,2.6603666066258858,1.8721441,4168,1404,19757,,
True,53,D3,screen_v3,off,600,315.1100000003353,0,False,True,b00547427ac64fedeae087df70803f32c8812e5a5b0f60f81682019a7cf0d958,True,,exact,0.04500155005562836,0.04500154968743541,0.04500155005562836,8.181783691832644e-09,,,,,,,,,,,,,,,,,,3.681929483523305e-10,reported,fixed_F0_improving_domain,523.2655361275802,26739,,,,True,OPTIMAL,0.0378274,0.03081566,0.032479286994541376,2.676871252409295,2.1203908,4143,1406,20074,,
True,54,D3,screen_v3,projection-service,600,310.0160000002943,0,False,True,b00547427ac64fedeae087df70803f32c8812e5a5b0f60f81682019a7cf0d958,False,"Git commit unexpectedly triggered automatic object maintenance while this D3 run was active. The new pack was 703551 bytes; exact CPU interference is unknown. Retain native status, proof and witness but exclude timing/gap performance attribution; repeat the same configuration using the final reserved launch.",exact,0.04500155005562836,0.04500155005562835,0.04500155005562836,1.5419233104925859e-16,,,,,,,,,,,,,,,,,,6.938893903907228e-18,reported,fixed_F0_improving_domain,523.5919119172008,43922,,,,True,OPTIMAL,0.0448028,0.03081566,0.03218555497676912,2.3864902327943773,1.8542074,4175,1406,20458,,
True,55,D3,projection_audit_v3,projection-containment,120,0.7809999999590218,0,False,True,ecfc5218e8a19c03a730cb47359a72523f01ee0fbc23628350cb65184d3b81df,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,56,D4,projection_audit_v3,projection-containment,120,0.5470000002533197,0,False,True,ecfc5218e8a19c03a730cb47359a72523f01ee0fbc23628350cb65184d3b81df,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,57,D3,screen_v3,projection-service,600,307.42199999978766,0,False,True,b00547427ac64fedeae087df70803f32c8812e5a5b0f60f81682019a7cf0d958,True,,exact,0.04500155005562836,0.04500155005562835,0.04500155005562836,1.5419233104925859e-16,,,,,,,,,,,,,,,,,,6.938893903907228e-18,reported,fixed_F0_improving_domain,523.5919119172008,43922,,,,True,OPTIMAL,0.0476894,0.03081566,0.03218555497676912,2.3864902327943773,1.859259,4175,1406,20458,,
True,58,C2,k1_v3,K1-off-off,600,597.25,0,False,True,fa87fac2b57d7b0f68fe58bd12b340499f65405f29948f17f1b148b46ba5d3d4,True,,round31_c6_external_gini_tree_time_limit,0.8299634131717752,0.8222591635366147,0.8299634131717752,0.009282637659554348,False,False,False,0.8299634131717752,0.8299634131717752,0,5,3,False,True,1,1,1,1,0,,0.24251430000000002,0.007704249635160587,reported,full_original_problem,1227.7534144301137,57004.0,5,LP:OPTIMAL|LP:OPTIMAL|LP:OPTIMAL|CHILD_BOUND_TARGET_MIP:INTERRUPTED|MIP:TIME_LIMIT,"{'threads': 1, 'seed': 0, 'presolve': -1, 'mip_gap': 0, 'mip_gap_abs': 0}",,,,,,,,,,,,
True,59,C2,k1_v3,K1-passive-cert-off,600,597.1089999997057,0,False,True,fa87fac2b57d7b0f68fe58bd12b340499f65405f29948f17f1b148b46ba5d3d4,True,,round31_c6_external_gini_tree_time_limit,0.8299634131717752,0.8221722126652558,0.8299634131717752,0.009387402363611139,False,False,False,0.8299634131717752,0.837091467554702,0.0238804,5,3,True,True,1,1,1,1,0,,0.2437501,0.007791200506519491,reported,full_original_problem,1226.424922267511,56879.0,5,LP:OPTIMAL|LP:OPTIMAL|LP:OPTIMAL|CHILD_BOUND_TARGET_MIP:INTERRUPTED|MIP:TIME_LIMIT,"{'threads': 1, 'seed': 0, 'presolve': -1, 'mip_gap': 0, 'mip_gap_abs': 0}",,,,,,,,,,,,
True,60,C2,k1_v3,K1-off-projection,600,475.1710000000894,0,False,True,fa87fac2b57d7b0f68fe58bd12b340499f65405f29948f17f1b148b46ba5d3d4,True,,optimal,0.8299634131717752,0.8299634131717764,0.8299634131717752,0,True,False,False,0.8299634131717752,0.8299634131717752,0,5,3,False,True,1,1,1,0,0,,0.26208149999999997,-1.1102230246251565e-15,reported,full_original_problem,953.7164508613012,43623.0,5,LP:OPTIMAL|LP:OPTIMAL|LP:OPTIMAL|CHILD_BOUND_TARGET_MIP:INTERRUPTED|MIP:OPTIMAL,"{'threads': 1, 'seed': 0, 'presolve': -1, 'mip_gap': 0, 'mip_gap_abs': 0}",,,,,,,,,,,,
True,61,C2,k1_v3,K1-passive-cert-projection,600,476.82800000021234,0,False,True,fa87fac2b57d7b0f68fe58bd12b340499f65405f29948f17f1b148b46ba5d3d4,True,,optimal,0.8299634131717752,0.8299634131717752,0.8299634131717752,0,True,False,True,0.8299634131717752,0.837091467554702,0.0232838,5,3,True,True,1,1,1,0,0,,0.2633542,0.0,reported,full_original_problem,953.7164508613012,43623.0,5,LP:OPTIMAL|LP:OPTIMAL|LP:OPTIMAL|CHILD_BOUND_TARGET_MIP:INTERRUPTED|MIP:OPTIMAL,"{'threads': 1, 'seed': 0, 'presolve': -1, 'mip_gap': 0, 'mip_gap_abs': 0}",,,,,,,,,,,,
True,62,C2,references_v3,P-GRB,600,597.0789999999106,0,False,True,fa87fac2b57d7b0f68fe58bd12b340499f65405f29948f17f1b148b46ba5d3d4,True,,time_limit,0.8299634131717752,0.7865148463967166,0.8299634131717752,0.05234997842738179,False,False,False,0,0,0,0,0,False,False,0,0,0,0,0,,0,0.043448566775058595,derived_from_final_original_bounds,full_original_problem,1170.4929789537362,83321,1,TIME_LIMIT,"{'threads': 1, 'seed': 0, 'presolve': -1, 'mip_gap': 0, 'mip_gap_abs': 0}",,,,,,,,3641,1559,16334,51964193,True
True,63,C2,references_v3,K1-H,600,526.219000000041,0,False,True,fa87fac2b57d7b0f68fe58bd12b340499f65405f29948f17f1b148b46ba5d3d4,True,,optimal,0.8299634131717752,0.8299634029496857,0.8299634131717752,1.2316313401235654e-08,True,False,False,0.8299634131717752,0.8299634131717752,0,7,5,False,True,1,1,2,0,1,,0.4646365,1.0222089508182819e-08,reported,full_original_problem,1069.6367492655427,44826.0,7,LP:OPTIMAL|LP:OPTIMAL|LP:INFEASIBLE|LP:OPTIMAL|LP:OPTIMAL|CHILD_BOUND_TARGET_MIP:INTERRUPTED|MIP:OPTIMAL,"{'threads': 1, 'seed': 0, 'presolve': -1, 'mip_gap': 0, 'mip_gap_abs': 0}",,,,,,,,,,,,
True,64,D1,native_micro_v3,passive-native-stop,20,0.20300000021234155,0,False,True,251a072784c6e5c2b1f7c704d279178ad6e087edfa26e38037974f439d24d3fd,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,65,C1,confirmation_v3,K1-off-off,600,386.4210000000894,0,False,True,fa87fac2b57d7b0f68fe58bd12b340499f65405f29948f17f1b148b46ba5d3d4,True,,optimal,0.26181696296169055,0.2618169620078489,0.26181696296169055,3.643162236408372e-09,True,False,False,0.26181696296169055,0.26181696296169055,0,4,3,False,True,0,1,1,0,0,,0.09718109999999999,9.538416723131604e-10,reported,full_original_problem,729.9432771112828,92805.0,4,LP:OPTIMAL|LP:OPTIMAL|LP:OPTIMAL|MIP:OPTIMAL,"{'threads': 1, 'seed': 0, 'presolve': -1, 'mip_gap': 0, 'mip_gap_abs': 0}",,,,,,,,,,,,
True,66,C1,confirmation_v3,K1-passive-cert-off,600,386.85900000017136,0,False,True,fa87fac2b57d7b0f68fe58bd12b340499f65405f29948f17f1b148b46ba5d3d4,True,,optimal,0.26181696296169055,0.2618169620078489,0.26181696296169055,3.643162236408372e-09,True,False,True,0.26181696296169055,0.29766711413251545,0.0935876,4,3,True,True,0,1,1,0,0,,0.0991602,9.538416723131604e-10,reported,full_original_problem,729.9432771112828,92805.0,4,LP:OPTIMAL|LP:OPTIMAL|LP:OPTIMAL|MIP:OPTIMAL,"{'threads': 1, 'seed': 0, 'presolve': -1, 'mip_gap': 0, 'mip_gap_abs': 0}",,,,,,,,,,,,
True,67,C1,confirmation_v3,K1-off-projection,600,296.75,0,False,True,fa87fac2b57d7b0f68fe58bd12b340499f65405f29948f17f1b148b46ba5d3d4,True,,optimal,0.26181696296169055,0.2618169629616898,0.26181696296169055,2.756295687808219e-15,True,False,False,0.26181696296169055,0.26181696296169055,0,4,3,False,True,0,1,1,0,0,,0.1290125,7.216449660063518e-16,reported,full_original_problem,547.2755101808068,63481.0,4,LP:OPTIMAL|LP:OPTIMAL|LP:OPTIMAL|MIP:OPTIMAL,"{'threads': 1, 'seed': 0, 'presolve': -1, 'mip_gap': 0, 'mip_gap_abs': 0}",,,,,,,,,,,,
True,68,C1,confirmation_v3,K1-passive-cert-projection,600,296.6399999996647,0,False,True,fa87fac2b57d7b0f68fe58bd12b340499f65405f29948f17f1b148b46ba5d3d4,True,,optimal,0.26181696296169055,0.2618169629616898,0.26181696296169055,2.756295687808219e-15,True,False,True,0.26181696296169055,0.29766711413251545,0.0932289,4,3,True,True,0,1,1,0,0,,0.129105,7.216449660063518e-16,reported,full_original_problem,547.2755101808068,63481.0,4,LP:OPTIMAL|LP:OPTIMAL|LP:OPTIMAL|MIP:OPTIMAL,"{'threads': 1, 'seed': 0, 'presolve': -1, 'mip_gap': 0, 'mip_gap_abs': 0}",,,,,,,,,,,,
True,69,C3,confirmation_v3,K1-off-off,600,597.0779999997467,0,False,True,fa87fac2b57d7b0f68fe58bd12b340499f65405f29948f17f1b148b46ba5d3d4,True,,round31_c6_external_gini_tree_time_limit,0.8179955412057756,0.719467697315918,0.8179955412057756,0.12045034346351265,False,False,False,0.8179955412057756,0.8179955412057756,0,4,3,False,True,0,1,1,1,0,,0.6964786000000001,0.09852784388985758,reported,full_original_problem,1340.5644416317712,6249.0,4,LP:OPTIMAL|LP:OPTIMAL|LP:OPTIMAL|MIP:TIME_LIMIT,"{'threads': 1, 'seed': 0, 'presolve': -1, 'mip_gap': 0, 'mip_gap_abs': 0}",,,,,,,,,,,,
True,70,C3,confirmation_v3,K1-passive-cert-off,600,597.0779999997467,0,False,True,fa87fac2b57d7b0f68fe58bd12b340499f65405f29948f17f1b148b46ba5d3d4,True,,round31_c6_external_gini_tree_time_limit,0.8179955412057756,0.719467697315918,0.8179955412057756,0.12045034346351265,False,False,False,0.8179955412057756,0.9239292321447103,0.0321249,4,3,True,True,0,1,1,1,0,,0.6969671,0.09852784388985758,reported,full_original_problem,1341.667787029019,6256.0,4,LP:OPTIMAL|LP:OPTIMAL|LP:OPTIMAL|MIP:TIME_LIMIT,"{'threads': 1, 'seed': 0, 'presolve': -1, 'mip_gap': 0, 'mip_gap_abs': 0}",,,,,,,,,,,,
True,71,C3,confirmation_v3,K1-off-projection,600,597.063000000082,0,False,True,fa87fac2b57d7b0f68fe58bd12b340499f65405f29948f17f1b148b46ba5d3d4,True,,round31_c6_external_gini_tree_time_limit,0.8230855227563115,0.7173113185968224,0.8230855227563115,0.12850937264122597,False,False,False,0.8230855227563115,0.8230855227563115,0,4,3,False,True,0,1,1,1,0,,0.7451856000000001,0.10577420415948913,reported,full_original_problem,1323.0307651373632,7230.0,4,LP:OPTIMAL|LP:OPTIMAL|LP:OPTIMAL|MIP:TIME_LIMIT,"{'threads': 1, 'seed': 0, 'presolve': -1, 'mip_gap': 0, 'mip_gap_abs': 0}",,,,,,,,,,,,
True,72,C3,confirmation_v3,K1-passive-cert-projection,600,597.0780000002123,0,False,True,fa87fac2b57d7b0f68fe58bd12b340499f65405f29948f17f1b148b46ba5d3d4,True,,round31_c6_external_gini_tree_time_limit,0.8230855227563115,0.7173113185968224,0.8230855227563115,0.12850937264122597,False,False,False,0.8230855227563115,0.9239292321447103,0.0321535,4,3,True,True,0,1,1,1,0,,0.7391905000000001,0.10577420415948913,reported,full_original_problem,1323.984231038099,7232.0,4,LP:OPTIMAL|LP:OPTIMAL|LP:OPTIMAL|MIP:TIME_LIMIT,"{'threads': 1, 'seed': 0, 'presolve': -1, 'mip_gap': 0, 'mip_gap_abs': 0}",,,,,,,,,,,,
