record_granularity,official_run_id,instance,decision_sequence,interval_id,family,variable_count,parent_effective_cardinality_sum,parent_rc_cardinality_sum,left_rc_cardinality_sum,right_rc_cardinality_sum,parent_fixed_count,left_fixed_count,right_fixed_count,parent_tightened_count,left_tightened_count,right_tightened_count,exact_child_disjoint_count,full_row_level_ledger_committed
decision_family_compact,stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,5,L0.1.0,final_inventory,20,556,548,548,546,0,0,1,1,1,1,0,False
decision_family_compact,stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,5,L0.1.0,operation_mode,60,120,120,120,120,0,0,0,0,0,0,0,False
decision_family_compact,stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,5,L0.1.0,pickup_quantity,60,1056,1056,1056,1022,9,9,9,0,0,4,0,False
decision_family_compact,stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,5,L0.1.0,routing_arc,1260,2520,2520,2520,2520,0,0,0,0,0,0,0,False
decision_family_compact,stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,5,L0.1.0,vehicle_load,60,1860,1860,1860,1860,0,0,0,0,0,0,0,False
decision_family_compact,stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,5,L0.1.0,visit_selection,60,120,120,120,120,0,0,0,0,0,0,0,False
decision_family_compact,stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,6,L0.0.1.1,drop_quantity,60,873,873,843,873,6,6,6,0,9,0,0,False
decision_family_compact,stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,6,L0.0.1.1,final_inventory,20,557,548,546,548,0,1,0,1,1,1,0,False
decision_family_compact,stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,6,L0.0.1.1,operation_mode,60,120,120,120,120,0,0,0,0,0,0,0,False
decision_family_compact,stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,6,L0.0.1.1,pickup_quantity,60,1056,1056,827,1056,9,9,9,0,19,0,0,False
decision_family_compact,stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,6,L0.0.1.1,routing_arc,1260,2520,2520,2390,2520,0,130,0,0,130,0,0,False
decision_family_compact,stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,6,L0.0.1.1,vehicle_load,60,1860,1860,1860,1860,0,0,0,0,0,0,0,False
decision_family_compact,stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,6,L0.0.1.1,visit_selection,60,120,120,120,120,0,0,0,0,0,0,0,False
decision_family_compact,stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,7,L0.1.0.0,drop_quantity,60,873,873,873,873,6,6,6,0,0,0,0,False
decision_family_compact,stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,7,L0.1.0.0,final_inventory,20,556,548,548,547,0,0,0,1,1,1,0,False
decision_family_compact,stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,7,L0.1.0.0,operation_mode,60,120,120,120,120,0,0,0,0,0,0,0,False
decision_family_compact,stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,7,L0.1.0.0,pickup_quantity,60,1056,1056,1056,1056,9,9,9,0,0,0,0,False
decision_family_compact,stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,7,L0.1.0.0,routing_arc,1260,2520,2520,2520,2520,0,0,0,0,0,0,0,False
decision_family_compact,stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,7,L0.1.0.0,vehicle_load,60,1860,1860,1860,1860,0,0,0,0,0,0,0,False
decision_family_compact,stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,7,L0.1.0.0,visit_selection,60,120,120,120,120,0,0,0,0,0,0,0,False
decision_family_compact,stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,8,L0.0.1.1.1,drop_quantity,60,873,873,873,873,6,6,6,0,0,0,0,False
decision_family_compact,stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,8,L0.0.1.1.1,final_inventory,20,557,548,547,547,0,0,0,1,1,1,0,False
decision_family_compact,stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,8,L0.0.1.1.1,operation_mode,60,120,120,120,120,0,0,0,0,0,0,0,False
decision_family_compact,stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,8,L0.0.1.1.1,pickup_quantity,60,1056,1056,1030,1056,9,9,9,0,6,0,0,False
decision_family_compact,stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,8,L0.0.1.1.1,routing_arc,1260,2520,2520,2520,2520,0,0,0,0,0,0,0,False
decision_family_compact,stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,8,L0.0.1.1.1,vehicle_load,60,1860,1860,1860,1860,0,0,0,0,0,0,0,False
decision_family_compact,stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,8,L0.0.1.1.1,visit_selection,60,120,120,120,120,0,0,0,0,0,0,0,False
decision_family_compact,stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,9,L0.1.0.0.0,drop_quantity,60,873,873,873,873,6,6,6,0,0,0,0,False
decision_family_compact,stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,9,L0.1.0.0.0,final_inventory,20,556,548,548,548,0,0,0,1,1,1,0,False
decision_family_compact,stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,9,L0.1.0.0.0,operation_mode,60,120,120,120,120,0,0,0,0,0,0,0,False
decision_family_compact,stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,9,L0.1.0.0.0,pickup_quantity,60,1056,1056,1056,1056,9,9,9,0,0,0,0,False
decision_family_compact,stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,9,L0.1.0.0.0,routing_arc,1260,2520,2520,2520,2520,0,0,0,0,0,0,0,False
decision_family_compact,stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,9,L0.1.0.0.0,vehicle_load,60,1860,1860,1860,1860,0,0,0,0,0,0,0,False
decision_family_compact,stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,9,L0.1.0.0.0,visit_selection,60,120,120,120,120,0,0,0,0,0,0,0,False
decision_family_compact,stage3_300s__moderate_seed3301__K1-AM-RC-A,moderate_seed3301,1,L0,drop_quantity,60,1053,1053,1053,1053,0,0,0,0,0,0,0,False
decision_family_compact,stage3_300s__moderate_seed3301__K1-AM-RC-A,moderate_seed3301,1,L0,final_inventory,20,594,594,594,538,2,2,2,0,0,0,0,False
decision_family_compact,stage3_300s__moderate_seed3301__K1-AM-RC-A,moderate_seed3301,1,L0,operation_mode,60,120,120,120,120,0,0,0,0,0,0,0,False
decision_family_compact,stage3_300s__moderate_seed3301__K1-AM-RC-A,moderate_seed3301,1,L0,pickup_quantity,60,1119,1119,1119,1119,3,3,3,0,0,0,0,False
decision_family_compact,stage3_300s__moderate_seed3301__K1-AM-RC-A,moderate_seed3301,1,L0,routing_arc,1260,2520,2520,2520,2520,0,0,0,0,0,0,0,False
decision_family_compact,stage3_300s__moderate_seed3301__K1-AM-RC-A,moderate_seed3301,1,L0,vehicle_load,60,1860,1860,1860,1860,0,0,0,0,0,0,0,False
decision_family_compact,stage3_300s__moderate_seed3301__K1-AM-RC-A,moderate_seed3301,1,L0,visit_selection,60,120,120,120,120,0,0,0,0,0,0,0,False
decision_family_compact,stage3_300s__moderate_seed3301__K1-AM-RC-A,moderate_seed3301,2,L0.0,drop_quantity,60,1053,1053,1053,1053,0,0,0,0,0,0,0,False
decision_family_compact,stage3_300s__moderate_seed3301__K1-AM-RC-A,moderate_seed3301,2,L0.0,final_inventory,20,594,594,594,577,2,2,2,0,0,0,0,False
decision_family_compact,stage3_300s__moderate_seed3301__K1-AM-RC-A,moderate_seed3301,2,L0.0,operation_mode,60,120,120,120,120,0,0,0,0,0,0,0,False
decision_family_compact,stage3_300s__moderate_seed3301__K1-AM-RC-A,moderate_seed3301,2,L0.0,pickup_quantity,60,1119,1119,1119,1119,3,3,3,0,0,0,0,False
decision_family_compact,stage3_300s__moderate_seed3301__K1-AM-RC-A,moderate_seed3301,2,L0.0,routing_arc,1260,2520,2520,2520,2520,0,0,0,0,0,0,0,False
decision_family_compact,stage3_300s__moderate_seed3301__K1-AM-RC-A,moderate_seed3301,2,L0.0,vehicle_load,60,1860,1860,1860,1860,0,0,0,0,0,0,0,False
decision_family_compact,stage3_300s__moderate_seed3301__K1-AM-RC-A,moderate_seed3301,2,L0.0,visit_selection,60,120,120,120,120,0,0,0,0,0,0,0,False
decision_family_compact,stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,10,L0.0.0.1.1.1,drop_quantity,60,774,774,774,774,3,3,3,0,0,0,0,False
decision_family_compact,stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,10,L0.0.0.1.1.1,final_inventory,20,560,559,559,559,0,0,0,1,1,1,0,False
decision_family_compact,stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,10,L0.0.0.1.1.1,operation_mode,60,120,120,120,120,0,0,0,0,0,0,0,False
decision_family_compact,stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,10,L0.0.0.1.1.1,pickup_quantity,60,1212,1212,1209,1209,3,3,3,0,3,3,0,False
decision_family_compact,stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,10,L0.0.0.1.1.1,routing_arc,1260,2520,2520,2520,2520,0,0,0,0,0,0,0,False
decision_family_compact,stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,10,L0.0.0.1.1.1,vehicle_load,60,1860,1860,1860,1860,0,0,0,0,0,0,0,False
decision_family_compact,stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,10,L0.0.0.1.1.1,visit_selection,60,120,120,120,120,0,0,0,0,0,0,0,False
decision_family_compact,stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,11,L0.0.1.0.0.0,drop_quantity,60,774,774,774,774,3,3,3,0,0,0,0,False
decision_family_compact,stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,11,L0.0.1.0.0.0,final_inventory,20,560,559,559,559,0,0,0,1,1,0,0,False
decision_family_compact,stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,11,L0.0.1.0.0.0,operation_mode,60,120,120,120,120,0,0,0,0,0,0,0,False
decision_family_compact,stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,11,L0.0.1.0.0.0,pickup_quantity,60,1212,1203,1206,1200,3,3,3,3,3,3,0,False
decision_family_compact,stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,11,L0.0.1.0.0.0,routing_arc,1260,2520,2520,2520,2520,0,0,0,0,0,0,0,False
decision_family_compact,stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,11,L0.0.1.0.0.0,vehicle_load,60,1860,1860,1860,1860,0,0,0,0,0,0,0,False
decision_family_compact,stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,11,L0.0.1.0.0.0,visit_selection,60,120,120,120,120,0,0,0,0,0,0,0,False
decision_family_compact,stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,2,L0.0,drop_quantity,60,774,774,774,774,3,3,3,0,0,0,0,False
decision_family_compact,stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,2,L0.0,final_inventory,20,565,563,562,559,0,0,0,1,1,1,0,False
decision_family_compact,stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,2,L0.0,operation_mode,60,120,120,120,120,0,0,0,0,0,0,0,False
decision_family_compact,stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,2,L0.0,pickup_quantity,60,1212,1212,1212,1212,3,3,3,0,0,0,0,False
decision_family_compact,stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,2,L0.0,routing_arc,1260,2520,2520,2520,2520,0,0,0,0,0,0,0,False
decision_family_compact,stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,2,L0.0,vehicle_load,60,1860,1860,1860,1860,0,0,0,0,0,0,0,False
decision_family_compact,stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,2,L0.0,visit_selection,60,120,120,120,120,0,0,0,0,0,0,0,False
decision_family_compact,stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,4,L0.0.1,drop_quantity,60,774,774,774,771,3,3,3,0,0,3,0,False
decision_family_compact,stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,4,L0.0.1,final_inventory,20,560,559,559,556,0,0,1,1,1,1,0,False
decision_family_compact,stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,4,L0.0.1,operation_mode,60,120,120,120,120,0,0,0,0,0,0,0,False
decision_family_compact,stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,4,L0.0.1,pickup_quantity,60,1212,1212,1212,964,3,3,3,0,0,25,0,False
decision_family_compact,stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,4,L0.0.1,routing_arc,1260,2520,2520,2520,2520,0,0,0,0,0,0,0,False
decision_family_compact,stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,4,L0.0.1,vehicle_load,60,1860,1860,1860,1860,0,0,0,0,0,0,0,False
decision_family_compact,stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,4,L0.0.1,visit_selection,60,120,120,120,120,0,0,0,0,0,0,0,False
decision_family_compact,stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,5,L0.0.0.1,drop_quantity,60,774,774,765,774,3,3,3,0,3,0,0,False
decision_family_compact,stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,5,L0.0.0.1,final_inventory,20,562,560,546,559,0,1,0,1,2,1,0,False
decision_family_compact,stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,5,L0.0.0.1,operation_mode,60,120,120,120,120,0,0,0,0,0,0,0,False
decision_family_compact,stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,5,L0.0.0.1,pickup_quantity,60,1212,1212,1080,1212,3,3,3,0,15,0,0,False
decision_family_compact,stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,5,L0.0.0.1,routing_arc,1260,2520,2520,2520,2520,0,0,0,0,0,0,0,False
decision_family_compact,stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,5,L0.0.0.1,vehicle_load,60,1860,1860,1860,1860,0,0,0,0,0,0,0,False
decision_family_compact,stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,5,L0.0.0.1,visit_selection,60,120,120,120,120,0,0,0,0,0,0,0,False
decision_family_compact,stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,6,L0.0.1.0,drop_quantity,60,774,774,774,774,3,3,3,0,0,0,0,False
decision_family_compact,stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,6,L0.0.1.0,final_inventory,20,560,559,559,557,0,0,1,1,1,1,0,False
decision_family_compact,stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,6,L0.0.1.0,operation_mode,60,120,120,120,120,0,0,0,0,0,0,0,False
decision_family_compact,stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,6,L0.0.1.0,pickup_quantity,60,1212,1212,1212,1197,3,3,3,0,0,3,0,False
decision_family_compact,stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,6,L0.0.1.0,routing_arc,1260,2520,2520,2520,2520,0,0,0,0,0,0,0,False
decision_family_compact,stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,6,L0.0.1.0,vehicle_load,60,1860,1860,1860,1860,0,0,0,0,0,0,0,False
decision_family_compact,stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,6,L0.0.1.0,visit_selection,60,120,120,120,120,0,0,0,0,0,0,0,False
decision_family_compact,stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,7,L0.0.0.1.1,drop_quantity,60,774,774,774,774,3,3,3,0,0,0,0,False
decision_family_compact,stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,7,L0.0.0.1.1,final_inventory,20,560,559,559,559,0,0,0,1,1,1,0,False
decision_family_compact,stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,7,L0.0.0.1.1,operation_mode,60,120,120,120,120,0,0,0,0,0,0,0,False
decision_family_compact,stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,7,L0.0.0.1.1,pickup_quantity,60,1212,1212,1200,1212,3,3,3,0,4,0,0,False
decision_family_compact,stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,7,L0.0.0.1.1,routing_arc,1260,2520,2520,2520,2520,0,0,0,0,0,0,0,False
decision_family_compact,stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,7,L0.0.0.1.1,vehicle_load,60,1860,1860,1860,1860,0,0,0,0,0,0,0,False
decision_family_compact,stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,7,L0.0.0.1.1,visit_selection,60,120,120,120,120,0,0,0,0,0,0,0,False
decision_family_compact,stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,8,L0.0.1.0.1,drop_quantity,60,774,774,774,774,3,3,3,0,0,0,0,False
decision_family_compact,stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,8,L0.0.1.0.1,final_inventory,20,558,557,557,557,1,1,1,1,1,1,0,False
decision_family_compact,stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,8,L0.0.1.0.1,operation_mode,60,120,120,120,120,0,0,0,0,0,0,0,False
decision_family_compact,stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,8,L0.0.1.0.1,pickup_quantity,60,1212,1197,1197,1139,3,3,3,3,3,9,0,False
decision_family_compact,stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,8,L0.0.1.0.1,routing_arc,1260,2520,2520,2520,2520,0,0,0,0,0,0,0,False
decision_family_compact,stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,8,L0.0.1.0.1,vehicle_load,60,1860,1860,1860,1860,0,0,0,0,0,0,0,False
decision_family_compact,stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,8,L0.0.1.0.1,visit_selection,60,120,120,120,120,0,0,0,0,0,0,0,False
decision_family_compact,stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,9,L0.0.1.0.0,drop_quantity,60,774,774,774,774,3,3,3,0,0,0,0,False
decision_family_compact,stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,9,L0.0.1.0.0,final_inventory,20,560,559,559,558,0,0,0,1,1,0,0,False
decision_family_compact,stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,9,L0.0.1.0.0,operation_mode,60,120,120,120,120,0,0,0,0,0,0,0,False
decision_family_compact,stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,9,L0.0.1.0.0,pickup_quantity,60,1212,1212,1203,1212,3,3,3,0,3,0,0,False
decision_family_compact,stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,9,L0.0.1.0.0,routing_arc,1260,2520,2520,2520,2520,0,0,0,0,0,0,0,False
decision_family_compact,stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,9,L0.0.1.0.0,vehicle_load,60,1860,1860,1860,1860,0,0,0,0,0,0,0,False
decision_family_compact,stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,9,L0.0.1.0.0,visit_selection,60,120,120,120,120,0,0,0,0,0,0,0,False
