completion_sequence_number,completion_timestamp_utc,scenario_id,dataset_family,V,geographic_regime,inventory_regime,replicate,M,Q,T,method,method_label,run_stage,process_cap_seconds,actual_wall_time_seconds,gurobi_work,native_status,strict_certificate,verified_incumbent_available,objective,G,P,valid_lower_bound,verified_upper_bound,absolute_gap,relative_gap,scaled_gap,nodes,simplex_iterations,split_count,interval_count,route_witness_status,expected_model_fingerprint,actual_model_fingerprint,fingerprint_match,completion_marker_path,result_path,run_identity_sha256,result_sha256,next_action,notes
1,2026-08-31T14:14:46.556766+00:00,cb443_V08_compact_r2_shortage_M01_Q30_T01800,citibike443-regional-v1,8,compact,shortage,2,1,30,1800,k1_am_sf,K1-AM-SF,screen_3600,3600,2.5734734,1.7945664445159282,optimal,True,True,0.6158836280552391,0.2627586935097846,2.35416623030303,0.6158836280552407,0.6158836280552391,0.0,0.0,0.0,2133,34136,0,1,verified_native_incumbent,,,,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V08_compact_r2_shortage_M01_Q30_T01800/k1_am_sf/screen_3600/completion_marker.json,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V08_compact_r2_shortage_M01_Q30_T01800/k1_am_sf/screen_3600/result.json,dd7711c3dde8d200eda4eda1ebc62ac586cdd0b553d9ce938d1a128fa56d338a,208c297acb7763e45e04a626eed45aa5f5ea070b151986a3f1fc5e46b09a7e82,pending_frozen_stage_decision,fresh independent optimizer process; archive time excluded
56,2026-09-01T11:15:10.150149+00:00,cb443_V50_regional_r2_shortage_M07_Q20_T18000,citibike443-regional-v1,50,regional,shortage,2,7,20,18000,k1_am_sf,K1-AM-SF,screen_3600,3600,3598.2090639,8530.883577117747,round31_c6_external_gini_tree_time_limit,False,True,0.3266681003584966,0.03696468119307871,1.9313561277694524,0.3064173107904774,0.3266681003584966,0.02025078956801918,0.06199194088983675,0.02025078956801918,1161,4009506,2,3,verified_native_incumbent,,,,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V50_regional_r2_shortage_M07_Q20_T18000/k1_am_sf/screen_3600/completion_marker.json,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V50_regional_r2_shortage_M07_Q20_T18000/k1_am_sf/screen_3600/result.json,a459b4d716eb4832909bcff0e4bfebba478d3b99f5b7b847682a103fc5ea29ce,c0979d809db62ed77d7e2cf01f544b4970eb9d0fef521ffa459168a64203a06f,pending_frozen_stage_decision,fresh independent optimizer process; archive time excluded
55,2026-09-01T10:15:09.033326+00:00,cb443_V50_regional_r2_shortage_M07_Q20_T18000,citibike443-regional-v1,50,regional,shortage,2,7,20,18000,pgrb,P-GRB,screen_3600,3600,3598.1789218,7675.905682935824,TIME_LIMIT,False,True,0.3369458116712386,0.05804570327380284,1.8593340559829055,0.3068262432126427,0.3369458116712386,0.030119568458595924,0.08938994762749533,0.030119568458595924,8074,4791483,,,verified_native_incumbent,2133008454,2133008454,True,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V50_regional_r2_shortage_M07_Q20_T18000/pgrb/screen_3600/completion_marker.json,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V50_regional_r2_shortage_M07_Q20_T18000/pgrb/screen_3600/result.json,c4329139187e5f29a68a0ad33124e3049c7dfe9b4847d08f760886cdf2b23478,72f13777e4059b138e761c4ede9133a0916fdd17c06229ab8535891156197915,pending_frozen_stage_decision,fresh independent optimizer process; archive time excluded
57,2026-09-01T12:01:42.067670+00:00,cb443_V50_regional_r1_balanced_M04_Q30_T01800,citibike443-regional-v1,50,regional,balanced,1,4,30,1800,k1_am_sf,K1-AM-SF,screen_3600,3600,2788.8363446,5893.144010984095,optimal,True,True,0.7448589816653802,0.18575321557153177,3.7273717739589896,0.7448589677464186,0.7448589816653802,1.3918961649928008e-08,1.8686707138588212e-08,1.3918961649928008e-08,43161,10377108,1,2,verified_native_incumbent,,,,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V50_regional_r1_balanced_M04_Q30_T01800/k1_am_sf/screen_3600/completion_marker.json,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V50_regional_r1_balanced_M04_Q30_T01800/k1_am_sf/screen_3600/result.json,52a78d68f902fb873cad07e6277bfaa96eb29e5973eeed7cb5e99001bf16cbfa,f1282dfd1446b64c87ad0db6307b698a51ffe2f32ec3b245bd1197d1d74259b2,pending_frozen_stage_decision,fresh independent optimizer process; archive time excluded
58,2026-09-01T13:01:43.536844+00:00,cb443_V50_regional_r1_balanced_M04_Q30_T01800,citibike443-regional-v1,50,regional,balanced,1,4,30,1800,pgrb,P-GRB,screen_3600,3600,3598.2159864,8240.442177761211,TIME_LIMIT,False,True,0.7485517240657965,0.18645113440482897,3.7473372644064504,0.5721936223411636,0.7485517240657965,0.17635810172463295,0.23559908561393061,0.17635810172463295,10202,4822033,,,verified_native_incumbent,-250521169,-250521169,True,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V50_regional_r1_balanced_M04_Q30_T01800/pgrb/screen_3600/completion_marker.json,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V50_regional_r1_balanced_M04_Q30_T01800/pgrb/screen_3600/result.json,ed48d7e690fff40df2f0b2d71c638af3644e51212ca3780f4a84aae2dc26c814,c6478b813ad3d3727cc62204d685d633c727cded0c1ffc0dae7dd8a73d7fcb8f,pending_frozen_stage_decision,fresh independent optimizer process; archive time excluded
60,2026-09-01T15:05:27.268023+00:00,cb443_V50_regional_r2_surplus_M07_Q30_T03600,citibike443-regional-v1,50,regional,surplus,2,7,30,3600,k1_am_sf,K1-AM-SF,screen_3600,3600,3598.1240335,11337.659646101549,round31_c6_external_gini_tree_time_limit,False,True,0.9037027092008609,0.21317126596950894,4.60354295487568,0.4224838168669283,0.9037027092008609,0.4812188923339326,0.5324969012867867,0.4812188923339326,5,2472520,0,1,verified_native_incumbent,,,,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V50_regional_r2_surplus_M07_Q30_T03600/k1_am_sf/screen_3600/completion_marker.json,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V50_regional_r2_surplus_M07_Q30_T03600/k1_am_sf/screen_3600/result.json,bc6d72e03401e962865137115aaf33c0b23b73707be369cdc3e317a1968e40e3,7cc4c7dab615bf558731c7c517b9d215c2e325977a39a36ff8871957f00f4285,pending_frozen_stage_decision,fresh independent optimizer process; archive time excluded
59,2026-09-01T14:05:25.729914+00:00,cb443_V50_regional_r2_surplus_M07_Q30_T03600,citibike443-regional-v1,50,regional,surplus,2,7,30,3600,pgrb,P-GRB,screen_3600,3600,3598.0919113,8849.206873155974,TIME_LIMIT,False,True,1.0223741006748674,0.22131627714631277,5.340385490190365,0.39069867311009904,1.0223741006748674,0.6316754275647685,0.6178515546782735,0.6178515546782735,1419,3599526,,,verified_native_incumbent,1150868517,1150868517,True,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V50_regional_r2_surplus_M07_Q30_T03600/pgrb/screen_3600/completion_marker.json,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V50_regional_r2_surplus_M07_Q30_T03600/pgrb/screen_3600/result.json,0affc22d5207717c7c6129e55b07b5bff672911d7da8e6ebb8c0aba593ef9b50,0f6c9dd87162ba13b8d4a30fc1a2c36a3df3c3beccf26c36405b6a4b290a39a5,pending_frozen_stage_decision,fresh independent optimizer process; archive time excluded
61,2026-09-01T15:05:38.583970+00:00,cb443_V08_compact_r1_shortage_M01_Q30_T03600,citibike443-regional-v1,8,compact,shortage,1,1,30,3600,k1_am_sf,K1-AM-SF,screen_3600,3600,7.8944829,4.358186914006084,optimal,True,True,0.27213583216783216,0.15319055944055943,0.7929684848484848,0.2721358321678335,0.27213583216783216,0.0,0.0,0.0,2102,48866,0,1,verified_native_incumbent,,,,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V08_compact_r1_shortage_M01_Q30_T03600/k1_am_sf/screen_3600/completion_marker.json,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V08_compact_r1_shortage_M01_Q30_T03600/k1_am_sf/screen_3600/result.json,12ae95c8f9fb94a85af863d7c8b6b13f094487a92b2b7b95d602d75558c08d00,b2c88580125c2d22a34fa25cd959b3a8d6728b3d8d204a9b963d2fbe85d4ecf6,pending_frozen_stage_decision,fresh independent optimizer process; archive time excluded
62,2026-09-01T15:05:45.187412+00:00,cb443_V08_compact_r1_shortage_M01_Q30_T03600,citibike443-regional-v1,8,compact,shortage,1,1,30,3600,pgrb,P-GRB,screen_3600,3600,3.9373434,5.239310529220555,OPTIMAL,True,True,0.27213583216783216,0.15319055944055943,0.7929684848484848,0.2721358321678321,0.27213583216783216,5.551115123125783e-17,2.0398324906006086e-16,5.551115123125783e-17,5401,95298,,,verified_native_incumbent,998562386,998562386,True,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V08_compact_r1_shortage_M01_Q30_T03600/pgrb/screen_3600/completion_marker.json,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V08_compact_r1_shortage_M01_Q30_T03600/pgrb/screen_3600/result.json,979172e6f15f929975ab5cd5356366f1252bfd1d01195bb2468d07b3f0f52eb4,18800ad6ac74d6d6ad76cbe7ca3a096293840afd47bd53dcf5d9e964abb5f285,pending_frozen_stage_decision,fresh independent optimizer process; archive time excluded
63,2026-09-01T15:05:57.465559+00:00,cb443_V08_compact_r1_shortage_M01_Q30_T18000,citibike443-regional-v1,8,compact,shortage,1,1,30,18000,k1_am_sf,K1-AM-SF,screen_3600,3600,8.0417805,0.5028515372058111,optimal,True,True,0.09378795699046581,0.018787971384405213,0.499999904040404,0.09378795699046581,0.09378795699046581,0.0,0.0,0.0,128,5105,1,2,verified_native_incumbent,,,,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V08_compact_r1_shortage_M01_Q30_T18000/k1_am_sf/screen_3600/completion_marker.json,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V08_compact_r1_shortage_M01_Q30_T18000/k1_am_sf/screen_3600/result.json,ed13edf977bceccc9a779bf2c6a7b9f76c7dc874bc0efbb16b76f1088787e277,a2686eb99732839a77e68232a8310b130ec655312496da737011445e26f55131,pending_frozen_stage_decision,fresh independent optimizer process; archive time excluded
64,2026-09-01T15:06:01.182808+00:00,cb443_V08_compact_r1_shortage_M01_Q30_T18000,citibike443-regional-v1,8,compact,shortage,1,1,30,18000,pgrb,P-GRB,screen_3600,3600,0.5310521,0.41704257260012734,OPTIMAL,True,True,0.09378795699046581,0.018787971384405213,0.499999904040404,0.09378795699046577,0.09378795699046581,4.163336342344337e-17,4.4390948219157485e-16,4.163336342344337e-17,85,4412,,,verified_native_incumbent,-49778044,-49778044,True,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V08_compact_r1_shortage_M01_Q30_T18000/pgrb/screen_3600/completion_marker.json,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V08_compact_r1_shortage_M01_Q30_T18000/pgrb/screen_3600/result.json,72f5a72e597a191a393686faa383c14179bc1cea1c47c8bb8d03e41e8d23bd3c,599d83c0ab3aa30e87c6dc7307915ff46d2a011a1b39f55224eb591e11e610c7,pending_frozen_stage_decision,fresh independent optimizer process; archive time excluded
66,2026-09-01T15:06:11.442054+00:00,cb443_V08_regional_r2_balanced_M01_Q30_T03600,citibike443-regional-v1,8,regional,balanced,2,1,30,3600,k1_am_sf,K1-AM-SF,screen_3600,3600,2.6543021,0.9321088345174614,optimal,True,True,0.1491038357062448,0.10047102737291147,0.3242187222222222,0.14910383570624458,0.1491038357062448,2.220446049250313e-16,1.489194452129923e-15,2.220446049250313e-16,702,13828,0,1,verified_native_incumbent,,,,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V08_regional_r2_balanced_M01_Q30_T03600/k1_am_sf/screen_3600/completion_marker.json,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V08_regional_r2_balanced_M01_Q30_T03600/k1_am_sf/screen_3600/result.json,e11334e92c339a8a5ff6300d7f8377a78259b0da724adf385a4e0fb6ca623604,4d59160977adbe38b33d489da3c41b9c7f12811a31af6179a991db9298c83c1f,pending_frozen_stage_decision,fresh independent optimizer process; archive time excluded
65,2026-09-01T15:06:05.637125+00:00,cb443_V08_regional_r2_balanced_M01_Q30_T03600,citibike443-regional-v1,8,regional,balanced,2,1,30,3600,pgrb,P-GRB,screen_3600,3600,0.9772893,1.025878706813004,OPTIMAL,True,True,0.1491038357062448,0.10047102737291147,0.3242187222222222,0.14910383570624486,0.1491038357062448,0.0,0.0,0.0,1646,27287,,,verified_native_incumbent,962610841,962610841,True,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V08_regional_r2_balanced_M01_Q30_T03600/pgrb/screen_3600/completion_marker.json,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V08_regional_r2_balanced_M01_Q30_T03600/pgrb/screen_3600/result.json,b9db0708118b0490a44b6b954328eb845f853b6b8bf22aa51d0138dc5b7bf0cf,ccfc5441b8ad0e8e64c3177b20c0c153c45a32850c6ac67883db6f86fc4142a5,pending_frozen_stage_decision,fresh independent optimizer process; archive time excluded
67,2026-09-01T15:06:18.973158+00:00,cb443_V08_regional_r2_balanced_M01_Q30_T18000,citibike443-regional-v1,8,regional,balanced,2,1,30,18000,k1_am_sf,K1-AM-SF,screen_3600,3600,2.9961499,0,optimal,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,verified_native_incumbent,,,,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V08_regional_r2_balanced_M01_Q30_T18000/k1_am_sf/screen_3600/completion_marker.json,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V08_regional_r2_balanced_M01_Q30_T18000/k1_am_sf/screen_3600/result.json,a0960731e1cafabdc3590fb89c7e4b548550f928cad9bac507e0a5c10970a61f,0a52f950ef8404b18a3b454f456b4f181af25475340b5d033ff48cdf1519dda2,pending_frozen_stage_decision,fresh independent optimizer process; archive time excluded
68,2026-09-01T15:06:22.875353+00:00,cb443_V08_regional_r2_balanced_M01_Q30_T18000,citibike443-regional-v1,8,regional,balanced,2,1,30,18000,pgrb,P-GRB,screen_3600,3600,0.053091,0.028956746715545763,OPTIMAL,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,421,,,verified_native_incumbent,959970586,959970586,True,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V08_regional_r2_balanced_M01_Q30_T18000/pgrb/screen_3600/completion_marker.json,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V08_regional_r2_balanced_M01_Q30_T18000/pgrb/screen_3600/result.json,035e3a0101347d811b3e6d778f5dfd251a25a261fabf565706a32b19f1e6e876,800cc7102a8b98f855f55858dcf9d7df524fd56b510e21ccb76d5829893a383e,pending_frozen_stage_decision,fresh independent optimizer process; archive time excluded
69,2026-09-01T15:06:54.178889+00:00,cb443_V12_compact_r2_surplus_M01_Q30_T03600,citibike443-regional-v1,12,compact,surplus,2,1,30,3600,k1_am_sf,K1-AM-SF,screen_3600,3600,27.4022075,36.33796202305952,optimal,True,True,0.4277351154428614,0.2698943658373057,1.0522716640370382,0.42773511544286147,0.4277351154428614,0.0,0.0,0.0,5362,244591,0,1,verified_native_incumbent,,,,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V12_compact_r2_surplus_M01_Q30_T03600/k1_am_sf/screen_3600/completion_marker.json,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V12_compact_r2_surplus_M01_Q30_T03600/k1_am_sf/screen_3600/result.json,a854ef26a946b8d6ada8094ce98e9bc91ee3c90ea806d848c9d1c388d8314146,b00f3c8802aac925c87d584f017a03341e351736991fbebbda775428a5e02ed2,pending_frozen_stage_decision,fresh independent optimizer process; archive time excluded
70,2026-09-01T15:07:37.477658+00:00,cb443_V12_compact_r2_surplus_M01_Q30_T03600,citibike443-regional-v1,12,compact,surplus,2,1,30,3600,pgrb,P-GRB,screen_3600,3600,39.6444087,64.85624106669611,OPTIMAL,True,True,0.4277351154428614,0.2698943658373057,1.0522716640370382,0.42773511544286136,0.4277351154428614,5.551115123125783e-17,1.2977927045756718e-16,5.551115123125783e-17,31602,949294,,,verified_native_incumbent,718345638,718345638,True,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V12_compact_r2_surplus_M01_Q30_T03600/pgrb/screen_3600/completion_marker.json,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V12_compact_r2_surplus_M01_Q30_T03600/pgrb/screen_3600/result.json,2e0315deec80ae6a811360a1088f7de9af3cbdc0a26d938d18f10deab03a2b04,943e1e00dd417f8a569576932b574445ee01a46abe1eb58fcfe434b3f6f4ab28,pending_frozen_stage_decision,fresh independent optimizer process; archive time excluded
71,2026-09-01T15:08:13.666766+00:00,cb443_V12_compact_r2_surplus_M01_Q30_T18000,citibike443-regional-v1,12,compact,surplus,2,1,30,18000,k1_am_sf,K1-AM-SF,screen_3600,3600,31.4934773,0,optimal,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,verified_native_incumbent,,,,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V12_compact_r2_surplus_M01_Q30_T18000/k1_am_sf/screen_3600/completion_marker.json,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V12_compact_r2_surplus_M01_Q30_T18000/k1_am_sf/screen_3600/result.json,215b447307a7d348ee7923997ddf14db0d7771dbb7d902f39a507eb7f5773ba1,676dd8bd7d4951cbb9f63619adb19315b3b9130c27ffa9074a240d34dde0f16f,pending_frozen_stage_decision,fresh independent optimizer process; archive time excluded
72,2026-09-01T15:08:17.698101+00:00,cb443_V12_compact_r2_surplus_M01_Q30_T18000,citibike443-regional-v1,12,compact,surplus,2,1,30,18000,pgrb,P-GRB,screen_3600,3600,0.1019045,0.07113545791126148,OPTIMAL,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1199,,,verified_native_incumbent,27134152,27134152,True,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V12_compact_r2_surplus_M01_Q30_T18000/pgrb/screen_3600/completion_marker.json,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V12_compact_r2_surplus_M01_Q30_T18000/pgrb/screen_3600/result.json,1782cc41edaf99a646794fb2c0533121a223dcb06226b9f6b4f1b0bb56c9c488,6220fbe03fe06a2535304a6bbbbad59ca4b187986ee490aeb7f0f9029f9b0302,pending_frozen_stage_decision,fresh independent optimizer process; archive time excluded
73,2026-09-01T15:08:29.543254+00:00,cb443_V12_regional_r2_shortage_M01_Q30_T03600,citibike443-regional-v1,12,regional,shortage,2,1,30,3600,k1_am_sf,K1-AM-SF,screen_3600,3600,7.6129715,8.454913885175653,optimal,True,True,0.8046255197202796,0.29108391608391604,3.423610690909091,0.8046255197202764,0.8046255197202796,3.219646771412954e-15,4.001422640102483e-15,3.219646771412954e-15,1633,56402,0,1,verified_native_incumbent,,,,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V12_regional_r2_shortage_M01_Q30_T03600/k1_am_sf/screen_3600/completion_marker.json,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V12_regional_r2_shortage_M01_Q30_T03600/k1_am_sf/screen_3600/result.json,4bd5f42f399d53edffa2bacebece209561114f5aced42075ba7c569e14087726,80bf6c4dd785da7ab206366a4f3396f74d585827e8c3a7131bc4bcda6b352df7,pending_frozen_stage_decision,fresh independent optimizer process; archive time excluded
74,2026-09-01T15:08:37.634351+00:00,cb443_V12_regional_r2_shortage_M01_Q30_T03600,citibike443-regional-v1,12,regional,shortage,2,1,30,3600,pgrb,P-GRB,screen_3600,3600,4.0547409,5.939234212309891,OPTIMAL,True,True,0.8046255197202796,0.29108391608391604,3.423610690909091,0.8046255197202797,0.8046255197202796,0.0,0.0,0.0,2720,68766,,,verified_native_incumbent,647615335,647615335,True,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V12_regional_r2_shortage_M01_Q30_T03600/pgrb/screen_3600/completion_marker.json,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V12_regional_r2_shortage_M01_Q30_T03600/pgrb/screen_3600/result.json,a5e27f270a642fbaba5cd977fcf486fc8dab446c9057e1fb7ccd959f1e394251,89945721112ae5319f6bd49b79d7cbea995488dc79392c0bf7f556847bec4c98,pending_frozen_stage_decision,fresh independent optimizer process; archive time excluded
75,2026-09-01T15:09:21.019740+00:00,cb443_V12_regional_r2_shortage_M01_Q30_T18000,citibike443-regional-v1,12,regional,shortage,2,1,30,18000,k1_am_sf,K1-AM-SF,screen_3600,3600,38.7017197,2.9224895690929973,optimal,True,True,0.1861765253928475,0.018468210847392984,1.1180554303030301,0.18617652539284624,0.1861765253928475,1.2490009027033011e-15,6.708691657381662e-15,1.2490009027033011e-15,1118,30479,2,3,verified_native_incumbent,,,,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V12_regional_r2_shortage_M01_Q30_T18000/k1_am_sf/screen_3600/completion_marker.json,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V12_regional_r2_shortage_M01_Q30_T18000/k1_am_sf/screen_3600/result.json,eaf034ddfa89bb844d44c68828a50f86ea857a8b57f21a684d5a2f2e7dbde279,e8b0755eb913ecdc0129e351175c7b9db1a78f52bfd221718edfc213027ffc8d,pending_frozen_stage_decision,fresh independent optimizer process; archive time excluded
76,2026-09-01T15:09:26.263318+00:00,cb443_V12_regional_r2_shortage_M01_Q30_T18000,citibike443-regional-v1,12,regional,shortage,2,1,30,18000,pgrb,P-GRB,screen_3600,3600,1.2992013,1.657397281834802,OPTIMAL,True,True,0.1861765253928475,0.018468210847392984,1.1180554303030301,0.18617652539284751,0.1861765253928475,0.0,0.0,0.0,1611,28888,,,verified_native_incumbent,1732108164,1732108164,True,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V12_regional_r2_shortage_M01_Q30_T18000/pgrb/screen_3600/completion_marker.json,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V12_regional_r2_shortage_M01_Q30_T18000/pgrb/screen_3600/result.json,f06e5cf06b5926f92ad47eb77f40e1b06a172ef1fa1d54262b9300a6d5f90c91,572eb1b15a1db1e0258b7a337b1278e5576f3460462872398e55dbd43725986b,pending_frozen_stage_decision,fresh independent optimizer process; archive time excluded
78,2026-09-01T16:26:57.425248+00:00,cb443_V20_compact_r2_balanced_M02_Q30_T03600,citibike443-regional-v1,20,compact,balanced,2,2,30,3600,k1_am_sf,K1-AM-SF,screen_3600,3600,1044.4795227,2316.6058938279866,optimal,True,True,0.24340221626021413,0.08806888535112324,1.0355555393939393,0.24340221626021397,0.24340221626021413,1.6653345369377348e-16,6.841903753075834e-16,1.6653345369377348e-16,54112,10029556,0,1,verified_native_incumbent,,,,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V20_compact_r2_balanced_M02_Q30_T03600/k1_am_sf/screen_3600/completion_marker.json,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V20_compact_r2_balanced_M02_Q30_T03600/k1_am_sf/screen_3600/result.json,2c407e3c3a00592a00347ab611889edbf796d6ec95812baead0e1a30ddc85c82,8a4866a4783f575cdb0a564f6373242001895be23b40e73d22ac6855aec2e750,pending_frozen_stage_decision,fresh independent optimizer process; archive time excluded
77,2026-09-01T16:09:28.770362+00:00,cb443_V20_compact_r2_balanced_M02_Q30_T03600,citibike443-regional-v1,20,compact,balanced,2,2,30,3600,pgrb,P-GRB,screen_3600,3600,3598.3368332,7383.039426123792,TIME_LIMIT,False,True,0.24340221626021413,0.08806888535112324,1.0355555393939393,0.19728050127932611,0.24340221626021413,0.04612171498088802,0.18948765417805666,0.04612171498088802,422454,48920564,,,verified_native_incumbent,1096648783,1096648783,True,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V20_compact_r2_balanced_M02_Q30_T03600/pgrb/screen_3600/completion_marker.json,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V20_compact_r2_balanced_M02_Q30_T03600/pgrb/screen_3600/result.json,a0da45747ab74c2ff432bbe4d410ae019c4213c2736422cb1bb56a40132c2008,c1f2f1ee40786dda03cd5cb52bdfcc4f7b9c9326961646d85197ae70d6c11ad1,pending_frozen_stage_decision,fresh independent optimizer process; archive time excluded
80,2026-09-01T16:27:30.703893+00:00,cb443_V20_compact_r2_balanced_M02_Q30_T18000,citibike443-regional-v1,20,compact,balanced,2,2,30,18000,k1_am_sf,K1-AM-SF,screen_3600,3600,24.2257452,0,optimal,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,verified_native_incumbent,,,,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V20_compact_r2_balanced_M02_Q30_T18000/k1_am_sf/screen_3600/completion_marker.json,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V20_compact_r2_balanced_M02_Q30_T18000/k1_am_sf/screen_3600/result.json,f42dc852f6191ac12a0d4560f5137c91f898b1fe4b83b295190d48d5e138f90d,8d0b8d3b01489b8593226715973905985c49339a059fc4187ea0b80694b493d0,pending_frozen_stage_decision,fresh independent optimizer process; archive time excluded
79,2026-09-01T16:27:02.644333+00:00,cb443_V20_compact_r2_balanced_M02_Q30_T18000,citibike443-regional-v1,20,compact,balanced,2,2,30,18000,pgrb,P-GRB,screen_3600,3600,0.8927225,1.3195313108060651,OPTIMAL,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10916,,,verified_native_incumbent,-1618576406,-1618576406,True,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V20_compact_r2_balanced_M02_Q30_T18000/pgrb/screen_3600/completion_marker.json,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V20_compact_r2_balanced_M02_Q30_T18000/pgrb/screen_3600/result.json,c24dd5970894addf74ce3100e1f9617ee314d33db9ecc2274c7706243932332a,f88a60fb1364a8725fe8c78e1b3c7fac1bc5ee5d4daaea4042c168d2debc7856,pending_frozen_stage_decision,fresh independent optimizer process; archive time excluded
