stage,instance,arm,common_ub,gap_threshold,reached,first_observed_seconds,observation_policy
stage3,high_imbalance_seed3202,C3-REPLICA,1.7493134520506337,0.05,False,,recorded_valid_bounds_only
stage3,high_imbalance_seed3202,C3-REPLICA,1.7493134520506337,0.01,False,,recorded_valid_bounds_only
stage3,high_imbalance_seed3202,C3-REPLICA,1.7493134520506337,0.001,False,,recorded_valid_bounds_only
stage3,high_imbalance_seed3202,C3-REPLICA,1.7493134520506337,0.0001,False,,recorded_valid_bounds_only
stage3,high_imbalance_seed3202,S0-CPLEX,1.7493134520506337,0.25,True,17.3683982,recorded_valid_bounds_only
stage3,high_imbalance_seed3202,S0-CPLEX,1.7493134520506337,0.1,True,22.9129547,recorded_valid_bounds_only
stage3,high_imbalance_seed3202,S0-CPLEX,1.7493134520506337,0.05,True,33.2903506,recorded_valid_bounds_only
stage3,high_imbalance_seed3202,S0-CPLEX,1.7493134520506337,0.01,False,,recorded_valid_bounds_only
stage3,high_imbalance_seed3202,S0-CPLEX,1.7493134520506337,0.001,False,,recorded_valid_bounds_only
stage3,high_imbalance_seed3202,S0-CPLEX,1.7493134520506337,0.0001,False,,recorded_valid_bounds_only
stage3,moderate_seed3302,C2-PAPER,0.19563620654901237,0.25,False,,recorded_valid_bounds_only
stage3,moderate_seed3302,C2-PAPER,0.19563620654901237,0.1,False,,recorded_valid_bounds_only
stage3,moderate_seed3302,C2-PAPER,0.19563620654901237,0.05,False,,recorded_valid_bounds_only
stage3,moderate_seed3302,C2-PAPER,0.19563620654901237,0.01,False,,recorded_valid_bounds_only
stage3,moderate_seed3302,C2-PAPER,0.19563620654901237,0.001,False,,recorded_valid_bounds_only
stage3,moderate_seed3302,C2-PAPER,0.19563620654901237,0.0001,False,,recorded_valid_bounds_only
stage3,moderate_seed3302,C3-REPLICA,0.19563620654901237,0.25,False,,recorded_valid_bounds_only
stage3,moderate_seed3302,C3-REPLICA,0.19563620654901237,0.1,False,,recorded_valid_bounds_only
stage3,moderate_seed3302,C3-REPLICA,0.19563620654901237,0.05,False,,recorded_valid_bounds_only
stage3,moderate_seed3302,C3-REPLICA,0.19563620654901237,0.01,False,,recorded_valid_bounds_only
stage3,moderate_seed3302,C3-REPLICA,0.19563620654901237,0.001,False,,recorded_valid_bounds_only
stage3,moderate_seed3302,C3-REPLICA,0.19563620654901237,0.0001,False,,recorded_valid_bounds_only
stage3,moderate_seed3302,S0-CPLEX,0.19563620654901237,0.25,False,,recorded_valid_bounds_only
stage3,moderate_seed3302,S0-CPLEX,0.19563620654901237,0.1,False,,recorded_valid_bounds_only
stage3,moderate_seed3302,S0-CPLEX,0.19563620654901237,0.05,False,,recorded_valid_bounds_only
stage3,moderate_seed3302,S0-CPLEX,0.19563620654901237,0.01,False,,recorded_valid_bounds_only
stage3,moderate_seed3302,S0-CPLEX,0.19563620654901237,0.001,False,,recorded_valid_bounds_only
stage3,moderate_seed3302,S0-CPLEX,0.19563620654901237,0.0001,False,,recorded_valid_bounds_only
stage3,tight_T_seed3101,C2-PAPER,0.10725273413394144,0.25,False,,recorded_valid_bounds_only
stage3,tight_T_seed3101,C2-PAPER,0.10725273413394144,0.1,False,,recorded_valid_bounds_only
stage3,tight_T_seed3101,C2-PAPER,0.10725273413394144,0.05,False,,recorded_valid_bounds_only
stage3,tight_T_seed3101,C2-PAPER,0.10725273413394144,0.01,False,,recorded_valid_bounds_only
stage3,tight_T_seed3101,C2-PAPER,0.10725273413394144,0.001,False,,recorded_valid_bounds_only
stage3,tight_T_seed3101,C2-PAPER,0.10725273413394144,0.0001,False,,recorded_valid_bounds_only
stage3,tight_T_seed3101,C3-REPLICA,0.10725273413394144,0.25,False,,recorded_valid_bounds_only
stage3,tight_T_seed3101,C3-REPLICA,0.10725273413394144,0.1,False,,recorded_valid_bounds_only
stage3,tight_T_seed3101,C3-REPLICA,0.10725273413394144,0.05,False,,recorded_valid_bounds_only
stage3,tight_T_seed3101,C3-REPLICA,0.10725273413394144,0.01,False,,recorded_valid_bounds_only
stage3,tight_T_seed3101,C3-REPLICA,0.10725273413394144,0.001,False,,recorded_valid_bounds_only
stage3,tight_T_seed3101,C3-REPLICA,0.10725273413394144,0.0001,False,,recorded_valid_bounds_only
stage3,tight_T_seed3101,S0-CPLEX,0.10725273413394144,0.25,False,,recorded_valid_bounds_only
stage3,tight_T_seed3101,S0-CPLEX,0.10725273413394144,0.1,False,,recorded_valid_bounds_only
stage3,tight_T_seed3101,S0-CPLEX,0.10725273413394144,0.05,False,,recorded_valid_bounds_only
stage3,tight_T_seed3101,S0-CPLEX,0.10725273413394144,0.01,False,,recorded_valid_bounds_only
stage3,tight_T_seed3101,S0-CPLEX,0.10725273413394144,0.001,False,,recorded_valid_bounds_only
stage3,tight_T_seed3101,S0-CPLEX,0.10725273413394144,0.0001,False,,recorded_valid_bounds_only
stage3,V12_M1,C2-PAPER,0.3572005832084155,0.25,True,7.5633547,recorded_valid_bounds_only
stage3,V12_M1,C2-PAPER,0.3572005832084155,0.1,True,118.74078469999999,recorded_valid_bounds_only
stage3,V12_M1,C2-PAPER,0.3572005832084155,0.05,True,135.4567847,recorded_valid_bounds_only
stage3,V12_M1,C2-PAPER,0.3572005832084155,0.01,True,135.4567847,recorded_valid_bounds_only
stage3,V12_M1,C2-PAPER,0.3572005832084155,0.001,True,136.9237847,recorded_valid_bounds_only
stage3,V12_M1,C2-PAPER,0.3572005832084155,0.0001,True,136.9237847,recorded_valid_bounds_only
stage3,V12_M1,C3-REPLICA,0.3572005832084155,0.25,True,6.9823507,recorded_valid_bounds_only
stage3,V12_M1,C3-REPLICA,0.3572005832084155,0.1,False,,recorded_valid_bounds_only
stage3,V12_M1,C3-REPLICA,0.3572005832084155,0.05,False,,recorded_valid_bounds_only
stage3,V12_M1,C3-REPLICA,0.3572005832084155,0.01,False,,recorded_valid_bounds_only
stage3,V12_M1,C3-REPLICA,0.3572005832084155,0.001,False,,recorded_valid_bounds_only
stage3,V12_M1,C3-REPLICA,0.3572005832084155,0.0001,False,,recorded_valid_bounds_only
stage3,V12_M1,S0-CPLEX,0.3572005832084155,0.25,True,7.751460600000001,recorded_valid_bounds_only
stage3,V12_M1,S0-CPLEX,0.3572005832084155,0.1,True,17.1188737,recorded_valid_bounds_only
stage3,V12_M1,S0-CPLEX,0.3572005832084155,0.05,True,56.1230331,recorded_valid_bounds_only
stage3,V12_M1,S0-CPLEX,0.3572005832084155,0.01,True,186.1022483,recorded_valid_bounds_only
stage3,V12_M1,S0-CPLEX,0.3572005832084155,0.001,False,,recorded_valid_bounds_only
stage3,V12_M1,S0-CPLEX,0.3572005832084155,0.0001,False,,recorded_valid_bounds_only
stage3,V12_M2,C2-PAPER,0.7185040707549709,0.25,True,9.556002900000001,recorded_valid_bounds_only
stage3,V12_M2,C2-PAPER,0.7185040707549709,0.1,True,17.9514629,recorded_valid_bounds_only
stage3,V12_M2,C2-PAPER,0.7185040707549709,0.05,False,,recorded_valid_bounds_only
stage3,V12_M2,C2-PAPER,0.7185040707549709,0.01,False,,recorded_valid_bounds_only
stage3,V12_M2,C2-PAPER,0.7185040707549709,0.001,False,,recorded_valid_bounds_only
stage3,V12_M2,C2-PAPER,0.7185040707549709,0.0001,False,,recorded_valid_bounds_only
stage3,V12_M2,C3-REPLICA,0.7185040707549709,0.25,True,7.8559722,recorded_valid_bounds_only
stage3,V12_M2,C3-REPLICA,0.7185040707549709,0.1,True,18.2590212,recorded_valid_bounds_only
stage3,V12_M2,C3-REPLICA,0.7185040707549709,0.05,False,,recorded_valid_bounds_only
stage3,V12_M2,C3-REPLICA,0.7185040707549709,0.01,False,,recorded_valid_bounds_only
stage3,V12_M2,C3-REPLICA,0.7185040707549709,0.001,False,,recorded_valid_bounds_only
stage3,V12_M2,C3-REPLICA,0.7185040707549709,0.0001,False,,recorded_valid_bounds_only
stage3,V12_M2,S0-CPLEX,0.7185040707549709,0.25,True,11.2389396,recorded_valid_bounds_only
stage3,V12_M2,S0-CPLEX,0.7185040707549709,0.1,True,12.3070811,recorded_valid_bounds_only
stage3,V12_M2,S0-CPLEX,0.7185040707549709,0.05,True,63.379499800000005,recorded_valid_bounds_only
stage3,V12_M2,S0-CPLEX,0.7185040707549709,0.01,False,,recorded_valid_bounds_only
stage3,V12_M2,S0-CPLEX,0.7185040707549709,0.001,False,,recorded_valid_bounds_only
stage3,V12_M2,S0-CPLEX,0.7185040707549709,0.0001,False,,recorded_valid_bounds_only
stage4,moderate_seed3302,C3-REPLICA,0.19563620654901237,0.25,False,,recorded_valid_bounds_only
stage4,moderate_seed3302,C3-REPLICA,0.19563620654901237,0.1,False,,recorded_valid_bounds_only
stage4,moderate_seed3302,C3-REPLICA,0.19563620654901237,0.05,False,,recorded_valid_bounds_only
stage4,moderate_seed3302,C3-REPLICA,0.19563620654901237,0.01,False,,recorded_valid_bounds_only
stage4,moderate_seed3302,C3-REPLICA,0.19563620654901237,0.001,False,,recorded_valid_bounds_only
stage4,moderate_seed3302,C3-REPLICA,0.19563620654901237,0.0001,False,,recorded_valid_bounds_only
stage4,moderate_seed3302,C3-REPLICA,0.19563620654901237,0.25,False,,recorded_valid_bounds_only
stage4,moderate_seed3302,C3-REPLICA,0.19563620654901237,0.1,False,,recorded_valid_bounds_only
stage4,moderate_seed3302,C3-REPLICA,0.19563620654901237,0.05,False,,recorded_valid_bounds_only
stage4,moderate_seed3302,C3-REPLICA,0.19563620654901237,0.01,False,,recorded_valid_bounds_only
stage4,moderate_seed3302,C3-REPLICA,0.19563620654901237,0.001,False,,recorded_valid_bounds_only
stage4,moderate_seed3302,C3-REPLICA,0.19563620654901237,0.0001,False,,recorded_valid_bounds_only
stage4,moderate_seed6301,C3-REPLICA,,0.25,False,,recorded_valid_bounds_only
stage4,moderate_seed6301,C3-REPLICA,,0.1,False,,recorded_valid_bounds_only
stage4,moderate_seed6301,C3-REPLICA,,0.05,False,,recorded_valid_bounds_only
stage4,moderate_seed6301,C3-REPLICA,,0.01,False,,recorded_valid_bounds_only
stage4,moderate_seed6301,C3-REPLICA,,0.001,False,,recorded_valid_bounds_only
stage4,moderate_seed6301,C3-REPLICA,,0.0001,False,,recorded_valid_bounds_only
stage4,moderate_seed6301,C3-REPLICA,,0.25,False,,recorded_valid_bounds_only
stage4,moderate_seed6301,C3-REPLICA,,0.1,False,,recorded_valid_bounds_only
stage4,moderate_seed6301,C3-REPLICA,,0.05,False,,recorded_valid_bounds_only
stage4,moderate_seed6301,C3-REPLICA,,0.01,False,,recorded_valid_bounds_only
stage4,moderate_seed6301,C3-REPLICA,,0.001,False,,recorded_valid_bounds_only
stage4,moderate_seed6301,C3-REPLICA,,0.0001,False,,recorded_valid_bounds_only
stage4,V12_M2,C3-REPLICA,0.7185040707549709,0.25,True,7.8657615,recorded_valid_bounds_only
stage4,V12_M2,C3-REPLICA,0.7185040707549709,0.1,True,18.1565505,recorded_valid_bounds_only
stage4,V12_M2,C3-REPLICA,0.7185040707549709,0.05,False,,recorded_valid_bounds_only
stage4,V12_M2,C3-REPLICA,0.7185040707549709,0.01,False,,recorded_valid_bounds_only
stage4,V12_M2,C3-REPLICA,0.7185040707549709,0.001,False,,recorded_valid_bounds_only
stage4,V12_M2,C3-REPLICA,0.7185040707549709,0.0001,False,,recorded_valid_bounds_only
stage4,V12_M2,C3-REPLICA,0.7185040707549709,0.25,True,7.7941745,recorded_valid_bounds_only
stage4,V12_M2,C3-REPLICA,0.7185040707549709,0.1,True,18.0624995,recorded_valid_bounds_only
stage4,V12_M2,C3-REPLICA,0.7185040707549709,0.05,False,,recorded_valid_bounds_only
stage4,V12_M2,C3-REPLICA,0.7185040707549709,0.01,False,,recorded_valid_bounds_only
stage4,V12_M2,C3-REPLICA,0.7185040707549709,0.001,False,,recorded_valid_bounds_only
stage4,V12_M2,C3-REPLICA,0.7185040707549709,0.0001,False,,recorded_valid_bounds_only
