variant_name,time_limit_seconds,interval_id,call_index,vehicle,depth,operation_states_generated,operation_states_pruned,source_dir
baseline_300_v12_m1,300,12,0,aggregate,11,2351760699,0,results\bpc_core_repair_round\baseline_300_v12_m1
baseline_300_v12_m1,300,12,0,aggregate,12,758019736,0,results\bpc_core_repair_round\baseline_300_v12_m1
baseline_300_v12_m2,300,7,0,aggregate,1,2,0,results\bpc_core_repair_round\baseline_300_v12_m2
baseline_300_v12_m2,300,7,0,aggregate,2,368,0,results\bpc_core_repair_round\baseline_300_v12_m2
baseline_300_v12_m2,300,7,0,aggregate,3,22470,14768,results\bpc_core_repair_round\baseline_300_v12_m2
baseline_300_v12_m2,300,7,0,aggregate,4,409547,161620,results\bpc_core_repair_round\baseline_300_v12_m2
baseline_300_v12_m2,300,7,0,aggregate,5,4271120,1119341,results\bpc_core_repair_round\baseline_300_v12_m2
baseline_300_v12_m2,300,7,0,aggregate,6,30875218,5903567,results\bpc_core_repair_round\baseline_300_v12_m2
baseline_300_v12_m2,300,7,0,aggregate,7,161795087,24045120,results\bpc_core_repair_round\baseline_300_v12_m2
baseline_300_v12_m2,300,7,0,aggregate,8,594923959,73269034,results\bpc_core_repair_round\baseline_300_v12_m2
baseline_300_v12_m2,300,7,0,aggregate,9,1406969906,154551013,results\bpc_core_repair_round\baseline_300_v12_m2
baseline_300_v12_m2,300,7,0,aggregate,10,1892195418,198627218,results\bpc_core_repair_round\baseline_300_v12_m2
baseline_300_v12_m2,300,7,0,aggregate,11,1254016098,129866435,results\bpc_core_repair_round\baseline_300_v12_m2
baseline_300_v12_m2,300,7,0,aggregate,12,305591870,31106324,results\bpc_core_repair_round\baseline_300_v12_m2
baseline_300_v12_m2_forced,300,7,0,aggregate,1,2,0,results\bpc_core_repair_round\baseline_300_v12_m2_forced
baseline_300_v12_m2_forced,300,7,0,aggregate,2,317,0,results\bpc_core_repair_round\baseline_300_v12_m2_forced
baseline_300_v12_m2_forced,300,7,0,aggregate,3,8865,18482,results\bpc_core_repair_round\baseline_300_v12_m2_forced
baseline_300_v12_m2_forced,300,7,0,aggregate,4,221395,249631,results\bpc_core_repair_round\baseline_300_v12_m2_forced
baseline_300_v12_m2_forced,300,7,0,aggregate,5,2947643,1852352,results\bpc_core_repair_round\baseline_300_v12_m2_forced
baseline_300_v12_m2_forced,300,7,0,aggregate,6,24578924,10208723,results\bpc_core_repair_round\baseline_300_v12_m2_forced
baseline_300_v12_m2_forced,300,7,0,aggregate,7,139832499,43863999,results\bpc_core_repair_round\baseline_300_v12_m2_forced
baseline_300_v12_m2_forced,300,7,0,aggregate,8,538889015,138866554,results\bpc_core_repair_round\baseline_300_v12_m2_forced
baseline_300_v12_m2_forced,300,7,0,aggregate,9,1308705206,294888799,results\bpc_core_repair_round\baseline_300_v12_m2_forced
baseline_300_v12_m2_forced,300,7,0,aggregate,10,1786972929,372244907,results\bpc_core_repair_round\baseline_300_v12_m2_forced
baseline_300_v12_m2_forced,300,7,0,aggregate,11,1198814332,234639942,results\bpc_core_repair_round\baseline_300_v12_m2_forced
baseline_300_v12_m2_forced,300,7,0,aggregate,12,296369330,53156444,results\bpc_core_repair_round\baseline_300_v12_m2_forced
