source_station_row_index,legacy_internal_index,capacity,utm18n_easting_m,utm18n_northing_m,companion_full_row_index,companion_capacity,companion_match_status,station_id,station_name,latitude,longitude,eligible_for_generation
155,156,21,589226.993,4504033.922,1440,21,exact_coordinate_and_capacity,66dcbdc2-0aca-11e7-82f6-3863bb44ef7c,Halsey St & Tompkins Ave,40.6823687,-73.944118,True
156,157,19,589740.563,4504065.901,1348,19,exact_coordinate_and_capacity,66dcbbfe-0aca-11e7-82f6-3863bb44ef7c,Marcus Garvey Blvd & Macon St,40.682601,-73.938037,True
157,158,20,590482.097,4504089.220,2079,20,exact_coordinate_and_capacity,b1cdec34-d4f9-4313-be82-729bb9f7bb18,MacDonough St & Malcolm X Blvd,40.68273,-73.92926,True
158,159,20,590007.053,4504093.440,1189,20,exact_coordinate_and_capacity,96878d29-481d-48dc-bcdc-a5f1ce88c76d,Macon St & Lewis Ave,40.68282,-73.93488,True
159,160,31,587377.039,4504108.510,1696,31,exact_coordinate_and_capacity,2a47ef14-1cbe-4ec6-841d-cc277627fe20,Fulton St & Waverly Ave,40.6832386546,-73.9659959078,True
160,161,30,592428.155,4504122.067,1592,30,exact_coordinate_and_capacity,9341ee1c-d456-4858-a451-70cbbd73d084,Bushwick Ave & Furman Ave,40.68281,-73.90623,True
161,162,25,591968.210,4504159.643,1305,25,exact_coordinate_and_capacity,59e3766c-0629-4ff1-a1d9-bc0514a55487,Rockaway Ave & Bainbridge St,40.6831998817,-73.9116664231,True
162,163,62,586503.566,4504163.497,1880,62,exact_coordinate_and_capacity,66db281e-0aca-11e7-82f6-3863bb44ef7c,Atlantic Ave & Fort Greene Pl,40.68382604,-73.97632328,True
163,164,21,591508.035,4504167.294,1230,21,exact_coordinate_and_capacity,b9d3134b-697f-4a0f-b90f-d95f6c69ffda,Decatur St & Saratoga Ave,40.68332,-73.91711,True
164,165,19,590747.765,4504204.595,813,19,exact_coordinate_and_capacity,01b7973e-c92e-4fbe-890e-2c24de33ce0e,Macon St & Patchen Ave,40.68374,-73.9261,True
165,166,75,587103.161,4504207.302,309,75,exact_coordinate_and_capacity,66dbee85-0aca-11e7-82f6-3863bb44ef7c,Fulton St & Clermont Ave,40.68415748,-73.96922273,True
166,167,19,588747.173,4504211.504,985,19,exact_coordinate_and_capacity,66dcbe7c-0aca-11e7-82f6-3863bb44ef7c,Putnam Ave & Nostrand Ave,40.68402,-73.94977,True
167,168,19,587982.467,4504263.278,1257,19,exact_coordinate_and_capacity,66db63f4-0aca-11e7-82f6-3863bb44ef7c,Monroe St & Classon Ave,40.6845683,-73.95881081,True
168,169,19,590231.209,4504287.119,1087,19,exact_coordinate_and_capacity,e34bb92f-6911-449a-999b-5bc80e0322fe,Hancock St & Stuyvesant Ave,40.68454,-73.9322,True
169,170,18,587624.678,4504293.653,1687,18,exact_coordinate_and_capacity,66dcbefb-0aca-11e7-82f6-3863bb44ef7c,Cambridge Pl & Gates Ave,40.68488,-73.96304,True
170,171,20,591252.883,4504297.382,714,20,exact_coordinate_and_capacity,3ff00115-e8da-4326-97d3-7bf4fe4df7a5,Macon St & Howard Ave,40.68452,-73.92011,True
171,172,18,592170.509,4504315.376,1481,18,exact_coordinate_and_capacity,d473f31f-68f2-4777-a364-ed127db04345,Moffat St & Bushwick,40.68458,-73.90925,True
172,173,19,590475.822,4504326.732,1536,19,exact_coordinate_and_capacity,c1144380-c1ac-4315-9b1a-4b4e870ac688,Hancock St & Malcolm X Blvd,40.68487,-73.9293,True
173,174,23,588404.372,4504332.237,1169,23,exact_coordinate_and_capacity,66dbb869-0aca-11e7-82f6-3863bb44ef7c,Monroe St & Bedford Ave,40.6851443,-73.95380904,True
174,175,26,586671.276,4504339.715,1010,27,exact_coordinate_capacity_snapshot_differs,66dbc60f-0aca-11e7-82f6-3863bb44ef7c,S Portland Ave & Hanson Pl,40.68539567,-73.97431458,True
175,176,20,591008.942,4504341.018,788,20,exact_coordinate_and_capacity,7f3aa940-18ef-4900-89dc-cdb05f693f31,Halsey St & Ralph Ave,40.68494,-73.92299,True
176,177,21,591690.077,4504346.067,251,21,exact_coordinate_and_capacity,7779e057-b33e-46a7-8a1e-8c28bcd9a558,Thomas S. Boyland St & Macon St,40.68491,-73.91493,True
177,178,21,589477.463,4504346.077,520,21,exact_coordinate_and_capacity,66dcbf69-0aca-11e7-82f6-3863bb44ef7c,Putnam Ave & Throop Ave,40.6851532,-73.94111,True
178,179,25,586911.089,4504404.837,67,25,exact_coordinate_and_capacity,1962547377975794462,Carlton Ave & Greene Ave,40.685957,-73.971468,True
179,180,20,591629.066,4504427.471,1332,20,exact_coordinate_and_capacity,fd081854-3f37-420a-9785-ea63c09c12ad,Halsey St & Broadway,40.68565,-73.91564,True
180,181,19,589173.206,4504458.969,1672,19,exact_coordinate_and_capacity,66ddb595-0aca-11e7-82f6-3863bb44ef7c,Monroe St & Tompkins Ave,40.686203,-73.944694,True
181,182,23,588151.716,4504464.203,684,23,exact_coordinate_and_capacity,1945126257666675246,Franklin Ave & Quincy St,40.68636,-73.95678,True
182,183,19,590729.367,4504465.274,2003,19,exact_coordinate_and_capacity,82b97827-1801-4b7b-b3de-16447a8dd025,Jefferson Ave & Patchen Ave,40.68609,-73.92628,True
183,184,19,587403.439,4504470.973,1912,19,exact_coordinate_and_capacity,66db5d92-0aca-11e7-82f6-3863bb44ef7c,Washington Ave & Greene Ave,40.68650065,-73.96563307,True
184,185,23,589926.727,4504480.157,1157,23,exact_coordinate_and_capacity,66dcc047-0aca-11e7-82f6-3863bb44ef7c,Lewis Ave & Madison St,40.686312,-73.935775,True
185,186,19,587939.786,4504506.979,1477,19,exact_coordinate_and_capacity,66db29e6-0aca-11e7-82f6-3863bb44ef7c,Lexington Ave & Classon Ave,40.68676793,-73.95928168,True
186,187,21,588942.476,4504509.048,1195,21,exact_coordinate_and_capacity,1947367330341251364,Marcy Ave & Gates Ave,40.686679,-73.947417,True
187,188,36,586471.881,4504515.761,285,36,exact_coordinate_and_capacity,162d5859-b735-4ff7-9613-01b21f22c1cd,Lafayette Ave & Ft Greene Pl,40.6870023129,-73.976649642,True
188,189,20,589654.675,4504522.387,1526,20,exact_coordinate_and_capacity,311269f4-53dc-4f83-b26b-ecb6e8e160ed,Monroe St & Marcus Garvey Blvd,40.686722,-73.938988,True
189,190,22,591833.212,4504526.583,823,22,exact_coordinate_and_capacity,5f968a1b-ee60-43a0-ad25-05211e09e436,Eldert St & Bushwick Ave,40.68652,-73.91321,True
190,191,35,591527.009,4504532.867,1300,35,exact_coordinate_and_capacity,9092515e-eef6-478f-910f-1cd19d06bebb,Broadway & Hancock St,40.6866106495,-73.9168321896,True
191,192,20,590973.116,4504574.838,804,20,exact_coordinate_and_capacity,64de0666-b9ab-404e-a16b-03e449bb5b4d,Putnam Ave & Ralph Ave,40.68705,-73.92338,True
192,193,25,590406.856,4504576.804,933,25,exact_coordinate_and_capacity,753591ba-36f7-4ded-ab7d-40df9994a05f,Madison St & Malcolm X Blvd,40.68713,-73.93008,True
193,194,31,586809.007,4504578.730,2097,31,exact_coordinate_and_capacity,66dbf6d2-0aca-11e7-82f6-3863bb44ef7c,Cumberland St & Lafayette Ave,40.68753406,-73.97265183,True
194,195,51,587059.219,4504593.959,1167,51,exact_coordinate_and_capacity,66dc0cc7-0aca-11e7-82f6-3863bb44ef7c,Clermont Ave & Lafayette Ave,40.68764484,-73.96968902,True
195,196,0,587302.236,4504661.888,1364,0,exact_coordinate_and_capacity,1954778813955578360,Waverly Ave & Lafayette Ave,40.688231,-73.966804,False
196,197,23,588644.615,4504689.195,36,23,exact_coordinate_and_capacity,66dcc37f-0aca-11e7-82f6-3863bb44ef7c,Greene Ave & Nostrand Ave,40.6883337,-73.950916,True
197,198,20,590671.662,4504692.166,911,20,exact_coordinate_and_capacity,85ba92ab-8d0a-4d17-9d07-0173e16d3b6d,Monroe St & Patchen Ave,40.68814,-73.92693,True
198,199,39,587474.343,4504695.482,1417,39,exact_coordinate_and_capacity,66dbef85-0aca-11e7-82f6-3863bb44ef7c,Lafayette Ave & St James Pl,40.68851534,-73.9647628,True
199,200,23,590153.414,4504708.060,1922,23,exact_coordinate_and_capacity,49f86083-851b-475d-b9ab-64e01b81f725,Stuyvesant Ave & Gates Ave,40.68834,-73.93306,True
200,201,25,591285.860,4504708.574,678,25,exact_coordinate_and_capacity,679dcf08-d88c-4d1b-b81d-fe9f4aabbff7,Broadway & Madison St,40.68822,-73.91966,True
201,202,24,592272.835,4504718.553,1019,24,exact_coordinate_and_capacity,3c8847a6-c12a-40fd-9b22-4582ac1a0d9d,Central Ave & Decatur St,40.6882,-73.90798,True
202,203,23,588285.917,4504720.592,1400,23,exact_coordinate_and_capacity,1945126147213275898,Clifton Pl & Bedford Ave,40.688655,-73.955156,True
203,204,22,591909.812,4504756.239,363,22,exact_coordinate_and_capacity,61f2ffd4-159a-42b3-a4d9-3fdfc3349074,Halsey St & Evergreen Ave,40.68858,-73.91227,True
204,205,27,588101.914,4504786.796,419,27,exact_coordinate_and_capacity,1965202298784063998,Lafayette Ave & Franklin Ave,40.689271,-73.957324,True
205,206,23,587127.432,4504790.449,2056,23,exact_coordinate_and_capacity,66db43b5-0aca-11e7-82f6-3863bb44ef7c,DeKalb Ave & Vanderbilt Ave,40.68940747,-73.96885458,True
206,207,23,586584.708,4504813.267,1245,23,exact_coordinate_and_capacity,1861271680294357158,DeKalb Ave & S Portland Ave,40.6896701855,-73.9752735512,True
207,208,32,592518.382,4504817.089,181,32,exact_coordinate_and_capacity,78aabb95-6195-4aa7-ab0d-5748eeb26bd1,Wilson Ave & Moffat St,40.68906,-73.90506,True
208,209,19,589391.301,4504826.877,1183,19,exact_coordinate_and_capacity,66dcc30b-0aca-11e7-82f6-3863bb44ef7c,Greene Ave & Throop Ave,40.6894932,-73.942061,True
209,210,30,592142.050,4504837.944,1097,30,exact_coordinate_and_capacity,2576805f-9732-4c74-8f1d-57715e8cdfa2,Central Ave & Covert St,40.68929,-73.90951,True
210,211,20,590111.827,4504861.877,1782,20,exact_coordinate_and_capacity,1597ea95-0b6b-425a-8d13-ed86ee0754b5,Lexington Ave & Stuyvesant Ave,40.68973,-73.93353,True
211,212,23,589860.576,4504883.257,1838,23,exact_coordinate_and_capacity,081d243e-d75e-4e2a-bdae-a990b2397532,Lewis Ave & Greene Ave,40.68995,-73.9365,True
212,213,23,588895.873,4504886.243,231,23,exact_coordinate_and_capacity,66dcc0b2-0aca-11e7-82f6-3863bb44ef7c,Marcy Ave & Lafayette Ave,40.6900815,-73.947915,True
213,214,17,591712.825,4504899.244,1237,17,exact_coordinate_and_capacity,88ee054e-bdeb-4305-8f3b-76eb964f2c84,Jefferson Ave & Evergreen Ave,40.68989,-73.91458,True
214,215,19,588088.457,4504939.522,1752,19,exact_coordinate_and_capacity,a35d03cf-bd72-4da4-a4ac-bd25b3f8dce3,DeKalb Ave & Franklin Ave,40.6906480708,-73.9574617893,True
215,216,18,590603.537,4504942.246,2190,18,exact_coordinate_and_capacity,1857217349795049790,Lexington Ave & Patchen Ave,40.6904,-73.9277,True
216,217,23,588606.071,4504954.276,2137,23,exact_coordinate_and_capacity,66dcc3e5-0aca-11e7-82f6-3863bb44ef7c,Kosciuszko St & Nostrand Ave,40.69072549,-73.95133465,True
217,218,31,590957.396,4504954.345,51,31,exact_coordinate_and_capacity,ad57266c-34da-43da-8b48-2ba856002fbf,Grove St & Broadway,40.69047,-73.923511,True
218,219,27,588279.666,4504969.096,1867,27,exact_coordinate_and_capacity,1945126022626996350,DeKalb Ave & Bedford Ave,40.690894,-73.955195,True
219,220,24,592628.270,4504971.006,1555,24,exact_coordinate_and_capacity,65e7908a-a73e-4f8e-9967-0d0677f62bc4,Knickerbocker Ave & Moffat St,40.690434,-73.903737,True
220,221,21,591945.974,4504975.403,1528,21,exact_coordinate_and_capacity,720c0d64-7828-4dba-bff9-4d99f4e3a9fc,Central Ave & Weirfield St,40.69055,-73.91181,True
221,222,18,589120.165,4505022.279,2134,18,exact_coordinate_and_capacity,66dcc44a-0aca-11e7-82f6-3863bb44ef7c,Kosciuszko St & Tompkins Ave,40.69128258,-73.9452416,True
222,223,18,591512.438,4505044.433,452,18,exact_coordinate_and_capacity,bcb08532-f0d5-4c0e-ad8a-4ddacc204791,Madison St & Evergreen Ave,40.69122,-73.91693,True
223,224,24,586712.403,4505049.247,414,24,exact_coordinate_and_capacity,66db4549-0aca-11e7-82f6-3863bb44ef7c,Washington Park,40.6917823,-73.9737299,True
224,225,29,591129.348,4505066.366,128,29,exact_coordinate_and_capacity,74723006-b32f-4590-8cc7-f15eec3808fe,Bushwick Ave & Linden St,40.69146,-73.92146,True
225,226,51,587418.659,4505077.297,1384,51,exact_coordinate_and_capacity,66db3f01-0aca-11e7-82f6-3863bb44ef7c,Willoughby Ave & Hall St,40.69196035,-73.96536851,True
226,227,24,590191.574,4505114.036,2161,24,exact_coordinate_and_capacity,f47c7f15-1c30-4199-a09f-134f0f0f684b,Lafayette Ave & Stuyvesant Ave,40.6919925158,-73.9325501025,True
227,228,24,590730.645,4505121.435,1397,24,exact_coordinate_and_capacity,2a9e2320-083d-4044-aedf-0c15ecfefe61,Van Buren St & Broadway,40.692,-73.92617,True
228,229,24,589810.490,4505151.408,1055,24,exact_coordinate_and_capacity,66dcc5ca-0aca-11e7-82f6-3863bb44ef7c,Lewis Ave & Kosciuszko St,40.69237074,-73.93705428,True
229,230,28,586874.698,4505195.502,1324,28,exact_coordinate_and_capacity,66db5c14-0aca-11e7-82f6-3863bb44ef7c,Adelphi St & Myrtle Ave,40.69308257,-73.97178913,True
230,231,56,586430.902,4505211.151,626,56,exact_coordinate_and_capacity,66db3f62-0aca-11e7-82f6-3863bb44ef7c,Myrtle Ave & St Edwards St,40.69327018,-73.97703874,True
231,232,20,588827.327,4505211.884,846,20,exact_coordinate_and_capacity,1945125910957847430,Marcy Ave & Hart St,40.693022,-73.94868,True
232,233,33,587118.913,4505218.173,402,33,exact_coordinate_and_capacity,66dbcd6c-0aca-11e7-82f6-3863bb44ef7c,Clinton Ave & Myrtle Ave,40.693261,-73.968896,True
233,234,19,589294.532,4505227.814,1550,19,exact_coordinate_and_capacity,1945125793810207148,Pulaski St & Throop Ave,40.693115,-73.943149,True
234,235,18,591584.411,4505238.501,1743,18,exact_coordinate_and_capacity,3134bce7-0bb9-4a45-9c87-60a8cb681d72,Central Ave & Woodbine St,40.69296,-73.91605,True
235,236,19,588392.649,4505239.465,1642,19,exact_coordinate_and_capacity,66dbe250-0aca-11e7-82f6-3863bb44ef7c,Willoughby Ave & Walworth St,40.69331716,-73.95381995,True
236,237,19,592244.245,4505251.111,2046,19,exact_coordinate_and_capacity,c0f952d9-538e-4836-b936-fa97123cbf13,Knickerbocker Ave & Halsey St,40.693,-73.90824,True
237,238,29,590530.338,4505262.210,1553,29,exact_coordinate_and_capacity,d5ca6311-7471-480f-9c79-38baaafe34ba,Broadway & Kosciuszko St,40.69329,-73.92852,True
238,239,19,589570.613,4505262.581,1685,19,exact_coordinate_and_capacity,66dcc65c-0aca-11e7-82f6-3863bb44ef7c,Pulaski St & Marcus Garvey Blvd,40.6933982,-73.939877,True
239,240,63,587681.182,4505265.912,1416,63,exact_coordinate_and_capacity,66dbc6ae-0aca-11e7-82f6-3863bb44ef7c,Emerson Pl & Myrtle Ave,40.69363137,-73.96223558,True
240,241,25,590807.106,4505295.566,1403,25,exact_coordinate_and_capacity,5f0aa684-a1c5-4119-827f-7860f1cd4ccd,Bushwick Ave & Harman St,40.69356,-73.92524,True
241,242,19,592888.398,4505301.332,1868,19,exact_coordinate_and_capacity,7b56cbab-9d93-4043-bfa5-63eb6b3e5281,Wyckoff Ave & Cooper Ave,40.69338,-73.90061,True
242,243,20,590308.279,4505316.127,1342,20,exact_coordinate_and_capacity,c63e9937-cadb-4813-aee3-5fd3fcc93767,Malcolm X Blvd & DeKalb Ave,40.6938,-73.93114,True
243,244,22,592116.335,4505343.893,605,22,exact_coordinate_and_capacity,0ebdda6a-37e4-4ff4-94e8-3947f49d8e24,Knickerbocker Ave & Hancock St,40.69385,-73.90974,True
244,245,19,589029.386,4505351.087,220,19,exact_coordinate_and_capacity,66dcc8b3-0aca-11e7-82f6-3863bb44ef7c,Willoughby Ave & Tompkins Ave,40.69425403,-73.94626915,True
245,246,27,590040.141,4505407.239,888,27,exact_coordinate_and_capacity,b9deb521-41b6-4f8a-ac78-0e58e3977f2c,Stuyvesant Ave & Hart St,40.69465,-73.9343,True
246,247,19,592377.972,4505438.184,1910,19,exact_coordinate_and_capacity,4cfd4097-0aee-4f11-9aea-55f99397bf33,Irving Ave & Halsey St,40.69467,-73.90663,True
247,248,29,590550.808,4505454.529,149,29,exact_coordinate_and_capacity,a3d72b5b-9587-4f33-9722-c01e20a9b358,Bushwick Ave & Dekalb Ave,40.69502,-73.92825,True
248,249,23,588511.638,4505457.700,1802,23,exact_coordinate_and_capacity,66dcca76-0aca-11e7-82f6-3863bb44ef7c,Nostrand Ave & Myrtle Ave,40.69527008,-73.95238108,True
249,250,23,588750.743,4505474.776,581,23,exact_coordinate_and_capacity,66dcca0d-0aca-11e7-82f6-3863bb44ef7c,Myrtle Ave & Marcy Ave,40.69539817,-73.94954908,True
250,251,19,586912.860,4505490.312,1518,19,exact_coordinate_and_capacity,66dc0d3a-0aca-11e7-82f6-3863bb44ef7c,Clermont Ave & Park Ave,40.69573398,-73.97129668,True
251,252,23,586721.903,4505496.191,1378,23,exact_coordinate_and_capacity,66dc0c53-0aca-11e7-82f6-3863bb44ef7c,Carlton Ave & Park Ave,40.69580705,-73.97355569,True
252,253,32,590213.971,4505497.058,1341,32,exact_coordinate_and_capacity,7603028c-8b04-4918-8a25-a087ce57aea4,Suydam St & Broadway,40.69544,-73.93223,True
253,254,15,592674.686,4505497.394,1793,15,exact_coordinate_and_capacity,141ba25c-f4ea-4cec-ae7e-022401e23087,Norman St & Wyckoff Ave,40.69517,-73.90311,True
254,255,25,591281.089,4505508.993,866,25,exact_coordinate_and_capacity,77463580-6421-403d-b170-f2660c216175,Menahan St & Central Ave,40.69543,-73.9196,True
255,256,29,591953.600,4505519.514,1981,29,exact_coordinate_and_capacity,18b19467-28ac-4496-b3e4-f6028b1c5105,Putnam Ave & Knickerbocker Ave,40.69545,-73.91164,True
256,257,55,587232.282,4505534.946,1146,43,exact_coordinate_capacity_snapshot_differs,66db74a5-0aca-11e7-82f6-3863bb44ef7c,Washington Ave & Park Ave,40.69610226,-73.96751037,True
257,258,21,592998.544,4505548.074,1009,21,exact_coordinate_and_capacity,36edabac-a0c2-471b-abaf-73fdb53a4e5f,Cypress Ave & St Felix Ave,40.69559,-73.89927,True
258,259,21,589242.896,4505572.958,2041,21,exact_coordinate_and_capacity,66dcc920-0aca-11e7-82f6-3863bb44ef7c,Throop Ave & Myrtle Ave,40.69622937,-73.94371094,True
259,260,25,590563.728,4505642.316,1945,25,exact_coordinate_and_capacity,ee70b21e-4a95-4bdf-802c-50f83a76971d,Cedar St & Evergreen Ave,40.69671,-73.92807,True
260,261,23,589761.006,4505644.737,493,23,exact_coordinate_and_capacity,66dccad8-0aca-11e7-82f6-3863bb44ef7c,Myrtle Ave & Lewis Ave,40.69681963,-73.93756926,True
261,262,25,590990.325,4505653.084,484,25,exact_coordinate_and_capacity,372c592e-09d8-400c-9595-2aa3510f39b0,Central Ave & Himrod St,40.69676,-73.92302,True
262,263,19,592888.122,4505661.047,1387,19,exact_coordinate_and_capacity,533f25a0-514f-456f-9d87-5fdcb4ee42f4,Summerfield St & Cypress Ave,40.69662,-73.90056,True
263,264,18,591611.636,4505702.915,64,18,exact_coordinate_and_capacity,807e9f5a-49b6-4b7e-847b-4a60cff330ed,Linden St & Knickerbocker Ave,40.69714,-73.91566,True
264,265,46,586704.102,4505715.800,1994,46,exact_coordinate_and_capacity,66db3e32-0aca-11e7-82f6-3863bb44ef7c,Carlton Ave & Flushing Ave,40.697787,-73.973736,True
265,266,23,588804.297,4505717.204,647,23,exact_coordinate_and_capacity,1947001743402778700,Park Ave & Marcy Ave,40.697576,-73.948881,True
266,267,19,592365.183,4505718.915,991,19,exact_coordinate_and_capacity,1318e05a-2506-43c6-b49d-4c1f7f69a267,Hancock St & Wyckoff Ave,40.6972,-73.90674,True
267,268,33,586459.418,4505728.378,1729,33,exact_coordinate_and_capacity,1851955603137491568,N Portland Ave & Flushing Ave,40.697926,-73.97663,True
268,269,20,593094.269,4505731.354,1161,20,exact_coordinate_and_capacity,8fa2fafb-fa07-48b2-b159-bffbea7176d4,Seneca Ave & Decatur St,40.69723,-73.89811,True
269,270,19,590316.706,4505734.786,316,19,exact_coordinate_and_capacity,493e046c-5d62-4772-90c4-b6a9f4afcd39,Willoughby Ave & Myrtle Ave,40.69757,-73.93098,True
270,271,15,587030.656,4505736.608,417,23,exact_coordinate_capacity_snapshot_differs,66dba303-0aca-11e7-82f6-3863bb44ef7c,Clinton Ave & Flushing Ave,40.69794,-73.96986848,True
271,272,25,586954.003,4505736.855,931,25,exact_coordinate_and_capacity,999865d2-0735-4e85-a9d4-00810231530e,Flushing Ave & Vanderbilt Ave,40.6979503157,-73.9707756042,True
272,273,20,589837.909,4505764.614,506,20,exact_coordinate_and_capacity,2142879839954225698,Arion Pl & Broadway,40.697891,-73.936642,True
273,274,27,590716.721,4505769.862,1717,27,exact_coordinate_and_capacity,21361381-fd4a-44a4-bfa7-61f075192ce9,Cedar St & Myrtle Ave,40.697842,-73.926241,True
274,275,20,591860.538,4505801.472,17,20,exact_coordinate_and_capacity,b35ba3c0-d3e8-4b1a-b63b-73a7bb518c9e,Irving Ave & Palmetto St,40.698,-73.9127,True
275,276,24,592169.607,4505817.516,916,24,exact_coordinate_and_capacity,6ca15d94-897a-4c81-ab47-366829afb7c4,Putnam Ave & Wyckoff Ave,40.69811,-73.90904,True
276,277,19,592704.393,4505825.286,761,19,exact_coordinate_and_capacity,a6a132f9-89bf-42a4-afe6-1ca449b7f570,Cypress Ave & George St,40.69812,-73.90271,True
277,278,23,589439.851,4505840.409,1220,23,exact_coordinate_and_capacity,66dd546c-0aca-11e7-82f6-3863bb44ef7c,Park Ave & Marcus Garvey Blvd,40.698617,-73.941342,True
278,279,30,591337.889,4505858.083,1663,30,exact_coordinate_and_capacity,20f3a578-4dfa-45ca-a917-b394d77ee08e,Greene Ave & Myrtle Ave,40.698568,-73.918877,True
279,280,25,588432.159,4505901.943,1240,25,exact_coordinate_and_capacity,1869439561831725810,Nostrand Ave & Flushing Ave,40.69928,-73.953259,True
280,281,15,592873.266,4505902.893,1511,15,exact_coordinate_and_capacity,24f431ca-c2a5-46be-966b-b8d4c3e4b346,Stephen St & Seneca Ave,40.6988,-73.9007,True
281,282,23,591651.262,4505915.459,1692,23,exact_coordinate_and_capacity,b1f67e5c-7c26-4bf3-a90e-1500a3160d60,Myrtle Ave & Grove St,40.69905,-73.91516,True
282,283,23,590984.835,4505935.460,1604,23,exact_coordinate_and_capacity,8c700e85-cfdb-4eef-ba49-53bd69c004ed,Stockholm St & Wilson Ave,40.699304,-73.923044,True
283,284,19,588953.444,4505941.044,717,19,exact_coordinate_and_capacity,66dcccfe-0aca-11e7-82f6-3863bb44ef7c,Tompkins Ave & Hopkins St,40.69957608,-73.94708417,True
284,285,22,586897.936,4505947.105,899,22,exact_coordinate_and_capacity,17ba4945-b202-4667-965f-211d80622646,Dock 72 Way & Market St,40.69985,-73.97141,True
285,286,23,593105.016,4505952.427,728,23,exact_coordinate_and_capacity,9d23b0e9-a478-407c-a0e0-0aff1b0398fc,Forest Ave & Summerfield St,40.69922,-73.89795,True
286,287,25,591801.969,4505959.511,1600,25,exact_coordinate_and_capacity,6c3b486e-603c-4158-91ac-adc06ac01535,Myrtle Ave & Linden St,40.69943,-73.91337,True
287,288,39,586645.030,4505960.522,1720,39,exact_coordinate_and_capacity,918af7b2-e05c-477a-a8c0-7dcff984c566,5 St & Market St,40.6999974844,-73.9744012803,True
288,289,23,593883.533,4505996.651,22,23,exact_coordinate_and_capacity,c2d549f8-f54c-4a0d-9ecd-6e6f79118279,Cooper Ave & 65 Pl,40.69953,-73.88873,True
289,290,23,592745.303,4506000.105,2004,23,exact_coordinate_and_capacity,a7c09fde-76e8-4a56-b61d-8ca940432efd,Centre St & Seneca Ave,40.69969,-73.9022,True
290,291,23,590536.457,4506007.583,345,23,exact_coordinate_and_capacity,d11b9869-8964-4b79-aafc-4b60ad1b44c4,Central Ave & Starr St,40.700003,-73.92834,True
291,292,36,591940.869,4506010.237,2122,36,exact_coordinate_and_capacity,b53b5e8f-9503-48d1-b3e3-9347ecef38e2,Wyckoff Ave & Gates Ave,40.6998714088,-73.9117187262,True
292,293,31,588678.875,4506017.586,2193,31,exact_coordinate_and_capacity,66dccc99-0aca-11e7-82f6-3863bb44ef7c,Union Ave & Wallabout St,40.70029511,-73.95032283,True
293,294,20,589853.654,4506083.329,1948,20,exact_coordinate_and_capacity,0575e356-72f4-4251-8e15-574cf60bd190,Bushwick Ave & Forrest St,40.70076,-73.93641,True
294,295,9,593411.529,4506103.941,1147,18,exact_coordinate_capacity_snapshot_differs,d34f2271-10ee-40c3-a93a-09df58860512,61 St & 60 Ln,40.70055,-73.8943,True
295,296,17,592302.927,4506104.504,1580,17,exact_coordinate_and_capacity,74e104fb-1ddc-4f3e-a60b-220b6c4f300b,Madison St & Cypress Ave,40.70068,-73.90742,True
296,297,30,589616.794,4506106.001,1805,30,exact_coordinate_and_capacity,29b21bd8-2459-4727-b1f0-d73592db3321,Beaver St & Fayette St,40.70099,-73.93921,True
297,298,27,593008.376,4506112.201,1488,27,exact_coordinate_and_capacity,8603535e-0d7a-4c5b-ae77-27b9f5770bfa,71 Ave & Myrtle Ave,40.70067,-73.89907,True
298,299,25,590126.130,4506119.940,1450,25,exact_coordinate_and_capacity,2c2cdc55-52a3-4140-b4d3-8409a98f130f,Evergreen Ave & Noll St,40.70106,-73.93318,True
299,300,17,590361.755,4506129.466,390,17,exact_coordinate_and_capacity,75352ab4-8a31-4926-8b59-048a9e506452,Central Ave & Melrose St,40.70112,-73.93039,True
300,301,21,591416.997,4506137.948,1056,21,exact_coordinate_and_capacity,45e8c326-b12d-4be6-b040-bb6de9986d25,Irving Ave & Harman St,40.70108,-73.9179,True
301,302,20,591727.825,4506147.334,1747,20,exact_coordinate_and_capacity,db02e1ea-acc1-4f45-8e3c-d37468b0b5a6,Menahan St & Wyckoff Ave,40.70113,-73.91422,True
302,303,19,593740.145,4506176.919,433,19,exact_coordinate_and_capacity,2ebbe93b-a013-464a-b4a5-0eba96f89676,Myrtle Ave & 65 St,40.70117,-73.8904,True
303,304,26,590601.799,4506192.345,168,26,exact_coordinate_and_capacity,f401cd5f-cb41-41f8-a857-4a4dfe778f94,Wilson Ave & Troutman St,40.70166,-73.92754,True
304,305,25,592188.240,4506202.268,599,25,exact_coordinate_and_capacity,87091002-cc25-452a-b5d9-f8d0c3fce422,Cypress Ave & Palmetto St,40.7015734087,-73.9087629318,True
305,306,22,592400.183,4506233.392,27,22,exact_coordinate_and_capacity,26cae473-0e59-4af7-bad5-bb6fec85c8bc,Madison St & Seneca Ave,40.70183,-73.90625,True
306,307,27,590919.900,4506235.427,926,27,exact_coordinate_and_capacity,145bbc0d-8976-45ae-9565-158ba564d3d1,Suydam St & Knickerbocker Ave,40.702013,-73.923769,True
307,308,19,593529.411,4506270.852,2163,19,exact_coordinate_and_capacity,4956ad8b-06d6-4af4-bcc8-735c45439608,Cypress Hills St & Otto Rd,40.70204,-73.89288,True
308,309,23,588435.254,4506287.560,2133,23,exact_coordinate_and_capacity,1869439170989701358,Marcy Ave & Lynch St,40.702753,-73.953168,True
