source_csv,interval_id,gamma_L,gamma_U,compact_bc_called,compact_bc_runtime,compact_bc_nodes,compact_bc_solver_status,root_bound_before_cuts,root_bound_after_static_cuts,root_bound_after_dynamic_cuts,final_MIP_bound,bound_improvement,gap_to_cutoff_before,gap_to_cutoff_after,leaf_closed_by_compact_bc,leaf_timeout_reason,longer_budget_improved_bound,closure_source_class,cuts_added
results\gf_compact_bc_effectiveness_round\raw\exact_moderate_seed3301_1200s_static300.auto_oracle.csv,18,0.00806409067156,0.00825609283041,True,0.8050664,,infeasible,,,,0.0,0.0,,0.0,True,,False,compact_bc_infeasible,1|452|570|60
results\gf_compact_bc_effectiveness_round\raw\exact_moderate_seed3301_1200s_static300.auto_oracle.csv,19,0.00825609283041,0.00844809498925,True,0.8454532,,infeasible,,,,0.0,0.0,,0.0,True,,False,compact_bc_infeasible,1|452|570|60
results\gf_compact_bc_effectiveness_round\raw\exact_moderate_seed3301_300s.auto_oracle.csv,2,0.0245762763324,0.0368644144986,True,120.403667,,time limit exceeded,,,,0.048809709088,0.048809709088,,0.000342833576745,False,time limit exceeded,False,unresolved,1|452|570|60
results\gf_compact_bc_effectiveness_round\raw\exact_moderate_seed3301_300s.auto_oracle.csv,3,0.0368644144986,0.0491525526647,True,1.5962942,,infeasible,,,,0.0,0.0,,0.0,True,,False,compact_bc_infeasible,1|452|570|60
results\gf_compact_bc_effectiveness_round\raw\exact_moderate_seed3301_300s_static30.auto_oracle.csv,1,0.0122881381662,0.0245762763324,True,30.1870503,,time limit exceeded,,,,0.044390657922,0.044390657922,,0.00476188474275,False,time limit exceeded,False,unresolved,1|452|570|60
results\gf_compact_bc_effectiveness_round\raw\exact_moderate_seed3301_300s_static30.auto_oracle.csv,2,0.0245762763324,0.0368644144986,True,30.1795924,,time limit exceeded,,,,0.048432362662,0.048432362662,,0.000720180002745,False,time limit exceeded,False,unresolved,1|452|570|60
results\gf_compact_bc_effectiveness_round\raw\exact_moderate_seed3301_300s_static30.auto_oracle.csv,3,0.0368644144986,0.0491525526647,True,0.7095767,,infeasible,,,,0.0,0.0,,0.0,True,,False,compact_bc_infeasible,1|452|570|60
results\gf_compact_bc_effectiveness_round\raw\exact_moderate_seed3301_300s_static30.auto_oracle.csv,7,0.00921610362464,0.0122881381662,True,2.2713789,,infeasible,,,,0.0,0.0,,0.0,True,,False,compact_bc_infeasible,1|452|570|60
results\gf_compact_bc_effectiveness_round\raw\exact_moderate_seed3301_300s_static30.auto_oracle.csv,10,0.00768008635387,0.00844809498925,True,0.7942523,,infeasible,,,,0.0,0.0,,0.0,True,,False,compact_bc_infeasible,1|452|570|60
results\gf_compact_bc_effectiveness_round\raw\exact_moderate_seed3301_300s_static30.auto_oracle.csv,11,0.00844809498925,0.00921610362464,True,0.7135893,,infeasible,,,,0.0,0.0,,0.0,True,,False,compact_bc_infeasible,1|452|570|60
results\gf_compact_bc_effectiveness_round\raw\exact_moderate_seed3302_300s.auto_oracle.csv,1,0.0489090516373,0.0978181032745,True,120.4799038,,time limit exceeded,,,,0.14468086865,0.14468086865,,0.050955327899,False,time limit exceeded,True,unresolved,1|440|570|60
results\gf_compact_bc_effectiveness_round\raw\exact_tight_T_seed3102_300s.auto_oracle.csv,1,0.150176109171,0.300352218343,True,120.3857343,,time limit exceeded,,,,0.5284969862,0.5284969862,,0.0722074404851,False,time limit exceeded,True,unresolved,1|440|570|60
