run_id,stage,instance,arm,flow_variant,native_status_code,native_status_text,status_code_text_consistent,strict_certificate_class,strict_certified_original_problem,native_objective_return_code,native_objective_available,native_objective,native_best_bound_return_code,native_best_bound_available,native_best_bound,verified_incumbent_objective,native_absolute_gap,native_signed_bound_residual,native_bound_inversion,native_project_relative_gap_max1,native_cplex_relative_gap,verified_absolute_gap,verified_signed_bound_residual,verified_bound_inversion,verified_project_relative_gap_max1,serialized_lower_bound,serialized_upper_bound,serialized_gap,relative_gap_parameter_id,relative_gap_requested,relative_gap_set_return_code,relative_gap_get_return_code,relative_gap_effective,absolute_gap_parameter_id,absolute_gap_requested,absolute_gap_set_return_code,absolute_gap_get_return_code,absolute_gap_effective,node_count,open_node_count,solution_count,solver_finalization_reached,lifecycle_valid,lower_bound_matches_native,serialized_gap_consistent
stage3__moderate_seed3302__f0__1800s,stage3,moderate_seed3302,F0,round20-current,108,"time limit exceeded, no integer solution",True,time_limit_valid_bound,False,1217,False,,0,True,0.14332567877222702,0.19563620654901237,,,False,,,0.052310527776785354,0.052310527776785354,False,0.2673867414398065,0.14332567877222702,0.19563620654901237,0.2673867414398065,2009,0,0,0,0,2008,0,0,0,0,12604,8680,0,True,True,True,True
stage3__moderate_seed3302__f3__1800s,stage3,moderate_seed3302,F3,normalized-start-coupled,108,"time limit exceeded, no integer solution",True,time_limit_valid_bound,False,1217,False,,0,True,0.14595585402289274,0.19563620654901237,,,False,,,0.04968035252611963,0.04968035252611963,False,0.2539425262964977,0.14595585402289274,0.19563620654901237,0.2539425262964977,2009,0,0,0,0,2008,0,0,0,0,19965,12797,0,True,True,True,True
stage3__moderate_seed3302__plain__1800s,stage3,moderate_seed3302,plain,plain,107,time limit exceeded,True,time_limit_valid_bound,False,0,True,0.24156036798167668,0,True,0.12283360303036238,0.24156036798167674,0.1187267649513143,0.1187267649513143,False,0.1187267649513143,0.49149935436085385,0.11872676495131436,0.11872676495131436,False,0.49149935456432253,0.12283360303036238,0.24156036798167674,0.49149935456432253,2009,0,0,0,0,2008,0,0,0,0,220600,157131,60,True,True,True,True
stage3__tight_T_seed3101__f0__1800s,stage3,tight_T_seed3101,F0,round20-current,108,"time limit exceeded, no integer solution",True,time_limit_valid_bound,False,1217,False,,0,True,0.04626175555888584,0.10725273413394144,,,False,,,0.0609909785750556,0.0609909785750556,False,0.5686659558616721,0.04626175555888584,0.10725273413394144,0.5686659558616721,2009,0,0,0,0,2008,0,0,0,0,26879,6227,0,True,True,True,True
stage3__tight_T_seed3101__f3__1800s,stage3,tight_T_seed3101,F3,normalized-start-coupled,108,"time limit exceeded, no integer solution",True,time_limit_valid_bound,False,1217,False,,0,True,0.04575592170701817,0.10725273413394144,,,False,,,0.06149681242692327,0.06149681242692327,False,0.573382235180351,0.04575592170701817,0.10725273413394144,0.573382235180351,2009,0,0,0,0,2008,0,0,0,0,18006,3856,0,True,True,True,True
stage3__tight_T_seed3101__plain__1800s,stage3,tight_T_seed3101,plain,plain,107,time limit exceeded,True,time_limit_valid_bound,False,0,True,0.15724572678152865,0,True,0.01619799944130609,0.15724572685216998,0.14104772734022256,0.14104772734022256,False,0.14104772734022256,0.8969892545728131,0.14104772741086388,0.14104772741086388,False,0.8969892551895279,0.01619799944130609,0.15724572685216998,0.8969892551895279,2009,0,0,0,0,2008,0,0,0,0,518100,354946,69,True,True,True,True
stage3__tight_T_seed3102__f0__1800s,stage3,tight_T_seed3102,F0,round20-current,108,"time limit exceeded, no integer solution",True,time_limit_valid_bound,False,1217,False,,0,True,0.5620700713857018,0.6007044366851081,,,False,,,0.03863436529940634,0.03863436529940634,False,0.06431509897380472,0.5620700713857018,0.6007044366851081,0.06431509897380472,2009,0,0,0,0,2008,0,0,0,0,17707,7162,0,True,True,True,True
stage3__tight_T_seed3102__f3__1800s,stage3,tight_T_seed3102,F3,normalized-start-coupled,108,"time limit exceeded, no integer solution",True,time_limit_valid_bound,False,1217,False,,0,True,0.5575527917961439,0.6007044366851081,,,False,,,0.04315164488896417,0.04315164488896417,False,0.07183506938468719,0.5575527917961439,0.6007044366851081,0.07183506938468719,2009,0,0,0,0,2008,0,0,0,0,25860,11632,0,True,True,True,True
stage3__tight_T_seed3102__plain__1800s,stage3,tight_T_seed3102,plain,plain,107,time limit exceeded,True,time_limit_valid_bound,False,0,True,0.6007044366816324,0,True,0.3298305812746467,0.6007044366851081,0.2708738554069857,0.2708738554069857,False,0.2708738554069857,0.4509270097258389,0.2708738554104614,0.2708738554104614,False,0.4509270098040822,0.3298305812746467,0.6007044366851081,0.4509270098040822,2009,0,0,0,0,2008,0,0,0,0,295900,150526,115,True,True,True,True
stage4__moderate_seed3301__f0__3600s,stage4,moderate_seed3301,F0,round20-current,108,"time limit exceeded, no integer solution",True,time_limit_valid_bound,False,1217,False,,0,True,0.04645929906778639,0.04915255266474515,,,False,,,0.00269325359695876,0.00269325359695876,False,0.05479376860299884,0.04645929906778639,0.04915255266474515,0.05479376860299884,2009,0,0,0,0,2008,0,0,0,0,18224,8517,0,True,True,True,True
stage4__moderate_seed3301__f3__3600s,stage4,moderate_seed3301,F3,normalized-start-coupled,108,"time limit exceeded, no integer solution",True,time_limit_valid_bound,False,1217,False,,0,True,0.047358383204777726,0.04915255266474515,,,False,,,0.0017941694599674235,0.0017941694599674235,False,0.03650206068044759,0.047358383204777726,0.04915255266474515,0.03650206068044759,2009,0,0,0,0,2008,0,0,0,0,19167,7185,0,True,True,True,True
stage4__moderate_seed3301__plain__3600s,stage4,moderate_seed3301,plain,plain,107,time limit exceeded,True,time_limit_valid_bound,False,0,True,0.054129448913098524,0,True,0.04096078249212643,0.05412944891844641,0.013168666420972093,0.013168666420972093,False,0.013168666420972093,0.24328099881056375,0.013168666426319982,0.013168666426319982,False,0.24328099933476913,0.04096078249212643,0.05412944891844641,0.24328099933476913,2009,0,0,0,0,2008,0,0,0,0,274400,131610,73,True,True,True,True
stage4__V12_M2__f0__3600s,stage4,V12_M2,F0,round20-current,101,integer optimal solution,True,certificate_rejected,False,0,True,0.7185040707549651,0,True,0.7185040707549651,0.7185040707549709,0,0,False,0,0,5.773159728050814e-15,5.773159728050814e-15,False,8.034971495686369e-15,0.7185040707549651,0.7185040707549709,8.034971495686369e-15,2009,0,0,0,0,2008,0,0,0,0,24962,0,1,True,True,True,True
stage4__V12_M2__f3__3600s,stage4,V12_M2,F3,normalized-start-coupled,101,integer optimal solution,True,certificate_rejected,False,0,True,0.7185040707549712,0,True,0.7185040707549712,0.7185040707549709,0,0,False,0,0,0,-3.3306690738754696e-16,True,0,0.7185040707549712,0.7185040707549709,0,2009,0,0,0,0,2008,0,0,0,0,73175,0,1,True,True,True,True
stage4__V12_M2__plain__3600s,stage4,V12_M2,plain,plain,107,time limit exceeded,True,time_limit_valid_bound,False,0,True,0.7243949223155359,0,True,0.6087371492166234,0.7243949354801448,0.11565777309891256,0.11565777309891256,False,0.11565777309891256,0.15966121451161636,0.11565778626352141,0.11565778626352141,False,0.15966122980534217,0.6087371492166234,0.7243949354801448,0.15966122980534217,2009,0,0,0,0,2008,0,0,0,0,3787900,2327738,31,True,True,True,True
