fixation_case,column,fixed_value,fixation_scope
retained_labels,p_2_13,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,p_2_13,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,p_2_14,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,p_2_14,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,p_2_15,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,p_2_15,7.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,p_2_16,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,p_2_16,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,p_2_17,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,p_2_17,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,p_2_18,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,p_2_18,3.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,p_2_19,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,p_2_19,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,p_2_2,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,p_2_2,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,p_2_20,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,p_2_20,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,p_2_3,12.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,p_2_3,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,p_2_4,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,p_2_4,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,p_2_5,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,p_2_5,11.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,p_2_6,2.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,p_2_6,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,p_2_7,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,p_2_7,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,p_2_8,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,p_2_8,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,p_2_9,7.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,p_2_9,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,r_1,1.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,r_1,1.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,r_10,1.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,r_10,1.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,r_11,0.8285714285714286,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,r_11,0.8285714285714286,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,r_12,0.9642857142857143,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,r_12,0.9642857142857143,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,r_13,1.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,r_13,1.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,r_14,1.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,r_14,1.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,r_15,1.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,r_15,1.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,r_16,1.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,r_16,1.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,r_17,1.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,r_17,1.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,r_18,1.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,r_18,1.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,r_19,1.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,r_19,1.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,r_2,1.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,r_2,1.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,r_20,1.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,r_20,1.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,r_3,1.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,r_3,1.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,r_4,1.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,r_4,1.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,r_5,1.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,r_5,1.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,r_6,1.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,r_6,1.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,r_7,1.0909090909090908,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,r_7,1.0909090909090908,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,r_8,0.967741935483871,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,r_8,0.967741935483871,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,r_9,1.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,r_9,1.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_0_1,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_0_1,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_0_10,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_0_10,1.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_0_11,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_0_11,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_0_12,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_0_12,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_0_13,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_0_13,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_0_14,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_0_14,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_0_15,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_0_15,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_0_16,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_0_16,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_0_17,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_0_17,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_0_18,1.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_0_18,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_0_19,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_0_19,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_0_2,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_0_2,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_0_20,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_0_20,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_0_3,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_0_3,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_0_4,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_0_4,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_0_5,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_0_5,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_0_6,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_0_6,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_0_7,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_0_7,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_0_8,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_0_8,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_0_9,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_0_9,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_10_0,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_10_0,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_10_1,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_10_1,1.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_10_11,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_10_11,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_10_12,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_10_12,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_10_13,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_10_13,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_10_14,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_10_14,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_10_15,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_10_15,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_10_16,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_10_16,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_10_17,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_10_17,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_10_18,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_10_18,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_10_19,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_10_19,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_10_2,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_10_2,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_10_20,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_10_20,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_10_3,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_10_3,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_10_4,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_10_4,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_10_5,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_10_5,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_10_6,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_10_6,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_10_7,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_10_7,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_10_8,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_10_8,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_10_9,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_10_9,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_11_0,1.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_11_0,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_11_1,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_11_1,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_11_10,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_11_10,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_11_12,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_11_12,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_11_13,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_11_13,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_11_14,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_11_14,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_11_15,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_11_15,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_11_16,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_11_16,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_11_17,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_11_17,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_11_18,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_11_18,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_11_19,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_11_19,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_11_2,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_11_2,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_11_20,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_11_20,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_11_3,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_11_3,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_11_4,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_11_4,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_11_5,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_11_5,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_11_6,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_11_6,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_11_7,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_11_7,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_11_8,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_11_8,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_11_9,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_11_9,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_12_0,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_12_0,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_12_1,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_12_1,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_12_10,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_12_10,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_12_11,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_12_11,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_12_13,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_12_13,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_12_14,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_12_14,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_12_15,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_12_15,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_12_16,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_12_16,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_12_17,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_12_17,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_12_18,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_12_18,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_12_19,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_12_19,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_12_2,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_12_2,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_12_20,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_12_20,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_12_3,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_12_3,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_12_4,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_12_4,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_12_5,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_12_5,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_12_6,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_12_6,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_12_7,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_12_7,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_12_8,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_12_8,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_12_9,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_12_9,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_13_0,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_13_0,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_13_1,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_13_1,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_13_10,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_13_10,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_13_11,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_13_11,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_13_12,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_13_12,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_13_14,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_13_14,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_13_15,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_13_15,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_13_16,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_13_16,1.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_13_17,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_13_17,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_13_18,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_13_18,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_13_19,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_13_19,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_13_2,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_13_2,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_13_20,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_13_20,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_13_3,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_13_3,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_13_4,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_13_4,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_13_5,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_13_5,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_13_6,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_13_6,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_13_7,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_13_7,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_13_8,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_13_8,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_13_9,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_13_9,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_14_0,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_14_0,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_14_1,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_14_1,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_14_10,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_14_10,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_14_11,1.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_14_11,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_14_12,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_14_12,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_14_13,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_14_13,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_14_15,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_14_15,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_14_16,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_14_16,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_14_17,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_14_17,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_14_18,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_14_18,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_14_19,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_14_19,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_14_2,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_14_2,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_14_20,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_14_20,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_14_3,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_14_3,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_14_4,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_14_4,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_14_5,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_14_5,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_14_6,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_14_6,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_14_7,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_14_7,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_14_8,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_14_8,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_14_9,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_14_9,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_15_0,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_15_0,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_15_1,0.0,unambiguous_original_semantics
