file,instance_name,algorithm_preset,method,status,certified_original_problem,objective,lower_bound,upper_bound,gap,runtime_seconds,unresolved_intervals,invalid_bound_intervals,open_nodes,compact_interval_bc_enabled,compact_interval_bc_closed_leaves,compact_interval_bc_timed_out_leaves,compact_bc_bound_valid,compact_bc_bound_scope,compact_bc_certificate_valid,compact_bc_enabled_families_requested,compact_bc_enabled_families_effective,compact_bc_total_cuts_added_by_family,compact_bc_total_domains_tightened_by_family,compact_bc_total_root_cut_rounds,compact_bc_total_leaf_nodes,compact_bc_total_solver_time,cplex_threads,mip_threads,compact_bc_solver_threads,solver_thread_policy,thread_fairness_class,ablation_variant_semantics,certificate_uses_bpc_tree,no_archive_scanning,no_external_known_ub
results\gf_compact_bc_strengthening_round\raw\ablation_v12_m2_no_new_cuts_60s_auto_oracle\interval_5.json,regen_candidate_V12_M2_average.txt,paper-gf-compact-bc,interval-cutoff-oracle,interval_closed,False,0,0.718504070755,0.718504070755,0,0.5061508,0,0,0,True,1,0,True,original_fixed_interval,False,penalty_final_inventory_domain|duration_compatibility_singleton_transfer,penalty_final_inventory_domain|duration_compatibility_singleton_transfer,direct_gini_cap=0;direct_gini_floor=0;tight_mccormick=0;inventory_conservation=0;visit_inventory_linking=0;objective_estimator_cutoff=0;penalty_lb=0;gini_spread=0;required_movement=0;global_handling_capacity=0;support_duration_pair=0;support_duration_triple=0;transfer_compat=0;receiver_source_cover=0,penalty_domains=2;movement_reachability=0;domain_width_before=656;domain_width_after=630,0,0,0.5061508,0,1,1,compact_bc_single_thread,one_thread_fair,,False,True,True
results\gf_compact_bc_strengthening_round\raw\certificate_basis_test.json,regen_candidate_V12_M2_average.txt,custom,certificate-basis-test,diagnostic_passed,False,1.00822320985,0,1.00822320985,1,0.0024985,0,0,0,False,0,0,False,none,False,,,,,0,0,0,0,0,0,,unknown_not_paper,,False,True,True
results\gf_compact_bc_strengthening_round\raw\cplex1_high_imbalance_seed3201_300s.json,high_imbalance_seed3201.txt,custom,cplex,not_certified,False,2.55478672027,1.9775993942,2.55478672027,0.225923879082,300.1127109,0,0,0,False,0,0,False,none,False,,,,,0,0,0,1,0,0,plain_cplex_single_thread,one_thread_fair,,False,True,True
results\gf_compact_bc_strengthening_round\raw\cplex1_high_imbalance_seed3202_300s.json,high_imbalance_seed3202.txt,custom,cplex,not_certified,False,2.84302481605,1.065564977,2.84302481605,0.625200254678,300.1192968,0,0,0,False,0,0,False,none,False,,,,,0,0,0,1,0,0,plain_cplex_single_thread,one_thread_fair,,False,True,True
results\gf_compact_bc_strengthening_round\raw\cplex1_large_v100_moderate_300s.json,V100_M5_moderate_seed6101.txt,custom,cplex,not_certified,False,1.71629103286,0.26390305929,1.71629103286,0.846236416647,304.7170642,0,0,0,False,0,0,False,none,False,,,,,0,0,0,1,0,0,plain_cplex_single_thread,one_thread_fair,,False,True,True
results\gf_compact_bc_strengthening_round\raw\cplex1_large_v50_moderate_300s.json,V50_M3_moderate_seed5101.txt,custom,cplex,not_certified,False,1.37151140999,0.23958431171,1.37151140999,0.825313657644,300.2080831,0,0,0,False,0,0,False,none,False,,,,,0,0,0,1,0,0,plain_cplex_single_thread,one_thread_fair,,False,True,True
results\gf_compact_bc_strengthening_round\raw\cplex1_moderate_seed3301_300s.json,moderate_seed3301.txt,custom,cplex,not_certified,False,0.067964387971,0.037866383531,0.067964387971,0.442849635501,300.2305325,0,0,0,False,0,0,False,none,False,,,,,0,0,0,1,0,0,plain_cplex_single_thread,one_thread_fair,,False,True,True
results\gf_compact_bc_strengthening_round\raw\cplex1_tight_T_seed3101_300s.json,tight_T_seed3101.txt,custom,cplex,not_certified,False,0.161002628944,0.015858939732,0.161002628944,0.901498877155,300.1141094,0,0,0,False,0,0,False,none,False,,,,,0,0,0,1,0,0,plain_cplex_single_thread,one_thread_fair,,False,True,True
results\gf_compact_bc_strengthening_round\raw\cplex1_tight_T_seed3102_300s.json,tight_T_seed3102.txt,custom,cplex,not_certified,False,0.637668274359,0.46597693577,0.637668274359,0.269248675986,300.1142745,0,0,0,False,0,0,False,none,False,,,,,0,0,0,1,0,0,plain_cplex_single_thread,one_thread_fair,,False,True,True
results\gf_compact_bc_strengthening_round\raw\cplex1_v12_m1_300s.json,regen_candidate_V12_M1_average.txt,custom,cplex,optimal,True,0.357200583208,0.357200583208,0.357200583208,0,185.0503871,0,0,0,False,0,0,False,none,False,,,,,0,0,0,1,0,0,plain_cplex_single_thread,one_thread_fair,,False,True,True
results\gf_compact_bc_strengthening_round\raw\cplex1_v12_m2_300s.json,regen_candidate_V12_M2_average.txt,custom,cplex,not_certified,False,0.72439493548,0.62349875281,0.72439493548,0.139283390494,300.1084314,0,0,0,False,0,0,False,none,False,,,,,0,0,0,1,0,0,plain_cplex_single_thread,one_thread_fair,,False,True,True
results\gf_compact_bc_strengthening_round\raw\high_imbalance_seed3201_300s.json,high_imbalance_seed3201.txt,paper-gf-compact-bc,gcap-frontier,gcap_frontier_not_closed,False,2.44340319194,2.307421,2.44340319194,0.0556527847682,312.5055745,1,0,2,True,1,1,True,original_fixed_interval,False,direct_gini_cap_floor|interval_tight_mccormick|inventory_conservation|movement_reachability_domains|visit_inventory_linking|objective_estimator_cutoff|penalty_lb_closure|gini_spread|required_movement|global_handling_capacity|low_gini_centering|support_duration|transfer_compat,direct_gini_cap_floor|interval_tight_mccormick|inventory_conservation|movement_reachability_domains|visit_inventory_linking|objective_estimator_cutoff|penalty_lb_closure|gini_spread|required_movement|global_handling_capacity|low_gini_centering|support_duration|transfer_compat,direct_gini_cap=2;direct_gini_floor=2;tight_mccormick=896;inventory_conservation=4;visit_inventory_linking=80;objective_estimator_cutoff=2;penalty_lb=2;gini_spread=380;required_movement=2;global_handling_capacity=2;support_duration_pair=1140;support_duration_triple=6840;transfer_compat=120;receiver_source_cover=0,movement_reachability=24;low_gini_ratio_band_domains=24,0,2595,25.9437231,0,1,1,compact_bc_single_thread,one_thread_fair,,False,True,True
results\gf_compact_bc_strengthening_round\raw\high_imbalance_seed3201_300s_auto_oracle\interval_6.json,high_imbalance_seed3201.txt,paper-gf-compact-bc,interval-cutoff-oracle,interval_unresolved_timeout,False,0,2.3074208821,2.44340319194,0.0556528330206,20.0925297,0,0,0,True,0,1,True,original_fixed_interval,False,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,direct_gini_cap=1;direct_gini_floor=1;tight_mccormick=448;inventory_conservation=2;visit_inventory_linking=40;objective_estimator_cutoff=1;penalty_lb=1;gini_spread=190;required_movement=1;global_handling_capacity=1;support_duration_pair=570;support_duration_triple=3420;transfer_compat=60;receiver_source_cover=0,penalty_domains=1;movement_reachability=12;domain_width_before=685;domain_width_after=536,0,0,20.0925297,0,1,1,compact_bc_single_thread,one_thread_fair,,False,True,True
results\gf_compact_bc_strengthening_round\raw\high_imbalance_seed3201_300s_auto_oracle\interval_7.json,high_imbalance_seed3201.txt,paper-gf-compact-bc,interval-cutoff-oracle,interval_closed,False,0,2.44340319194,2.44340319194,0,5.8511934,0,0,0,True,1,0,True,original_fixed_interval,False,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,direct_gini_cap=1;direct_gini_floor=1;tight_mccormick=448;inventory_conservation=2;visit_inventory_linking=40;objective_estimator_cutoff=1;penalty_lb=1;gini_spread=190;required_movement=1;global_handling_capacity=1;support_duration_pair=570;support_duration_triple=3420;transfer_compat=60;receiver_source_cover=0,penalty_domains=1;movement_reachability=12;domain_width_before=685;domain_width_after=534,0,0,5.8511934,0,1,1,compact_bc_single_thread,one_thread_fair,,False,True,True
results\gf_compact_bc_strengthening_round\raw\high_imbalance_seed3202_300s.json,high_imbalance_seed3202.txt,paper-gf-compact-bc,gcap-frontier,gcap_frontier_not_closed,False,1.74931345205,1.619911,1.74931345205,0.0739732790021,311.3100387,1,0,1,True,0,1,True,original_fixed_interval,False,direct_gini_cap_floor|interval_tight_mccormick|inventory_conservation|movement_reachability_domains|visit_inventory_linking|objective_estimator_cutoff|penalty_lb_closure|gini_spread|required_movement|global_handling_capacity|low_gini_centering|support_duration|transfer_compat,direct_gini_cap_floor|interval_tight_mccormick|inventory_conservation|movement_reachability_domains|visit_inventory_linking|objective_estimator_cutoff|penalty_lb_closure|gini_spread|required_movement|global_handling_capacity|low_gini_centering|support_duration|transfer_compat,direct_gini_cap=1;direct_gini_floor=1;tight_mccormick=436;inventory_conservation=2;visit_inventory_linking=40;objective_estimator_cutoff=1;penalty_lb=1;gini_spread=190;required_movement=1;global_handling_capacity=1;support_duration_pair=570;support_duration_triple=3420;transfer_compat=60;receiver_source_cover=0,movement_reachability=13;low_gini_ratio_band_domains=13,0,379,20.1244988,0,1,1,compact_bc_single_thread,one_thread_fair,,False,True,True
results\gf_compact_bc_strengthening_round\raw\high_imbalance_seed3202_300s_auto_oracle\interval_9.json,high_imbalance_seed3202.txt,paper-gf-compact-bc,interval-cutoff-oracle,interval_unresolved_timeout,False,0,1.6199114099,1.74931345205,0.0739730446816,20.1244988,0,0,0,True,0,1,True,original_fixed_interval,False,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,direct_gini_cap=1;direct_gini_floor=1;tight_mccormick=436;inventory_conservation=2;visit_inventory_linking=40;objective_estimator_cutoff=1;penalty_lb=1;gini_spread=190;required_movement=1;global_handling_capacity=1;support_duration_pair=570;support_duration_triple=3420;transfer_compat=60;receiver_source_cover=0,penalty_domains=1;movement_reachability=13;domain_width_before=684;domain_width_after=536,0,0,20.1244988,0,1,1,compact_bc_single_thread,one_thread_fair,,False,True,True
results\gf_compact_bc_strengthening_round\raw\large_v100_moderate_300s.json,V100_M5_moderate_seed6101.txt,paper-gf-compact-bc,gcap-frontier,error_noncertified,False,0.0,0.0,0.0,1.0,0.0,0,0,0,False,,,,,False,,,,,,,,0,1,1,compact_bc_single_thread,one_thread_fair,,False,True,True
results\gf_compact_bc_strengthening_round\raw\large_v50_moderate_300s.json,V50_M3_moderate_seed5101.txt,paper-gf-compact-bc,gcap-frontier,error_noncertified,False,0.0,0.0,0.0,1.0,0.0,0,0,0,False,,,,,False,,,,,,,,0,1,1,compact_bc_single_thread,one_thread_fair,,False,True,True
results\gf_compact_bc_strengthening_round\raw\moderate_seed3301_baseline_300s.json,moderate_seed3301.txt,paper-gf-compact-bc,gcap-frontier,gcap_frontier_not_closed,False,0.0491525526647,0.046285,0.0491525526647,0.058339852343,300.470355,2,0,6,True,4,2,True,original_fixed_interval,False,direct_gini_cap_floor|interval_tight_mccormick|inventory_conservation|movement_reachability_domains|visit_inventory_linking|objective_estimator_cutoff|penalty_lb_closure|gini_spread|required_movement|global_handling_capacity|low_gini_centering|support_duration|transfer_compat,direct_gini_cap_floor|interval_tight_mccormick|inventory_conservation|movement_reachability_domains|visit_inventory_linking|objective_estimator_cutoff|penalty_lb_closure|gini_spread|required_movement|global_handling_capacity|low_gini_centering|support_duration|transfer_compat,direct_gini_cap=6;direct_gini_floor=6;tight_mccormick=2712;inventory_conservation=12;visit_inventory_linking=240;objective_estimator_cutoff=6;penalty_lb=6;gini_spread=1140;required_movement=29;global_handling_capacity=6;support_duration_pair=3420;support_duration_triple=20520;transfer_compat=360;receiver_source_cover=0,movement_reachability=27;low_gini_ratio_band_domains=75,0,6307,145.0438436,0,1,1,compact_bc_single_thread,one_thread_fair,,False,True,True
results\gf_compact_bc_strengthening_round\raw\moderate_seed3301_baseline_300s_auto_oracle\interval_10.json,moderate_seed3301.txt,paper-gf-compact-bc,interval-cutoff-oracle,interval_closed,False,0,0.0491525526647,0.0491525526647,0,2.0124516,0,0,0,True,1,0,True,original_fixed_interval,False,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,direct_gini_cap=1;direct_gini_floor=1;tight_mccormick=452;inventory_conservation=2;visit_inventory_linking=40;objective_estimator_cutoff=1;penalty_lb=1;gini_spread=190;required_movement=3;global_handling_capacity=1;support_duration_pair=570;support_duration_triple=3420;transfer_compat=60;receiver_source_cover=0,penalty_domains=10;movement_reachability=5;domain_width_before=684;domain_width_after=557,0,0,2.0124516,0,1,1,compact_bc_single_thread,one_thread_fair,,False,True,True
results\gf_compact_bc_strengthening_round\raw\moderate_seed3301_baseline_300s_auto_oracle\interval_11.json,moderate_seed3301.txt,paper-gf-compact-bc,interval-cutoff-oracle,interval_closed,False,0,0.0491525526647,0.0491525526647,0,3.3807361,0,0,0,True,1,0,True,original_fixed_interval,False,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,direct_gini_cap=1;direct_gini_floor=1;tight_mccormick=452;inventory_conservation=2;visit_inventory_linking=40;objective_estimator_cutoff=1;penalty_lb=1;gini_spread=190;required_movement=4;global_handling_capacity=1;support_duration_pair=570;support_duration_triple=3420;transfer_compat=60;receiver_source_cover=0,penalty_domains=10;movement_reachability=5;domain_width_before=684;domain_width_after=554,0,0,3.3807361,0,1,1,compact_bc_single_thread,one_thread_fair,,False,True,True
results\gf_compact_bc_strengthening_round\raw\moderate_seed3301_baseline_300s_auto_oracle\interval_2.json,moderate_seed3301.txt,paper-gf-compact-bc,interval-cutoff-oracle,interval_unresolved_timeout,False,0,0.048809709088,0.0491525526647,0.00697509199743,60.1185461,0,0,0,True,0,1,True,original_fixed_interval,False,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,direct_gini_cap=1;direct_gini_floor=1;tight_mccormick=452;inventory_conservation=2;visit_inventory_linking=40;objective_estimator_cutoff=1;penalty_lb=1;gini_spread=190;required_movement=5;global_handling_capacity=1;support_duration_pair=570;support_duration_triple=3420;transfer_compat=60;receiver_source_cover=0,penalty_domains=17;movement_reachability=4;domain_width_before=684;domain_width_after=518,0,0,60.1185461,0,1,1,compact_bc_single_thread,one_thread_fair,,False,True,True
results\gf_compact_bc_strengthening_round\raw\moderate_seed3301_baseline_300s_auto_oracle\interval_3.json,moderate_seed3301.txt,paper-gf-compact-bc,interval-cutoff-oracle,interval_closed,False,0,0.0491525526647,0.0491525526647,0,0.5274211,0,0,0,True,1,0,True,original_fixed_interval,False,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,direct_gini_cap=1;direct_gini_floor=1;tight_mccormick=452;inventory_conservation=2;visit_inventory_linking=40;objective_estimator_cutoff=1;penalty_lb=1;gini_spread=190;required_movement=9;global_handling_capacity=1;support_duration_pair=570;support_duration_triple=3420;transfer_compat=60;receiver_source_cover=0,penalty_domains=27;movement_reachability=3;domain_width_before=684;domain_width_after=379,0,0,0.5274211,0,1,1,compact_bc_single_thread,one_thread_fair,,False,True,True
results\gf_compact_bc_strengthening_round\raw\moderate_seed3301_baseline_300s_auto_oracle\interval_7.json,moderate_seed3301.txt,paper-gf-compact-bc,interval-cutoff-oracle,interval_unresolved_timeout,False,0,0.046284985002,0.0491525526647,0.0583401574747,60.1191069,0,0,0,True,0,1,True,original_fixed_interval,False,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,direct_gini_cap=1;direct_gini_floor=1;tight_mccormick=452;inventory_conservation=2;visit_inventory_linking=40;objective_estimator_cutoff=1;penalty_lb=1;gini_spread=190;required_movement=4;global_handling_capacity=1;support_duration_pair=570;support_duration_triple=3420;transfer_compat=60;receiver_source_cover=0,penalty_domains=12;movement_reachability=5;domain_width_before=684;domain_width_after=545,0,0,60.1191069,0,1,1,compact_bc_single_thread,one_thread_fair,,False,True,True
results\gf_compact_bc_strengthening_round\raw\moderate_seed3301_baseline_300s_auto_oracle\interval_9.json,moderate_seed3301.txt,paper-gf-compact-bc,interval-cutoff-oracle,interval_closed,False,0,0.0491525526647,0.0491525526647,0,18.8855818,0,0,0,True,1,0,True,original_fixed_interval,False,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,direct_gini_cap=1;direct_gini_floor=1;tight_mccormick=452;inventory_conservation=2;visit_inventory_linking=40;objective_estimator_cutoff=1;penalty_lb=1;gini_spread=190;required_movement=4;global_handling_capacity=1;support_duration_pair=570;support_duration_triple=3420;transfer_compat=60;receiver_source_cover=0,penalty_domains=10;movement_reachability=5;domain_width_before=684;domain_width_after=553,0,0,18.8855818,0,1,1,compact_bc_single_thread,one_thread_fair,,False,True,True
results\gf_compact_bc_strengthening_round\raw\moderate_seed3302_300s.json,moderate_seed3302.txt,paper-gf-compact-bc,gcap-frontier,gcap_frontier_not_closed,False,0.195636206549,0.13884,0.195636206549,0.290315415285,300.4348799,5,0,5,True,0,5,True,original_fixed_interval,False,direct_gini_cap_floor|interval_tight_mccormick|inventory_conservation|movement_reachability_domains|visit_inventory_linking|objective_estimator_cutoff|penalty_lb_closure|gini_spread|required_movement|global_handling_capacity|low_gini_centering|support_duration|transfer_compat,direct_gini_cap_floor|interval_tight_mccormick|inventory_conservation|movement_reachability_domains|visit_inventory_linking|objective_estimator_cutoff|penalty_lb_closure|gini_spread|required_movement|global_handling_capacity|low_gini_centering|support_duration|transfer_compat,direct_gini_cap=5;direct_gini_floor=5;tight_mccormick=2200;inventory_conservation=10;visit_inventory_linking=200;objective_estimator_cutoff=5;penalty_lb=5;gini_spread=950;required_movement=10;global_handling_capacity=5;support_duration_pair=2850;support_duration_triple=17100;transfer_compat=300;receiver_source_cover=0,movement_reachability=40;low_gini_ratio_band_domains=51,0,5665,100.5725065,0,1,1,compact_bc_single_thread,one_thread_fair,,False,True,True
results\gf_compact_bc_strengthening_round\raw\moderate_seed3302_300s_auto_oracle\interval_1.json,moderate_seed3302.txt,paper-gf-compact-bc,interval-cutoff-oracle,interval_unresolved_timeout,False,0,0.14334433612,0.195636206549,0.267291373879,20.1291315,0,0,0,True,0,1,True,original_fixed_interval,False,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,direct_gini_cap=1;direct_gini_floor=1;tight_mccormick=440;inventory_conservation=2;visit_inventory_linking=40;objective_estimator_cutoff=1;penalty_lb=1;gini_spread=190;required_movement=2;global_handling_capacity=1;support_duration_pair=570;support_duration_triple=3420;transfer_compat=60;receiver_source_cover=0,penalty_domains=3;movement_reachability=8;domain_width_before=683;domain_width_after=619,0,0,20.1291315,0,1,1,compact_bc_single_thread,one_thread_fair,,False,True,True
results\gf_compact_bc_strengthening_round\raw\moderate_seed3302_300s_auto_oracle\interval_10.json,moderate_seed3302.txt,paper-gf-compact-bc,interval-cutoff-oracle,interval_unresolved_timeout,False,0,0.14202027256,0.195636206549,0.274059362195,20.1237876,0,0,0,True,0,1,True,original_fixed_interval,False,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,direct_gini_cap=1;direct_gini_floor=1;tight_mccormick=440;inventory_conservation=2;visit_inventory_linking=40;objective_estimator_cutoff=1;penalty_lb=1;gini_spread=190;required_movement=2;global_handling_capacity=1;support_duration_pair=570;support_duration_triple=3420;transfer_compat=60;receiver_source_cover=0,penalty_domains=2;movement_reachability=8;domain_width_before=683;domain_width_after=622,0,0,20.1237876,0,1,1,compact_bc_single_thread,one_thread_fair,,False,True,True
