source_csv,interval_id,gamma_L,gamma_U,status,certificate_basis,solver_status,proven_infeasible,feasible_improving,timeout,best_bound,objective,runtime_seconds,depth,parent_id,time_limit_used,budget_policy,model_type,bound_valid,bound_scope,can_merge_bound,gap_to_cutoff,bound_used_for_merge,closed_by_bound,gini_spread_cuts_added,required_movement_lb,required_movement_cuts_added,global_handling_capacity_lb,global_handling_capacity_cuts_added,transfer_subset_capacity_cuts_added,low_gini_ratio_band_domains_tightened,direct_gini_cap_rows,tight_mccormick_rows,inventory_conservation_rows,movement_reachability_domains,visit_inventory_linking_rows,objective_estimator_cutoff_rows,penalty_lb,support_duration_pair_cuts,support_duration_triple_cuts,transfer_compatibility_cuts,receiver_source_cover_cuts,oracle_strengthening_families_enabled,json_path,lp_path,log_path
results\gf_compact_bc_strengthening_round\raw\moderate_seed3301_baseline_300s.auto_oracle.csv,9,0.0153601727077,0.0184322072493,interval_closed,interval_exact_cutoff_mip_infeasible,infeasible,true,false,false,0,0,18.8855818,0,root,60,per-leaf,original_compact_objective_bound,true,original_fixed_interval,true,0,0.0491525526647,true,190,25,4,2880,1,0,11,1,452,2,5,40,1,0,570,3420,60,0,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,results\gf_compact_bc_strengthening_round\raw\moderate_seed3301_baseline_300s_auto_oracle\interval_9.json,results\gf_compact_bc_strengthening_round\raw\moderate_seed3301_baseline_300s_auto_oracle\interval_9.lp,results\interval_cutoff_work\moderate_seed3301_interval_cutoff_15360173_18432207_1070750370\interval_cutoff.cplex.log
results\gf_compact_bc_strengthening_round\raw\moderate_seed3301_baseline_300s.auto_oracle.csv,10,0.0122881381662,0.013824155437,interval_closed,interval_exact_cutoff_mip_infeasible,infeasible,true,false,false,0,0,2.0124516,0,root,60,per-leaf,original_compact_objective_bound,true,original_fixed_interval,true,0,0.0491525526647,true,190,24,3,2760,1,0,11,1,452,2,5,40,1,0,570,3420,60,0,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,results\gf_compact_bc_strengthening_round\raw\moderate_seed3301_baseline_300s_auto_oracle\interval_10.json,results\gf_compact_bc_strengthening_round\raw\moderate_seed3301_baseline_300s_auto_oracle\interval_10.lp,results\interval_cutoff_work\moderate_seed3301_interval_cutoff_12288138_13824155_1070769260\interval_cutoff.cplex.log
results\gf_compact_bc_strengthening_round\raw\moderate_seed3301_baseline_300s.auto_oracle.csv,11,0.013824155437,0.0153601727077,interval_closed,interval_exact_cutoff_mip_infeasible,infeasible,true,false,false,0,0,3.3807361,0,root,60,per-leaf,original_compact_objective_bound,true,original_fixed_interval,true,0,0.0491525526647,true,190,25,4,2880,1,0,11,1,452,2,5,40,1,0,570,3420,60,0,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,results\gf_compact_bc_strengthening_round\raw\moderate_seed3301_baseline_300s_auto_oracle\interval_11.json,results\gf_compact_bc_strengthening_round\raw\moderate_seed3301_baseline_300s_auto_oracle\interval_11.lp,results\interval_cutoff_work\moderate_seed3301_interval_cutoff_13824155_15360173_1070771278\interval_cutoff.cplex.log
results\gf_compact_bc_strengthening_round\raw\moderate_seed3302_300s.auto_oracle.csv,1,0.0489090516373,0.0978181032745,interval_unresolved_timeout,interval_exact_cutoff_mip_timeout,time limit exceeded,false,false,true,0.14334433612,0,20.1291315,0,root,20,per-leaf,original_compact_objective_bound,true,original_fixed_interval,true,0.052291860429,0.14334433612,false,190,13,2,1560,1,0,10,1,440,2,8,40,1,0,570,3420,60,0,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,results\gf_compact_bc_strengthening_round\raw\moderate_seed3302_300s_auto_oracle\interval_1.json,results\gf_compact_bc_strengthening_round\raw\moderate_seed3302_300s_auto_oracle\interval_1.lp,results\interval_cutoff_work\moderate_seed3302_interval_cutoff_48909052_97818103_1072128751\interval_cutoff.cplex.log
results\gf_compact_bc_strengthening_round\raw\moderate_seed3302_300s.auto_oracle.csv,2,0.0978181032745,0.146727154912,interval_unresolved_timeout,interval_exact_cutoff_mip_timeout,time limit exceeded,false,false,true,0.1687901305,0,20.0858406,0,root,20,per-leaf,original_compact_objective_bound,true,original_fixed_interval,true,0.026846066049,0.1687901305,false,190,16,2,1920,1,0,11,1,440,2,8,40,1,0,570,3420,60,0,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,results\gf_compact_bc_strengthening_round\raw\moderate_seed3302_300s_auto_oracle\interval_2.json,results\gf_compact_bc_strengthening_round\raw\moderate_seed3302_300s_auto_oracle\interval_2.lp,results\interval_cutoff_work\moderate_seed3302_interval_cutoff_97818103_146727155_1072148888\interval_cutoff.cplex.log
results\gf_compact_bc_strengthening_round\raw\moderate_seed3302_300s.auto_oracle.csv,7,0.0366817887279,0.0489090516373,interval_unresolved_timeout,interval_exact_cutoff_mip_timeout,time limit exceeded,false,false,true,0.13883995597,0,20.1184783,0,root,20,per-leaf,original_compact_objective_bound,true,original_fixed_interval,true,0.056796240579,0.13883995597,false,190,11,2,1320,1,0,10,1,440,2,8,40,1,0,570,3420,60,0,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,results\gf_compact_bc_strengthening_round\raw\moderate_seed3302_300s_auto_oracle\interval_7.json,results\gf_compact_bc_strengthening_round\raw\moderate_seed3302_300s_auto_oracle\interval_7.lp,results\interval_cutoff_work\moderate_seed3302_interval_cutoff_36681789_48909052_1072168978\interval_cutoff.cplex.log
results\gf_compact_bc_strengthening_round\raw\moderate_seed3302_300s.auto_oracle.csv,10,0.0305681572733,0.0336249730006,interval_unresolved_timeout,interval_exact_cutoff_mip_timeout,time limit exceeded,false,false,true,0.14202027256,0,20.1237876,0,root,20,per-leaf,original_compact_objective_bound,true,original_fixed_interval,true,0.053615923989,0.14202027256,false,190,11,2,1320,1,0,10,1,440,2,8,40,1,0,570,3420,60,0,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,results\gf_compact_bc_strengthening_round\raw\moderate_seed3302_300s_auto_oracle\interval_10.json,results\gf_compact_bc_strengthening_round\raw\moderate_seed3302_300s_auto_oracle\interval_10.lp,results\interval_cutoff_work\moderate_seed3302_interval_cutoff_30568157_33624973_1072189104\interval_cutoff.cplex.log
results\gf_compact_bc_strengthening_round\raw\moderate_seed3302_300s.auto_oracle.csv,11,0.0336249730006,0.0366817887279,interval_unresolved_timeout,interval_exact_cutoff_mip_timeout,time limit exceeded,false,false,true,0.14118488499,0,20.1152685,0,root,20,per-leaf,original_compact_objective_bound,true,original_fixed_interval,true,0.054451311559,0.14118488499,false,190,11,2,1320,1,0,10,1,440,2,8,40,1,0,570,3420,60,0,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,results\gf_compact_bc_strengthening_round\raw\moderate_seed3302_300s_auto_oracle\interval_11.json,results\gf_compact_bc_strengthening_round\raw\moderate_seed3302_300s_auto_oracle\interval_11.lp,results\interval_cutoff_work\moderate_seed3302_interval_cutoff_33624973_36681789_1072209233\interval_cutoff.cplex.log
results\gf_compact_bc_strengthening_round\raw\smoke_no_new_cuts.auto_oracle.csv,1,0.179626017689,0.359252035377,interval_closed,interval_exact_cutoff_mip_infeasible,infeasible,true,false,false,0,0,0.5555274,0,root,5,per-leaf,original_compact_objective_bound,true,original_fixed_interval,true,0,0.718504070755,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,penalty_final_inventory_domain|duration_compatibility_singleton_transfer,results\gf_compact_bc_strengthening_round\raw\smoke_no_new_cuts_auto_oracle\interval_1.json,results\gf_compact_bc_strengthening_round\raw\smoke_no_new_cuts_auto_oracle\interval_1.lp,results\interval_cutoff_work\regen_candidate_V12_M2_average_interval_cutoff_179626018_359252035_1064690468\interval_cutoff.cplex.log
results\gf_compact_bc_strengthening_round\raw\smoke_no_new_cuts.auto_oracle.csv,2,0.359252035377,0.538878053066,interval_unresolved_timeout,interval_exact_cutoff_mip_timeout,time limit exceeded,false,false,true,0.64906534091,0,5.1590143,0,root,5,per-leaf,original_compact_objective_bound,true,original_fixed_interval,true,0.069438719845,0.64906534091,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,penalty_final_inventory_domain|duration_compatibility_singleton_transfer,results\gf_compact_bc_strengthening_round\raw\smoke_no_new_cuts_auto_oracle\interval_2.json,results\gf_compact_bc_strengthening_round\raw\smoke_no_new_cuts_auto_oracle\interval_2.lp,results\interval_cutoff_work\regen_candidate_V12_M2_average_interval_cutoff_359252035_538878053_1064691031\interval_cutoff.cplex.log
results\gf_compact_bc_strengthening_round\raw\smoke_no_new_cuts.auto_oracle.csv,3,0.538878053066,0.718504070755,interval_closed,interval_exact_cutoff_mip_infeasible,infeasible,true,false,false,0,0,0.4507981,0,root,5,per-leaf,original_compact_objective_bound,true,original_fixed_interval,true,0,0.718504070755,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,penalty_final_inventory_domain|duration_compatibility_singleton_transfer,results\gf_compact_bc_strengthening_round\raw\smoke_no_new_cuts_auto_oracle\interval_3.json,results\gf_compact_bc_strengthening_round\raw\smoke_no_new_cuts_auto_oracle\interval_3.lp,results\interval_cutoff_work\regen_candidate_V12_M2_average_interval_cutoff_538878053_718504071_1064696196\interval_cutoff.cplex.log
results\gf_compact_bc_strengthening_round\raw\tight_T_seed3102_300s.auto_oracle.csv,1,0.150176109171,0.300352218343,interval_unresolved_timeout,interval_exact_cutoff_mip_timeout,time limit exceeded,false,false,true,0.52044162275,0,20.1224994,0,root,20,per-leaf,original_compact_objective_bound,true,original_fixed_interval,true,0.0802628039351,0.52044162275,false,190,34,2,4080,1,0,11,1,440,2,10,40,1,2,570,3420,60,0,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,results\gf_compact_bc_strengthening_round\raw\tight_T_seed3102_300s_auto_oracle\interval_1.json,results\gf_compact_bc_strengthening_round\raw\tight_T_seed3102_300s_auto_oracle\interval_1.lp,results\interval_cutoff_work\tight_T_seed3102_interval_cutoff_150176109_300352218_1071755572\interval_cutoff.cplex.log
results\gf_compact_bc_strengthening_round\raw\tight_T_seed3102_300s.auto_oracle.csv,10,0.131404095525,0.140790102348,interval_unresolved_timeout,interval_exact_cutoff_mip_timeout,time limit exceeded,false,false,true,0.52525462996,0,20.1157842,0,root,20,per-leaf,original_compact_objective_bound,true,original_fixed_interval,true,0.0754497967251,0.52525462996,false,190,34,2,4080,1,0,11,1,440,2,10,40,1,2,570,3420,60,0,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,results\gf_compact_bc_strengthening_round\raw\tight_T_seed3102_300s_auto_oracle\interval_10.json,results\gf_compact_bc_strengthening_round\raw\tight_T_seed3102_300s_auto_oracle\interval_10.lp,results\interval_cutoff_work\tight_T_seed3102_interval_cutoff_131404096_140790102_1071775700\interval_cutoff.cplex.log
results\gf_compact_bc_strengthening_round\raw\tight_T_seed3102_300s.auto_oracle.csv,11,0.140790102348,0.150176109171,interval_unresolved_timeout,interval_exact_cutoff_mip_timeout,time limit exceeded,false,false,true,0.52034571409,0,20.1203598,0,root,20,per-leaf,original_compact_objective_bound,true,original_fixed_interval,true,0.0803587125951,0.52034571409,false,190,34,2,4080,1,0,11,1,440,2,10,40,1,2,570,3420,60,0,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,results\gf_compact_bc_strengthening_round\raw\tight_T_seed3102_300s_auto_oracle\interval_11.json,results\gf_compact_bc_strengthening_round\raw\tight_T_seed3102_300s_auto_oracle\interval_11.lp,results\interval_cutoff_work\tight_T_seed3102_interval_cutoff_140790102_150176109_1071795822\interval_cutoff.cplex.log
results\gf_compact_bc_strengthening_round\raw\v12_m1_600s.auto_oracle.csv,13,0.234412882731,0.245575400956,interval_closed,interval_exact_cutoff_mip_infeasible,infeasible,true,false,false,0,0,2.0770178,0,root,60,per-leaf,original_compact_objective_bound,true,original_fixed_interval,true,0,0.357200583208,true,66,0,0,0,1,0,11,1,292,2,11,24,1,0.0295892857143,66,220,12,0,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,results\gf_compact_bc_strengthening_round\raw\v12_m1_600s_auto_oracle\interval_13.json,results\gf_compact_bc_strengthening_round\raw\v12_m1_600s_auto_oracle\interval_13.lp,results\interval_cutoff_work\regen_candidate_V12_M1_average_interval_cutoff_234412883_245575401_1072842593\interval_cutoff.cplex.log
results\gf_compact_bc_strengthening_round\raw\v12_m1_600s.auto_oracle.csv,15,0.217669105393,0.223250364505,interval_closed,interval_exact_cutoff_mip_infeasible,infeasible,true,false,false,0,0,32.3973,0,root,60,per-leaf,original_compact_objective_bound,true,original_fixed_interval,true,0,0.357200583208,true,66,0,0,0,1,0,11,1,292,2,11,24,1,0.0295892857143,66,220,12,0,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,results\gf_compact_bc_strengthening_round\raw\v12_m1_600s_auto_oracle\interval_15.json,results\gf_compact_bc_strengthening_round\raw\v12_m1_600s_auto_oracle\interval_15.lp,results\interval_cutoff_work\regen_candidate_V12_M1_average_interval_cutoff_217669105_223250365_1072844674\interval_cutoff.cplex.log
results\gf_compact_bc_strengthening_round\raw\v12_m1_600s.auto_oracle.csv,18,0.223250364505,0.228831623618,interval_closed,interval_exact_cutoff_mip_infeasible,infeasible,true,false,false,0,0,3.8968464,0,root,60,per-leaf,original_compact_objective_bound,true,original_fixed_interval,true,0,0.357200583208,true,66,0,0,0,1,0,11,1,292,2,11,24,1,0.0295892857143,66,220,12,0,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,results\gf_compact_bc_strengthening_round\raw\v12_m1_600s_auto_oracle\interval_18.json,results\gf_compact_bc_strengthening_round\raw\v12_m1_600s_auto_oracle\interval_18.lp,results\interval_cutoff_work\regen_candidate_V12_M1_average_interval_cutoff_223250365_228831624_1072877078\interval_cutoff.cplex.log
results\gf_compact_bc_strengthening_round\raw\v12_m1_600s.auto_oracle.csv,21,0.214878475836,0.217669105393,interval_closed,interval_exact_objective_bound_optimal_no_improver,integer optimal solution,true,false,false,0,0.357200583208,5.0084939,0,root,60,per-leaf,original_compact_objective_bound,true,original_fixed_interval,true,0,0.357200583208,true,66,0,0,0,1,0,11,1,292,2,11,24,1,0.0295892857143,66,220,12,0,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,results\gf_compact_bc_strengthening_round\raw\v12_m1_600s_auto_oracle\interval_21.json,results\gf_compact_bc_strengthening_round\raw\v12_m1_600s_auto_oracle\interval_21.lp,results\interval_cutoff_work\regen_candidate_V12_M1_average_interval_cutoff_214878476_217669105_1072880981\interval_cutoff.cplex.log
