run_id,instance_id,difficulty_stratum,arm,metric,threshold,first_observed_process_seconds,convention
primary__round39_small_easy_V10_M3_Q20_slot06_seed1178207568__c6_hga_light_1000,round39_small_easy_V10_M3_Q20_slot06_seed1178207568,small-easy,C6-HGA-LIGHT-1000,incumbent_gap,0.05,1.9535904,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_easy_V10_M3_Q20_slot06_seed1178207568__c6_hga_light_1000,round39_small_easy_V10_M3_Q20_slot06_seed1178207568,small-easy,C6-HGA-LIGHT-1000,incumbent_gap,0.01,1.9535904,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_easy_V10_M3_Q20_slot06_seed1178207568__c6_hga_light_1000,round39_small_easy_V10_M3_Q20_slot06_seed1178207568,small-easy,C6-HGA-LIGHT-1000,incumbent_gap,0.001,1.9535904,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_easy_V10_M3_Q20_slot06_seed1178207568__c6_hga_light_1000,round39_small_easy_V10_M3_Q20_slot06_seed1178207568,small-easy,C6-HGA-LIGHT-1000,incumbent_gap,0.0,1.9535904,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_easy_V12_M2_Q30_slot07_seed1210444511__p_grb,round39_small_easy_V12_M2_Q30_slot07_seed1210444511,small-easy,P-GRB,proof_gap,0.5,0.061868000000000006,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_easy_V12_M2_Q30_slot07_seed1210444511__p_grb,round39_small_easy_V12_M2_Q30_slot07_seed1210444511,small-easy,P-GRB,proof_gap,0.25,0.6180633,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_easy_V12_M2_Q30_slot07_seed1210444511__p_grb,round39_small_easy_V12_M2_Q30_slot07_seed1210444511,small-easy,P-GRB,proof_gap,0.1,0.9930958,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_easy_V12_M2_Q30_slot07_seed1210444511__p_grb,round39_small_easy_V12_M2_Q30_slot07_seed1210444511,small-easy,P-GRB,proof_gap,0.05,1.1097484,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_easy_V12_M2_Q30_slot07_seed1210444511__p_grb,round39_small_easy_V12_M2_Q30_slot07_seed1210444511,small-easy,P-GRB,proof_gap,0.02,1.298736,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_easy_V12_M2_Q30_slot07_seed1210444511__p_grb,round39_small_easy_V12_M2_Q30_slot07_seed1210444511,small-easy,P-GRB,proof_gap,0.01,1.3010137,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_easy_V12_M2_Q30_slot07_seed1210444511__p_grb,round39_small_easy_V12_M2_Q30_slot07_seed1210444511,small-easy,P-GRB,proof_gap,0.005,1.3014617,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_easy_V12_M2_Q30_slot07_seed1210444511__p_grb,round39_small_easy_V12_M2_Q30_slot07_seed1210444511,small-easy,P-GRB,proof_gap,0.001,1.3288864038146972,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_easy_V12_M2_Q30_slot07_seed1210444511__p_grb,round39_small_easy_V12_M2_Q30_slot07_seed1210444511,small-easy,P-GRB,proof_gap,0.0,1.3288864038146972,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_easy_V12_M2_Q30_slot07_seed1210444511__p_grb,round39_small_easy_V12_M2_Q30_slot07_seed1210444511,small-easy,P-GRB,incumbent_gap,0.5,0.5825054,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_easy_V12_M2_Q30_slot07_seed1210444511__p_grb,round39_small_easy_V12_M2_Q30_slot07_seed1210444511,small-easy,P-GRB,incumbent_gap,0.25,0.7074336999999999,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_easy_V12_M2_Q30_slot07_seed1210444511__p_grb,round39_small_easy_V12_M2_Q30_slot07_seed1210444511,small-easy,P-GRB,incumbent_gap,0.1,0.7702422999999999,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_easy_V12_M2_Q30_slot07_seed1210444511__p_grb,round39_small_easy_V12_M2_Q30_slot07_seed1210444511,small-easy,P-GRB,incumbent_gap,0.05,0.8995510999999999,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_easy_V12_M2_Q30_slot07_seed1210444511__p_grb,round39_small_easy_V12_M2_Q30_slot07_seed1210444511,small-easy,P-GRB,incumbent_gap,0.01,1.3267290999999999,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_easy_V12_M2_Q30_slot07_seed1210444511__p_grb,round39_small_easy_V12_M2_Q30_slot07_seed1210444511,small-easy,P-GRB,incumbent_gap,0.001,1.3267290999999999,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_easy_V12_M2_Q30_slot07_seed1210444511__p_grb,round39_small_easy_V12_M2_Q30_slot07_seed1210444511,small-easy,P-GRB,incumbent_gap,0.0,1.3267290999999999,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_easy_V12_M2_Q30_slot07_seed1210444511__c6_hga_light_1000,round39_small_easy_V12_M2_Q30_slot07_seed1210444511,small-easy,C6-HGA-LIGHT-1000,proof_gap,0.5,2.9143147,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_easy_V12_M2_Q30_slot07_seed1210444511__c6_hga_light_1000,round39_small_easy_V12_M2_Q30_slot07_seed1210444511,small-easy,C6-HGA-LIGHT-1000,proof_gap,0.25,4.1902662,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_easy_V12_M2_Q30_slot07_seed1210444511__c6_hga_light_1000,round39_small_easy_V12_M2_Q30_slot07_seed1210444511,small-easy,C6-HGA-LIGHT-1000,proof_gap,0.1,8.9459403,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_easy_V12_M2_Q30_slot07_seed1210444511__c6_hga_light_1000,round39_small_easy_V12_M2_Q30_slot07_seed1210444511,small-easy,C6-HGA-LIGHT-1000,proof_gap,0.05,9.0809303,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_easy_V12_M2_Q30_slot07_seed1210444511__c6_hga_light_1000,round39_small_easy_V12_M2_Q30_slot07_seed1210444511,small-easy,C6-HGA-LIGHT-1000,proof_gap,0.02,9.1040899,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_easy_V12_M2_Q30_slot07_seed1210444511__c6_hga_light_1000,round39_small_easy_V12_M2_Q30_slot07_seed1210444511,small-easy,C6-HGA-LIGHT-1000,proof_gap,0.01,9.1040899,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_easy_V12_M2_Q30_slot07_seed1210444511__c6_hga_light_1000,round39_small_easy_V12_M2_Q30_slot07_seed1210444511,small-easy,C6-HGA-LIGHT-1000,proof_gap,0.005,9.1040899,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_easy_V12_M2_Q30_slot07_seed1210444511__c6_hga_light_1000,round39_small_easy_V12_M2_Q30_slot07_seed1210444511,small-easy,C6-HGA-LIGHT-1000,proof_gap,0.001,9.1040899,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_easy_V12_M2_Q30_slot07_seed1210444511__c6_hga_light_1000,round39_small_easy_V12_M2_Q30_slot07_seed1210444511,small-easy,C6-HGA-LIGHT-1000,proof_gap,0.0,9.1040899,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_easy_V12_M2_Q30_slot07_seed1210444511__c6_hga_light_1000,round39_small_easy_V12_M2_Q30_slot07_seed1210444511,small-easy,C6-HGA-LIGHT-1000,incumbent_gap,0.5,2.3839826,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_easy_V12_M2_Q30_slot07_seed1210444511__c6_hga_light_1000,round39_small_easy_V12_M2_Q30_slot07_seed1210444511,small-easy,C6-HGA-LIGHT-1000,incumbent_gap,0.25,2.3839826,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_easy_V12_M2_Q30_slot07_seed1210444511__c6_hga_light_1000,round39_small_easy_V12_M2_Q30_slot07_seed1210444511,small-easy,C6-HGA-LIGHT-1000,incumbent_gap,0.1,2.3839826,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_easy_V12_M2_Q30_slot07_seed1210444511__c6_hga_light_1000,round39_small_easy_V12_M2_Q30_slot07_seed1210444511,small-easy,C6-HGA-LIGHT-1000,incumbent_gap,0.05,2.3839826,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_easy_V12_M2_Q30_slot07_seed1210444511__c6_hga_light_1000,round39_small_easy_V12_M2_Q30_slot07_seed1210444511,small-easy,C6-HGA-LIGHT-1000,incumbent_gap,0.01,2.3839826,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_easy_V12_M2_Q30_slot07_seed1210444511__c6_hga_light_1000,round39_small_easy_V12_M2_Q30_slot07_seed1210444511,small-easy,C6-HGA-LIGHT-1000,incumbent_gap,0.001,2.3839826,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_easy_V12_M2_Q30_slot07_seed1210444511__c6_hga_light_1000,round39_small_easy_V12_M2_Q30_slot07_seed1210444511,small-easy,C6-HGA-LIGHT-1000,incumbent_gap,0.0,2.3839826,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__p_grb,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,small-easy,P-GRB,proof_gap,0.5,0.11010610000000001,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__p_grb,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,small-easy,P-GRB,proof_gap,0.25,0.6159673,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__p_grb,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,small-easy,P-GRB,proof_gap,0.1,0.7952683,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__p_grb,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,small-easy,P-GRB,proof_gap,0.05,0.9123299,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__p_grb,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,small-easy,P-GRB,proof_gap,0.02,0.9751152000000001,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__p_grb,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,small-easy,P-GRB,proof_gap,0.01,1.0484194,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__p_grb,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,small-easy,P-GRB,proof_gap,0.005,1.0814846,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__p_grb,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,small-easy,P-GRB,proof_gap,0.001,1.724341957220459,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__p_grb,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,small-easy,P-GRB,proof_gap,0.0,1.724341957220459,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__p_grb,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,small-easy,P-GRB,incumbent_gap,0.5,0.656981,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__p_grb,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,small-easy,P-GRB,incumbent_gap,0.25,0.656981,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__p_grb,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,small-easy,P-GRB,incumbent_gap,0.1,0.656981,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__p_grb,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,small-easy,P-GRB,incumbent_gap,0.05,0.656981,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__p_grb,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,small-easy,P-GRB,incumbent_gap,0.01,1.0230854999999999,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__p_grb,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,small-easy,P-GRB,incumbent_gap,0.001,1.0230854999999999,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__p_grb,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,small-easy,P-GRB,incumbent_gap,0.0,1.0230854999999999,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__c6_hga_light_1000,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,small-easy,C6-HGA-LIGHT-1000,proof_gap,0.5,3.6884829,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__c6_hga_light_1000,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,small-easy,C6-HGA-LIGHT-1000,proof_gap,0.25,5.5418195,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__c6_hga_light_1000,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,small-easy,C6-HGA-LIGHT-1000,proof_gap,0.1,18.6058241,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__c6_hga_light_1000,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,small-easy,C6-HGA-LIGHT-1000,proof_gap,0.05,29.2955077,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__c6_hga_light_1000,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,small-easy,C6-HGA-LIGHT-1000,proof_gap,0.02,29.668137299999998,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__c6_hga_light_1000,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,small-easy,C6-HGA-LIGHT-1000,proof_gap,0.01,29.668137299999998,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__c6_hga_light_1000,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,small-easy,C6-HGA-LIGHT-1000,proof_gap,0.005,29.668137299999998,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__c6_hga_light_1000,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,small-easy,C6-HGA-LIGHT-1000,proof_gap,0.001,29.6761846,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__c6_hga_light_1000,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,small-easy,C6-HGA-LIGHT-1000,proof_gap,0.0,29.7998498,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__c6_hga_light_1000,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,small-easy,C6-HGA-LIGHT-1000,incumbent_gap,0.5,2.7374922,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__c6_hga_light_1000,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,small-easy,C6-HGA-LIGHT-1000,incumbent_gap,0.25,2.7374922,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__c6_hga_light_1000,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,small-easy,C6-HGA-LIGHT-1000,incumbent_gap,0.1,2.7374922,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__c6_hga_light_1000,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,small-easy,C6-HGA-LIGHT-1000,incumbent_gap,0.05,2.7374922,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__c6_hga_light_1000,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,small-easy,C6-HGA-LIGHT-1000,incumbent_gap,0.01,2.7374922,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__c6_hga_light_1000,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,small-easy,C6-HGA-LIGHT-1000,incumbent_gap,0.001,2.7374922,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__c6_hga_light_1000,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,small-easy,C6-HGA-LIGHT-1000,incumbent_gap,0.0,2.7374922,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V10_M1_Q20_slot01_seed561355351__p_grb,round39_small_hard_V10_M1_Q20_slot01_seed561355351,small-hard,P-GRB,proof_gap,0.5,0.0363869,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V10_M1_Q20_slot01_seed561355351__p_grb,round39_small_hard_V10_M1_Q20_slot01_seed561355351,small-hard,P-GRB,proof_gap,0.25,0.1149471,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V10_M1_Q20_slot01_seed561355351__p_grb,round39_small_hard_V10_M1_Q20_slot01_seed561355351,small-hard,P-GRB,proof_gap,0.1,0.4319223,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V10_M1_Q20_slot01_seed561355351__p_grb,round39_small_hard_V10_M1_Q20_slot01_seed561355351,small-hard,P-GRB,proof_gap,0.05,0.4875769,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V10_M1_Q20_slot01_seed561355351__p_grb,round39_small_hard_V10_M1_Q20_slot01_seed561355351,small-hard,P-GRB,proof_gap,0.02,0.5066622000000001,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V10_M1_Q20_slot01_seed561355351__p_grb,round39_small_hard_V10_M1_Q20_slot01_seed561355351,small-hard,P-GRB,proof_gap,0.01,0.5071677,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V10_M1_Q20_slot01_seed561355351__p_grb,round39_small_hard_V10_M1_Q20_slot01_seed561355351,small-hard,P-GRB,proof_gap,0.005,0.5071677,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V10_M1_Q20_slot01_seed561355351__p_grb,round39_small_hard_V10_M1_Q20_slot01_seed561355351,small-hard,P-GRB,proof_gap,0.001,0.5071784610351563,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V10_M1_Q20_slot01_seed561355351__p_grb,round39_small_hard_V10_M1_Q20_slot01_seed561355351,small-hard,P-GRB,proof_gap,0.0,0.5071784610351563,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V10_M1_Q20_slot01_seed561355351__p_grb,round39_small_hard_V10_M1_Q20_slot01_seed561355351,small-hard,P-GRB,incumbent_gap,0.5,0.0337549,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V10_M1_Q20_slot01_seed561355351__p_grb,round39_small_hard_V10_M1_Q20_slot01_seed561355351,small-hard,P-GRB,incumbent_gap,0.25,0.0656638,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V10_M1_Q20_slot01_seed561355351__p_grb,round39_small_hard_V10_M1_Q20_slot01_seed561355351,small-hard,P-GRB,incumbent_gap,0.1,0.1195002,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V10_M1_Q20_slot01_seed561355351__p_grb,round39_small_hard_V10_M1_Q20_slot01_seed561355351,small-hard,P-GRB,incumbent_gap,0.05,0.15410970000000002,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V10_M1_Q20_slot01_seed561355351__p_grb,round39_small_hard_V10_M1_Q20_slot01_seed561355351,small-hard,P-GRB,incumbent_gap,0.01,0.30314989999999997,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V10_M1_Q20_slot01_seed561355351__p_grb,round39_small_hard_V10_M1_Q20_slot01_seed561355351,small-hard,P-GRB,incumbent_gap,0.001,0.3328662,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V10_M1_Q20_slot01_seed561355351__p_grb,round39_small_hard_V10_M1_Q20_slot01_seed561355351,small-hard,P-GRB,incumbent_gap,0.0,0.3328662,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V10_M1_Q20_slot01_seed561355351__c6_hga_light_1000,round39_small_hard_V10_M1_Q20_slot01_seed561355351,small-hard,C6-HGA-LIGHT-1000,proof_gap,0.5,0.3119882,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V10_M1_Q20_slot01_seed561355351__c6_hga_light_1000,round39_small_hard_V10_M1_Q20_slot01_seed561355351,small-hard,C6-HGA-LIGHT-1000,proof_gap,0.25,0.4355866,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V10_M1_Q20_slot01_seed561355351__c6_hga_light_1000,round39_small_hard_V10_M1_Q20_slot01_seed561355351,small-hard,C6-HGA-LIGHT-1000,proof_gap,0.1,0.5039508,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V10_M1_Q20_slot01_seed561355351__c6_hga_light_1000,round39_small_hard_V10_M1_Q20_slot01_seed561355351,small-hard,C6-HGA-LIGHT-1000,proof_gap,0.05,0.6839005,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V10_M1_Q20_slot01_seed561355351__c6_hga_light_1000,round39_small_hard_V10_M1_Q20_slot01_seed561355351,small-hard,C6-HGA-LIGHT-1000,proof_gap,0.02,1.5274923,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V10_M1_Q20_slot01_seed561355351__c6_hga_light_1000,round39_small_hard_V10_M1_Q20_slot01_seed561355351,small-hard,C6-HGA-LIGHT-1000,proof_gap,0.01,1.5274923,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V10_M1_Q20_slot01_seed561355351__c6_hga_light_1000,round39_small_hard_V10_M1_Q20_slot01_seed561355351,small-hard,C6-HGA-LIGHT-1000,proof_gap,0.005,1.5274923,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V10_M1_Q20_slot01_seed561355351__c6_hga_light_1000,round39_small_hard_V10_M1_Q20_slot01_seed561355351,small-hard,C6-HGA-LIGHT-1000,proof_gap,0.001,1.5274923,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V10_M1_Q20_slot01_seed561355351__c6_hga_light_1000,round39_small_hard_V10_M1_Q20_slot01_seed561355351,small-hard,C6-HGA-LIGHT-1000,proof_gap,0.0,1.5274923,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V10_M1_Q20_slot01_seed561355351__c6_hga_light_1000,round39_small_hard_V10_M1_Q20_slot01_seed561355351,small-hard,C6-HGA-LIGHT-1000,incumbent_gap,0.5,0.1939845,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V10_M1_Q20_slot01_seed561355351__c6_hga_light_1000,round39_small_hard_V10_M1_Q20_slot01_seed561355351,small-hard,C6-HGA-LIGHT-1000,incumbent_gap,0.25,0.1939845,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V10_M1_Q20_slot01_seed561355351__c6_hga_light_1000,round39_small_hard_V10_M1_Q20_slot01_seed561355351,small-hard,C6-HGA-LIGHT-1000,incumbent_gap,0.1,0.1939845,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V10_M1_Q20_slot01_seed561355351__c6_hga_light_1000,round39_small_hard_V10_M1_Q20_slot01_seed561355351,small-hard,C6-HGA-LIGHT-1000,incumbent_gap,0.05,0.1939845,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V10_M1_Q20_slot01_seed561355351__c6_hga_light_1000,round39_small_hard_V10_M1_Q20_slot01_seed561355351,small-hard,C6-HGA-LIGHT-1000,incumbent_gap,0.01,0.1939845,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V10_M1_Q20_slot01_seed561355351__c6_hga_light_1000,round39_small_hard_V10_M1_Q20_slot01_seed561355351,small-hard,C6-HGA-LIGHT-1000,incumbent_gap,0.001,0.1939845,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V10_M1_Q20_slot01_seed561355351__c6_hga_light_1000,round39_small_hard_V10_M1_Q20_slot01_seed561355351,small-hard,C6-HGA-LIGHT-1000,incumbent_gap,0.0,0.1939845,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V10_M1_Q30_slot02_seed1721447042__p_grb,round39_small_hard_V10_M1_Q30_slot02_seed1721447042,small-hard,P-GRB,proof_gap,0.5,0.037034399999999995,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V10_M1_Q30_slot02_seed1721447042__p_grb,round39_small_hard_V10_M1_Q30_slot02_seed1721447042,small-hard,P-GRB,proof_gap,0.25,0.2665389,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V10_M1_Q30_slot02_seed1721447042__p_grb,round39_small_hard_V10_M1_Q30_slot02_seed1721447042,small-hard,P-GRB,proof_gap,0.1,0.5303173,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V10_M1_Q30_slot02_seed1721447042__p_grb,round39_small_hard_V10_M1_Q30_slot02_seed1721447042,small-hard,P-GRB,proof_gap,0.05,0.5709329,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V10_M1_Q30_slot02_seed1721447042__p_grb,round39_small_hard_V10_M1_Q30_slot02_seed1721447042,small-hard,P-GRB,proof_gap,0.02,0.5937042,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V10_M1_Q30_slot02_seed1721447042__p_grb,round39_small_hard_V10_M1_Q30_slot02_seed1721447042,small-hard,P-GRB,proof_gap,0.01,0.5989917,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V10_M1_Q30_slot02_seed1721447042__p_grb,round39_small_hard_V10_M1_Q30_slot02_seed1721447042,small-hard,P-GRB,proof_gap,0.005,0.5993534,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V10_M1_Q30_slot02_seed1721447042__p_grb,round39_small_hard_V10_M1_Q30_slot02_seed1721447042,small-hard,P-GRB,proof_gap,0.001,0.6002851,left_continuous_observed_events_no_interpolation_no_post_final_extension
