instance,run_id,arm,leaf_id,depth,status,ledger_work,ledger_runtime,log_available,log_path,model_rows,model_columns,model_nonzeros,presolve_removed_rows,presolve_removed_columns,presolved_rows,presolved_columns,presolved_nonzeros,lp_iterations,lp_seconds,lp_work,matrix_range_min,matrix_range_max,objective_range_min,objective_range_max,bounds_range_min,bounds_range_max,rhs_range_min,rhs_range_max,reported_cut_families,reported_cut_count,cut_summary,primal_dual_vector_export_available,binding_row_family_counts_available,fractional_pattern_export_available,lp_objective
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.0.1.1.0.1,5,OPTIMAL,0.559386,0.185,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.0.1.1.0.1_lp.gurobi.log,11903,3374,67328,603,102,11300,3462,65555,2426,0.18,0.56,7e-03,1e+04,7e-03,1e+00,2e-02,3e+02,2e-02,5e+04,0,0,,False,False,False,0.1394021078
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.1.0.0.1.1.0,6,OPTIMAL,0.480621,0.171,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.1.0.0.1.1.0_lp.gurobi.log,11903,3374,67328,601,102,11302,3401,65504,2435,0.17,0.48,7e-03,1e+04,7e-03,1e+00,3e-02,3e+02,3e-02,5e+04,0,0,,False,False,False,0.1391144803
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.1.0.0.1.1.1,6,OPTIMAL,0.520325,0.174,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.1.0.0.1.1.1_lp.gurobi.log,11903,3374,67328,601,102,11302,3401,65504,2510,0.17,0.52,7e-03,1e+04,7e-03,1e+00,3e-02,3e+02,3e-02,5e+04,0,0,,False,False,False,0.1390964361
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.1.0.1.0.0.0,6,OPTIMAL,0.577176,0.201,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.1.0.1.0.0.0_lp.gurobi.log,11903,3374,67328,601,102,11302,3401,65504,2817,0.2,0.58,7e-03,1e+04,7e-03,1e+00,3e-02,3e+02,3e-02,5e+04,0,0,,False,False,False,0.1391445793
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.1.0.1.0.0.1,6,OPTIMAL,0.624893,0.21,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.1.0.1.0.0.1_lp.gurobi.log,11903,3374,67328,608,102,11295,3373,65462,2720,0.21,0.62,7e-03,1e+04,7e-03,1e+00,3e-02,3e+02,3e-02,5e+04,0,0,,False,False,False,0.139191938
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.1.0.0.1.0.0,6,OPTIMAL,0.407482,0.136,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.1.0.0.1.0.0_lp.gurobi.log,11903,3374,67328,601,102,11302,3417,65518,2107,0.14,0.41,7e-03,1e+04,7e-03,1e+00,3e-02,3e+02,3e-02,5e+04,0,0,,False,False,False,0.1392493803
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.1.0.0.1.0.1,6,OPTIMAL,0.492167,0.17,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.1.0.0.1.0.1_lp.gurobi.log,11903,3374,67328,601,102,11302,3416,65517,2476,0.17,0.49,7e-03,1e+04,7e-03,1e+00,3e-02,3e+02,3e-02,5e+04,0,0,,False,False,False,0.1391824988
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.1.0.1.0.1.0,6,OPTIMAL,0.862305,0.288,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.1.0.1.0.1.0_lp.gurobi.log,11903,3374,67328,618,102,11285,3350,65420,3481,0.29,0.86,7e-03,1e+04,7e-03,1e+00,3e-02,3e+02,3e-02,5e+04,0,0,,False,False,False,0.1392385109
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.1.0.1.0.1.1,6,OPTIMAL,0.733679,0.245,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.1.0.1.0.1.1_lp.gurobi.log,11903,3374,67328,618,102,11285,3349,65419,2947,0.25,0.73,7e-03,1e+04,7e-03,1e+00,3e-02,3e+02,3e-02,5e+04,0,0,,False,False,False,0.1392842966
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.1.0.0.0.1.0,6,OPTIMAL,0.498246,0.168,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.1.0.0.0.1.0_lp.gurobi.log,11903,3374,67328,601,102,11302,3424,65525,2481,0.17,0.5,7e-03,1e+04,7e-03,1e+00,3e-02,3e+02,3e-02,5e+04,0,0,,False,False,False,0.1393798743
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.1.0.0.0.1.1,6,OPTIMAL,0.524301,0.177,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.1.0.0.0.1.1_lp.gurobi.log,11903,3374,67328,601,102,11302,3421,65522,2341,0.18,0.52,7e-03,1e+04,7e-03,1e+00,3e-02,3e+02,3e-02,5e+04,0,0,,False,False,False,0.1393151714
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.1.0.1.1.0.0,6,OPTIMAL,0.720215,0.238,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.1.0.1.1.0.0_lp.gurobi.log,11903,3374,67328,618,102,11285,3346,65416,3163,0.24,0.72,7e-03,1e+04,7e-03,1e+00,3e-02,3e+02,3e-02,5e+04,0,0,,False,False,False,0.1393292939
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.1.0.1.1.0.1,6,OPTIMAL,0.779997,0.255,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.1.0.1.1.0.1_lp.gurobi.log,11903,3374,67328,618,102,11285,3344,65414,3189,0.26,0.78,7e-03,1e+04,7e-03,1e+00,3e-02,3e+02,3e-02,5e+04,0,0,,False,False,False,0.1393735015
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.1.1.0.1.0,5,OPTIMAL,1.21474,0.388,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.1.1.0.1.0_lp.gurobi.log,11903,3374,67328,675,102,11228,3294,65250,4267,0.39,1.21,7e-03,1e+04,7e-03,1e+00,4e-02,3e+02,4e-02,5e+04,0,0,,False,False,False,0.139597647
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.1.1.0.1.1,5,OPTIMAL,1.14367,0.364,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.1.1.0.1.1_lp.gurobi.log,11903,3374,67328,675,102,11228,3294,65250,3955,0.36,1.14,7e-03,1e+04,7e-03,1e+00,4e-02,3e+02,4e-02,5e+04,0,0,,False,False,False,0.1399036543
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.1.0.1.1.1.0,6,OPTIMAL,0.562791,0.184,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.1.0.1.1.1.0_lp.gurobi.log,11903,3374,67328,619,102,11284,3344,65412,2650,0.18,0.56,7e-03,1e+04,7e-03,1e+00,4e-02,3e+02,4e-02,5e+04,0,0,,False,False,False,0.1394169181
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.1.0.1.1.1.1,6,OPTIMAL,0.747233,0.245,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.1.0.1.1.1.1_lp.gurobi.log,11903,3374,67328,630,102,11273,3335,65381,3332,0.25,0.75,7e-03,1e+04,7e-03,1e+00,4e-02,3e+02,4e-02,5e+04,0,0,,False,False,False,0.1394595424
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.1.0.0.0.0.0,6,OPTIMAL,0.421247,0.148,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.1.0.0.0.0.0_lp.gurobi.log,11903,3374,67328,601,102,11302,3457,65557,1889,0.15,0.42,7e-03,1e+04,7e-03,1e+00,2e-02,3e+02,2e-02,5e+04,0,0,,False,False,False,0.1395059566
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.1.0.0.0.0.1,6,OPTIMAL,0.567106,0.192,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.1.0.0.0.0.1_lp.gurobi.log,11903,3374,67328,601,102,11302,3440,65540,2746,0.19,0.57,7e-03,1e+04,7e-03,1e+00,3e-02,3e+02,3e-02,5e+04,0,0,,False,False,False,0.1394434912
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.1.1.0.0.0.0,6,OPTIMAL,0.678912,0.224,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.1.1.0.0.0.0_lp.gurobi.log,11903,3374,67328,630,102,11273,3335,65381,2929,0.22,0.68,7e-03,1e+04,7e-03,1e+00,4e-02,3e+02,4e-02,5e+04,0,0,,False,False,False,0.139501373
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.1.1.0.0.0.1,6,OPTIMAL,0.776709,0.257,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.1.1.0.0.0.1_lp.gurobi.log,11903,3374,67328,637,102,11266,3325,65357,3404,0.26,0.78,7e-03,1e+04,7e-03,1e+00,4e-02,3e+02,4e-02,5e+04,0,0,,False,False,False,0.1395424087
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.0.1.1.1.1.0,6,OPTIMAL,0.587129,0.194,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.0.1.1.1.1.0_lp.gurobi.log,11903,3374,67328,602,102,11301,3459,65555,2488,0.19,0.59,7e-03,1e+04,7e-03,1e+00,2e-02,3e+02,2e-02,5e+04,0,0,,False,False,False,0.1396279875
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.0.1.1.1.1.1,6,OPTIMAL,0.49608,0.173,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.0.1.1.1.1.1_lp.gurobi.log,11903,3374,67328,601,102,11302,3459,65559,2446,0.17,0.5,7e-03,1e+04,7e-03,1e+00,2e-02,3e+02,2e-02,5e+04,0,0,,False,False,False,0.1395674752
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.0.1.1.1.0.0,6,OPTIMAL,0.513309,0.168,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.0.1.1.1.0.0_lp.gurobi.log,11903,3374,67328,603,102,11300,3459,65552,2521,0.17,0.51,7e-03,1e+04,7e-03,1e+00,2e-02,3e+02,2e-02,5e+04,0,0,,False,False,False,0.1397452762
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.0.1.1.1.0.1,6,OPTIMAL,0.515034,0.179,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.0.1.1.1.0.1_lp.gurobi.log,11903,3374,67328,603,102,11300,3459,65552,2066,0.18,0.52,7e-03,1e+04,7e-03,1e+00,2e-02,3e+02,2e-02,5e+04,0,0,,False,False,False,0.1396870616
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.1.1.0.0.1.0,6,OPTIMAL,1.07747,0.35,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.1.1.0.0.1.0_lp.gurobi.log,11903,3374,67328,654,102,11249,3308,65306,3863,0.35,1.08,7e-03,1e+04,7e-03,1e+00,4e-02,3e+02,4e-02,5e+04,0,0,,False,False,False,0.1395826481
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.1.1.0.0.1.1,6,OPTIMAL,1.44335,0.445,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.1.1.0.0.1.1_lp.gurobi.log,11903,3374,67328,654,102,11249,3308,65306,5040,0.44,1.44,7e-03,1e+04,7e-03,1e+00,4e-02,3e+02,4e-02,5e+04,0,0,,False,False,False,0.1397279024
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.0.1.1.0.1.0,6,OPTIMAL,0.53997,0.188,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.0.1.1.0.1.0_lp.gurobi.log,11903,3374,67328,603,102,11300,3463,65556,2424,0.19,0.54,7e-03,1e+04,7e-03,1e+00,2e-02,3e+02,2e-02,5e+04,0,0,,False,False,False,0.1403922839
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.0.1.1.0.1.1,6,OPTIMAL,0.554597,0.189,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.0.1.1.0.1.1_lp.gurobi.log,11903,3374,67328,603,102,11300,3462,65555,2407,0.19,0.55,7e-03,1e+04,7e-03,1e+00,2e-02,3e+02,2e-02,5e+04,0,0,,False,False,False,0.139802504
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.1.0.1.0.1.0.0,7,OPTIMAL,0.694724,0.239,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.1.0.1.0.1.0.0_lp.gurobi.log,11903,3374,67328,613,102,11290,3361,65440,2852,0.24,0.69,7e-03,1e+04,7e-03,1e+00,3e-02,3e+02,3e-02,5e+04,0,0,,False,False,False,0.139426815
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.1.0.1.0.1.0.1,7,OPTIMAL,0.803687,0.262,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.1.0.1.0.1.0.1_lp.gurobi.log,11903,3374,67328,618,102,11285,3350,65420,3336,0.26,0.8,7e-03,1e+04,7e-03,1e+00,3e-02,3e+02,3e-02,5e+04,0,0,,False,False,False,0.1394493445
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.1.0.1.0.1.1.0,7,OPTIMAL,0.78937,0.262,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.1.0.1.0.1.1.0_lp.gurobi.log,11903,3374,67328,618,102,11285,3350,65420,3216,0.26,0.79,7e-03,1e+04,7e-03,1e+00,3e-02,3e+02,3e-02,5e+04,0,0,,False,False,False,0.1394727471
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.1.0.1.0.1.1.1,7,OPTIMAL,0.719666,0.241,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.1.0.1.0.1.1.1_lp.gurobi.log,11903,3374,67328,618,102,11285,3349,65419,2887,0.24,0.72,7e-03,1e+04,7e-03,1e+00,3e-02,3e+02,3e-02,5e+04,0,0,,False,False,False,0.1394955425
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.1.1.0.0.0.0.0,7,OPTIMAL,0.684676,0.231,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.1.1.0.0.0.0.0_lp.gurobi.log,11903,3374,67328,630,102,11273,3335,65381,2935,0.23,0.68,7e-03,1e+04,7e-03,1e+00,4e-02,3e+02,4e-02,5e+04,0,0,,False,False,False,0.1396918742
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.1.1.0.0.0.0.1,7,OPTIMAL,0.618019,0.203,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.1.1.0.0.0.0.1_lp.gurobi.log,11903,3374,67328,630,102,11273,3335,65381,2780,0.2,0.62,7e-03,1e+04,7e-03,1e+00,4e-02,3e+02,4e-02,5e+04,0,0,,False,False,False,0.1397126985
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.1.1.0.0.0.1.0,7,OPTIMAL,0.820042,0.264,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.1.1.0.0.0.1.0_lp.gurobi.log,11903,3374,67328,630,102,11273,3335,65381,3396,0.26,0.82,7e-03,1e+04,7e-03,1e+00,4e-02,3e+02,4e-02,5e+04,0,0,,False,False,False,0.13973385
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.1.1.0.0.0.1.1,7,OPTIMAL,0.81493,0.264,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.1.1.0.0.0.1.1_lp.gurobi.log,11903,3374,67328,637,102,11266,3325,65357,3491,0.26,0.81,7e-03,1e+04,7e-03,1e+00,4e-02,3e+02,4e-02,5e+04,0,0,,False,False,False,0.1397542775
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.1.1.0.1.0.0,6,OPTIMAL,1.55153,0.478,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.1.1.0.1.0.0_lp.gurobi.log,11903,3374,67328,665,102,11238,3301,65277,5452,0.48,1.55,7e-03,1e+04,7e-03,1e+00,4e-02,3e+02,4e-02,5e+04,0,0,,False,False,False,0.139882748
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.1.1.0.1.0.1,6,OPTIMAL,1.23095,0.398,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.1.1.0.1.0.1_lp.gurobi.log,11903,3374,67328,675,102,11228,3294,65250,4308,0.4,1.23,7e-03,1e+04,7e-03,1e+00,4e-02,3e+02,4e-02,5e+04,0,0,,False,False,False,0.1400367534
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.1.0.1.0.1.0.0.0,8,OPTIMAL,0.519261,0.173,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.1.0.1.0.1.0.0.0_lp.gurobi.log,11903,3374,67328,608,102,11295,3373,65462,2592,0.17,0.52,7e-03,1e+04,7e-03,1e+00,3e-02,3e+02,3e-02,5e+04,0,0,,False,False,False,0.1395208147
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.1.0.1.0.1.0.0.1,8,OPTIMAL,0.692461,0.237,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.1.0.1.0.1.0.0.1_lp.gurobi.log,11903,3374,67328,613,102,11290,3361,65440,2839,0.24,0.69,7e-03,1e+04,7e-03,1e+00,3e-02,3e+02,3e-02,5e+04,0,0,,False,False,False,0.1395328176
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.1.0.1.0.1.0.1.0,8,OPTIMAL,0.742746,0.248,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.1.0.1.0.1.0.1.0_lp.gurobi.log,11903,3374,67328,618,102,11285,3350,65420,2796,0.25,0.74,7e-03,1e+04,7e-03,1e+00,3e-02,3e+02,3e-02,5e+04,0,0,,False,False,False,0.139544579
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.1.0.1.0.1.0.1.1,8,OPTIMAL,0.801076,0.262,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.1.0.1.0.1.0.1.1_lp.gurobi.log,11903,3374,67328,618,102,11285,3350,65420,3302,0.26,0.8,7e-03,1e+04,7e-03,1e+00,3e-02,3e+02,3e-02,5e+04,0,0,,False,False,False,0.1395556885
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.1.1.1.0.0,5,OPTIMAL,2.64498,0.815,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.1.1.1.0.0_lp.gurobi.log,11903,3374,67328,675,102,11228,3294,65250,7894,0.82,2.64,7e-03,1e+04,7e-03,1e+00,4e-02,3e+02,4e-02,5e+04,0,0,,False,False,False,0.1402060253
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.1.1.1.0.1,5,OPTIMAL,1.24539,0.384,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.1.1.1.0.1_lp.gurobi.log,11903,3374,67328,679,102,11224,3294,65242,4025,0.38,1.25,7e-03,1e+04,7e-03,1e+00,4e-02,3e+02,4e-02,5e+04,0,0,,False,False,False,0.1405074354
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.1.0.1.0.1.1.0.0,8,OPTIMAL,0.611039,0.203,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.1.0.1.0.1.1.0.0_lp.gurobi.log,11903,3374,67328,618,102,11285,3350,65420,2725,0.2,0.61,7e-03,1e+04,7e-03,1e+00,3e-02,3e+02,3e-02,5e+04,0,0,,False,False,False,0.1395672148
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.1.0.1.0.1.1.0.1,8,OPTIMAL,0.520567,0.172,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.1.0.1.0.1.1.0.1_lp.gurobi.log,11903,3374,67328,618,102,11285,3350,65420,2372,0.17,0.52,7e-03,1e+04,7e-03,1e+00,3e-02,3e+02,3e-02,5e+04,0,0,,False,False,False,0.1395793608
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.1.0.1.0.1.1.1.0,8,OPTIMAL,0.701999,0.23,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.1.0.1.0.1.1.1.0_lp.gurobi.log,11903,3374,67328,618,102,11285,3350,65420,2866,0.23,0.7,7e-03,1e+04,7e-03,1e+00,3e-02,3e+02,3e-02,5e+04,0,0,,False,False,False,0.1395901198
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.1.0.1.0.1.1.1.1,8,OPTIMAL,0.719436,0.248,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.1.0.1.0.1.1.1.1_lp.gurobi.log,11903,3374,67328,618,102,11285,3349,65419,2877,0.25,0.72,7e-03,1e+04,7e-03,1e+00,3e-02,3e+02,3e-02,5e+04,0,0,,False,False,False,0.1396017829
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.1.0.1.1.0.0.0,7,OPTIMAL,0.508665,0.175,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.1.0.1.1.0.0.0_lp.gurobi.log,11903,3374,67328,618,102,11285,3348,65418,2424,0.17,0.51,7e-03,1e+04,7e-03,1e+00,3e-02,3e+02,3e-02,5e+04,0,0,,False,False,False,0.1395181549
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.1.0.1.1.0.0.1,7,OPTIMAL,0.681653,0.232,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.1.0.1.1.0.0.1_lp.gurobi.log,11903,3374,67328,618,102,11285,3346,65416,3036,0.23,0.68,7e-03,1e+04,7e-03,1e+00,3e-02,3e+02,3e-02,5e+04,0,0,,False,False,False,0.1395405551
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.1.0.1.1.0.1.0,7,OPTIMAL,0.655166,0.223,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.1.0.1.1.0.1.0_lp.gurobi.log,11903,3374,67328,618,102,11285,3344,65414,2868,0.22,0.66,7e-03,1e+04,7e-03,1e+00,3e-02,3e+02,3e-02,5e+04,0,0,,False,False,False,0.1395623656
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.1.0.1.1.0.1.1,7,OPTIMAL,0.763304,0.247,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.1.0.1.1.0.1.1_lp.gurobi.log,11903,3374,67328,618,102,11285,3344,65414,3239,0.25,0.76,7e-03,1e+04,7e-03,1e+00,3e-02,3e+02,3e-02,5e+04,0,0,,False,False,False,0.1395847874
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L1.0.0.0,3,OPTIMAL,1.00579,0.317,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L1.0.0.0_lp.gurobi.log,11903,3374,67328,704,102,11199,3283,65181,3652,0.32,1.01,7e-03,1e+04,7e-03,1e+00,5e-02,3e+02,5e-02,5e+04,0,0,,False,False,False,0.1409564903
