instance,run_id,arm,leaf_id,depth,status,ledger_work,ledger_runtime,log_available,log_path,model_rows,model_columns,model_nonzeros,presolve_removed_rows,presolve_removed_columns,presolved_rows,presolved_columns,presolved_nonzeros,lp_iterations,lp_seconds,lp_work,matrix_range_min,matrix_range_max,objective_range_min,objective_range_max,bounds_range_min,bounds_range_max,rhs_range_min,rhs_range_max,reported_cut_families,reported_cut_count,cut_summary,primal_dual_vector_export_available,binding_row_family_counts_available,fractional_pattern_export_available,lp_objective
V12_M1,stage1__V12_M1__c5_candidate__300s,C5-CANDIDATE,L2.0.0.0.1.1.0.0,7,OPTIMAL,0.186414,0.0540001,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M1__c5_candidate__300s/external/native_logs/L2.0.0.0.1.1.0.0_lp.gurobi.log,6225,648,59365,245,38,5980,611,58644,675,0.05,0.19,2e-03,1e+05,2e-03,1e+00,1e-01,8e+01,3e-02,1e+06,0,0,,False,False,False,0.3041746403
V12_M1,stage1__V12_M1__c5_candidate__300s,C5-CANDIDATE,L2.0.0.0.1.1.0.1,7,OPTIMAL,0.195518,0.0539999,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M1__c5_candidate__300s/external/native_logs/L2.0.0.0.1.1.0.1_lp.gurobi.log,6225,648,59365,245,38,5980,611,58644,668,0.05,0.2,2e-03,1e+05,2e-03,1e+00,1e-01,8e+01,3e-02,1e+06,0,0,,False,False,False,0.3043108229
V12_M1,stage1__V12_M1__c5_candidate__300s,C5-CANDIDATE,L2.0.0.0.1.1.1.0,7,OPTIMAL,0.180377,0.0540001,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M1__c5_candidate__300s/external/native_logs/L2.0.0.0.1.1.1.0_lp.gurobi.log,6225,648,59365,245,38,5980,611,58644,686,0.05,0.18,2e-03,1e+05,2e-03,1e+00,1e-01,8e+01,3e-02,1e+06,0,0,,False,False,False,0.3044485606
V12_M1,stage1__V12_M1__c5_candidate__300s,C5-CANDIDATE,L2.0.0.0.1.1.1.1,7,OPTIMAL,0.190384,0.053,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M1__c5_candidate__300s/external/native_logs/L2.0.0.0.1.1.1.1_lp.gurobi.log,6225,648,59365,245,38,5980,611,58644,683,0.05,0.19,2e-03,1e+05,2e-03,1e+00,1e-01,8e+01,3e-02,1e+06,0,0,,False,False,False,0.3045871466
V12_M1,stage1__V12_M1__c5_candidate__300s,C5-CANDIDATE,L2.1.0,2,OPTIMAL,0.166903,0.0509999,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M1__c5_candidate__300s/external/native_logs/L2.1.0_lp.gurobi.log,6225,648,59365,259,38,5966,611,58476,612,0.05,0.17,2e-03,1e+05,2e-03,1e+00,1e-01,8e+01,3e-02,1e+06,0,0,,False,False,False,0.3230498138
V12_M1,stage1__V12_M1__c5_candidate__300s,C5-CANDIDATE,L2.1.1,2,OPTIMAL,0.174252,0.05,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M1__c5_candidate__300s/external/native_logs/L2.1.1_lp.gurobi.log,6225,648,59365,272,38,5953,611,58320,621,0.05,0.17,2e-03,1e+05,2e-03,1e+00,1e-01,8e+01,3e-02,1e+06,0,0,,False,False,False,0.338072065
V12_M1,stage1__V12_M1__c5_candidate__300s,C5-CANDIDATE,L2.0.0.0.1.0.0.0,7,OPTIMAL,0.201688,0.0580001,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M1__c5_candidate__300s/external/native_logs/L2.0.0.0.1.0.0.0_lp.gurobi.log,6225,648,59365,245,38,5980,611,58644,703,0.06,0.2,2e-03,1e+05,2e-03,1e+00,1e-01,8e+01,3e-02,1e+06,0,0,,False,False,False,0.3036392714
V12_M1,stage1__V12_M1__c5_candidate__300s,C5-CANDIDATE,L2.0.0.0.1.0.0.1,7,OPTIMAL,0.191496,0.056,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M1__c5_candidate__300s/external/native_logs/L2.0.0.0.1.0.0.1_lp.gurobi.log,6225,648,59365,245,38,5980,611,58644,690,0.06,0.19,2e-03,1e+05,2e-03,1e+00,1e-01,8e+01,3e-02,1e+06,0,0,,False,False,False,0.3037724935
V12_M1,stage1__V12_M1__c5_candidate__300s,C5-CANDIDATE,L2.0.0.0.1.0.1.0,7,OPTIMAL,0.190388,0.0549998,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M1__c5_candidate__300s/external/native_logs/L2.0.0.0.1.0.1.0_lp.gurobi.log,6225,648,59365,245,38,5980,611,58644,642,0.05,0.19,2e-03,1e+05,2e-03,1e+00,1e-01,8e+01,3e-02,1e+06,0,0,,False,False,False,0.3039065678
V12_M1,stage1__V12_M1__c5_candidate__300s,C5-CANDIDATE,L2.0.0.0.1.0.1.1,7,OPTIMAL,0.174882,0.052,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M1__c5_candidate__300s/external/native_logs/L2.0.0.0.1.0.1.1_lp.gurobi.log,6225,648,59365,245,38,5980,611,58644,675,0.05,0.17,2e-03,1e+05,2e-03,1e+00,1e-01,8e+01,3e-02,1e+06,0,0,,False,False,False,0.3040401102
V12_M1,stage1__V12_M1__c5_candidate__300s,C5-CANDIDATE,L3.0.0,2,OPTIMAL,0.183321,0.053,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M1__c5_candidate__300s/external/native_logs/L3.0.0_lp.gurobi.log,6225,648,59365,281,38,5944,611,58212,764,0.05,0.18,2e-03,1e+05,2e-03,1e+00,1e-01,8e+01,3e-02,1e+06,0,0,,False,False,False,0.3540353772
V12_M1,stage1__V12_M1__c5_candidate__300s,C5-CANDIDATE,L3.0.1,2,INFEASIBLE,0.165319,0.0450001,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M1__c5_candidate__300s/external/native_logs/L3.0.1_lp.gurobi.log,6225,648,59365,300,38,5925,611,57984,611,0.05,0.17,2e-03,1e+05,2e-03,1e+00,1e-01,8e+01,3e-02,1e+06,0,0,,False,False,False,
V12_M1,stage1__V12_M1__c5_candidate__300s,C5-CANDIDATE,L3.0.0.0,3,OPTIMAL,0.169084,0.0480001,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M1__c5_candidate__300s/external/native_logs/L3.0.0.0_lp.gurobi.log,6225,648,59365,274,38,5951,611,58296,688,0.05,0.17,2e-03,1e+05,2e-03,1e+00,1e-01,8e+01,3e-02,1e+06,0,0,,False,False,False,0.3540353772
V12_M1,stage1__V12_M1__c5_candidate__300s,C5-CANDIDATE,L3.0.0.1,3,INFEASIBLE,0.179352,0.05,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M1__c5_candidate__300s/external/native_logs/L3.0.0.1_lp.gurobi.log,6225,648,59365,288,38,5937,611,58128,856,0.05,0.18,2e-03,1e+05,2e-03,1e+00,1e-01,8e+01,3e-02,1e+06,0,0,,False,False,False,
V12_M1,stage1__V12_M1__c5_candidate__300s,C5-CANDIDATE,L3.0.0.0.0,4,OPTIMAL,0.16811,0.05,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M1__c5_candidate__300s/external/native_logs/L3.0.0.0.0_lp.gurobi.log,6225,648,59365,273,38,5952,611,58308,617,0.05,0.17,2e-03,1e+05,2e-03,1e+00,1e-01,8e+01,3e-02,1e+06,0,0,,False,False,False,0.3540353772
V12_M1,stage1__V12_M1__c5_candidate__300s,C5-CANDIDATE,L3.0.0.0.1,4,INFEASIBLE,0.17961,0.05,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M1__c5_candidate__300s/external/native_logs/L3.0.0.0.1_lp.gurobi.log,6225,648,59365,276,38,5949,611,58272,694,0.05,0.18,2e-03,1e+05,2e-03,1e+00,1e-01,8e+01,3e-02,1e+06,0,0,,False,False,False,
V12_M1,stage1__V12_M1__c5_candidate__300s,C5-CANDIDATE,L3.0.0.0.0.0,5,OPTIMAL,0.173428,0.0500002,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M1__c5_candidate__300s/external/native_logs/L3.0.0.0.0.0_lp.gurobi.log,6225,648,59365,273,38,5952,611,58308,633,0.05,0.17,2e-03,1e+05,2e-03,1e+00,1e-01,8e+01,3e-02,1e+06,0,0,,False,False,False,0.3540353772
V12_M1,stage1__V12_M1__c5_candidate__300s,C5-CANDIDATE,L3.0.0.0.0.1,5,OPTIMAL,0.182924,0.0510001,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M1__c5_candidate__300s/external/native_logs/L3.0.0.0.0.1_lp.gurobi.log,6225,648,59365,273,38,5952,611,58308,658,0.05,0.18,2e-03,1e+05,2e-03,1e+00,1e-01,8e+01,3e-02,1e+06,0,0,,False,False,False,0.3560287574
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L0,0,INFEASIBLE,0.33479,0.098,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L0_lp.gurobi.log,11351,1034,113440,581,61,956,11680,112111,1038,0.1,0.33,5e-05,1e+05,5e-05,1e+00,2e-01,3e+02,2e-01,1e+06,0,0,,False,False,False,
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L1,0,INFEASIBLE,0.357142,0.108,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L1_lp.gurobi.log,11351,1034,113600,417,50,984,11910,112659,1234,0.11,0.36,5e-05,1e+05,5e-05,1e+00,2e-01,3e+02,2e-01,1e+06,0,0,,False,False,False,
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2,0,OPTIMAL,0.239941,0.0800002,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2_lp.gurobi.log,11351,1034,113600,455,49,984,11886,112198,791,0.08,0.24,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,0,0,,False,False,False,0.5895633367
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0,1,OPTIMAL,0.272114,0.0870001,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0_lp.gurobi.log,11351,1034,113600,441,50,984,11895,112371,816,0.09,0.27,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,0,0,,False,False,False,0.5952165163
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.1,1,OPTIMAL,0.228302,0.0779998,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.1_lp.gurobi.log,11351,1034,113600,455,49,984,11884,112194,737,0.08,0.23,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,0,0,,False,False,False,0.6572034512
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L3,0,INFEASIBLE,0.249811,0.0739999,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L3_lp.gurobi.log,11351,1034,113600,454,45,984,11814,112101,800,0.07,0.25,5e-05,1e+05,5e-05,1e+00,5e-01,3e+02,2e-01,1e+06,0,0,,False,False,False,
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.0,2,INFEASIBLE,0.820057,0.227,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.0_lp.gurobi.log,11351,1034,113600,425,50,984,11900,112468,2881,0.23,0.82,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,0,0,,False,False,False,
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1,2,OPTIMAL,0.252988,0.0830002,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1_lp.gurobi.log,11351,1034,113600,441,50,984,11894,112369,771,0.08,0.25,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,0,0,,False,False,False,0.6259834654
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.0,3,OPTIMAL,0.24599,0.0810001,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.0_lp.gurobi.log,11351,1034,113600,439,50,984,11889,112387,725,0.08,0.25,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,0,0,,False,False,False,0.6338228106
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.1,3,OPTIMAL,0.280453,0.0899999,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.1_lp.gurobi.log,11351,1034,113600,441,50,984,11893,112367,874,0.09,0.28,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,0,0,,False,False,False,0.6419170374
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.0.0,4,OPTIMAL,0.256605,0.0839999,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.0.0_lp.gurobi.log,11351,1034,113600,427,50,984,11901,112444,789,0.08,0.26,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,0,0,,False,False,False,0.6406625885
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.0.1,4,OPTIMAL,0.259955,0.0870001,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.0.1_lp.gurobi.log,11351,1034,113600,439,50,984,11889,112387,796,0.09,0.26,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,0,0,,False,False,False,0.6412522121
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.0.0.0,5,INFEASIBLE,0.637076,0.179,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.0.0.0_lp.gurobi.log,11351,1034,113600,426,50,984,11897,112451,2230,0.18,0.64,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,0,0,,False,False,False,
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.0.0.1,5,OPTIMAL,0.259871,0.085,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.0.0.1_lp.gurobi.log,11351,1034,113600,427,50,984,11901,112444,832,0.09,0.26,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,0,0,,False,False,False,0.6443711909
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.0.1.0,5,OPTIMAL,0.247665,0.0810001,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.0.1.0_lp.gurobi.log,11351,1034,113600,429,50,984,11899,112418,746,0.08,0.25,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,0,0,,False,False,False,0.6446278507
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.0.1.1,5,OPTIMAL,0.254341,0.0829999,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.0.1.1_lp.gurobi.log,11351,1034,113600,439,50,984,11889,112387,806,0.08,0.25,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,0,0,,False,False,False,0.6449638068
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.1.0,4,OPTIMAL,0.244676,0.0810001,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.1.0_lp.gurobi.log,11351,1034,113600,441,50,984,11887,112361,736,0.08,0.24,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,0,0,,False,False,False,0.6435425268
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.1.1,4,OPTIMAL,0.251313,0.0839999,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.1.1_lp.gurobi.log,11351,1034,113600,441,50,984,11893,112367,775,0.08,0.25,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,0,0,,False,False,False,0.6500454201
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.1.0.0,5,OPTIMAL,0.266436,0.086,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.1.0.0_lp.gurobi.log,11351,1034,113600,440,50,984,11888,112374,889,0.09,0.27,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,0,0,,False,False,False,0.6458528813
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.1.0.1,5,OPTIMAL,0.247745,0.0800002,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.1.0.1_lp.gurobi.log,11351,1034,113600,441,50,984,11887,112361,805,0.08,0.25,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,0,0,,False,False,False,0.6472898905
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.0.0.1.0,6,OPTIMAL,0.236672,0.0809999,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.0.0.1.0_lp.gurobi.log,11351,1034,113600,427,50,984,11898,112441,795,0.08,0.24,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,0,0,,False,False,False,0.6461446541
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.0.0.1.1,6,OPTIMAL,0.254506,0.086,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.0.0.1.1_lp.gurobi.log,11351,1034,113600,427,50,984,11901,112444,862,0.09,0.25,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,0,0,,False,False,False,0.6462258489
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.0.1.0.0,6,OPTIMAL,0.247989,0.0810001,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.0.1.0.0_lp.gurobi.log,11351,1034,113600,428,50,984,11900,112431,823,0.08,0.25,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,0,0,,False,False,False,0.6463531329
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.0.1.0.1,6,OPTIMAL,0.239481,0.079,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.0.1.0.1_lp.gurobi.log,11351,1034,113600,429,50,984,11899,112418,761,0.08,0.24,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,0,0,,False,False,False,0.6464917179
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.0.1.1.0,6,OPTIMAL,0.267583,0.0869999,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.0.1.1.0_lp.gurobi.log,11351,1034,113600,431,50,984,11897,112403,852,0.09,0.27,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,0,0,,False,False,False,0.6466496597
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.0.1.1.1,6,OPTIMAL,0.264923,0.092,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.0.1.1.1_lp.gurobi.log,11351,1034,113600,439,50,984,11889,112387,843,0.09,0.26,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,0,0,,False,False,False,0.6468187665
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.1.0.0.0,6,OPTIMAL,0.235794,0.0770001,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.1.0.0.0_lp.gurobi.log,11351,1034,113600,440,50,984,11888,112374,759,0.08,0.24,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,0,0,,False,False,False,0.6471174108
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.1.0.0.1,6,OPTIMAL,0.254699,0.0829999,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.1.0.0.1_lp.gurobi.log,11351,1034,113600,440,50,984,11888,112374,781,0.08,0.25,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,0,0,,False,False,False,0.6477249199
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.0.0.1.0.0,7,INFEASIBLE,0.714017,0.189,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.0.0.1.0.0_lp.gurobi.log,11351,1034,113600,426,50,984,11898,112452,2309,0.19,0.71,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,0,0,,False,False,False,
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.0.0.1.0.1,7,OPTIMAL,0.230721,0.076,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.0.0.1.0.1_lp.gurobi.log,11351,1034,113600,427,50,984,11897,112439,737,0.08,0.23,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,0,0,,False,False,False,0.6470685887
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.0.0.1.1.0,7,OPTIMAL,0.261439,0.082,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.0.0.1.1.0_lp.gurobi.log,11351,1034,113600,427,50,984,11901,112444,815,0.08,0.26,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,0,0,,False,False,False,0.6470964229
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.0.0.1.1.1,7,OPTIMAL,0.259317,0.0849998,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.0.0.1.1.1_lp.gurobi.log,11351,1034,113600,427,50,984,11901,112444,807,0.08,0.26,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,0,0,,False,False,False,0.6471532693
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.0.1.0.0.0,7,OPTIMAL,0.256602,0.0840001,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.0.1.0.0.0_lp.gurobi.log,11351,1034,113600,427,50,984,11901,112444,785,0.08,0.26,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,0,0,,False,False,False,0.6472167582
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.0.1.0.0.1,7,OPTIMAL,0.250204,0.0799999,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.0.1.0.0.1_lp.gurobi.log,11351,1034,113600,428,50,984,11900,112431,837,0.08,0.25,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,0,0,,False,False,False,0.6472829317
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.0.1.0.1.0,7,OPTIMAL,0.238462,0.0780001,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.0.1.0.1.0_lp.gurobi.log,11351,1034,113600,428,50,984,11900,112431,775,0.08,0.24,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,0,0,,False,False,False,0.6473517817
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.0.1.0.1.1,7,OPTIMAL,0.260766,0.082,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.0.1.0.1.1_lp.gurobi.log,11351,1034,113600,429,50,984,11899,112418,862,0.08,0.26,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,0,0,,False,False,False,0.6474236586
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.0.1.1.0.0,7,OPTIMAL,0.270162,0.0829999,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.0.1.1.0.0_lp.gurobi.log,11351,1034,113600,429,50,984,11899,112418,817,0.08,0.27,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,0,0,,False,False,False,0.6475000701
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.0.1.1.0.1,7,OPTIMAL,0.234086,0.076,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.0.1.1.0.1_lp.gurobi.log,11351,1034,113600,431,50,984,11897,112403,787,0.08,0.23,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,0,0,,False,False,False,0.6475794246
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.0.1.1.1.0,7,OPTIMAL,0.257348,0.085,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.0.1.1.1.0_lp.gurobi.log,11351,1034,113600,439,50,984,11889,112387,787,0.09,0.26,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,0,0,,False,False,False,0.6476614134
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.0.1.1.1.1,7,OPTIMAL,0.245853,0.079,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.0.1.1.1.1_lp.gurobi.log,11351,1034,113600,439,50,984,11889,112387,740,0.08,0.25,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,0,0,,False,False,False,0.6477460287
