instance,run_id,arm,leaf_id,solve_kind,log_available,log_path,model_rows,model_columns,model_nonzeros,continuous_variables,integer_variables,binary_variables,presolve_removed_rows,presolve_removed_columns,presolved_rows,presolved_columns,presolved_nonzeros,root_relaxation_objective,root_iterations,root_seconds,root_work,explored_nodes,total_simplex_iterations,native_seconds,native_work,matrix_range_min,matrix_range_max,objective_range_min,objective_range_max,bounds_range_min,bounds_range_max,rhs_range_min,rhs_range_max,reported_cut_families,reported_cut_count,cut_summary,depth,native_status,ledger_work,ledger_runtime,ledger_nodes
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.0.1.0.1.0.0,MIP,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.0.1.0.1.0.0_terminal_mip.gurobi.log,11351,1034,113600,516,518,434,1183,33,10168,1001,136116,0.651989,1242,0.15,0.41,1,1604,0.91,1.6,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,15,294,BQP=21;Clique=6;Cover=12;Flow cover=22;GUB cover=1;Gomory=6;Implied bound=83;Learned=2;MIR=92;Network=8;PSD=1;RLT=15;Relax-and-lift=16;StrongCG=2;Zero half=7,8,INFEASIBLE,1.60011,0.906,1.0
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.0.1.0.1.0.1,MIP,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.0.1.0.1.0.1_terminal_mip.gurobi.log,11351,1034,113600,516,518,434,1183,33,10168,1001,134232,0.6520077,1292,0.15,0.44,1,1633,0.88,1.59,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,13,284,BQP=16;Clique=4;Cover=13;Flow cover=26;Gomory=5;Implied bound=82;Learned=2;MIR=92;Network=8;RLT=14;Relax-and-lift=15;StrongCG=4;Zero half=3,8,INFEASIBLE,1.58783,0.878,1.0
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.1.0.0.1.0,MIP,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.1.0.0.1.0_terminal_mip.gurobi.log,11351,1034,113600,516,518,434,1185,33,10166,1001,134213,0.6522514,1364,0.15,0.44,7,11898,8.92,14.74,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,11,259,BQP=1;Clique=9;Cover=17;Flow cover=39;Implied bound=59;Learned=9;MIR=61;Network=10;RLT=7;Relax-and-lift=43;StrongCG=4,7,INFEASIBLE,14.7404,8.921,7.0
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.1.0.0.1.1,MIP,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.1.0.0.1.1_terminal_mip.gurobi.log,11351,1034,113600,516,518,434,1185,33,10166,1001,134213,0.652408,1909,0.21,0.63,3,7546,6.02,10.89,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,13,232,BQP=7;Clique=6;Cover=14;Flow cover=22;Gomory=1;Implied bound=50;Learned=8;MIR=54;Mod-K=1;Network=6;RLT=12;Relax-and-lift=48;StrongCG=3,7,INFEASIBLE,10.8884,6.022,3.0
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.0.1.0.1.1.0,MIP,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.0.1.0.1.1.0_terminal_mip.gurobi.log,11351,1034,113600,516,518,434,1183,33,10168,1001,134232,0.6520292,1357,0.16,0.48,1,1778,0.98,1.68,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,15,274,BQP=17;Clique=6;Cover=14;Flow cover=24;GUB cover=1;Gomory=9;Implied bound=79;Learned=1;MIR=80;Network=10;PSD=1;RLT=12;Relax-and-lift=14;StrongCG=5;Zero half=1,8,INFEASIBLE,1.68058,0.981,1.0
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.0.1.0.1.1.1,MIP,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.0.1.0.1.1.1_terminal_mip.gurobi.log,11351,1034,113600,516,518,434,1183,33,10168,1001,134230,0.6520992,1387,0.15,0.45,1,1676,0.87,1.57,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,15,272,BQP=15;Clique=8;Cover=12;Flow cover=23;GUB cover=2;Gomory=6;Implied bound=74;Learned=1;MIR=83;Network=3;PSD=1;RLT=18;Relax-and-lift=18;StrongCG=3;Zero half=5,8,INFEASIBLE,1.57257,0.866,1.0
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.0.1.1.0.0.0,MIP,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.0.1.1.0.0.0_terminal_mip.gurobi.log,11351,1034,113600,516,518,434,1183,33,10168,1001,134230,0.6521176,1346,0.14,0.43,1,1791,0.87,1.58,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,15,278,BQP=18;Clique=7;Cover=12;Flow cover=18;GUB cover=2;Gomory=1;Implied bound=74;Learned=2;MIR=95;Network=5;PSD=1;RLT=17;Relax-and-lift=18;StrongCG=2;Zero half=6,8,INFEASIBLE,1.5752,0.868,1.0
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.0.1.1.0.0.1,MIP,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.0.1.1.0.0.1_terminal_mip.gurobi.log,11351,1034,113600,516,518,434,1183,33,10168,1001,134230,0.6520955,1352,0.16,0.47,1,1777,0.9,1.63,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,15,301,BQP=20;Clique=6;Cover=13;Flow cover=28;GUB cover=2;Gomory=12;Implied bound=78;Learned=2;MIR=94;Network=7;PSD=1;RLT=15;Relax-and-lift=15;StrongCG=3;Zero half=5,8,INFEASIBLE,1.63397,0.897,1.0
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.0.1.1.0.1.0,MIP,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.0.1.1.0.1.0_terminal_mip.gurobi.log,11351,1034,113600,516,518,434,1183,33,10168,1001,134254,0.6521259,1577,0.17,0.51,1,1981,0.9,1.65,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,14,294,BQP=15;Clique=7;Cover=15;Flow cover=39;GUB cover=1;Gomory=12;Implied bound=64;Learned=2;MIR=73;Network=10;RLT=15;Relax-and-lift=27;StrongCG=4;Zero half=10,8,INFEASIBLE,1.64732,0.898,1.0
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.0.1.1.0.1.1,MIP,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.0.1.1.0.1.1_terminal_mip.gurobi.log,11351,1034,113600,516,518,434,1183,33,10168,1001,134255,0.6521519,1021,0.13,0.37,1,1722,0.85,1.59,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,14,275,BQP=16;Clique=6;Cover=11;Flow cover=22;GUB cover=2;Gomory=12;Implied bound=64;Learned=1;MIR=74;Network=10;RLT=15;Relax-and-lift=27;StrongCG=8;Zero half=7,8,INFEASIBLE,1.58964,0.849,1.0
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.0.1.1.1.0.0,MIP,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.0.1.1.1.0.0_terminal_mip.gurobi.log,11351,1034,113600,516,518,434,1183,33,10168,1001,135780,0.6521709,1684,0.19,0.58,1,4083,1.49,2.81,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,13,305,BQP=14;Clique=3;Cover=18;Flow cover=23;Gomory=15;Implied bound=79;Learned=2;MIR=103;Network=5;RLT=18;Relax-and-lift=16;StrongCG=5;Zero half=4,8,INFEASIBLE,2.80581,1.488,1.0
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.0.1.1.1.0.1,MIP,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.0.1.1.1.0.1_terminal_mip.gurobi.log,11351,1034,113600,516,518,434,1183,33,10168,1001,136014,0.6522,1528,0.17,0.49,1,5583,2.0,3.57,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,14,386,BQP=11;Clique=4;Cover=28;Flow cover=42;GUB cover=1;Gomory=1;Implied bound=83;Learned=4;MIR=154;Network=2;RLT=21;Relax-and-lift=27;StrongCG=4;Zero half=4,8,INFEASIBLE,3.56803,1.998,1.0
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.0.1.1.1.1.0,MIP,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.0.1.1.1.1.0_terminal_mip.gurobi.log,11351,1034,113600,516,518,434,1185,33,10166,1001,135983,0.6522282,1624,0.17,0.52,1,2798,1.82,2.85,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,13,341,BQP=10;Clique=4;Cover=21;Flow cover=39;Gomory=1;Implied bound=84;Learned=5;MIR=121;Network=3;RLT=16;Relax-and-lift=26;StrongCG=9;Zero half=2,8,INFEASIBLE,2.84653,1.824,1.0
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.0.1.1.1.1.1,MIP,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.0.1.1.1.1.1_terminal_mip.gurobi.log,11351,1034,113600,516,518,434,1185,33,10166,1001,135983,0.6522609,1350,0.16,0.48,1,3057,1.74,2.89,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,13,340,BQP=11;Clique=3;Cover=23;Flow cover=42;Gomory=1;Implied bound=86;Learned=4;MIR=117;Network=3;RLT=21;Relax-and-lift=22;StrongCG=6;Zero half=1,8,INFEASIBLE,2.89381,1.743,1.0
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.1.0.0.0.0.0,MIP,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.1.0.0.0.0.0_terminal_mip.gurobi.log,11351,1034,113600,516,518,434,1185,33,10166,1001,135983,0.6523008,1727,0.19,0.57,1,5690,2.4,4.2,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,12,361,BQP=8;Clique=4;Cover=24;Flow cover=27;Implied bound=89;Learned=5;MIR=151;Network=4;RLT=18;Relax-and-lift=24;StrongCG=6;Zero half=1,8,INFEASIBLE,4.20392,2.402,1.0
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.1.0.0.0.0.1,MIP,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.1.0.0.0.0.1_terminal_mip.gurobi.log,11351,1034,113600,516,518,434,1185,33,10166,1001,136490,0.6523464,1591,0.18,0.55,1,3697,2.25,3.66,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,14,229,BQP=6;Clique=3;Cover=19;Flow cover=21;GUB cover=4;Gomory=2;Implied bound=66;Learned=4;MIR=58;Network=4;PSD=1;RLT=13;Relax-and-lift=24;StrongCG=4,8,INFEASIBLE,3.66458,2.253,1.0
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.1.0.0.0.1.0,MIP,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.1.0.0.0.1.0_terminal_mip.gurobi.log,11351,1034,113600,516,518,434,1185,33,10166,1001,136490,0.6524187,1810,0.22,0.66,1,8262,3.56,6.11,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,14,299,BQP=6;Clique=4;Cover=18;Flow cover=30;GUB cover=3;Implied bound=77;Learned=5;MIR=97;Network=5;PSD=1;RLT=16;Relax-and-lift=31;StrongCG=4;Zero half=2,8,INFEASIBLE,6.10588,3.561,1.0
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.1.0.0.0.1.1,MIP,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.1.0.0.0.1.1_terminal_mip.gurobi.log,11351,1034,113600,516,518,434,1185,33,10166,1001,134213,0.6524857,1232,0.15,0.42,1,7991,6.01,8.67,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,13,324,BQP=10;Clique=9;Cover=21;Flow cover=44;Implied bound=76;Learned=6;MIR=62;Mod-K=1;Network=11;PSD=1;RLT=12;Relax-and-lift=67;StrongCG=4,8,INFEASIBLE,8.67095,6.008,1.0
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.1.0.1.0.0,MIP,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.1.0.1.0.0_terminal_mip.gurobi.log,11351,1034,113600,516,518,434,1185,33,10166,1001,134213,0.6527246,1248,0.15,0.44,5,7683,7.54,12.64,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,13,253,BQP=9;Clique=7;Cover=19;Flow cover=39;GUB cover=1;Implied bound=59;Learned=7;MIR=57;Network=6;RLT=15;Relax-and-lift=30;StrongCG=3;Zero half=1,7,INFEASIBLE,12.6421,7.536,5.0
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.1.0.1.0.1,MIP,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.1.0.1.0.1_terminal_mip.gurobi.log,11351,1034,113600,516,518,434,1185,33,10166,1001,136490,0.6530946,1404,0.17,0.5,3,9757,8.72,14.47,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,13,278,BQP=7;Clique=6;Cover=16;Flow cover=41;GUB cover=1;Implied bound=56;Learned=6;MIR=51;Network=5;RLT=13;Relax-and-lift=72;StrongCG=3;Zero half=1,7,INFEASIBLE,14.4749,8.722,3.0
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.1.1.0,MIP,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.1.1.0_terminal_mip.gurobi.log,11351,1034,113600,516,518,434,1193,33,10158,1001,136073,0.653169,1681,0.18,0.53,31,12347,8.15,13.68,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,12,234,BQP=7;Clique=5;Cover=13;Flow cover=28;GUB cover=3;Implied bound=48;Learned=6;MIR=84;Network=7;RLT=14;Relax-and-lift=16;StrongCG=3,5,INFEASIBLE,13.6789,8.147,31.0
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.1.0.1.1.0,MIP,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.1.0.1.1.0_terminal_mip.gurobi.log,11351,1034,113600,516,518,434,1185,33,10166,1001,136490,0.6534827,1391,0.16,0.46,15,10729,8.14,13.78,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,13,277,BQP=8;Clique=6;Cover=23;Flow cover=21;GUB cover=4;Implied bound=70;Learned=6;MIR=58;Network=6;RLT=8;Relax-and-lift=62;StrongCG=4;Zero half=1,7,INFEASIBLE,13.7764,8.145,15.0
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.1.0.1.1.1,MIP,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.1.0.1.1.1_terminal_mip.gurobi.log,11351,1034,113600,516,518,434,1185,33,10166,1001,134207,0.6539185,1657,0.18,0.55,27,12160,8.43,14.91,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,12,258,BQP=13;Clique=9;Cover=20;Flow cover=30;GUB cover=1;Implied bound=54;Learned=8;MIR=68;Network=3;RLT=11;Relax-and-lift=40;StrongCG=1,7,INFEASIBLE,14.9054,8.432,27.0
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.1.1.1,PARTIAL_MIP_TARGET,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.1.1.1_partial_target_mip.gurobi.log,11351,1034,113600,516,518,434,1193,33,10158,1001,134089,0.656758,1432,0.16,0.49,1,1432,0.46,1.03,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,0,0,,5,INTERRUPTED,1.02565,0.463,1.0
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.1.1.1.0,MIP,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.1.1.1.0_terminal_mip.gurobi.log,11351,1034,113600,516,518,434,1193,33,10158,1001,134088,0.6567889,1783,0.19,0.58,115,30574,12.37,23.19,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,13,382,BQP=3;Clique=9;Cover=31;Flow cover=49;GUB cover=2;Implied bound=86;Learned=9;MIR=103;Network=6;RLT=9;Relax-and-lift=71;StrongCG=2;Zero half=2,6,INFEASIBLE,23.1931,12.374,115.0
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.1.1.1.1,MIP,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.1.1.1.1_terminal_mip.gurobi.log,11351,1034,113600,516,518,434,1193,33,10158,1001,134089,0.6587413,1211,0.14,0.43,43,16604,9.39,16.42,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,12,305,Clique=9;Cover=20;Flow cover=44;GUB cover=1;Implied bound=62;Learned=7;MIR=90;Network=5;RLT=11;Relax-and-lift=49;StrongCG=3;Zero half=4,6,INFEASIBLE,16.419,9.385,43.0
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.1,MIP,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.1_terminal_mip.gurobi.log,11351,1034,113600,516,518,434,1187,30,10164,1004,134190,0.6603522,1562,0.16,0.48,1430,209896,73.22,142.94,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,13,317,BQP=2;Clique=6;Cover=29;Flow cover=110;GUB cover=10;Implied bound=54;Learned=8;MIR=57;Network=10;Projected implied bound=1;RLT=3;Relax-and-lift=24;StrongCG=3,1,OPTIMAL,142.942,73.218,1430.0
high_imbalance_seed6202,stage2__high_imbalance_seed6202__p_grb__300s,P-GRB,complete_original_model,MIP,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage2__high_imbalance_seed6202__p_grb__300s/native.log,27650,10534,135597,1805,8729,8229,417,102,27233,10432,211892,7.114386,6211,0.45,1.04,1771,487766,294.75,663.17,2e-02,6e+02,1e-02,1e+00,1e+00,6e+01,1e+00,4e+03,16,1418,BQP=30;Clique=46;Cover=75;Flow cover=485;GUB cover=5;Gomory=11;Implied bound=75;Inf proof=1;Learned=8;MIR=477;Mixing=3;Projected implied bound=57;RLT=11;Relax-and-lift=52;StrongCG=57;Zero half=25,,,,,
high_imbalance_seed6202,stage2__high_imbalance_seed6202__c5_candidate__300s,C5-CANDIDATE,L3,MIP,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage2__high_imbalance_seed6202__c5_candidate__300s/external/native_logs/L3_terminal_mip.gurobi.log,93009,18187,663353,9458,8729,8229,16520,145,76489,18042,509011,7.557206,16555,6.4,19.48,700,269793,238.32,603.15,1e-02,2e+04,1e-02,1e+00,7e-01,5e+04,7e-01,1e+05,17,1706,BQP=4;Clique=23;Cover=70;Flow cover=579;GUB cover=5;Gomory=8;Implied bound=139;Inf proof=1;Learned=11;Lift-and-project=1;MIR=657;Network=26;Projected implied bound=48;RLT=2;Relax-and-lift=111;StrongCG=17;Zero half=4,0,TIME_LIMIT,603.148,238.322,700.0
moderate_seed3302,stage2__moderate_seed3302__p_grb__300s,P-GRB,complete_original_model,MIP,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage2__moderate_seed3302__p_grb__300s/native.log,5063,2111,23340,421,1690,1490,147,24,4916,2087,40385,0.09570934,2184,0.08,0.19,6964,1569847,294.94,560.66,3e-02,6e+02,7e-03,1e+00,1e+00,5e+01,1e+00,4e+03,14,2196,BQP=13;Clique=71;Cover=33;Flow cover=716;GUB cover=2;Implied bound=176;Learned=45;MIR=804;PSD=2;Projected implied bound=148;RLT=7;Relax-and-lift=51;StrongCG=92;Zero half=36,,,,,
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L2,PARTIAL_MIP_TARGET,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L2_partial_target_mip.gurobi.log,11903,3374,67328,1684,1690,1490,1158,63,10745,3311,69853,0.1691338,4886,0.38,1.09,1,4886,0.61,1.53,7e-03,1e+04,7e-03,1e+00,1e-01,2e+02,1e-01,5e+04,0,0,,0,INTERRUPTED,1.53384,0.614,1.0
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.1.0.0.1.1,PARTIAL_MIP_TARGET,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.1.0.0.1.1_partial_target_mip.gurobi.log,11903,3374,67328,1684,1690,1490,853,77,11050,3297,70179,0.13904,3326,0.21,0.53,1,9384,1.97,3.88,7e-03,1e+04,7e-03,1e+00,3e-02,3e+02,3e-02,5e+04,14,616,BQP=3;Clique=10;Cover=16;Flow cover=93;GUB cover=5;Gomory=2;Implied bound=87;Learned=6;MIR=337;Network=15;RLT=1;Relax-and-lift=19;StrongCG=16;Zero half=6,5,INTERRUPTED,3.8785,1.974,1.0
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.1.0.1.0.0,PARTIAL_MIP_TARGET,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.1.0.1.0.0_partial_target_mip.gurobi.log,11903,3374,67328,1684,1690,1490,888,77,11015,3297,73299,0.1391072,3625,0.24,0.62,1,12513,2.23,4.6,7e-03,1e+04,7e-03,1e+00,3e-02,3e+02,3e-02,5e+04,14,654,BQP=17;Clique=11;Cover=22;Flow cover=84;GUB cover=2;Gomory=5;Implied bound=126;Learned=9;MIR=319;Network=28;RLT=4;Relax-and-lift=15;StrongCG=9;Zero half=3,5,INTERRUPTED,4.60041,2.231,1.0
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.1.0.0.1.0,PARTIAL_MIP_TARGET,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.1.0.0.1.0_partial_target_mip.gurobi.log,11903,3374,67328,1684,1690,1490,836,77,11067,3297,70119,0.1391432,3931,0.24,0.61,1,8776,1.89,3.6,7e-03,1e+04,7e-03,1e+00,3e-02,3e+02,3e-02,5e+04,15,752,BQP=12;Clique=11;Cover=20;Flow cover=71;GUB cover=4;Gomory=9;Implied bound=162;Learned=7;MIR=387;Network=20;PSD=1;RLT=7;Relax-and-lift=25;StrongCG=15;Zero half=1,5,INTERRUPTED,3.60324,1.888,1.0
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.1.0.1.0.1,PARTIAL_MIP_TARGET,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.1.0.1.0.1_partial_target_mip.gurobi.log,11903,3374,67328,1684,1690,1490,923,77,10980,3297,73237,0.139203,3280,0.18,0.47,1,8149,1.07,2.66,7e-03,1e+04,7e-03,1e+00,3e-02,3e+02,3e-02,5e+04,0,0,,5,INTERRUPTED,2.66278,1.073,1.0
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.1.0.0.0.1,PARTIAL_MIP_TARGET,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.1.0.0.0.1_partial_target_mip.gurobi.log,11903,3374,67328,1684,1690,1490,836,79,11067,3295,72519,0.1392728,3163,0.19,0.46,1,8697,1.89,3.61,7e-03,1e+04,7e-03,1e+00,3e-02,3e+02,3e-02,5e+04,13,678,BQP=3;Clique=12;Cover=23;Flow cover=76;GUB cover=2;Gomory=14;Implied bound=130;Learned=2;MIR=373;Network=15;Relax-and-lift=19;StrongCG=6;Zero half=3,5,INTERRUPTED,3.60758,1.887,1.0
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.1.0.1.1.0,PARTIAL_MIP_TARGET,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.1.0.1.1.0_partial_target_mip.gurobi.log,11903,3374,67328,1684,1690,1490,928,77,10975,3297,73397,0.1392955,4337,0.3,0.77,1,9403,1.21,3.03,7e-03,1e+04,7e-03,1e+00,3e-02,3e+02,3e-02,5e+04,0,0,,5,INTERRUPTED,3.02832,1.206,1.0
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.1.0.1.1.1,PARTIAL_MIP_TARGET,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.1.0.1.1.1_partial_target_mip.gurobi.log,11903,3374,67328,1684,1690,1490,945,75,10958,3299,71120,0.139385,4200,0.32,0.9,1,8932,1.21,3.11,7e-03,1e+04,7e-03,1e+00,4e-02,3e+02,4e-02,5e+04,0,0,,5,INTERRUPTED,3.10805,1.21,1.0
