run_id,instance,arm,phase_index,leaf_id,target_kind,current_bound,target_bound,other_open_min_bound,verified_cutoff,status,native_status,native_bound,target_reached,exact_closure,requeued,solver_runtime,work,nodes,event_source
stage5__V12_M2__c6_candidate__rep1__300s,V12_M2,C6-CANDIDATE,1,L2.1,next_leaf,0.657203,0.657214,0.657214,0.718504,target_reached_requeue,INTERRUPTED,0.660352,1,0,1,0.488,1.04303,1,c6_next_strict_frontier_bound_reached_requeue
stage5__V12_M2__c6_candidate__rep1__300s,V12_M2,C6-CANDIDATE,1,L2.0.1,next_leaf,0.657214,0.660352,0.660352,0.718504,target_reached_requeue,INTERRUPTED,0.660548,1,0,1,2.041,3.34636,1,c6_next_strict_frontier_bound_reached_requeue
stage5__V12_M2__c6_candidate__rep2__300s,V12_M2,C6-CANDIDATE,1,L2.0,next_leaf,0.595217,0.657203,0.657203,0.718504,target_reached_requeue,INTERRUPTED,0.657214,1,0,1,2.875,4.33321,1,c6_next_strict_frontier_bound_reached_requeue
stage5__V12_M2__c6_candidate__rep2__300s,V12_M2,C6-CANDIDATE,1,L2.1,next_leaf,0.657203,0.657214,0.657214,0.718504,target_reached_requeue,INTERRUPTED,0.660352,1,0,1,0.501,1.04303,1,c6_next_strict_frontier_bound_reached_requeue
stage5__V12_M2__c6_candidate__rep2__300s,V12_M2,C6-CANDIDATE,1,L2.0.1,next_leaf,0.657214,0.660352,0.660352,0.718504,target_reached_requeue,INTERRUPTED,0.660548,1,0,1,2.069,3.34636,1,c6_next_strict_frontier_bound_reached_requeue
stage6__high_imbalance_seed3202__c6_candidate__1200s,high_imbalance_seed3202,C6-CANDIDATE,1,L2,next_leaf,1.58233,1.63629,1.63629,1.74931,target_reached_requeue,INTERRUPTED,1.6576,1,0,1,1.365,2.82355,1,c6_next_strict_frontier_bound_reached_requeue
stage6__high_imbalance_seed3202__c6_candidate__1200s,high_imbalance_seed3202,C6-CANDIDATE,1,L1,next_leaf,1.63629,1.6576,1.6576,1.74931,exact_closure,INFEASIBLE,1e+100,0,1,0,0.581,1.27926,1,c6_next_strict_frontier_bound_reached_requeue
stage6__high_imbalance_seed6202__c6_candidate__1200s,high_imbalance_seed6202,C6-CANDIDATE,1,L2,next_leaf,7.40701,7.55572,7.55572,9.82066,target_reached_requeue,INTERRUPTED,7.78506,1,0,1,15.401,35.5978,1,c6_next_strict_frontier_bound_reached_requeue
stage6__high_imbalance_seed6202__c6_candidate__1200s,high_imbalance_seed6202,C6-CANDIDATE,1,L3,next_leaf,7.55572,7.78506,7.78506,9.82066,target_reached_requeue,INTERRUPTED,8.1917,1,0,1,11.849,28.5499,1,c6_next_strict_frontier_bound_reached_requeue
stage6__moderate_seed3302__c6_candidate__1200s,moderate_seed3302,C6-CANDIDATE,1,L0,next_leaf,0.113908,0.136021,0.136021,0.195636,target_reached_requeue,INTERRUPTED,0.148255,1,0,1,4.121,8.57502,1,c6_next_strict_frontier_bound_reached_requeue
stage6__moderate_seed3302__c6_candidate__1200s,moderate_seed3302,C6-CANDIDATE,1,L1,next_leaf,0.136021,0.146727,0.146727,0.195636,target_reached_requeue,INTERRUPTED,0.149468,1,0,1,2.19,4.85178,1,c6_next_strict_frontier_bound_reached_requeue
stage6__moderate_seed6301__c6_candidate__1200s,moderate_seed6301,C6-CANDIDATE,1,L1,next_leaf,0.437294,0.455647,0.455647,0.607529,target_reached_requeue,INTERRUPTED,0.492412,1,0,1,22.819,58.5648,1,c6_next_strict_frontier_bound_reached_requeue
stage6__round31_sealed_high_imbalance_V50_seed802548647__c6_candidate__1200s,round31_sealed_high_imbalance_V50_seed802548647,C6-CANDIDATE,1,L2,next_leaf,8.10496,8.28764,8.28764,8.83315,target_reached_requeue,INTERRUPTED,8.42664,1,0,1,14.196,34.2194,1,c6_next_strict_frontier_bound_reached_requeue
stage6__round31_sealed_high_imbalance_V50_seed802548647__c6_candidate__1200s,round31_sealed_high_imbalance_V50_seed802548647,C6-CANDIDATE,1,L3,next_leaf,8.28764,8.42664,8.42664,8.83315,target_reached_requeue,INTERRUPTED,8.52472,1,0,1,8.239,19.7054,1,c6_next_strict_frontier_bound_reached_requeue
stage6__tight_T_seed3101__c6_candidate__1200s,tight_T_seed3101,C6-CANDIDATE,1,L0,next_leaf,0.00169257,0.0268132,0.0268132,0.107253,exact_closure,INFEASIBLE,1e+100,0,1,0,1.578,3.00607,1,c6_next_strict_frontier_bound_reached_requeue
stage6__tight_T_seed3101__c6_candidate__1200s,tight_T_seed3101,C6-CANDIDATE,1,L1,next_leaf,0.027935,0.0536264,0.0536264,0.107253,target_reached_requeue,INTERRUPTED,0.0536498,1,0,1,139.357,256.345,605,c6_next_strict_frontier_bound_reached_requeue
stage6__tight_T_seed3101__c6_candidate__1200s,tight_T_seed3101,C6-CANDIDATE,1,L2,next_leaf,0.0547482,0.0804396,0.0804396,0.107253,deadline_open,TIME_LIMIT,0.0681562,0,0,0,283.003,578.99,1670,c6_next_strict_frontier_bound_reached_requeue
stage6__tight_T_seed5102__c6_candidate__1200s,tight_T_seed5102,C6-CANDIDATE,1,L1,next_leaf,0.206824,0.271766,0.271766,0.362355,target_reached_requeue,INTERRUPTED,0.287707,1,0,1,1.499,2.59606,1,c6_next_strict_frontier_bound_reached_requeue
stage6__V12_M2__c6_candidate__1200s,V12_M2,C6-CANDIDATE,1,L2.0,next_leaf,0.595217,0.657203,0.657203,0.718504,target_reached_requeue,INTERRUPTED,0.657214,1,0,1,2.842,4.33321,1,c6_next_strict_frontier_bound_reached_requeue
stage6__V12_M2__c6_candidate__1200s,V12_M2,C6-CANDIDATE,1,L2.1,next_leaf,0.657203,0.657214,0.657214,0.718504,target_reached_requeue,INTERRUPTED,0.660352,1,0,1,0.489,1.04303,1,c6_next_strict_frontier_bound_reached_requeue
stage6__V12_M2__c6_candidate__1200s,V12_M2,C6-CANDIDATE,1,L2.0.1,next_leaf,0.657214,0.660352,0.660352,0.718504,target_reached_requeue,INTERRUPTED,0.660548,1,0,1,2.052,3.34636,1,c6_next_strict_frontier_bound_reached_requeue
