run_id,stage,instance,family,V,arm,trace_complete,trace_reason,bound_observations,auc_status,observed_start_process_seconds,observed_end_process_seconds,observed_duration_seconds,raw_lower_bound_time_integral,mean_observed_lower_bound,normalized_proof_progress_auc,normalized_gap_auc,common_verified_upper_bound,initial_valid_lower_bound,final_observed_lower_bound
stage4__tight_T_seed3101__p_grb__300s,4,tight_T_seed3101,tight_T,20,P-GRB,True,complete_native_callback_trace,1688,observed,0.13322254114379883,295.00422235422366,294.87099981307983,5.230536999801681,0.017738390696668525,0.16538870397948172,0.8346112960205185,0.10725273413394144,0.0,0.01937849707503963
stage4__tight_T_seed3101__p_grb_hga__300s,4,tight_T_seed3101,tight_T,20,P-GRB-HGA,True,complete_native_callback_trace,2114,observed,15.540307847683716,295.0003078858307,279.460000038147,5.504066385269648,0.019695363860725432,0.18363507485160369,0.8163649251483954,0.10725273413394144,0.0,0.02116775725049881
stage4__tight_T_seed3101__s0_cplex__300s,4,tight_T_seed3101,tight_T,20,S0-CPLEX,False,auc_not_required_for_s0_anchor,0,auc_unavailable,,,,,,,,,,
stage4__V12_M1__c5_candidate__300s,4,V12_M1,v12,12,C5-CANDIDATE,True,complete_observed_trace,585,observed,7.279915,56.0115388,48.731623799999994,15.424030765850798,0.3165096822784469,0.8860838899968254,0.11391611000317471,0.3572005832084155,0.0,0.3572005832084146
stage4__V12_M1__c6_candidate__300s,4,V12_M1,v12,12,C6-CANDIDATE,True,complete_observed_trace,570,observed,6.1572929,29.3959903,23.2386974,7.698447011557567,0.33127704531139374,0.9274258242688921,0.07257417573110826,0.3572005832084155,0.0,0.3572005832084145
stage4__V12_M1__p_grb__300s,4,V12_M1,v12,12,P-GRB,True,complete_native_callback_trace,5096,observed,0.036610711444091795,34.944610703814696,34.907999992370605,11.540321948694531,0.3305924702422583,0.9255093238449965,0.0744906761550033,0.3572005832084155,0.0,0.35719238650436647
stage4__V12_M1__p_grb_hga__300s,4,V12_M1,v12,12,P-GRB-HGA,True,complete_native_callback_trace,2890,observed,6.299244611444092,23.448244540872192,17.1489999294281,5.6778870672921435,0.33109143918933437,0.9269062111137513,0.07309378888624858,0.3572005832084155,0.0,0.3572005832084155
stage4__V12_M1__s0_cplex__300s,4,V12_M1,v12,12,S0-CPLEX,False,auc_not_required_for_s0_anchor,0,auc_unavailable,,,,,,,,,,
stage4__V12_M2__c5_candidate__300s,4,V12_M2,v12,12,C5-CANDIDATE,True,complete_observed_trace,950,observed,7.0224617,229.2970272,222.2745655,147.2322181189933,0.6623889592936503,0.9219000785863931,0.0780999214136073,0.7185040707549709,0.0,0.7185040707549704
stage4__V12_M2__c6_candidate__300s,4,V12_M2,v12,12,C6-CANDIDATE,False,global_bound_nonmonotone_at_row_411,0,auc_unavailable,,,,,,,,,,
stage4__V12_M2__p_grb__300s,4,V12_M2,v12,12,P-GRB,True,complete_native_callback_trace,17594,observed,0.05700975040893555,171.37100988010863,171.3140001296997,117.54879648470265,0.6861598958386816,0.9548447230581062,0.04501599396967035,0.7185040707549709,0.0022162500000000034,0.7185040707549712
stage4__V12_M2__p_grb_hga__300s,4,V12_M2,v12,12,P-GRB-HGA,True,complete_native_callback_trace,4262,observed,7.094322184469604,59.26632235422363,52.17200016975403,34.832613463832836,0.6676495697020746,0.9290027003400713,0.07077830609847556,0.7185040707549709,0.0022162500000000034,0.7185040407320449
stage4__V12_M2__s0_cplex__300s,4,V12_M2,v12,12,S0-CPLEX,False,auc_not_required_for_s0_anchor,0,auc_unavailable,,,,,,,,,,
stage5__high_imbalance_seed3202__c6_candidate__rep1__300s,5,high_imbalance_seed3202,high_imbalance,20,C6-CANDIDATE,True,complete_observed_trace,658,observed,15.8441392,231.6649918,215.8208526,364.53383727880646,1.689057534928886,0.9655545339509559,0.03444546604904502,1.7493134520506337,0.0,1.7493134520506324
stage5__high_imbalance_seed3202__c6_candidate__rep2__300s,5,high_imbalance_seed3202,high_imbalance,20,C6-CANDIDATE,True,complete_observed_trace,658,observed,16.0668923,233.3468068,217.2799145,366.9979109655903,1.6890558513432694,0.9655535715244582,0.034446428475541115,1.7493134520506337,0.0,1.7493134520506324
stage5__high_imbalance_seed6202__c6_candidate__rep1__300s,5,high_imbalance_seed6202,high_imbalance,50,C6-CANDIDATE,True,complete_observed_trace,105,observed,21.7307436,295.0854316,273.354688,2039.6334475070776,7.461490645834753,0.7668848898590397,0.2331151101409602,9.729609677413569,0.0,8.191699928419316
stage5__high_imbalance_seed6202__c6_candidate__rep2__300s,5,high_imbalance_seed6202,high_imbalance,50,C6-CANDIDATE,True,complete_observed_trace,105,observed,21.8763251,295.1226135,273.2462884,2040.3027574158439,7.466900170402621,0.7674408756331067,0.23255912436689322,9.729609677413569,0.0,8.191699928419316
stage5__moderate_seed6301__c6_candidate__rep1__300s,5,moderate_seed6301,moderate,50,C6-CANDIDATE,True,complete_observed_trace,34,observed,51.0672064,295.0833243,244.0161179,103.55534718337086,0.4243791273894816,0.7235792932188699,0.27642070678113007,0.5864998229863859,0.0,0.5251195810410858
stage5__moderate_seed6301__c6_candidate__rep2__300s,5,moderate_seed6301,moderate,50,C6-CANDIDATE,True,complete_observed_trace,34,observed,50.9960537,295.0810216,244.08496789999998,103.70913556687245,0.4248894819666298,0.724449463263508,0.275550536736492,0.5864998229863859,0.0,0.5251195810410858
stage5__round31_sealed_high_imbalance_V20_seed1968399862__c6_candidate__rep1__300s,5,round31_sealed_high_imbalance_V20_seed1968399862,high_imbalance,20,C6-CANDIDATE,True,complete_observed_trace,941,observed,14.0609587,149.1164627,135.05550399999998,277.56972551732457,2.0552270532959884,0.9845536883087667,0.015446311691231998,2.0874707775727215,0.0,2.0874707771215264
stage5__round31_sealed_high_imbalance_V20_seed1968399862__c6_candidate__rep2__300s,5,round31_sealed_high_imbalance_V20_seed1968399862,high_imbalance,20,C6-CANDIDATE,True,complete_observed_trace,941,observed,14.1257292,148.2233417,134.0976125,275.43693354880804,2.0540032623534445,0.9839674329438076,0.016032567056191733,2.0874707775727215,0.0,2.0874707771215264
stage5__round31_sealed_high_imbalance_V50_seed802548647__c6_candidate__rep1__300s,5,round31_sealed_high_imbalance_V50_seed802548647,high_imbalance,50,C6-CANDIDATE,True,complete_observed_trace,82,observed,58.3559338,295.0839522,236.7280184,1784.7163796600275,7.539100744063118,0.8594526578012122,0.14054734219878778,8.771979091147195,0.0,8.52471811211857
stage5__round31_sealed_high_imbalance_V50_seed802548647__c6_candidate__rep2__300s,5,round31_sealed_high_imbalance_V50_seed802548647,high_imbalance,50,C6-CANDIDATE,True,complete_observed_trace,82,observed,57.4018606,295.0936443,237.6917837,1796.6883497091449,7.558899688248436,0.8617097247617684,0.1382902752382315,8.771979091147195,0.0,8.52471811211857
stage5__tight_T_seed4101__c6_candidate__rep1__300s,5,tight_T_seed4101,tight_T,20,C6-CANDIDATE,True,complete_observed_trace,245,observed,9.9393577,295.0246195,285.08526179999996,144.30312397315103,0.5061753212426187,0.8990977690204589,0.10090223097954126,0.562981400559009,0.0,0.53570540856407
stage5__tight_T_seed4101__c6_candidate__rep2__300s,5,tight_T_seed4101,tight_T,20,C6-CANDIDATE,True,complete_observed_trace,242,observed,9.9477135,295.0255192,285.0778057,144.20907478291343,0.5058586529695371,0.8985352845888834,0.10146471541111692,0.562981400559009,0.0,0.5354741018920757
stage5__tight_T_seed5102__c6_candidate__rep1__300s,5,tight_T_seed5102,tight_T,20,C6-CANDIDATE,True,complete_observed_trace,108,observed,17.5542884,295.0225937,277.4683053,79.92479723080848,0.2880501870092637,0.7949399210035997,0.2050600789964004,0.3623546627845846,0.0,0.28917631309429254
stage5__tight_T_seed5102__c6_candidate__rep2__300s,5,tight_T_seed5102,tight_T,20,C6-CANDIDATE,True,complete_observed_trace,108,observed,17.7799473,295.0250998,277.2451525,79.8527359563644,0.28802211774059566,0.7948624574808384,0.20513754251916141,0.3623546627845846,0.0,0.28917631309429254
stage5__V12_M2__c6_candidate__rep1__300s,5,V12_M2,v12,12,C6-CANDIDATE,False,global_bound_nonmonotone_at_row_411,0,auc_unavailable,,,,,,,,,,
stage5__V12_M2__c6_candidate__rep2__300s,5,V12_M2,v12,12,C6-CANDIDATE,False,global_bound_nonmonotone_at_row_411,0,auc_unavailable,,,,,,,,,,
stage6__high_imbalance_seed3202__c5_candidate__1200s,6,high_imbalance_seed3202,high_imbalance,20,C5-CANDIDATE,True,complete_observed_trace,416,observed,16.161379,212.1668222,196.0054432,323.1374765829848,1.6486148104226974,0.9424353356970434,0.057564664302955815,1.7493134520506337,0.0,1.749313452050631
stage6__high_imbalance_seed3202__c6_candidate__1200s,6,high_imbalance_seed3202,high_imbalance,20,C6-CANDIDATE,True,complete_observed_trace,658,observed,15.8990754,232.0905142,216.19143880000001,365.1607460588769,1.6890620095122697,0.9655570918592468,0.03444290814075306,1.7493134520506337,0.0,1.7493134520506324
stage6__high_imbalance_seed3202__p_grb__1200s,6,high_imbalance_seed3202,high_imbalance,20,P-GRB,True,complete_native_callback_trace,6922,observed,0.13168067520446777,1195.002680726703,1194.8710000514984,1313.1243737134432,1.0989674815581332,0.6282278800691026,0.3717721199308983,1.7493134520506337,-6.938893903907228e-18,1.1565872040347085
stage6__high_imbalance_seed6202__c5_candidate__1200s,6,high_imbalance_seed6202,high_imbalance,50,C5-CANDIDATE,True,complete_observed_trace,578,observed,21.6931734,1195.1084531,1173.4152797,8540.581541540914,7.278396394944195,0.748066637435657,0.25193336256434296,9.729609677413569,0.0,7.461555638889693
stage6__high_imbalance_seed6202__c6_candidate__1200s,6,high_imbalance_seed6202,high_imbalance,50,C6-CANDIDATE,True,complete_observed_trace,163,observed,21.5984556,1195.1081136,1173.509658,9414.870184780586,8.022831444631013,0.8245789616057577,0.17542103839424203,9.729609677413569,0.0,8.191699928419316
stage6__high_imbalance_seed6202__p_grb__1200s,6,high_imbalance_seed6202,high_imbalance,50,P-GRB,True,complete_native_callback_trace,5150,observed,0.6161876531341552,1195.005187592099,1194.3889999389648,9385.003394583524,7.857576882458824,0.807594255368691,0.1924057446313054,9.729609677413569,-1.734723475976807e-18,7.87885968129165
stage6__moderate_seed3302__c5_candidate__1200s,6,moderate_seed3302,moderate,20,C5-CANDIDATE,True,complete_observed_trace,1846,observed,20.5365098,1195.0359966,1174.4994868,164.02524023965944,0.1396554379828269,0.7138527190151771,0.2861472809848232,0.19563620654901237,0.0,0.14014625853587934
stage6__moderate_seed3302__c6_candidate__1200s,6,moderate_seed3302,moderate,20,C6-CANDIDATE,True,complete_observed_trace,545,observed,20.2341126,1195.0374229,1174.8033103,175.2950798360546,0.149212279450669,0.7627027843298888,0.237297215670111,0.19563620654901237,0.0,0.14946819954967203
stage6__moderate_seed3302__p_grb__1200s,6,moderate_seed3302,moderate,20,P-GRB,True,complete_native_callback_trace,6348,observed,0.1289854057220459,1195.0009853847412,1194.8719999790192,154.19515207951494,0.12904742272161576,0.659629549141167,0.3403704508588199,0.19563620654901237,0.0,0.1294036660192964
stage6__moderate_seed6301__c5_candidate__1200s,6,moderate_seed6301,moderate,50,C5-CANDIDATE,True,complete_observed_trace,133,observed,51.1403856,1195.0890443,1143.9486587000001,550.7644728027478,0.4814590835122309,0.8209023509345659,0.17909764906543402,0.5864998229863859,0.0,0.5050682961541278
stage6__moderate_seed6301__c6_candidate__1200s,6,moderate_seed6301,moderate,50,C6-CANDIDATE,True,complete_observed_trace,73,observed,51.3297625,1195.1030256,1143.7732631,580.5771253058119,0.5075980913666909,0.8654701527138797,0.13452984728612022,0.5864998229863859,0.0,0.5345915879853432
stage6__moderate_seed6301__p_grb__1200s,6,moderate_seed6301,moderate,50,P-GRB,True,complete_native_callback_trace,2658,observed,0.566180078201294,1195.0131801049042,1194.4470000267029,515.3409766556115,0.43144733641935606,0.7356308041534929,0.26436919584650714,0.5864998229863859,0.0,0.4354059930623031
stage6__round31_sealed_high_imbalance_V20_seed1968399862__c5_candidate__1200s,6,round31_sealed_high_imbalance_V20_seed1968399862,high_imbalance,20,C5-CANDIDATE,True,complete_observed_trace,640,observed,14.2398798,73.0068568,58.766977,115.11177604210626,1.9587833493988684,0.9383524648313958,0.061647535168607576,2.0874707775727215,0.0,2.0874707763680846
stage6__round31_sealed_high_imbalance_V20_seed1968399862__c6_candidate__1200s,6,round31_sealed_high_imbalance_V20_seed1968399862,high_imbalance,20,C6-CANDIDATE,True,complete_observed_trace,941,observed,14.0961095,148.2896994,134.19358989999998,275.76803168752826,2.0550015234932495,0.9844456485674866,0.015554351432513878,2.0874707775727215,0.0,2.0874707771215264
stage6__round31_sealed_high_imbalance_V20_seed1968399862__p_grb__1200s,6,round31_sealed_high_imbalance_V20_seed1968399862,high_imbalance,20,P-GRB,True,complete_native_callback_trace,8538,observed,0.13366844768371583,1195.0016682397827,1194.867999792099,1346.4363333077572,1.1268494373788822,0.5398156704685286,0.4601843295314707,2.0874707775727215,0.0,1.1599607034066866
stage6__round31_sealed_high_imbalance_V50_seed802548647__c5_candidate__1200s,6,round31_sealed_high_imbalance_V50_seed802548647,high_imbalance,50,C5-CANDIDATE,True,complete_observed_trace,611,observed,57.657506,1195.1133619,1137.4558559,9003.909843751018,7.915832334984789,0.9023998179582478,0.09760018204175212,8.771979091147195,0.0,8.165095096933097
stage6__round31_sealed_high_imbalance_V50_seed802548647__c6_candidate__1200s,6,round31_sealed_high_imbalance_V50_seed802548647,high_imbalance,50,C6-CANDIDATE,False,global_bound_nonmonotone_at_row_1168,0,auc_unavailable,,,,,,,,,,
stage6__round31_sealed_high_imbalance_V50_seed802548647__p_grb__1200s,6,round31_sealed_high_imbalance_V50_seed802548647,high_imbalance,50,P-GRB,True,complete_native_callback_trace,5074,observed,0.5933247416900636,1195.029324850409,1194.4360001087189,9641.346346510983,8.071881913834996,0.9201893700340945,0.07981062996590538,8.771979091147195,0.0,8.0908026937936
stage6__tight_T_seed3101__c5_candidate__1200s,6,tight_T_seed3101,tight_T,20,C5-CANDIDATE,True,complete_observed_trace,1521,observed,15.0481933,1195.0241644,1179.9759711,66.99612489732343,0.05677753321948424,0.5293807535813325,0.4706192464186675,0.10725273413394144,0.0,0.06921102291515194
stage6__tight_T_seed3101__c6_candidate__1200s,6,tight_T_seed3101,tight_T,20,C6-CANDIDATE,True,complete_observed_trace,2230,observed,15.2921906,1195.0142003,1179.7220097000002,67.16154254299441,0.05692997332487964,0.5308020703116378,0.4691979296883622,0.10725273413394144,0.0,0.06815617899863766
stage6__tight_T_seed3101__p_grb__1200s,6,tight_T_seed3101,tight_T,20,P-GRB,True,complete_native_callback_trace,7953,observed,0.13209334768371583,1195.003093399182,1194.8710000514984,25.328111291315235,0.0211973604600192,0.19763934813584513,0.8023606518641546,0.10725273413394144,0.0,0.0247747431780969
stage6__tight_T_seed5102__c5_candidate__1200s,6,tight_T_seed5102,tight_T,20,C5-CANDIDATE,True,complete_observed_trace,2602,observed,17.8111674,1195.0256508,1177.2144834,268.50624180805283,0.2280860842219339,0.6294553586510068,0.3705446413489928,0.3623546627845846,0.0,0.24993056152868925
stage6__tight_T_seed5102__c6_candidate__1200s,6,tight_T_seed5102,tight_T,20,C6-CANDIDATE,True,complete_observed_trace,695,observed,17.6054003,1195.0337763,1177.428376,340.1661440257916,0.28890601836981,0.7973017820431946,0.20269821795680584,0.3623546627845846,0.0,0.28917631309429254
stage6__tight_T_seed5102__p_grb__1200s,6,tight_T_seed5102,tight_T,20,P-GRB,True,complete_native_callback_trace,9036,observed,0.13047223324279786,1195.0034723782012,1194.8730001449585,273.8043414012827,0.22914932496429796,0.6323896129922958,0.3676103870077008,0.3623546627845846,0.0,0.2367271144195346
stage6__V12_M2__c5_candidate__1200s,6,V12_M2,v12,12,C5-CANDIDATE,True,complete_observed_trace,950,observed,6.8229192,229.2065284,222.3836092,147.3045094905202,0.6623892382196314,0.9219004667901504,0.07809953320984879,0.7185040707549709,0.0,0.7185040707549704
stage6__V12_M2__c6_candidate__1200s,6,V12_M2,v12,12,C6-CANDIDATE,False,global_bound_nonmonotone_at_row_411,0,auc_unavailable,,,,,,,,,,
stage6__V12_M2__p_grb__1200s,6,V12_M2,v12,12,P-GRB,True,complete_native_callback_trace,17598,observed,0.054892222888183594,171.6868921923706,171.63199996948242,117.76041496121302,0.6861215564821932,0.9547911979870748,0.045069353940822704,0.7185040707549709,0.0022162500000000034,0.7185040707549712
