instance,critical_instance,run_id,leaf_id,depth,gamma_L,gamma_U,interval_width,split_reason,native_status,runtime,work,nodes,deadline_remaining_at_launch,deadline_blocking,safe_requeue_available_after_parent_lp,next_leaf_target_available,no_gain_parent,root_work,root_work_share,reported_cut_count,model_rows,model_columns,model_nonzeros,expensive_work_threshold,expensive_leaf,classification
high_imbalance_seed5203,False,stage2__high_imbalance_seed5203__c5_candidate__300s,L1.1.1.1.1.1.1.0.1,8,0.47221679687499996,0.47314453125,0.0009277343750000444,structurally_terminal,INFEASIBLE,0.484,1.03352,1.0,42.2328,False,False,False,False,0.0,0.0,0,0,0,0,30.57855,False,interval geometry mismatch
high_imbalance_seed5203,False,stage2__high_imbalance_seed5203__c5_candidate__300s,L1.1.1.1.1.1.0.1.0,8,0.46943359374999993,0.470361328125,0.0009277343750000444,structurally_terminal,INFEASIBLE,0.343,0.715378,1.0,41.7358,False,False,False,False,0.0,0.0,0,0,0,0,30.57855,False,interval geometry mismatch
high_imbalance_seed6202,True,stage2__high_imbalance_seed6202__c5_candidate__300s,L3,0,0.735,0.98,0.245,no_strict_child_disjunction_gain,TIME_LIMIT,238.322,603.148,700.0,238.265,True,True,False,True,19.48,0.03229721395080478,1706,93009,18187,663353,30.57855,True,insufficient_interleaving;child-lookahead dominated;no-gain parent blocking;expensive branch-and-bound continuation;deadline-blocking leaf;top-quartile terminal Work
moderate_seed3302,True,stage1__moderate_seed3302__c5_candidate__300s,L0.1.0.1.0.1.0.0,7,0.03209656513694734,0.03247866710286339,0.00038210196591604434,no_strict_child_disjunction_gain,INFEASIBLE,21.779,44.3564,11.0,216.329,False,False,False,True,0.46,0.01037054404775861,473,11903,3374,67328,30.57855,True,no-gain parent blocking;expensive branch-and-bound continuation;top-quartile terminal Work
moderate_seed3302,True,stage1__moderate_seed3302__c5_candidate__300s,L0.1.0.1.0.1.0.1,7,0.03247866710286339,0.032860769068779425,0.0003821019659160374,no_strict_child_disjunction_gain,INFEASIBLE,16.852,34.474,5.0,193.722,False,False,False,True,0.67,0.019434936473864364,387,11903,3374,67328,30.57855,True,no-gain parent blocking;expensive branch-and-bound continuation;top-quartile terminal Work
moderate_seed3302,True,stage1__moderate_seed3302__c5_candidate__300s,L0.1.0.1.0.1.1.0,7,0.032860769068779425,0.03324287103469546,0.0003821019659160374,no_strict_child_disjunction_gain,INFEASIBLE,19.048,37.2641,5.0,174.695,False,False,False,True,0.45,0.012075965876003982,408,11903,3374,67328,30.57855,True,no-gain parent blocking;expensive branch-and-bound continuation;top-quartile terminal Work
moderate_seed3302,True,stage1__moderate_seed3302__c5_candidate__300s,L0.1.0.1.0.1.1.1,7,0.03324287103469546,0.0336249730006115,0.0003821019659160374,no_strict_child_disjunction_gain,INFEASIBLE,20.572,40.455,13.0,154.853,False,False,False,True,0.7,0.017303176368804844,400,11903,3374,67328,30.57855,True,no-gain parent blocking;expensive branch-and-bound continuation;top-quartile terminal Work
moderate_seed3302,True,stage1__moderate_seed3302__c5_candidate__300s,L0.1.0.1.1.0.0,6,0.0336249730006115,0.03438917693244358,0.0007642039318320817,no_strict_child_disjunction_gain,INFEASIBLE,21.631,43.863,3.0,133.556,False,False,False,True,0.68,0.015502815584889315,483,11903,3374,67328,30.57855,True,no-gain parent blocking;expensive branch-and-bound continuation;top-quartile terminal Work
moderate_seed3302,True,stage1__moderate_seed3302__c5_candidate__300s,L0.1.0.1.1.0.1,6,0.03438917693244358,0.03515338086427566,0.0007642039318320817,no_strict_child_disjunction_gain,INFEASIBLE,16.234,31.0698,3.0,111.142,False,False,False,True,0.8,0.025748476012076037,413,11903,3374,67328,30.57855,True,no-gain parent blocking;expensive branch-and-bound continuation;top-quartile terminal Work
moderate_seed3302,True,stage1__moderate_seed3302__c5_candidate__300s,L0.1.1.0.0.1.0,6,0.038210196591603976,0.03897440052343606,0.0007642039318320817,no_strict_child_disjunction_gain,INFEASIBLE,58.0,109.213,173.0,89.9975,False,False,False,True,1.33,0.012178037413128475,824,11903,3374,67328,30.57855,True,no-gain parent blocking;expensive branch-and-bound continuation;top-quartile terminal Work
moderate_seed3302,True,stage1__moderate_seed3302__c5_candidate__300s,L0.1.1.0.0.0.1.0.0,8,0.0374459926597719,0.03763704364272992,0.0001910509829580187,structurally_terminal,TIME_LIMIT,30.237,60.4436,81.0,30.2359,True,False,False,False,1.28,0.02117676644011938,488,11903,3374,67328,30.57855,True,interval geometry mismatch;expensive branch-and-bound continuation;deadline-blocking leaf;top-quartile terminal Work
moderate_seed4302,False,stage2__moderate_seed4302__c5_candidate__300s,L0,0,0.0,0.012135714717816735,0.012135714717816735,no_strict_child_disjunction_gain,INFEASIBLE,21.687,42.5997,373.0,275.074,False,False,True,True,0.0,0.0,0,0,0,0,30.57855,True,no-gain parent blocking;expensive branch-and-bound continuation;top-quartile terminal Work
moderate_seed4302,False,stage2__moderate_seed4302__c5_candidate__300s,L1,0,0.012135714717816735,0.02427142943563347,0.012135714717816735,no_strict_child_disjunction_gain,TIME_LIMIT,252.643,493.552,3653.0,252.639,True,False,True,True,0.0,0.0,0,0,0,0,30.57855,True,no-gain parent blocking;expensive branch-and-bound continuation;deadline-blocking leaf;top-quartile terminal Work
moderate_seed5301,False,stage2__moderate_seed5301__c5_candidate__300s,L0.1.0.1.0,4,0.026383958843269793,0.02902235472759677,0.002638395884326978,no_strict_child_disjunction_gain,INFEASIBLE,0.969,2.23775,1.0,257.038,False,False,False,True,0.0,0.0,0,0,0,0,30.57855,False,no-gain parent blocking
moderate_seed5301,False,stage2__moderate_seed5301__c5_candidate__300s,L0.1.0.1.1.0,5,0.02902235472759677,0.030341552669760262,0.0013191979421634907,no_strict_child_disjunction_gain,INFEASIBLE,1.308,3.12655,1.0,252.155,False,False,False,True,0.0,0.0,0,0,0,0,30.57855,False,no-gain parent blocking
moderate_seed5301,False,stage2__moderate_seed5301__c5_candidate__300s,L0.1.0.1.1.1.0,6,0.030341552669760262,0.031001151640842006,0.0006595989710817436,no_strict_child_disjunction_gain,INFEASIBLE,1.074,2.60609,1.0,248.705,False,False,False,True,0.0,0.0,0,0,0,0,30.57855,False,no-gain parent blocking
moderate_seed5301,False,stage2__moderate_seed5301__c5_candidate__300s,L0.1.1.0,3,0.03166075061192375,0.03693754238057771,0.005276791768653963,no_strict_child_disjunction_gain,INFEASIBLE,1.167,2.83802,1.0,245.459,False,False,False,True,0.0,0.0,0,0,0,0,30.57855,False,no-gain parent blocking
moderate_seed5301,False,stage2__moderate_seed5301__c5_candidate__300s,L0.1.0.1.1.1.1.0,7,0.031001151640842006,0.03133095112638288,0.00032979948554087354,no_strict_child_disjunction_gain,INFEASIBLE,1.021,2.47966,1.0,243.492,False,False,False,True,0.0,0.0,0,0,0,0,30.57855,False,no-gain parent blocking
moderate_seed5301,False,stage2__moderate_seed5301__c5_candidate__300s,L0.1.0.1.1.1.1.1,7,0.03133095112638288,0.03166075061192375,0.0003297994855408701,no_strict_child_disjunction_gain,INFEASIBLE,1.072,2.5641,1.0,241.703,False,False,False,True,0.0,0.0,0,0,0,0,30.57855,False,no-gain parent blocking
moderate_seed5301,False,stage2__moderate_seed5301__c5_candidate__300s,L0.1.0.0.1.0,5,0.023745562958942812,0.025064760901106303,0.0013191979421634907,no_strict_child_disjunction_gain,INFEASIBLE,0.791,1.72276,1.0,237.634,False,False,False,True,0.0,0.0,0,0,0,0,30.57855,False,no-gain parent blocking
moderate_seed5301,False,stage2__moderate_seed5301__c5_candidate__300s,L0.1.0.0.1.1,5,0.025064760901106303,0.026383958843269793,0.0013191979421634907,no_strict_child_disjunction_gain,INFEASIBLE,0.887,2.00808,1.0,235.773,False,False,False,True,0.0,0.0,0,0,0,0,30.57855,False,no-gain parent blocking
moderate_seed5301,False,stage2__moderate_seed5301__c5_candidate__300s,L0.1.1.1.0,4,0.03693754238057771,0.039575938264904686,0.0026383958843269745,no_strict_child_disjunction_gain,INFEASIBLE,2.124,4.17301,1.0,234.21,False,False,False,True,0.0,0.0,0,0,0,0,30.57855,False,no-gain parent blocking
moderate_seed5301,False,stage2__moderate_seed5301__c5_candidate__300s,L0.1.1.1.1.0,5,0.039575938264904686,0.04089513620706818,0.0013191979421634942,no_strict_child_disjunction_gain,INFEASIBLE,1.006,1.9974,1.0,228.711,False,False,False,True,0.0,0.0,0,0,0,0,30.57855,False,no-gain parent blocking
moderate_seed5301,False,stage2__moderate_seed5301__c5_candidate__300s,L0.1.1.1.1.1.0,6,0.04089513620706818,0.04155473517814992,0.0006595989710817401,no_strict_child_disjunction_gain,INFEASIBLE,1.205,2.44867,1.0,225.867,False,False,False,True,0.0,0.0,0,0,0,0,30.57855,False,no-gain parent blocking
moderate_seed5301,False,stage2__moderate_seed5301__c5_candidate__300s,L2,0,0.08442866829846334,0.126643002447695,0.04221433414923166,no_strict_child_disjunction_gain,TIME_LIMIT,223.283,416.447,690.0,223.279,True,True,False,True,0.0,0.0,0,0,0,0,30.57855,True,insufficient_interleaving;child-lookahead dominated;no-gain parent blocking;expensive branch-and-bound continuation;deadline-blocking leaf;top-quartile terminal Work
moderate_seed5302,True,stage2__moderate_seed5302__c5_candidate__300s,L0.0,1,0.0,0.013710199171150374,0.013710199171150374,no_strict_child_disjunction_gain,INFEASIBLE,91.25,181.945,677.0,272.386,False,False,False,True,0.65,0.003572508175547556,785,11931,3382,67156,30.57855,True,no-gain parent blocking;expensive branch-and-bound continuation;top-quartile terminal Work
moderate_seed5302,True,stage2__moderate_seed5302__c5_candidate__300s,L0.1,1,0.013710199171150374,0.02742039834230075,0.013710199171150374,no_strict_child_disjunction_gain,TIME_LIMIT,180.331,367.662,591.0,180.328,True,False,False,True,0.61,0.0016591325728522394,445,11932,3382,67410,30.57855,True,no-gain parent blocking;expensive branch-and-bound continuation;deadline-blocking leaf;top-quartile terminal Work
moderate_seed6301,True,stage1__moderate_seed6301__c5_candidate__300s,L1.0.1.1.0,4,0.20883819110617818,0.21833083615645899,0.009492645050280801,no_strict_child_disjunction_gain,INFEASIBLE,49.34,147.498,1.0,122.465,False,False,False,True,14.1,0.09559451653581744,574,93027,18191,665810,30.57855,True,no-gain parent blocking;expensive root/cut-loop processing;top-quartile terminal Work
moderate_seed6301,True,stage1__moderate_seed6301__c5_candidate__300s,L1.0.1.1.1,4,0.21833083615645899,0.22782348120673981,0.009492645050280829,no_strict_child_disjunction_gain,TIME_LIMIT,62.368,142.671,1.0,62.3576,True,False,False,True,7.54,0.05284886206727366,2182,93027,18191,665810,30.57855,True,no-gain parent blocking;expensive root/cut-loop processing;deadline-blocking leaf;top-quartile terminal Work
tight_T_seed3101,False,stage1__tight_T_seed3101__c5_candidate__300s,L0.0,1,0.0,0.01340659176674268,0.01340659176674268,no_strict_child_disjunction_gain,INFEASIBLE,0.601,0.984536,1.0,277.458,False,False,False,True,0.0,0.0,0,0,0,0,30.57855,False,no-gain parent blocking
tight_T_seed3101,False,stage1__tight_T_seed3101__c5_candidate__300s,L0.1,1,0.01340659176674268,0.02681318353348536,0.01340659176674268,no_strict_child_disjunction_gain,INFEASIBLE,1.59,3.16616,1.0,276.048,False,False,False,True,0.0,0.0,0,0,0,0,30.57855,False,no-gain parent blocking
tight_T_seed3101,False,stage1__tight_T_seed3101__c5_candidate__300s,L1,0,0.02681318353348536,0.05362636706697072,0.02681318353348536,no_strict_child_disjunction_gain,TIME_LIMIT,273.195,532.106,1106.0,273.19,True,False,True,True,0.0,0.0,0,0,0,0,30.57855,True,no-gain parent blocking;expensive branch-and-bound continuation;deadline-blocking leaf;top-quartile terminal Work
tight_T_seed4101,True,stage2__tight_T_seed4101__c5_candidate__300s,L1,0,0.1511221342657118,0.3022442685314236,0.1511221342657118,no_strict_child_disjunction_gain,TIME_LIMIT,283.155,590.957,2803.0,283.152,True,True,False,True,0.43,0.0007276333134221271,1243,11897,3372,67355,30.57855,True,insufficient_interleaving;child-lookahead dominated;no-gain parent blocking;expensive branch-and-bound continuation;deadline-blocking leaf;top-quartile terminal Work
tight_T_seed5102,True,stage1__tight_T_seed5102__c5_candidate__300s,L2,0,0.1811773313922923,0.27176599708843846,0.09058866569614615,no_strict_child_disjunction_gain,TIME_LIMIT,275.039,476.049,3502.0,275.037,True,True,False,True,0.33,0.0006932059514881872,533,11917,3378,67382,30.57855,True,insufficient_interleaving;child-lookahead dominated;no-gain parent blocking;expensive branch-and-bound continuation;deadline-blocking leaf;top-quartile terminal Work
tight_T_seed5103,True,stage2__tight_T_seed5103__c5_candidate__300s,L2,0,0.14248142548499254,0.2137221382274888,0.07124071274249627,no_strict_child_disjunction_gain,TIME_LIMIT,262.226,482.104,2755.0,262.223,True,True,False,True,0.48,0.0009956357964256675,595,11911,3376,67363,30.57855,True,insufficient_interleaving;child-lookahead dominated;no-gain parent blocking;expensive branch-and-bound continuation;deadline-blocking leaf;top-quartile terminal Work
tight_T_seed6102,True,stage2__tight_T_seed6102__c5_candidate__300s,L1.1.0.0.1.0,5,0.26781151683767024,0.27316774717442366,0.00535623033675342,no_strict_child_disjunction_gain,INFEASIBLE,8.474,21.6124,1.0,102.63,False,False,False,True,12.3,0.5691177287112954,0,93019,18189,665846,30.57855,False,no-gain parent blocking;expensive root processing;expensive root/cut-loop processing
tight_T_seed6102,True,stage2__tight_T_seed6102__c5_candidate__300s,L1.1.0.0.1.1,5,0.27316774717442366,0.2785239775111771,0.00535623033675342,no_strict_child_disjunction_gain,INFEASIBLE,40.024,112.757,1.0,84.4891,False,False,False,True,11.0,0.0975549189850741,673,93019,18189,665846,30.57855,True,no-gain parent blocking;expensive root/cut-loop processing;top-quartile terminal Work
tight_T_seed6102,True,stage2__tight_T_seed6102__c5_candidate__300s,L1.1.0.1,3,0.2785239775111771,0.2999488988581907,0.021424921347013626,no_strict_child_disjunction_gain,TIME_LIMIT,34.766,88.5632,1.0,34.7597,True,False,False,True,12.57,0.14193254082959966,1745,93019,18189,665846,30.57855,True,no-gain parent blocking;expensive root/cut-loop processing;deadline-blocking leaf;top-quartile terminal Work
