stage,instance_id,V,M,scenario,comparator,historical_source_round,historical_run_id,historical_executable_sha256,comparison_compatibility,common_verified_ub,auc_status,auc_convention,common_window_start_seconds,common_window_end_seconds,common_window_seconds,comparator_normalized_proof_auc,simple_normalized_proof_auc,simple_minus_comparator_proof_auc
matrix1800,tight_T_seed4101,20,3,tight_T,P-GRB,32,stage1__tight_T_seed4101__p_grb__1800s,b45bd17aae1d466d0e8f15c9f978c6a3427998eeae0215a4406d1934a976f508,compatible,0.562981400559009,observed_common_window,left_continuous_no_interpolation_no_post_last_extension,0.1243203,335.241135,335.11681469999996,0.6298155844502618,0.9194244074846748,0.28960882303441304
matrix1800,tight_T_seed5102,20,3,tight_T,P-GRB,32,stage1__tight_T_seed5102__p_grb__1800s,b45bd17aae1d466d0e8f15c9f978c6a3427998eeae0215a4406d1934a976f508,compatible,0.3623546627845846,observed_common_window,left_continuous_no_interpolation_no_post_last_extension,0.1292235,1751.5533943,1751.4241708,0.6410698947988369,0.9053926863789094,0.2643227915800725
matrix1800,tight_T_seed5103,20,3,tight_T,P-GRB,32,stage1__tight_T_seed5103__p_grb__1800s,b45bd17aae1d466d0e8f15c9f978c6a3427998eeae0215a4406d1934a976f508,compatible,0.2843258683938499,observed_common_window,left_continuous_no_interpolation_no_post_last_extension,0.1343705,415.301977,415.16760650000003,0.5270626501936665,0.9040919234046347,0.3770292732109683
matrix1800,tight_T_seed6102,50,3,tight_T,P-GRB,32,stage1__tight_T_seed6102__p_grb__1800s,b45bd17aae1d466d0e8f15c9f978c6a3427998eeae0215a4406d1934a976f508,compatible,0.6752533843666184,observed_common_window,left_continuous_no_interpolation_no_post_last_extension,0.6064666000000001,1785.0854241,1784.4789575,0.7609223416526701,0.8694402716006074,0.10851792994793727
v50_3600,high_imbalance_seed6202,50,3,high_imbalance,C6-HGA-FULL,32,stage3__high_imbalance_seed6202__c6_frozen__3600s,b45bd17aae1d466d0e8f15c9f978c6a3427998eeae0215a4406d1934a976f508,compatible,9.729486272278969,observed_common_window,left_continuous_no_interpolation_no_post_last_extension,21.3091893,3585.1192524,3563.8100630999998,0.8362556296935343,0.8017622029111029,-0.03449342678243137
v50_3600,moderate_seed6301,50,3,moderate,C6-HGA-FULL,32,stage3__moderate_seed6301__c6_frozen__3600s,b45bd17aae1d466d0e8f15c9f978c6a3427998eeae0215a4406d1934a976f508,compatible,0.5804785297747187,observed_common_window,left_continuous_no_interpolation_no_post_last_extension,50.3833784,3585.1345202,3534.7511418000004,0.9099163920454568,0.8876525333030117,-0.022263858742445162
v50_3600,round31_sealed_high_imbalance_V50_seed802548647,50,3,high_imbalance,C6-HGA-FULL,32,stage3__round31_sealed_high_imbalance_V50_seed802548647__c6_frozen__3600s,b45bd17aae1d466d0e8f15c9f978c6a3427998eeae0215a4406d1934a976f508,compatible,8.771979091147195,observed_common_window,left_continuous_no_interpolation_no_post_last_extension,56.8380072,1031.17496,974.3369528000001,0.9491368992436165,0.945252767366237,-0.003884131877379573
v50_3600,round31_sealed_moderate_V50_seed1112848618,50,3,moderate,C6-HGA-FULL,32,stage3__round31_sealed_moderate_V50_seed1112848618__c6_frozen__3600s,b45bd17aae1d466d0e8f15c9f978c6a3427998eeae0215a4406d1934a976f508,compatible,0.6242124096685997,observed_common_window,left_continuous_no_interpolation_no_post_last_extension,152.8123431,3585.1405419,3432.3281988,0.8783693642029016,0.8586512302569707,-0.019718133945930916
v50_3600,round31_sealed_tight_T_V50_seed1973327304,50,3,tight_T,C6-HGA-FULL,32,stage3__round31_sealed_tight_T_V50_seed1973327304__c6_frozen__3600s,b45bd17aae1d466d0e8f15c9f978c6a3427998eeae0215a4406d1934a976f508,compatible,0.8327916409630631,observed_common_window,left_continuous_no_interpolation_no_post_last_extension,39.8658723,3585.1390907,3545.2732184,0.7613690860406236,0.7638278585774791,0.0024587725368555723
v50_3600,round32_multi_m_high_imbalance_V50_M2_seed910922492,50,2,high_imbalance,C6-HGA-FULL,32,stage3__round32_multi_m_high_imbalance_V50_M2_seed910922492__c6_frozen__3600s,b45bd17aae1d466d0e8f15c9f978c6a3427998eeae0215a4406d1934a976f508,compatible,4.8899440450913,observed_common_window,left_continuous_no_interpolation_no_post_last_extension,22.5707028,224.0474263,201.47672350000002,0.8667415869686148,0.9762468168712456,0.10950522990263077
v50_3600,round32_multi_m_high_imbalance_V50_M4_seed163456187,50,4,high_imbalance,C6-HGA-FULL,32,stage3__round32_multi_m_high_imbalance_V50_M4_seed163456187__c6_frozen__3600s,b45bd17aae1d466d0e8f15c9f978c6a3427998eeae0215a4406d1934a976f508,compatible,7.255830940545673,observed_common_window,left_continuous_no_interpolation_no_post_last_extension,47.9914495,3585.1342564,3537.1428069000003,0.959633651931498,0.9666744882434433,0.007040836311945344
v50_3600,round32_multi_m_moderate_V50_M2_seed254020866,50,2,moderate,C6-HGA-FULL,32,stage3__round32_multi_m_moderate_V50_M2_seed254020866__c6_frozen__3600s,b45bd17aae1d466d0e8f15c9f978c6a3427998eeae0215a4406d1934a976f508,compatible,0.8492232749999897,observed_common_window,left_continuous_no_interpolation_no_post_last_extension,14.2986783,3585.1044338,3570.8057555,0.9515852335438378,0.9531880204111828,0.0016027868673449113
v50_3600,round32_multi_m_moderate_V50_M4_seed721910669,50,4,moderate,C6-HGA-FULL,32,stage3__round32_multi_m_moderate_V50_M4_seed721910669__c6_frozen__3600s,b45bd17aae1d466d0e8f15c9f978c6a3427998eeae0215a4406d1934a976f508,compatible,0.4013966618426952,observed_common_window,left_continuous_no_interpolation_no_post_last_extension,323.19838,3585.1044352,3261.9060552,0.8046950382558022,0.7876111750933283,-0.01708386316247392
v50_3600,round32_multi_m_tight_T_V50_M2_seed104207248,50,2,tight_T,C6-HGA-FULL,32,stage3__round32_multi_m_tight_T_V50_M2_seed104207248__c6_frozen__3600s,b45bd17aae1d466d0e8f15c9f978c6a3427998eeae0215a4406d1934a976f508,compatible,4.578118917160246,observed_common_window,left_continuous_no_interpolation_no_post_last_extension,6.0828799,94.5130423,88.4301624,0.8003445173149898,0.9363742505725833,0.1360297332575934
v50_3600,round32_multi_m_tight_T_V50_M4_seed1562257203,50,4,tight_T,C6-HGA-FULL,32,stage3__round32_multi_m_tight_T_V50_M4_seed1562257203__c6_frozen__3600s,b45bd17aae1d466d0e8f15c9f978c6a3427998eeae0215a4406d1934a976f508,compatible,5.485350829690545,observed_common_window,left_continuous_no_interpolation_no_post_last_extension,53.7154101,3585.1468645,3531.4314544,0.9671659324198207,0.9869473810217094,0.019781448601888643
v50_3600,tight_T_seed6102,50,3,tight_T,C6-HGA-FULL,32,stage3__tight_T_seed6102__c6_frozen__3600s,b45bd17aae1d466d0e8f15c9f978c6a3427998eeae0215a4406d1934a976f508,compatible,0.6704145308677993,observed_common_window,left_continuous_no_interpolation_no_post_last_extension,90.1222372,3585.1423858,3495.0201485999996,0.9173057230914546,0.9053991435711801,-0.011906579520274505
v50_3600,high_imbalance_seed6202,50,3,high_imbalance,P-GRB,32,stage3__high_imbalance_seed6202__p_grb__3600s,b45bd17aae1d466d0e8f15c9f978c6a3427998eeae0215a4406d1934a976f508,compatible,9.729486272278969,observed_common_window,left_continuous_no_interpolation_no_post_last_extension,0.6041127,3585.1137834,3584.5096707000002,0.8122209701484003,0.7972435735771993,-0.014977396571201017
v50_3600,moderate_seed6301,50,3,moderate,P-GRB,32,stage3__moderate_seed6301__p_grb__3600s,b45bd17aae1d466d0e8f15c9f978c6a3427998eeae0215a4406d1934a976f508,compatible,0.5804785297747187,observed_common_window,left_continuous_no_interpolation_no_post_last_extension,0.5743682999999999,3585.1069099,3584.5325416,0.7488408325450495,0.8843375150407304,0.13549668249568098
v50_3600,round31_sealed_high_imbalance_V50_seed802548647,50,3,high_imbalance,P-GRB,32,stage3__round31_sealed_high_imbalance_V50_seed802548647__p_grb__3600s,b45bd17aae1d466d0e8f15c9f978c6a3427998eeae0215a4406d1934a976f508,compatible,8.771979091147195,observed_common_window,left_continuous_no_interpolation_no_post_last_extension,0.5970002999999999,1580.3954962,1579.7984959,0.920726134830483,0.9315977784702826,0.010871643639799467
v50_3600,round31_sealed_moderate_V50_seed1112848618,50,3,moderate,P-GRB,32,stage3__round31_sealed_moderate_V50_seed1112848618__p_grb__3600s,b45bd17aae1d466d0e8f15c9f978c6a3427998eeae0215a4406d1934a976f508,compatible,0.6616459775575555,observed_common_window,left_continuous_no_interpolation_no_post_last_extension,0.5471016,3585.1405419,3584.5934402999997,0.6849579189652806,0.8058800092605204,0.12092209029523981
v50_3600,round31_sealed_tight_T_V50_seed1973327304,50,3,tight_T,P-GRB,32,stage3__round31_sealed_tight_T_V50_seed1973327304__p_grb__3600s,b45bd17aae1d466d0e8f15c9f978c6a3427998eeae0215a4406d1934a976f508,compatible,0.8327916409630631,observed_common_window,left_continuous_no_interpolation_no_post_last_extension,0.6422877,3585.1176248,3584.4753371,0.6720637377205598,0.7613808030208334,0.08931706530027368
v50_3600,round32_multi_m_high_imbalance_V50_M2_seed910922492,50,2,high_imbalance,P-GRB,32,stage3__round32_multi_m_high_imbalance_V50_M2_seed910922492__p_grb__3600s,b45bd17aae1d466d0e8f15c9f978c6a3427998eeae0215a4406d1934a976f508,compatible,4.8899440450913,observed_common_window,left_continuous_no_interpolation_no_post_last_extension,0.47071019999999997,359.2884077,358.8176975,0.9100028833168905,0.9300906310638173,0.020087747746926798
v50_3600,round32_multi_m_high_imbalance_V50_M4_seed163456187,50,4,high_imbalance,P-GRB,32,stage3__round32_multi_m_high_imbalance_V50_M4_seed163456187__p_grb__3600s,b45bd17aae1d466d0e8f15c9f978c6a3427998eeae0215a4406d1934a976f508,compatible,7.255830940545673,observed_common_window,left_continuous_no_interpolation_no_post_last_extension,0.770356,3585.0964489,3584.3260929,0.8056154057640237,0.9596726328470438,0.15405722708302017
v50_3600,round32_multi_m_moderate_V50_M2_seed254020866,50,2,moderate,P-GRB,32,stage3__round32_multi_m_moderate_V50_M2_seed254020866__p_grb__3600s,b45bd17aae1d466d0e8f15c9f978c6a3427998eeae0215a4406d1934a976f508,compatible,0.8492232749999897,observed_common_window,left_continuous_no_interpolation_no_post_last_extension,0.40750580000000003,3585.1437015,3584.7361957000003,0.8045842169692332,0.9511889491019658,0.1466047321327327
v50_3600,round32_multi_m_moderate_V50_M4_seed721910669,50,4,moderate,P-GRB,32,stage3__round32_multi_m_moderate_V50_M4_seed721910669__p_grb__3600s,b45bd17aae1d466d0e8f15c9f978c6a3427998eeae0215a4406d1934a976f508,compatible,0.4013966618426952,observed_common_window,left_continuous_no_interpolation_no_post_last_extension,0.7412920999999999,3585.0803248,3584.3390327,0.6597008034477179,0.7795081014058663,0.11980729795814855
v50_3600,round32_multi_m_tight_T_V50_M2_seed104207248,50,2,tight_T,P-GRB,32,stage3__round32_multi_m_tight_T_V50_M2_seed104207248__p_grb__3600s,b45bd17aae1d466d0e8f15c9f978c6a3427998eeae0215a4406d1934a976f508,compatible,4.578118917160246,observed_common_window,left_continuous_no_interpolation_no_post_last_extension,0.4775049,94.5130423,94.0355374,0.7895534516723163,0.8832436793251678,0.09369022765285154
v50_3600,round32_multi_m_tight_T_V50_M4_seed1562257203,50,4,tight_T,P-GRB,32,stage3__round32_multi_m_tight_T_V50_M4_seed1562257203__p_grb__3600s,b45bd17aae1d466d0e8f15c9f978c6a3427998eeae0215a4406d1934a976f508,compatible,5.485350829690545,observed_common_window,left_continuous_no_interpolation_no_post_last_extension,0.8679684000000001,3585.1347956,3584.2668272,0.7727612753678189,0.9821994696971622,0.2094381943293433
v50_3600,tight_T_seed6102,50,3,tight_T,P-GRB,32,stage3__tight_T_seed6102__p_grb__3600s,b45bd17aae1d466d0e8f15c9f978c6a3427998eeae0215a4406d1934a976f508,compatible,0.6704145308677993,observed_common_window,left_continuous_no_interpolation_no_post_last_extension,0.6100943999999999,3585.0886707,3584.4785763,0.7704083308126409,0.8952501521857076,0.12484182137306674
