stage,instance_id,V,M,scenario,comparison,arm,common_verified_ub,gap_threshold,reached,first_observed_process_seconds,no_interpolation,no_post_last_extension
matrix1800,round32_multi_m_moderate_V20_M2_seed479269984,20,2,moderate,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,0.5393140900933879,0.2,True,4.627945,True,True
matrix1800,round32_multi_m_moderate_V20_M2_seed479269984,20,2,moderate,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,0.5393140900933879,0.1,True,109.8409829,True,True
matrix1800,round32_multi_m_moderate_V20_M2_seed479269984,20,2,moderate,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,0.5393140900933879,0.05,True,109.8409829,True,True
matrix1800,round32_multi_m_moderate_V20_M2_seed479269984,20,2,moderate,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,0.5393140900933879,0.02,True,109.8409829,True,True
matrix1800,round32_multi_m_moderate_V20_M2_seed479269984,20,2,moderate,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,0.5393140900933879,0.01,True,109.8409829,True,True
matrix1800,round32_multi_m_moderate_V20_M2_seed479269984,20,2,moderate,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,0.5393140900933879,0.005,True,109.8409829,True,True
matrix1800,round32_multi_m_moderate_V20_M2_seed479269984,20,2,moderate,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,0.5393140900933879,0.001,True,109.8409829,True,True
matrix1800,round32_multi_m_moderate_V20_M4_seed822125155,20,4,moderate,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,0.1256317204608936,0.5,False,,True,True
matrix1800,round32_multi_m_moderate_V20_M4_seed822125155,20,4,moderate,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,0.1256317204608936,0.25,False,,True,True
matrix1800,round32_multi_m_moderate_V20_M4_seed822125155,20,4,moderate,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,0.1256317204608936,0.2,False,,True,True
matrix1800,round32_multi_m_moderate_V20_M4_seed822125155,20,4,moderate,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,0.1256317204608936,0.1,False,,True,True
matrix1800,round32_multi_m_moderate_V20_M4_seed822125155,20,4,moderate,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,0.1256317204608936,0.05,False,,True,True
matrix1800,round32_multi_m_moderate_V20_M4_seed822125155,20,4,moderate,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,0.1256317204608936,0.02,False,,True,True
matrix1800,round32_multi_m_moderate_V20_M4_seed822125155,20,4,moderate,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,0.1256317204608936,0.01,False,,True,True
matrix1800,round32_multi_m_moderate_V20_M4_seed822125155,20,4,moderate,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,0.1256317204608936,0.005,False,,True,True
matrix1800,round32_multi_m_moderate_V20_M4_seed822125155,20,4,moderate,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,0.1256317204608936,0.001,False,,True,True
matrix1800,round32_multi_m_moderate_V20_M4_seed822125155,20,4,moderate,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,0.1256317204608936,0.5,False,,True,True
matrix1800,round32_multi_m_moderate_V20_M4_seed822125155,20,4,moderate,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,0.1256317204608936,0.25,False,,True,True
matrix1800,round32_multi_m_moderate_V20_M4_seed822125155,20,4,moderate,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,0.1256317204608936,0.2,False,,True,True
matrix1800,round32_multi_m_moderate_V20_M4_seed822125155,20,4,moderate,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,0.1256317204608936,0.1,False,,True,True
matrix1800,round32_multi_m_moderate_V20_M4_seed822125155,20,4,moderate,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,0.1256317204608936,0.05,False,,True,True
matrix1800,round32_multi_m_moderate_V20_M4_seed822125155,20,4,moderate,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,0.1256317204608936,0.02,False,,True,True
matrix1800,round32_multi_m_moderate_V20_M4_seed822125155,20,4,moderate,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,0.1256317204608936,0.01,False,,True,True
matrix1800,round32_multi_m_moderate_V20_M4_seed822125155,20,4,moderate,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,0.1256317204608936,0.005,False,,True,True
matrix1800,round32_multi_m_moderate_V20_M4_seed822125155,20,4,moderate,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,0.1256317204608936,0.001,False,,True,True
matrix1800,round32_multi_m_moderate_V50_M2_seed254020866,50,2,moderate,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,0.8492232749999897,0.5,True,22.5523552,True,True
matrix1800,round32_multi_m_moderate_V50_M2_seed254020866,50,2,moderate,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,0.8492232749999897,0.25,True,25.2973967,True,True
matrix1800,round32_multi_m_moderate_V50_M2_seed254020866,50,2,moderate,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,0.8492232749999897,0.2,True,25.2973967,True,True
matrix1800,round32_multi_m_moderate_V50_M2_seed254020866,50,2,moderate,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,0.8492232749999897,0.1,True,54.203897,True,True
matrix1800,round32_multi_m_moderate_V50_M2_seed254020866,50,2,moderate,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,0.8492232749999897,0.05,True,1369.2423661,True,True
matrix1800,round32_multi_m_moderate_V50_M2_seed254020866,50,2,moderate,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,0.8492232749999897,0.02,False,,True,True
matrix1800,round32_multi_m_moderate_V50_M2_seed254020866,50,2,moderate,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,0.8492232749999897,0.01,False,,True,True
matrix1800,round32_multi_m_moderate_V50_M2_seed254020866,50,2,moderate,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,0.8492232749999897,0.005,False,,True,True
matrix1800,round32_multi_m_moderate_V50_M2_seed254020866,50,2,moderate,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,0.8492232749999897,0.001,False,,True,True
matrix1800,round32_multi_m_moderate_V50_M2_seed254020866,50,2,moderate,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,0.8492232749999897,0.5,True,6.3013134,True,True
matrix1800,round32_multi_m_moderate_V50_M2_seed254020866,50,2,moderate,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,0.8492232749999897,0.25,True,19.7660742,True,True
matrix1800,round32_multi_m_moderate_V50_M2_seed254020866,50,2,moderate,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,0.8492232749999897,0.2,True,19.7660742,True,True
matrix1800,round32_multi_m_moderate_V50_M2_seed254020866,50,2,moderate,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,0.8492232749999897,0.1,True,37.659298,True,True
matrix1800,round32_multi_m_moderate_V50_M2_seed254020866,50,2,moderate,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,0.8492232749999897,0.05,True,800.8123844,True,True
matrix1800,round32_multi_m_moderate_V50_M2_seed254020866,50,2,moderate,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,0.8492232749999897,0.02,False,,True,True
matrix1800,round32_multi_m_moderate_V50_M2_seed254020866,50,2,moderate,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,0.8492232749999897,0.01,False,,True,True
matrix1800,round32_multi_m_moderate_V50_M2_seed254020866,50,2,moderate,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,0.8492232749999897,0.005,False,,True,True
matrix1800,round32_multi_m_moderate_V50_M2_seed254020866,50,2,moderate,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,0.8492232749999897,0.001,False,,True,True
matrix1800,round32_multi_m_moderate_V50_M4_seed721910669,50,4,moderate,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,0.40669239072992647,0.5,True,365.6159622,True,True
matrix1800,round32_multi_m_moderate_V50_M4_seed721910669,50,4,moderate,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,0.40669239072992647,0.25,True,430.477238,True,True
matrix1800,round32_multi_m_moderate_V50_M4_seed721910669,50,4,moderate,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,0.40669239072992647,0.2,True,1114.2462416,True,True
matrix1800,round32_multi_m_moderate_V50_M4_seed721910669,50,4,moderate,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,0.40669239072992647,0.1,False,,True,True
matrix1800,round32_multi_m_moderate_V50_M4_seed721910669,50,4,moderate,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,0.40669239072992647,0.05,False,,True,True
matrix1800,round32_multi_m_moderate_V50_M4_seed721910669,50,4,moderate,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,0.40669239072992647,0.02,False,,True,True
matrix1800,round32_multi_m_moderate_V50_M4_seed721910669,50,4,moderate,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,0.40669239072992647,0.01,False,,True,True
matrix1800,round32_multi_m_moderate_V50_M4_seed721910669,50,4,moderate,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,0.40669239072992647,0.005,False,,True,True
matrix1800,round32_multi_m_moderate_V50_M4_seed721910669,50,4,moderate,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,0.40669239072992647,0.001,False,,True,True
matrix1800,round32_multi_m_moderate_V50_M4_seed721910669,50,4,moderate,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,0.40669239072992647,0.5,True,21.8461325,True,True
matrix1800,round32_multi_m_moderate_V50_M4_seed721910669,50,4,moderate,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,0.40669239072992647,0.25,True,302.0844017,True,True
matrix1800,round32_multi_m_moderate_V50_M4_seed721910669,50,4,moderate,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,0.40669239072992647,0.2,False,,True,True
matrix1800,round32_multi_m_moderate_V50_M4_seed721910669,50,4,moderate,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,0.40669239072992647,0.1,False,,True,True
matrix1800,round32_multi_m_moderate_V50_M4_seed721910669,50,4,moderate,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,0.40669239072992647,0.05,False,,True,True
matrix1800,round32_multi_m_moderate_V50_M4_seed721910669,50,4,moderate,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,0.40669239072992647,0.02,False,,True,True
matrix1800,round32_multi_m_moderate_V50_M4_seed721910669,50,4,moderate,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,0.40669239072992647,0.01,False,,True,True
matrix1800,round32_multi_m_moderate_V50_M4_seed721910669,50,4,moderate,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,0.40669239072992647,0.005,False,,True,True
matrix1800,round32_multi_m_moderate_V50_M4_seed721910669,50,4,moderate,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,0.40669239072992647,0.001,False,,True,True
matrix1800,round32_multi_m_tight_T_V20_M2_seed89001413,20,2,tight_T,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,0.33993609699240646,0.5,True,5.479959,True,True
matrix1800,round32_multi_m_tight_T_V20_M2_seed89001413,20,2,tight_T,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,0.33993609699240646,0.25,True,8.882907600000001,True,True
matrix1800,round32_multi_m_tight_T_V20_M2_seed89001413,20,2,tight_T,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,0.33993609699240646,0.2,True,10.305330399999999,True,True
matrix1800,round32_multi_m_tight_T_V20_M2_seed89001413,20,2,tight_T,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,0.33993609699240646,0.1,True,43.2566049,True,True
matrix1800,round32_multi_m_tight_T_V20_M2_seed89001413,20,2,tight_T,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,0.33993609699240646,0.05,True,64.569237,True,True
matrix1800,round32_multi_m_tight_T_V20_M2_seed89001413,20,2,tight_T,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,0.33993609699240646,0.02,True,135.2899855,True,True
matrix1800,round32_multi_m_tight_T_V20_M2_seed89001413,20,2,tight_T,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,0.33993609699240646,0.01,True,135.2899855,True,True
matrix1800,round32_multi_m_tight_T_V20_M2_seed89001413,20,2,tight_T,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,0.33993609699240646,0.005,True,135.2899855,True,True
matrix1800,round32_multi_m_tight_T_V20_M2_seed89001413,20,2,tight_T,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,0.33993609699240646,0.001,True,135.2899855,True,True
matrix1800,round32_multi_m_tight_T_V20_M2_seed89001413,20,2,tight_T,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,0.33993609699240646,0.5,True,0.7855945,True,True
matrix1800,round32_multi_m_tight_T_V20_M2_seed89001413,20,2,tight_T,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,0.33993609699240646,0.25,True,2.6812221000000003,True,True
matrix1800,round32_multi_m_tight_T_V20_M2_seed89001413,20,2,tight_T,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,0.33993609699240646,0.2,True,297.2715055,True,True
matrix1800,round32_multi_m_tight_T_V20_M2_seed89001413,20,2,tight_T,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,0.33993609699240646,0.1,True,297.8137078,True,True
matrix1800,round32_multi_m_tight_T_V20_M2_seed89001413,20,2,tight_T,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,0.33993609699240646,0.05,True,310.9464476,True,True
matrix1800,round32_multi_m_tight_T_V20_M2_seed89001413,20,2,tight_T,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,0.33993609699240646,0.02,True,326.4513362,True,True
matrix1800,round32_multi_m_tight_T_V20_M2_seed89001413,20,2,tight_T,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,0.33993609699240646,0.01,True,332.0243483,True,True
matrix1800,round32_multi_m_tight_T_V20_M2_seed89001413,20,2,tight_T,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,0.33993609699240646,0.005,True,332.921973,True,True
matrix1800,round32_multi_m_tight_T_V20_M2_seed89001413,20,2,tight_T,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,0.33993609699240646,0.001,True,333.1765994,True,True
matrix1800,round32_multi_m_tight_T_V20_M4_seed2095231402,20,4,tight_T,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,0.9547387631169927,0.5,True,15.154079,True,True
matrix1800,round32_multi_m_tight_T_V20_M4_seed2095231402,20,4,tight_T,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,0.9547387631169927,0.25,True,15.3180275,True,True
matrix1800,round32_multi_m_tight_T_V20_M4_seed2095231402,20,4,tight_T,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,0.9547387631169927,0.2,True,15.3180275,True,True
matrix1800,round32_multi_m_tight_T_V20_M4_seed2095231402,20,4,tight_T,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,0.9547387631169927,0.1,True,18.9078972,True,True
matrix1800,round32_multi_m_tight_T_V20_M4_seed2095231402,20,4,tight_T,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,0.9547387631169927,0.05,True,1200.1827544,True,True
matrix1800,round32_multi_m_tight_T_V20_M4_seed2095231402,20,4,tight_T,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,0.9547387631169927,0.02,False,,True,True
matrix1800,round32_multi_m_tight_T_V20_M4_seed2095231402,20,4,tight_T,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,0.9547387631169927,0.01,False,,True,True
matrix1800,round32_multi_m_tight_T_V20_M4_seed2095231402,20,4,tight_T,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,0.9547387631169927,0.005,False,,True,True
matrix1800,round32_multi_m_tight_T_V20_M4_seed2095231402,20,4,tight_T,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,0.9547387631169927,0.001,False,,True,True
matrix1800,round32_multi_m_tight_T_V20_M4_seed2095231402,20,4,tight_T,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,0.9547387631169927,0.5,True,1.3195564,True,True
matrix1800,round32_multi_m_tight_T_V20_M4_seed2095231402,20,4,tight_T,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,0.9547387631169927,0.25,True,1.4905098,True,True
matrix1800,round32_multi_m_tight_T_V20_M4_seed2095231402,20,4,tight_T,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,0.9547387631169927,0.2,True,1.4905098,True,True
matrix1800,round32_multi_m_tight_T_V20_M4_seed2095231402,20,4,tight_T,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,0.9547387631169927,0.1,True,5.2133138,True,True
matrix1800,round32_multi_m_tight_T_V20_M4_seed2095231402,20,4,tight_T,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,0.9547387631169927,0.05,True,517.6520413000001,True,True
matrix1800,round32_multi_m_tight_T_V20_M4_seed2095231402,20,4,tight_T,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,0.9547387631169927,0.02,False,,True,True
matrix1800,round32_multi_m_tight_T_V20_M4_seed2095231402,20,4,tight_T,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,0.9547387631169927,0.01,False,,True,True
matrix1800,round32_multi_m_tight_T_V20_M4_seed2095231402,20,4,tight_T,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,0.9547387631169927,0.005,False,,True,True
matrix1800,round32_multi_m_tight_T_V20_M4_seed2095231402,20,4,tight_T,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,0.9547387631169927,0.001,False,,True,True
matrix1800,round32_multi_m_tight_T_V50_M2_seed104207248,50,2,tight_T,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,4.578118917160246,0.5,True,15.4546179,True,True
matrix1800,round32_multi_m_tight_T_V50_M2_seed104207248,50,2,tight_T,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,4.578118917160246,0.25,True,15.4546179,True,True
matrix1800,round32_multi_m_tight_T_V50_M2_seed104207248,50,2,tight_T,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,4.578118917160246,0.2,True,15.4546179,True,True
matrix1800,round32_multi_m_tight_T_V50_M2_seed104207248,50,2,tight_T,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,4.578118917160246,0.1,True,15.4546179,True,True
matrix1800,round32_multi_m_tight_T_V50_M2_seed104207248,50,2,tight_T,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,4.578118917160246,0.05,True,22.7930296,True,True
matrix1800,round32_multi_m_tight_T_V50_M2_seed104207248,50,2,tight_T,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,4.578118917160246,0.02,True,104.9037947,True,True
matrix1800,round32_multi_m_tight_T_V50_M2_seed104207248,50,2,tight_T,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,4.578118917160246,0.01,True,104.9037947,True,True
matrix1800,round32_multi_m_tight_T_V50_M2_seed104207248,50,2,tight_T,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,4.578118917160246,0.005,True,104.9037947,True,True
matrix1800,round32_multi_m_tight_T_V50_M2_seed104207248,50,2,tight_T,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,4.578118917160246,0.001,True,104.9037947,True,True
matrix1800,round32_multi_m_tight_T_V50_M2_seed104207248,50,2,tight_T,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,4.578118917160246,0.5,True,9.2119646,True,True
matrix1800,round32_multi_m_tight_T_V50_M2_seed104207248,50,2,tight_T,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,4.578118917160246,0.25,True,9.2119646,True,True
matrix1800,round32_multi_m_tight_T_V50_M2_seed104207248,50,2,tight_T,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,4.578118917160246,0.2,True,9.2119646,True,True
matrix1800,round32_multi_m_tight_T_V50_M2_seed104207248,50,2,tight_T,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,4.578118917160246,0.1,True,9.2119646,True,True
matrix1800,round32_multi_m_tight_T_V50_M2_seed104207248,50,2,tight_T,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,4.578118917160246,0.05,True,16.101517,True,True
matrix1800,round32_multi_m_tight_T_V50_M2_seed104207248,50,2,tight_T,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,4.578118917160246,0.02,True,94.1243795,True,True
matrix1800,round32_multi_m_tight_T_V50_M2_seed104207248,50,2,tight_T,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,4.578118917160246,0.01,True,94.1243795,True,True
matrix1800,round32_multi_m_tight_T_V50_M2_seed104207248,50,2,tight_T,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,4.578118917160246,0.005,True,94.1243795,True,True
matrix1800,round32_multi_m_tight_T_V50_M2_seed104207248,50,2,tight_T,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,4.578118917160246,0.001,True,94.1243795,True,True
matrix1800,round32_multi_m_tight_T_V50_M4_seed1562257203,50,4,tight_T,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,5.485350829690545,0.5,True,64.4583836,True,True
matrix1800,round32_multi_m_tight_T_V50_M4_seed1562257203,50,4,tight_T,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,5.485350829690545,0.25,True,64.4583836,True,True
matrix1800,round32_multi_m_tight_T_V50_M4_seed1562257203,50,4,tight_T,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,5.485350829690545,0.2,True,64.4583836,True,True
matrix1800,round32_multi_m_tight_T_V50_M4_seed1562257203,50,4,tight_T,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,5.485350829690545,0.1,True,64.4583836,True,True
matrix1800,round32_multi_m_tight_T_V50_M4_seed1562257203,50,4,tight_T,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,5.485350829690545,0.05,True,71.1644619,True,True
matrix1800,round32_multi_m_tight_T_V50_M4_seed1562257203,50,4,tight_T,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,5.485350829690545,0.02,True,603.153996,True,True
matrix1800,round32_multi_m_tight_T_V50_M4_seed1562257203,50,4,tight_T,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,5.485350829690545,0.01,False,,True,True
matrix1800,round32_multi_m_tight_T_V50_M4_seed1562257203,50,4,tight_T,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,5.485350829690545,0.005,False,,True,True
matrix1800,round32_multi_m_tight_T_V50_M4_seed1562257203,50,4,tight_T,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,5.485350829690545,0.001,False,,True,True
matrix1800,round32_multi_m_tight_T_V50_M4_seed1562257203,50,4,tight_T,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,5.485350829690545,0.5,True,17.8775563,True,True
matrix1800,round32_multi_m_tight_T_V50_M4_seed1562257203,50,4,tight_T,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,5.485350829690545,0.25,True,17.8775563,True,True
matrix1800,round32_multi_m_tight_T_V50_M4_seed1562257203,50,4,tight_T,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,5.485350829690545,0.2,True,17.8775563,True,True
matrix1800,round32_multi_m_tight_T_V50_M4_seed1562257203,50,4,tight_T,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,5.485350829690545,0.1,True,17.8775563,True,True
matrix1800,round32_multi_m_tight_T_V50_M4_seed1562257203,50,4,tight_T,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,5.485350829690545,0.05,True,25.0987497,True,True
matrix1800,round32_multi_m_tight_T_V50_M4_seed1562257203,50,4,tight_T,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,5.485350829690545,0.02,True,615.9068619,True,True
matrix1800,round32_multi_m_tight_T_V50_M4_seed1562257203,50,4,tight_T,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,5.485350829690545,0.01,True,1543.6949041,True,True
matrix1800,round32_multi_m_tight_T_V50_M4_seed1562257203,50,4,tight_T,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,5.485350829690545,0.005,False,,True,True
matrix1800,round32_multi_m_tight_T_V50_M4_seed1562257203,50,4,tight_T,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,5.485350829690545,0.001,False,,True,True
matrix1800,tight_T_seed3101,20,3,tight_T,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,0.10725273413394144,0.5,True,155.29485350000002,True,True
matrix1800,tight_T_seed3101,20,3,tight_T,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,0.10725273413394144,0.25,False,,True,True
matrix1800,tight_T_seed3101,20,3,tight_T,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,0.10725273413394144,0.2,False,,True,True
matrix1800,tight_T_seed3101,20,3,tight_T,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,0.10725273413394144,0.1,False,,True,True
matrix1800,tight_T_seed3101,20,3,tight_T,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,0.10725273413394144,0.05,False,,True,True
matrix1800,tight_T_seed3101,20,3,tight_T,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,0.10725273413394144,0.02,False,,True,True
matrix1800,tight_T_seed3101,20,3,tight_T,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,0.10725273413394144,0.01,False,,True,True
matrix1800,tight_T_seed3101,20,3,tight_T,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,0.10725273413394144,0.005,False,,True,True
matrix1800,tight_T_seed3101,20,3,tight_T,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,0.10725273413394144,0.001,False,,True,True
matrix1800,tight_T_seed3101,20,3,tight_T,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,0.10725273413394144,0.5,True,367.4187032,True,True
matrix1800,tight_T_seed3101,20,3,tight_T,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,0.10725273413394144,0.25,False,,True,True
matrix1800,tight_T_seed3101,20,3,tight_T,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,0.10725273413394144,0.2,False,,True,True
matrix1800,tight_T_seed3101,20,3,tight_T,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,0.10725273413394144,0.1,False,,True,True
matrix1800,tight_T_seed3101,20,3,tight_T,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,0.10725273413394144,0.05,False,,True,True
matrix1800,tight_T_seed3101,20,3,tight_T,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,0.10725273413394144,0.02,False,,True,True
matrix1800,tight_T_seed3101,20,3,tight_T,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,0.10725273413394144,0.01,False,,True,True
matrix1800,tight_T_seed3101,20,3,tight_T,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,0.10725273413394144,0.005,False,,True,True
