run_id,instance,variant,solver_role,budget_seconds,process_start_time,process_end_time,actual_runtime_seconds,process_return_code,windows_return_code_hex,wrapper_timeout,resource_stopped,free_ram_start_bytes,free_ram_end_bytes,minimum_free_ram_bytes,peak_process_tree_rss_bytes,cplex_threads,mip_threads,compact_bc_threads,concurrent_solver_processes,max_cplex_process_count,background_solver_detected,fresh_process,memory_guard_policy,incumbent_source_policy,monitor_path,stdout_log_path,hostname,git_commit,build_sha256,result_package,fresh_run,source_round,certified_original_problem,bound_used_in_comparison
full__high_imbalance_seed3202__tailored_route_cutset_callback__300s,high_imbalance_seed3202,tailored_route_cutset_callback,tailored_full_frontier,300,2026-07-12T08:26:12+08:00,2026-07-12T08:31:24+08:00,312.317,0,0x00000000,False,False,18057338880,18077835264,17823404032,322473984,1,1,1,1,0,False,True,serial_observation_then_stop_below_1GiB_for_3_samples,same_run_verifier_gated_only,results/gf_tailored_bc_fair_diagnosis_round/progress_traces/full__high_imbalance_seed3202__tailored_route_cutset_callback__300s.monitor.csv,results/gf_tailored_bc_fair_diagnosis_round/logs/full__high_imbalance_seed3202__tailored_route_cutset_callback__300s.stdout.log.txt,WIN-3NO58RVQ4VC,110b9baa6ed963827cd09c0de9afbb51bdb3fd7b,aef3b7312809e2ccd8c3ec657faf986a3cd737438ddcea3b3286de76c77cb4b3,results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,False,True
full__high_imbalance_seed3202__plain_cplex__300s,high_imbalance_seed3202,plain_cplex,plain_cplex,300,2026-07-12T08:31:25+08:00,2026-07-12T08:36:26+08:00,301.611,0,0x00000000,False,False,18074701824,17947054080,17830916096,112291840,1,1,0,1,0,False,True,serial_observation_then_stop_below_1GiB_for_3_samples,benchmark_internal_incumbent_only,results/gf_tailored_bc_fair_diagnosis_round/progress_traces/full__high_imbalance_seed3202__plain_cplex__300s.monitor.csv,results/gf_tailored_bc_fair_diagnosis_round/logs/full__high_imbalance_seed3202__plain_cplex__300s.stdout.log.txt,WIN-3NO58RVQ4VC,110b9baa6ed963827cd09c0de9afbb51bdb3fd7b,aef3b7312809e2ccd8c3ec657faf986a3cd737438ddcea3b3286de76c77cb4b3,results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,False,True
full__moderate_seed3301__tailored_static_no_callback__300s,moderate_seed3301,tailored_static_no_callback,tailored_full_frontier,300,2026-07-12T08:36:26+08:00,2026-07-12T08:41:22+08:00,295.62,0,0x00000000,False,False,17949241344,17937526784,17688633344,244543488,1,1,1,1,0,False,True,serial_observation_then_stop_below_1GiB_for_3_samples,same_run_verifier_gated_only,results/gf_tailored_bc_fair_diagnosis_round/progress_traces/full__moderate_seed3301__tailored_static_no_callback__300s.monitor.csv,results/gf_tailored_bc_fair_diagnosis_round/logs/full__moderate_seed3301__tailored_static_no_callback__300s.stdout.log.txt,WIN-3NO58RVQ4VC,110b9baa6ed963827cd09c0de9afbb51bdb3fd7b,aef3b7312809e2ccd8c3ec657faf986a3cd737438ddcea3b3286de76c77cb4b3,results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,False,True
full__moderate_seed3301__tailored_callback_telemetry_only__300s,moderate_seed3301,tailored_callback_telemetry_only,tailored_full_frontier,300,2026-07-12T08:41:22+08:00,2026-07-12T08:46:24+08:00,301.621,0,0x00000000,False,False,17943920640,17955155968,17701986304,244891648,1,1,1,1,0,False,True,serial_observation_then_stop_below_1GiB_for_3_samples,same_run_verifier_gated_only,results/gf_tailored_bc_fair_diagnosis_round/progress_traces/full__moderate_seed3301__tailored_callback_telemetry_only__300s.monitor.csv,results/gf_tailored_bc_fair_diagnosis_round/logs/full__moderate_seed3301__tailored_callback_telemetry_only__300s.stdout.log.txt,WIN-3NO58RVQ4VC,110b9baa6ed963827cd09c0de9afbb51bdb3fd7b,aef3b7312809e2ccd8c3ec657faf986a3cd737438ddcea3b3286de76c77cb4b3,results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,False,True
full__moderate_seed3301__tailored_cheap_cuts__300s,moderate_seed3301,tailored_cheap_cuts,tailored_full_frontier,300,2026-07-12T08:46:24+08:00,2026-07-12T08:51:26+08:00,301.658,0,0x00000000,False,False,17958039552,17895636992,17603514368,249200640,1,1,1,1,0,False,True,serial_observation_then_stop_below_1GiB_for_3_samples,same_run_verifier_gated_only,results/gf_tailored_bc_fair_diagnosis_round/progress_traces/full__moderate_seed3301__tailored_cheap_cuts__300s.monitor.csv,results/gf_tailored_bc_fair_diagnosis_round/logs/full__moderate_seed3301__tailored_cheap_cuts__300s.stdout.log.txt,WIN-3NO58RVQ4VC,110b9baa6ed963827cd09c0de9afbb51bdb3fd7b,aef3b7312809e2ccd8c3ec657faf986a3cd737438ddcea3b3286de76c77cb4b3,results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,False,True
full__moderate_seed3301__tailored_full_static_baseline__300s,moderate_seed3301,tailored_full_static_baseline,tailored_full_frontier,300,2026-07-12T08:51:26+08:00,2026-07-12T08:56:22+08:00,295.635,0,0x00000000,False,False,17887895552,17866964992,17621250048,244772864,1,1,1,1,0,False,True,serial_observation_then_stop_below_1GiB_for_3_samples,same_run_verifier_gated_only,results/gf_tailored_bc_fair_diagnosis_round/progress_traces/full__moderate_seed3301__tailored_full_static_baseline__300s.monitor.csv,results/gf_tailored_bc_fair_diagnosis_round/logs/full__moderate_seed3301__tailored_full_static_baseline__300s.stdout.log.txt,WIN-3NO58RVQ4VC,110b9baa6ed963827cd09c0de9afbb51bdb3fd7b,aef3b7312809e2ccd8c3ec657faf986a3cd737438ddcea3b3286de76c77cb4b3,results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,False,True
full__moderate_seed3301__tailored_route_cutset_callback__300s,moderate_seed3301,tailored_route_cutset_callback,tailored_full_frontier,300,2026-07-12T08:56:22+08:00,2026-07-12T09:01:24+08:00,301.759,0,0x00000000,False,False,17882595328,17890250752,17630556160,244690944,1,1,1,1,0,False,True,serial_observation_then_stop_below_1GiB_for_3_samples,same_run_verifier_gated_only,results/gf_tailored_bc_fair_diagnosis_round/progress_traces/full__moderate_seed3301__tailored_route_cutset_callback__300s.monitor.csv,results/gf_tailored_bc_fair_diagnosis_round/logs/full__moderate_seed3301__tailored_route_cutset_callback__300s.stdout.log.txt,WIN-3NO58RVQ4VC,110b9baa6ed963827cd09c0de9afbb51bdb3fd7b,aef3b7312809e2ccd8c3ec657faf986a3cd737438ddcea3b3286de76c77cb4b3,results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,False,True
full__moderate_seed3301__plain_cplex__300s,moderate_seed3301,plain_cplex,plain_cplex,300,2026-07-12T09:01:25+08:00,2026-07-12T09:06:26+08:00,301.578,0,0x00000000,False,False,17892839424,17865297920,17315479552,565760000,1,1,0,1,0,False,True,serial_observation_then_stop_below_1GiB_for_3_samples,benchmark_internal_incumbent_only,results/gf_tailored_bc_fair_diagnosis_round/progress_traces/full__moderate_seed3301__plain_cplex__300s.monitor.csv,results/gf_tailored_bc_fair_diagnosis_round/logs/full__moderate_seed3301__plain_cplex__300s.stdout.log.txt,WIN-3NO58RVQ4VC,110b9baa6ed963827cd09c0de9afbb51bdb3fd7b,aef3b7312809e2ccd8c3ec657faf986a3cd737438ddcea3b3286de76c77cb4b3,results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,False,True
full__moderate_seed3302__tailored_static_no_callback__300s,moderate_seed3302,tailored_static_no_callback,tailored_full_frontier,300,2026-07-12T09:06:26+08:00,2026-07-12T09:11:18+08:00,291.779,0,0x00000000,False,False,17867440128,17939603456,17586364416,255860736,1,1,1,1,0,False,True,serial_observation_then_stop_below_1GiB_for_3_samples,same_run_verifier_gated_only,results/gf_tailored_bc_fair_diagnosis_round/progress_traces/full__moderate_seed3302__tailored_static_no_callback__300s.monitor.csv,results/gf_tailored_bc_fair_diagnosis_round/logs/full__moderate_seed3302__tailored_static_no_callback__300s.stdout.log.txt,WIN-3NO58RVQ4VC,110b9baa6ed963827cd09c0de9afbb51bdb3fd7b,aef3b7312809e2ccd8c3ec657faf986a3cd737438ddcea3b3286de76c77cb4b3,results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,False,True
full__moderate_seed3302__tailored_callback_telemetry_only__300s,moderate_seed3302,tailored_callback_telemetry_only,tailored_full_frontier,300,2026-07-12T09:11:19+08:00,2026-07-12T09:16:16+08:00,297.681,0,0x00000000,False,False,17940033536,17930518528,17679790080,244649984,1,1,1,1,0,False,True,serial_observation_then_stop_below_1GiB_for_3_samples,same_run_verifier_gated_only,results/gf_tailored_bc_fair_diagnosis_round/progress_traces/full__moderate_seed3302__tailored_callback_telemetry_only__300s.monitor.csv,results/gf_tailored_bc_fair_diagnosis_round/logs/full__moderate_seed3302__tailored_callback_telemetry_only__300s.stdout.log.txt,WIN-3NO58RVQ4VC,110b9baa6ed963827cd09c0de9afbb51bdb3fd7b,aef3b7312809e2ccd8c3ec657faf986a3cd737438ddcea3b3286de76c77cb4b3,results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,False,True
full__moderate_seed3302__tailored_cheap_cuts__300s,moderate_seed3302,tailored_cheap_cuts,tailored_full_frontier,300,2026-07-12T09:16:17+08:00,2026-07-12T09:21:14+08:00,297.692,0,0x00000000,False,False,17930170368,17969836032,17697210368,255393792,1,1,1,1,0,False,True,serial_observation_then_stop_below_1GiB_for_3_samples,same_run_verifier_gated_only,results/gf_tailored_bc_fair_diagnosis_round/progress_traces/full__moderate_seed3302__tailored_cheap_cuts__300s.monitor.csv,results/gf_tailored_bc_fair_diagnosis_round/logs/full__moderate_seed3302__tailored_cheap_cuts__300s.stdout.log.txt,WIN-3NO58RVQ4VC,110b9baa6ed963827cd09c0de9afbb51bdb3fd7b,aef3b7312809e2ccd8c3ec657faf986a3cd737438ddcea3b3286de76c77cb4b3,results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,False,True
full__moderate_seed3302__tailored_full_static_baseline__300s,moderate_seed3302,tailored_full_static_baseline,tailored_full_frontier,300,2026-07-12T09:21:15+08:00,2026-07-12T09:26:06+08:00,291.674,0,0x00000000,False,False,17976041472,17956495360,17737494528,257323008,1,1,1,1,0,False,True,serial_observation_then_stop_below_1GiB_for_3_samples,same_run_verifier_gated_only,results/gf_tailored_bc_fair_diagnosis_round/progress_traces/full__moderate_seed3302__tailored_full_static_baseline__300s.monitor.csv,results/gf_tailored_bc_fair_diagnosis_round/logs/full__moderate_seed3302__tailored_full_static_baseline__300s.stdout.log.txt,WIN-3NO58RVQ4VC,110b9baa6ed963827cd09c0de9afbb51bdb3fd7b,aef3b7312809e2ccd8c3ec657faf986a3cd737438ddcea3b3286de76c77cb4b3,results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,False,True
full__moderate_seed3302__tailored_route_cutset_callback__300s,moderate_seed3302,tailored_route_cutset_callback,tailored_full_frontier,300,2026-07-12T09:26:07+08:00,2026-07-12T09:31:04+08:00,297.687,0,0x00000000,False,False,17962979328,17983520768,17697902592,255397888,1,1,1,1,0,False,True,serial_observation_then_stop_below_1GiB_for_3_samples,same_run_verifier_gated_only,results/gf_tailored_bc_fair_diagnosis_round/progress_traces/full__moderate_seed3302__tailored_route_cutset_callback__300s.monitor.csv,results/gf_tailored_bc_fair_diagnosis_round/logs/full__moderate_seed3302__tailored_route_cutset_callback__300s.stdout.log.txt,WIN-3NO58RVQ4VC,110b9baa6ed963827cd09c0de9afbb51bdb3fd7b,aef3b7312809e2ccd8c3ec657faf986a3cd737438ddcea3b3286de76c77cb4b3,results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,False,True
full__moderate_seed3302__plain_cplex__300s,moderate_seed3302,plain_cplex,plain_cplex,300,2026-07-12T09:31:05+08:00,2026-07-12T09:36:06+08:00,301.612,0,0x00000000,False,False,17975640064,18001088512,17887903744,91426816,1,1,0,1,0,False,True,serial_observation_then_stop_below_1GiB_for_3_samples,benchmark_internal_incumbent_only,results/gf_tailored_bc_fair_diagnosis_round/progress_traces/full__moderate_seed3302__plain_cplex__300s.monitor.csv,results/gf_tailored_bc_fair_diagnosis_round/logs/full__moderate_seed3302__plain_cplex__300s.stdout.log.txt,WIN-3NO58RVQ4VC,110b9baa6ed963827cd09c0de9afbb51bdb3fd7b,aef3b7312809e2ccd8c3ec657faf986a3cd737438ddcea3b3286de76c77cb4b3,results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,False,True
full__high_imbalance_seed3201__tailored_static_no_callback__300s,high_imbalance_seed3201,tailored_static_no_callback,tailored_full_frontier,300,2026-07-12T09:36:07+08:00,2026-07-12T09:41:08+08:00,301.683,0,0x00000000,False,False,17996488704,17997848576,17323786240,609349632,1,1,1,1,0,False,True,serial_observation_then_stop_below_1GiB_for_3_samples,same_run_verifier_gated_only,results/gf_tailored_bc_fair_diagnosis_round/progress_traces/full__high_imbalance_seed3201__tailored_static_no_callback__300s.monitor.csv,results/gf_tailored_bc_fair_diagnosis_round/logs/full__high_imbalance_seed3201__tailored_static_no_callback__300s.stdout.log.txt,WIN-3NO58RVQ4VC,110b9baa6ed963827cd09c0de9afbb51bdb3fd7b,aef3b7312809e2ccd8c3ec657faf986a3cd737438ddcea3b3286de76c77cb4b3,results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,False,True
full__high_imbalance_seed3201__tailored_callback_telemetry_only__300s,high_imbalance_seed3201,tailored_callback_telemetry_only,tailored_full_frontier,300,2026-07-12T09:41:09+08:00,2026-07-12T09:46:17+08:00,307.838,0,0x00000000,False,False,17990320128,17983332352,17367650304,796221440,1,1,1,1,0,False,True,serial_observation_then_stop_below_1GiB_for_3_samples,same_run_verifier_gated_only,results/gf_tailored_bc_fair_diagnosis_round/progress_traces/full__high_imbalance_seed3201__tailored_callback_telemetry_only__300s.monitor.csv,results/gf_tailored_bc_fair_diagnosis_round/logs/full__high_imbalance_seed3201__tailored_callback_telemetry_only__300s.stdout.log.txt,WIN-3NO58RVQ4VC,110b9baa6ed963827cd09c0de9afbb51bdb3fd7b,aef3b7312809e2ccd8c3ec657faf986a3cd737438ddcea3b3286de76c77cb4b3,results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,False,True
full__high_imbalance_seed3201__tailored_cheap_cuts__300s,high_imbalance_seed3201,tailored_cheap_cuts,tailored_full_frontier,300,2026-07-12T09:46:17+08:00,2026-07-12T09:51:25+08:00,307.595,0,0x00000000,False,False,17982148608,17975341056,17293574144,666169344,1,1,1,1,0,False,True,serial_observation_then_stop_below_1GiB_for_3_samples,same_run_verifier_gated_only,results/gf_tailored_bc_fair_diagnosis_round/progress_traces/full__high_imbalance_seed3201__tailored_cheap_cuts__300s.monitor.csv,results/gf_tailored_bc_fair_diagnosis_round/logs/full__high_imbalance_seed3201__tailored_cheap_cuts__300s.stdout.log.txt,WIN-3NO58RVQ4VC,110b9baa6ed963827cd09c0de9afbb51bdb3fd7b,aef3b7312809e2ccd8c3ec657faf986a3cd737438ddcea3b3286de76c77cb4b3,results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,False,True
full__high_imbalance_seed3201__tailored_full_static_baseline__300s,high_imbalance_seed3201,tailored_full_static_baseline,tailored_full_frontier,300,2026-07-12T09:51:25+08:00,2026-07-12T09:56:27+08:00,301.788,0,0x00000000,False,False,17972412416,17932541952,17317158912,821895168,1,1,1,1,0,False,True,serial_observation_then_stop_below_1GiB_for_3_samples,same_run_verifier_gated_only,results/gf_tailored_bc_fair_diagnosis_round/progress_traces/full__high_imbalance_seed3201__tailored_full_static_baseline__300s.monitor.csv,results/gf_tailored_bc_fair_diagnosis_round/logs/full__high_imbalance_seed3201__tailored_full_static_baseline__300s.stdout.log.txt,WIN-3NO58RVQ4VC,110b9baa6ed963827cd09c0de9afbb51bdb3fd7b,aef3b7312809e2ccd8c3ec657faf986a3cd737438ddcea3b3286de76c77cb4b3,results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,False,True
full__high_imbalance_seed3201__tailored_route_cutset_callback__300s,high_imbalance_seed3201,tailored_route_cutset_callback,tailored_full_frontier,300,2026-07-12T09:56:27+08:00,2026-07-12T10:01:35+08:00,307.662,0,0x00000000,False,False,17927057408,17924333568,17276817408,665841664,1,1,1,1,0,False,True,serial_observation_then_stop_below_1GiB_for_3_samples,same_run_verifier_gated_only,results/gf_tailored_bc_fair_diagnosis_round/progress_traces/full__high_imbalance_seed3201__tailored_route_cutset_callback__300s.monitor.csv,results/gf_tailored_bc_fair_diagnosis_round/logs/full__high_imbalance_seed3201__tailored_route_cutset_callback__300s.stdout.log.txt,WIN-3NO58RVQ4VC,110b9baa6ed963827cd09c0de9afbb51bdb3fd7b,aef3b7312809e2ccd8c3ec657faf986a3cd737438ddcea3b3286de76c77cb4b3,results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,False,True
full__high_imbalance_seed3201__plain_cplex__300s,high_imbalance_seed3201,plain_cplex,plain_cplex,300,2026-07-12T10:01:35+08:00,2026-07-12T10:06:37+08:00,301.684,0,0x00000000,False,False,17927372800,17759645696,17622024192,337096704,1,1,0,1,0,False,True,serial_observation_then_stop_below_1GiB_for_3_samples,benchmark_internal_incumbent_only,results/gf_tailored_bc_fair_diagnosis_round/progress_traces/full__high_imbalance_seed3201__plain_cplex__300s.monitor.csv,results/gf_tailored_bc_fair_diagnosis_round/logs/full__high_imbalance_seed3201__plain_cplex__300s.stdout.log.txt,WIN-3NO58RVQ4VC,110b9baa6ed963827cd09c0de9afbb51bdb3fd7b,aef3b7312809e2ccd8c3ec657faf986a3cd737438ddcea3b3286de76c77cb4b3,results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,False,True
full__tight_T_seed3102__tailored_callback_telemetry_only__300s,tight_T_seed3102,tailored_callback_telemetry_only,tailored_full_frontier,300,2026-07-12T10:06:37+08:00,2026-07-12T10:11:41+08:00,303.679,0,0x00000000,False,False,17882877952,17894625280,17531121664,574607360,1,1,1,1,0,False,True,serial_observation_then_stop_below_1GiB_for_3_samples,same_run_verifier_gated_only,results/gf_tailored_bc_fair_diagnosis_round/progress_traces/full__tight_T_seed3102__tailored_callback_telemetry_only__300s.monitor.csv,results/gf_tailored_bc_fair_diagnosis_round/logs/full__tight_T_seed3102__tailored_callback_telemetry_only__300s.stdout.log.txt,WIN-3NO58RVQ4VC,110b9baa6ed963827cd09c0de9afbb51bdb3fd7b,aef3b7312809e2ccd8c3ec657faf986a3cd737438ddcea3b3286de76c77cb4b3,results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,False,True
full__tight_T_seed3102__tailored_cheap_cuts__300s,tight_T_seed3102,tailored_cheap_cuts,tailored_full_frontier,300,2026-07-12T10:11:41+08:00,2026-07-12T10:16:45+08:00,303.629,0,0x00000000,False,False,17877450752,17830821888,17601478656,298975232,1,1,1,1,0,False,True,serial_observation_then_stop_below_1GiB_for_3_samples,same_run_verifier_gated_only,results/gf_tailored_bc_fair_diagnosis_round/progress_traces/full__tight_T_seed3102__tailored_cheap_cuts__300s.monitor.csv,results/gf_tailored_bc_fair_diagnosis_round/logs/full__tight_T_seed3102__tailored_cheap_cuts__300s.stdout.log.txt,WIN-3NO58RVQ4VC,110b9baa6ed963827cd09c0de9afbb51bdb3fd7b,aef3b7312809e2ccd8c3ec657faf986a3cd737438ddcea3b3286de76c77cb4b3,results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,False,True
full__tight_T_seed3102__tailored_full_static_baseline__300s,tight_T_seed3102,tailored_full_static_baseline,tailored_full_frontier,300,2026-07-12T10:16:45+08:00,2026-07-12T10:21:43+08:00,297.61,0,0x00000000,False,False,17837809664,17848238080,17545846784,564285440,1,1,1,1,0,False,True,serial_observation_then_stop_below_1GiB_for_3_samples,same_run_verifier_gated_only,results/gf_tailored_bc_fair_diagnosis_round/progress_traces/full__tight_T_seed3102__tailored_full_static_baseline__300s.monitor.csv,results/gf_tailored_bc_fair_diagnosis_round/logs/full__tight_T_seed3102__tailored_full_static_baseline__300s.stdout.log.txt,WIN-3NO58RVQ4VC,110b9baa6ed963827cd09c0de9afbb51bdb3fd7b,aef3b7312809e2ccd8c3ec657faf986a3cd737438ddcea3b3286de76c77cb4b3,results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,False,True
full__tight_T_seed3102__tailored_route_cutset_callback__300s,tight_T_seed3102,tailored_route_cutset_callback,tailored_full_frontier,300,2026-07-12T10:21:43+08:00,2026-07-12T10:26:47+08:00,303.84,0,0x00000000,False,False,17853071360,17787109376,17490935808,536973312,1,1,1,1,0,False,True,serial_observation_then_stop_below_1GiB_for_3_samples,same_run_verifier_gated_only,results/gf_tailored_bc_fair_diagnosis_round/progress_traces/full__tight_T_seed3102__tailored_route_cutset_callback__300s.monitor.csv,results/gf_tailored_bc_fair_diagnosis_round/logs/full__tight_T_seed3102__tailored_route_cutset_callback__300s.stdout.log.txt,WIN-3NO58RVQ4VC,110b9baa6ed963827cd09c0de9afbb51bdb3fd7b,aef3b7312809e2ccd8c3ec657faf986a3cd737438ddcea3b3286de76c77cb4b3,results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,False,True
full__tight_T_seed3102__plain_cplex__300s,tight_T_seed3102,plain_cplex,plain_cplex,300,2026-07-12T10:26:47+08:00,2026-07-12T10:31:49+08:00,301.617,0,0x00000000,False,False,17773244416,17823571968,17707343872,121434112,1,1,0,1,0,False,True,serial_observation_then_stop_below_1GiB_for_3_samples,benchmark_internal_incumbent_only,results/gf_tailored_bc_fair_diagnosis_round/progress_traces/full__tight_T_seed3102__plain_cplex__300s.monitor.csv,results/gf_tailored_bc_fair_diagnosis_round/logs/full__tight_T_seed3102__plain_cplex__300s.stdout.log.txt,WIN-3NO58RVQ4VC,110b9baa6ed963827cd09c0de9afbb51bdb3fd7b,aef3b7312809e2ccd8c3ec657faf986a3cd737438ddcea3b3286de76c77cb4b3,results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,False,True
full__V12_M1__tailored_static_no_callback__900s,V12_M1,tailored_static_no_callback,tailored_full_frontier,900,2026-07-12T10:33:24+08:00,2026-07-12T10:44:40+08:00,676.295,0,0x00000000,False,False,17808543744,17506107392,13905186816,3634552832,1,1,1,1,0,False,True,serial_observation_then_stop_below_1GiB_for_3_samples,same_run_verifier_gated_only,results/gf_tailored_bc_fair_diagnosis_round/progress_traces/full__V12_M1__tailored_static_no_callback__900s.monitor.csv,results/gf_tailored_bc_fair_diagnosis_round/logs/full__V12_M1__tailored_static_no_callback__900s.stdout.log.txt,WIN-3NO58RVQ4VC,110b9baa6ed963827cd09c0de9afbb51bdb3fd7b,aef3b7312809e2ccd8c3ec657faf986a3cd737438ddcea3b3286de76c77cb4b3,results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,True,True
full__V12_M1__tailored_callback_telemetry_only__900s,V12_M1,tailored_callback_telemetry_only,tailored_full_frontier,900,2026-07-12T10:44:40+08:00,2026-07-12T10:56:54+08:00,733.732,0,0x00000000,False,False,17513439232,17425063936,13913456640,3587829760,1,1,1,1,0,False,True,serial_observation_then_stop_below_1GiB_for_3_samples,same_run_verifier_gated_only,results/gf_tailored_bc_fair_diagnosis_round/progress_traces/full__V12_M1__tailored_callback_telemetry_only__900s.monitor.csv,results/gf_tailored_bc_fair_diagnosis_round/logs/full__V12_M1__tailored_callback_telemetry_only__900s.stdout.log.txt,WIN-3NO58RVQ4VC,110b9baa6ed963827cd09c0de9afbb51bdb3fd7b,aef3b7312809e2ccd8c3ec657faf986a3cd737438ddcea3b3286de76c77cb4b3,results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,True,True
full__V12_M1__tailored_cheap_cuts__900s,V12_M1,tailored_cheap_cuts,tailored_full_frontier,900,2026-07-12T10:56:55+08:00,2026-07-12T11:09:39+08:00,764.488,0,0x00000000,False,False,17445478400,17317285888,13442527232,3827273728,1,1,1,1,0,False,True,serial_observation_then_stop_below_1GiB_for_3_samples,same_run_verifier_gated_only,results/gf_tailored_bc_fair_diagnosis_round/progress_traces/full__V12_M1__tailored_cheap_cuts__900s.monitor.csv,results/gf_tailored_bc_fair_diagnosis_round/logs/full__V12_M1__tailored_cheap_cuts__900s.stdout.log.txt,WIN-3NO58RVQ4VC,110b9baa6ed963827cd09c0de9afbb51bdb3fd7b,aef3b7312809e2ccd8c3ec657faf986a3cd737438ddcea3b3286de76c77cb4b3,results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,True,True
full__V12_M1__tailored_full_static_baseline__900s,V12_M1,tailored_full_static_baseline,tailored_full_frontier,900,2026-07-12T11:09:40+08:00,2026-07-12T11:20:59+08:00,679.392,0,0x00000000,False,False,17321824256,17360515072,13732802560,3750264832,1,1,1,1,0,False,True,serial_observation_then_stop_below_1GiB_for_3_samples,same_run_verifier_gated_only,results/gf_tailored_bc_fair_diagnosis_round/progress_traces/full__V12_M1__tailored_full_static_baseline__900s.monitor.csv,results/gf_tailored_bc_fair_diagnosis_round/logs/full__V12_M1__tailored_full_static_baseline__900s.stdout.log.txt,WIN-3NO58RVQ4VC,110b9baa6ed963827cd09c0de9afbb51bdb3fd7b,aef3b7312809e2ccd8c3ec657faf986a3cd737438ddcea3b3286de76c77cb4b3,results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,True,True
full__V12_M1__tailored_route_cutset_callback__900s,V12_M1,tailored_route_cutset_callback,tailored_full_frontier,900,2026-07-12T11:20:59+08:00,2026-07-12T11:33:14+08:00,734.015,0,0x00000000,False,False,17357996032,17547522048,13846855680,3550941184,1,1,1,1,0,False,True,serial_observation_then_stop_below_1GiB_for_3_samples,same_run_verifier_gated_only,results/gf_tailored_bc_fair_diagnosis_round/progress_traces/full__V12_M1__tailored_route_cutset_callback__900s.monitor.csv,results/gf_tailored_bc_fair_diagnosis_round/logs/full__V12_M1__tailored_route_cutset_callback__900s.stdout.log.txt,WIN-3NO58RVQ4VC,110b9baa6ed963827cd09c0de9afbb51bdb3fd7b,aef3b7312809e2ccd8c3ec657faf986a3cd737438ddcea3b3286de76c77cb4b3,results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,True,True
full__V12_M1__plain_cplex__900s,V12_M1,plain_cplex,plain_cplex,900,2026-07-12T11:33:14+08:00,2026-07-12T11:36:19+08:00,184.749,0,0x00000000,False,False,17547522048,17554948096,17495023616,65253376,1,1,0,1,0,False,True,serial_observation_then_stop_below_1GiB_for_3_samples,benchmark_internal_incumbent_only,results/gf_tailored_bc_fair_diagnosis_round/progress_traces/full__V12_M1__plain_cplex__900s.monitor.csv,results/gf_tailored_bc_fair_diagnosis_round/logs/full__V12_M1__plain_cplex__900s.stdout.log.txt,WIN-3NO58RVQ4VC,110b9baa6ed963827cd09c0de9afbb51bdb3fd7b,aef3b7312809e2ccd8c3ec657faf986a3cd737438ddcea3b3286de76c77cb4b3,results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,True,True
