stage,id,arm,ledger,leaf_id,solve_kind,native_status,optimize_return_code,global_deadline_remaining_at_launch,solver_runtime,work,nodes,simplex_iterations,barrier_iterations,memory_gb,model_sha256,in_memory_model_reused,integer_domain_restored,basis_reuse_status,native_log,parent_id,depth,child_index,gamma_L,gamma_U,base_lower_bound,lower_bound,status,lp_complete,lp_optimal,lp_infeasible,lp_bound,terminal_mip_started,terminal_ready,coalesced_block_id,coverage_member_ids,c6_native_phase_count,c6_frontier_milestone_reached,c6_children_ready,single_child_contraction_parent,strict_infeasible_half_verified,contracted_infeasible_gamma_L,contracted_infeasible_gamma_U,contraction_source,closure_source,lower_bound_sources,anchor_cell_index,anchor_lower,anchor_upper,active,active_lower,active_upper,truncated_by_proof_range,U_proof_launch,U_anchor_launch,proof_range_lower,proof_range_upper,normalization_source,decision_sequence,K0,tau,interval_id,B_p,B_L,B_R,U,proof_gap,g_L_raw,g_R_raw,g_L,g_R,eta,mu,S_AM,adaptive_rho_I,score_tolerance,selected_action,native_target,deterministic_reason,coverage_update,phase_index,target_kind,current_bound,target_bound,other_open_min_bound,verified_cutoff,native_bound,target_reached,exact_closure,requeued,event_source
references,C2,K1-H,paper_optimize_ledger.csv,L0.0,MIP,OPTIMAL,0,592.6049031,522.75,1067.6155287133017,44825,3923480,0,0.193439004,c1b6d06947c08c77ade119ba1b2024bee732794166fe0b3e3a8990b15aaee06d,1,0,not_requested,E:\codes\ExactEBRP\results\gf_transfer_block_native_time_round61\local_raw\references\C2\K1-H\external\native_logs\L0.0_terminal_mip.gurobi.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
references,C2,K1-H,paper_leaf_ledger.csv,L0,,,,,,,,,,,,,,,,,0,-1,0,0.82996341317177524,0,0.53016023239154275,replaced,1,1,0,0.53016023239154275,0,0,,,0,0,0,0,0,,,,,objective_nonnegative_penalty_G_floor;optimal_complete_lp_relaxation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
references,C2,K1-H,paper_leaf_ledger.csv,L0.0,,,,,,,,,,,,,,,,L0,1,0,0,0.41498170658588762,0.53312231231027307,0.82996340294968574,closed,1,1,0,0.53312231231027307,1,1,,,1,0,0,0,0,,,,native_terminal_mip_optimal,inherited_parent_lp_bound;optimal_complete_child_lp_relaxation;valid_child_target_native_bound;native_terminal_mip_bound,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
references,C2,K1-H,paper_leaf_ledger.csv,L0.1,,,,,,,,,,,,,,,,L0,1,1,0.41498170658588762,0.82996341317177524,0.53016023239154275,0.82996341317177524,empty,1,0,1,0,0,0,,,0,0,0,0,0,,,,complete_child_lp_infeasible,inherited_parent_lp_bound,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
references,C2,K1-H,adaptive_mass_decision_ledger.csv,,,,,,,,,,,,,,,,,L0,1,,0,0.41498170658588762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0.080000000000000002,L0.0,0.53312231231027307,0.577001723543071,0.65706635050246931,0.82996341317177524,0.29684110086150217,0.14782121177104393,0.41754338544252029,0.14782121177104393,0.41754338544252029,0.14782121177104393,0.28268229860678212,0.041786439926278618,0.2830032173725951,3.3688057960625914e-07,native-target,0.577001723543071,adaptive_mass_score_below_tau_native_target,parent_coverage_retained,,,,,,,,,,,
references,C2,K1-H,adaptive_mass_decision_ledger.csv,,,,,,,,,,,,,,,,,L0,1,,0,0.41498170658588762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0.080000000000000002,L0.0,0.60757805331806658,0.577001723543071,0.65706635050246931,0.82996341317177524,0.22238535985370866,-0.13749254804861952,0.22253397083763751,0,0.22253397083763751,0,0.11126698541881876,0,0.7189913494903537,4.496698957428035e-07,exact-close,,adaptive_mass_no_strict_child_improvement,parent_coverage_retained,,,,,,,,,,,
references,C2,K1-H,native_target_ledger.csv,L0.0,,INTERRUPTED,,,0.28199982643127441,0.53634831501589353,1,,,,,,,,,,,,,,,,target_reached_requeue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,child_disjunction,0.53312231231027307,0.577001723543071,inf,0.82996341317177524,0.60757805331806658,1,0,1,c6_child_bound_reached_parent_requeued_no_forced_split
references,C2,K1-H,initial_decomposition_ledger.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.82996341317177524,1,0,0.82996341317177524,0,0.82996341317177524,0.82996341317177524,0,0.82996341317177524,proof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
easy_protection,D1,Single-S-off,paper_optimize_ledger.csv,L0,LP,OPTIMAL,0,56.975030099999998,0.0049998760223388672,0.0079086788232485428,0,169,0,0.003372445,5d6075fc191c12b6899c7838dd8889b1dde6af866d75c725d5b131a1a65973fe,0,1,not_submitted_domain_transition_model_object_only,E:\codes\ExactEBRP\results\gf_transfer_block_native_time_round61\local_raw\easy_protection\D1\off\external\native_logs\L0_lp.gurobi.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
easy_protection,D1,Single-S-off,paper_optimize_ledger.csv,L0,MIP,OPTIMAL,0,56.962484799999999,0.22000002861022949,0.24849201671421559,10,1986,0,0.01022845,5d6075fc191c12b6899c7838dd8889b1dde6af866d75c725d5b131a1a65973fe,1,0,not_requested,E:\codes\ExactEBRP\results\gf_transfer_block_native_time_round61\local_raw\easy_protection\D1\off\external\native_logs\L0_terminal_mip.gurobi.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
easy_protection,D1,Single-S-off,paper_leaf_ledger.csv,L0,,,,,,,,,,,,,,,,,0,-1,0,0.47752994459271064,0,0,closed,1,1,0,0,1,1,,,0,0,0,0,0,,,,native_terminal_mip_optimal,objective_nonnegative_penalty_G_floor;optimal_complete_lp_relaxation;native_terminal_mip_bound,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
easy_protection,D1,Single-S-off,initial_decomposition_ledger.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.47752994459271064,1,0,0.47752994459271064,0,0.47752994459271064,0.47752994459271064,0,0.47752994459271064,proof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
easy_protection,D1,Single-S-submit,paper_optimize_ledger.csv,L0,LP,OPTIMAL,0,56.9376593,0.0060000419616699219,0.0079086788232485428,0,169,0,0.0033724509999999998,5d6075fc191c12b6899c7838dd8889b1dde6af866d75c725d5b131a1a65973fe,0,1,not_submitted_domain_transition_model_object_only,E:\codes\ExactEBRP\results\gf_transfer_block_native_time_round61\local_raw\easy_protection\D1\submit\external\native_logs\L0_lp.gurobi.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
easy_protection,D1,Single-S-submit,paper_optimize_ledger.csv,L0,MIP,OPTIMAL,0,56.923778599999999,0.058000087738037109,0.08144077389903312,1,839,0,0.0076126960000000004,5d6075fc191c12b6899c7838dd8889b1dde6af866d75c725d5b131a1a65973fe,1,0,not_requested,E:\codes\ExactEBRP\results\gf_transfer_block_native_time_round61\local_raw\easy_protection\D1\submit\external\native_logs\L0_terminal_mip.gurobi.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
easy_protection,D1,Single-S-submit,paper_leaf_ledger.csv,L0,,,,,,,,,,,,,,,,,0,-1,0,0.47752994459271064,0,0,closed,1,1,0,0,1,1,,,0,0,0,0,0,,,,native_terminal_mip_optimal,objective_nonnegative_penalty_G_floor;optimal_complete_lp_relaxation;native_terminal_mip_bound,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
easy_protection,D1,Single-S-submit,initial_decomposition_ledger.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.47752994459271064,1,0,0.47752994459271064,0,0.47752994459271064,0.47752994459271064,0,0.47752994459271064,proof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k1_corrected,C2,K1-S-off,paper_optimize_ledger.csv,L0,LP,OPTIMAL,0,296.915682,0.11100006103515625,0.3015452305938498,0,2276,0,0.020313898,3d527037a19d11e73bda30506ae934ec704d4f78d60e50051da7216d25694d5a,0,1,not_submitted_domain_transition_model_object_only,E:\codes\ExactEBRP\results\gf_transfer_block_native_time_round61\local_raw\k1_corrected\C2\off\external\native_logs\L0_lp.gurobi.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k1_corrected,C2,K1-S-off,paper_optimize_ledger.csv,L0.0,LP,OPTIMAL,0,296.70060890000002,0.12599992752075195,0.33312606807211831,0,2261,0,0.023108423999999999,ae77e0c7c3d78c52a55f5c04ad07904ae6ceb3744fb2a3b1dbee44b27d54d7d4,0,1,not_submitted_domain_transition_model_object_only,E:\codes\ExactEBRP\results\gf_transfer_block_native_time_round61\local_raw\k1_corrected\C2\off\external\native_logs\L0.0_lp.gurobi.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k1_corrected,C2,K1-S-off,paper_optimize_ledger.csv,L0.1,LP,OPTIMAL,0,296.47332460000001,0.11600017547607422,0.24748820277232336,0,1899,0,0.023108423999999999,139fa179081e5631bfa236115d91d19aae0696ec148b5239e0966bbb14db6b7b,0,1,not_submitted_domain_transition_model_object_only,E:\codes\ExactEBRP\results\gf_transfer_block_native_time_round61\local_raw\k1_corrected\C2\off\external\native_logs\L0.1_lp.gurobi.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k1_corrected,C2,K1-S-off,paper_optimize_ledger.csv,L0,CHILD_BOUND_TARGET_MIP,INTERRUPTED,0,296.33224039999999,0.32499980926513672,0.54455875178470736,1,2097,0,0.035577434999999998,3d527037a19d11e73bda30506ae934ec704d4f78d60e50051da7216d25694d5a,1,0,not_requested,E:\codes\ExactEBRP\results\gf_transfer_block_native_time_round61\local_raw\k1_corrected\C2\off\external\native_logs\L0_c6_1_child_disjunction_target_mip.gurobi.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k1_corrected,C2,K1-S-off,paper_optimize_ledger.csv,L0,MIP,TIME_LIMIT,0,295.99605550000001,295.99799990653992,608.05362976929075,20610,2502058,0,0.20026508600000001,3d527037a19d11e73bda30506ae934ec704d4f78d60e50051da7216d25694d5a,1,0,not_requested,E:\codes\ExactEBRP\results\gf_transfer_block_native_time_round61\local_raw\k1_corrected\C2\off\external\native_logs\L0_terminal_mip.gurobi.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k1_corrected,C2,K1-S-off,paper_leaf_ledger.csv,L0,,,,,,,,,,,,,,,,,0,-1,0,0.94999999999999996,0,0.79716328119623625,open,1,1,0,0.53016023239154275,1,1,,,1,0,0,0,0,,,,,objective_nonnegative_penalty_G_floor;optimal_complete_lp_relaxation;valid_child_target_native_bound;native_terminal_mip_bound,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k1_corrected,C2,K1-S-off,adaptive_mass_decision_ledger.csv,,,,,,,,,,,,,,,,,,0,,0,0.94999999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.080000000000000002,L0,0.53016023239154275,0.53074614637481399,0.9070646309663335,1.0459177733327443,0.51575754094120152,0.0011360260137001706,0.73077826043412009,0.0011360260137001706,0.73077826043412009,0.0011360260137001706,0.36595714322391015,0.00041573683460176107,0.21860483250917762,1.9388956190963021e-07,native-target,0.53074614637481399,adaptive_mass_score_below_tau_native_target,parent_coverage_retained,,,,,,,,,,,
k1_corrected,C2,K1-S-off,adaptive_mass_decision_ledger.csv,,,,,,,,,,,,,,,,,,0,,0,0.94999999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0.080000000000000002,L0,0.60647555438613288,0.53074614637481399,0.9070646309663335,1.0459177733327443,0.4394422189466114,-0.17233075190829442,0.68402411880393243,0,0.68402411880393243,0,0.34201205940196622,0,0.23390988066293925,2.2756121012253931e-07,exact-close,,adaptive_mass_no_strict_child_improvement,parent_coverage_retained,,,,,,,,,,,
k1_corrected,C2,K1-S-off,native_target_ledger.csv,L0,,INTERRUPTED,,,0.32499980926513672,0.54455875178470736,1,,,,,,,,,,,,,,,,target_reached_requeue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,child_disjunction,0.53016023239154275,0.53074614637481399,inf,1.0459177733327443,0.60647555438613288,1,0,1,c6_child_bound_reached_parent_requeued_no_forced_split
k1_corrected,C2,K1-S-off,initial_decomposition_ledger.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.94999999999999996,1,0,0.94999999999999996,0,1.0459177733327443,1.0459177733327443,0,0.94999999999999996,proof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k1_corrected,C2,K1-S-submit,paper_optimize_ledger.csv,L0,LP,OPTIMAL,0,296.89252690000001,0.1099998950958252,0.3015452305938498,0,2276,0,0.020313904000000001,3d527037a19d11e73bda30506ae934ec704d4f78d60e50051da7216d25694d5a,0,1,not_submitted_domain_transition_model_object_only,E:\codes\ExactEBRP\results\gf_transfer_block_native_time_round61\local_raw\k1_corrected\C2\submit\external\native_logs\L0_lp.gurobi.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k1_corrected,C2,K1-S-submit,paper_optimize_ledger.csv,L0.0,LP,OPTIMAL,0,296.68231070000002,0.12599992752075195,0.33312606807211831,0,2261,0,0.023108429999999999,ae77e0c7c3d78c52a55f5c04ad07904ae6ceb3744fb2a3b1dbee44b27d54d7d4,0,1,not_submitted_domain_transition_model_object_only,E:\codes\ExactEBRP\results\gf_transfer_block_native_time_round61\local_raw\k1_corrected\C2\submit\external\native_logs\L0.0_lp.gurobi.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k1_corrected,C2,K1-S-submit,paper_optimize_ledger.csv,L0.1,LP,OPTIMAL,0,296.45857389999998,0.08899998664855957,0.24748820277232336,0,1899,0,0.023108429999999999,139fa179081e5631bfa236115d91d19aae0696ec148b5239e0966bbb14db6b7b,0,1,not_submitted_domain_transition_model_object_only,E:\codes\ExactEBRP\results\gf_transfer_block_native_time_round61\local_raw\k1_corrected\C2\submit\external\native_logs\L0.1_lp.gurobi.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k1_corrected,C2,K1-S-submit,paper_optimize_ledger.csv,L0,CHILD_BOUND_TARGET_MIP,INTERRUPTED,0,296.34351959999998,0.29600000381469727,0.54455875178470736,1,2097,0,0.035596784999999999,3d527037a19d11e73bda30506ae934ec704d4f78d60e50051da7216d25694d5a,1,0,not_requested,E:\codes\ExactEBRP\results\gf_transfer_block_native_time_round61\local_raw\k1_corrected\C2\submit\external\native_logs\L0_c6_1_child_disjunction_target_mip.gurobi.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k1_corrected,C2,K1-S-submit,paper_optimize_ledger.csv,L0,LP,OPTIMAL,0,295.95935880000002,0.10299992561340332,0.27725728040981878,0,2040,0,0.035596784999999999,1a993fb3b8b07d28b9c8ce9deced3be52881da460f552758b3eff5b11adf9f40,0,1,not_submitted_domain_transition_model_object_only,E:\codes\ExactEBRP\results\gf_transfer_block_native_time_round61\local_raw\k1_corrected\C2\submit\external\native_logs\L0_lp.gurobi.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k1_corrected,C2,K1-S-submit,paper_optimize_ledger.csv,L0.0,LP,OPTIMAL,0,295.7492297,0.15799999237060547,0.33610755353483862,0,2334,0,0.035596784999999999,5b28860d5d83e62277e51d3eb17a0b021a11b5227ce4f77b3856b2553373f08e,0,1,not_submitted_domain_transition_model_object_only,E:\codes\ExactEBRP\results\gf_transfer_block_native_time_round61\local_raw\k1_corrected\C2\submit\external\native_logs\L0.0_lp.gurobi.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k1_corrected,C2,K1-S-submit,paper_optimize_ledger.csv,L0.1,LP,INFEASIBLE,0,295.46017000000001,0.10800004005432129,0.2350777014667631,0,1309,0,0.035596784999999999,dcdc2770316f59775a1001ff9e40aabfd892d9d09c4962b257693c755e751d2a,0,1,not_submitted_domain_transition_model_object_only,E:\codes\ExactEBRP\results\gf_transfer_block_native_time_round61\local_raw\k1_corrected\C2\submit\external\native_logs\L0.1_lp.gurobi.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k1_corrected,C2,K1-S-submit,paper_optimize_ledger.csv,L0.0.0,LP,OPTIMAL,0,295.2482675,0.14599990844726562,0.41187875103229271,0,2592,0,0.035596784999999999,dfce09e5216ea7605ed55b203b7546dffd80ae47eeb009fba2aec412e5cb2ea2,0,1,not_submitted_domain_transition_model_object_only,E:\codes\ExactEBRP\results\gf_transfer_block_native_time_round61\local_raw\k1_corrected\C2\submit\external\native_logs\L0.0.0_lp.gurobi.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k1_corrected,C2,K1-S-submit,paper_optimize_ledger.csv,L0.0.1,LP,OPTIMAL,0,294.99698089999998,0.1120002269744873,0.29945522516650153,0,2296,0,0.035596784999999999,60e34af70ab319136dbc2df1c8edf80a588c5c88617faa9a692ba9a209bf63e2,0,1,not_submitted_domain_transition_model_object_only,E:\codes\ExactEBRP\results\gf_transfer_block_native_time_round61\local_raw\k1_corrected\C2\submit\external\native_logs\L0.0.1_lp.gurobi.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k1_corrected,C2,K1-S-submit,paper_optimize_ledger.csv,L0.0,MIP,TIME_LIMIT,0,294.85913649999998,294.86099982261658,602.83278308634419,22216,2461925,0,0.19382023300000001,5b28860d5d83e62277e51d3eb17a0b021a11b5227ce4f77b3856b2553373f08e,1,0,not_requested,E:\codes\ExactEBRP\results\gf_transfer_block_native_time_round61\local_raw\k1_corrected\C2\submit\external\native_logs\L0.0_terminal_mip.gurobi.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k1_corrected,C2,K1-S-submit,paper_leaf_ledger.csv,L0,,,,,,,,,,,,,,,,,0,-1,0,0.94999999999999996,0,0.60647555438613288,replaced,1,1,0,0.53016023239154264,0,0,,,1,0,0,0,0,,,,,objective_nonnegative_penalty_G_floor;optimal_complete_lp_relaxation;valid_child_target_native_bound,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k1_corrected,C2,K1-S-submit,paper_leaf_ledger.csv,L0.0,,,,,,,,,,,,,,,,L0,1,0,0,0.47499999999999998,0.60647555438613288,0.80741777050122954,open,1,1,0,0.5307461463748141,1,1,,,0,0,0,0,0,,,,,inherited_parent_lp_bound;optimal_complete_child_lp_relaxation;native_terminal_mip_bound,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k1_corrected,C2,K1-S-submit,paper_leaf_ledger.csv,L0.1,,,,,,,,,,,,,,,,L0,1,1,0.47499999999999998,0.94999999999999996,0.60647555438613288,0.83709146755470198,empty,1,0,1,0,0,0,,,0,0,0,0,0,,,,complete_child_lp_infeasible,inherited_parent_lp_bound,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k1_corrected,C2,K1-S-submit,adaptive_mass_decision_ledger.csv,,,,,,,,,,,,,,,,,,0,,0,0.94999999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.080000000000000002,L0,0.53016023239154275,0.53074614637481399,0.9070646309663335,1.0459177733327443,0.51575754094120152,0.0011360260137001706,0.73077826043412009,0.0011360260137001706,0.73077826043412009,0.0011360260137001706,0.36595714322391015,0.00041573683460176107,0.21860483250917762,1.9388956190963021e-07,native-target,0.53074614637481399,adaptive_mass_score_below_tau_native_target,parent_coverage_retained,,,,,,,,,,,
k1_corrected,C2,K1-S-submit,adaptive_mass_decision_ledger.csv,,,,,,,,,,,,,,,,,L0,1,,0,0.47499999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0.080000000000000002,L0.0,0.60647555438613288,0.56118183637858465,0.67542062615353637,0.83709146755470198,0.23061591316856911,-0.19640326370037048,0.29896059998690538,0,0.29896059998690538,0,0.14948029999345269,0,0.53518757992527466,4.3362142822091136e-07,exact-close,,adaptive_mass_no_strict_child_improvement,parent_coverage_retained,,,,,,,,,,,
k1_corrected,C2,K1-S-submit,native_target_ledger.csv,L0,,INTERRUPTED,,,0.29600000381469727,0.54455875178470736,1,,,,,,,,,,,,,,,,target_reached_requeue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,child_disjunction,0.53016023239154275,0.53074614637481399,inf,0.83709146755470198,0.60647555438613288,1,0,1,c6_child_bound_reached_parent_requeued_no_forced_split
k1_corrected,C2,K1-S-submit,initial_decomposition_ledger.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.94999999999999996,1,0,0.94999999999999996,0,1.0459177733327443,1.0459177733327443,0,0.94999999999999996,proof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
