stage,id,arm,file,line,incumbent_rounded,solver_seconds_rounded,raw_line
k1_integration,C2,K1-S-off,results\gf_transfer_block_native_time_round61\local_raw\k1_integration\C2\off\external\native_logs\L0_terminal_mip.gurobi.log,43,0.9611081,2.0,H    0     0                       0.9611081    0.70332  26.8%     -    2s
k1_integration,C2,K1-S-off,results\gf_transfer_block_native_time_round61\local_raw\k1_integration\C2\off\external\native_logs\L0_terminal_mip.gurobi.log,44,0.9401081,2.0,H    0     0                       0.9401081    0.70332  25.2%     -    2s
k1_integration,C2,K1-S-off,results\gf_transfer_block_native_time_round61\local_raw\k1_integration\C2\off\external\native_logs\L0_terminal_mip.gurobi.log,45,0.8928581,2.0,H    0     0                       0.8928581    0.70332  21.2%     -    2s
k1_integration,C2,K1-S-off,results\gf_transfer_block_native_time_round61\local_raw\k1_integration\C2\off\external\native_logs\L0_terminal_mip.gurobi.log,48,0.8750485,2.0,H    0     0                       0.8750485    0.70630  19.3%     -    2s
k1_integration,C2,K1-S-off,results\gf_transfer_block_native_time_round61\local_raw\k1_integration\C2\off\external\native_logs\L0_terminal_mip.gurobi.log,51,0.8631447,2.0,H    0     0                       0.8631447    0.70728  18.1%     -    2s
k1_integration,C2,K1-S-off,results\gf_transfer_block_native_time_round61\local_raw\k1_integration\C2\off\external\native_logs\L0_terminal_mip.gurobi.log,67,0.8601447,6.0,H   61    59                       0.8601447    0.71184  17.2%   162    6s
k1_integration,C2,K1-S-off,results\gf_transfer_block_native_time_round61\local_raw\k1_integration\C2\off\external\native_logs\L0_terminal_mip.gurobi.log,68,0.8600789,6.0,H   61    59                       0.8600789    0.71184  17.2%   162    6s
k1_integration,C2,K1-S-off,results\gf_transfer_block_native_time_round61\local_raw\k1_integration\C2\off\external\native_logs\L0_terminal_mip.gurobi.log,69,0.8571389,6.0,H   69    67                       0.8571389    0.71184  17.0%   156    6s
k1_integration,C2,K1-S-off,results\gf_transfer_block_native_time_round61\local_raw\k1_integration\C2\off\external\native_logs\L0_terminal_mip.gurobi.log,70,0.8549963,7.0,H  131   116                       0.8549963    0.71496  16.4%   140    7s
k1_integration,C2,K1-S-off,results\gf_transfer_block_native_time_round61\local_raw\k1_integration\C2\off\external\native_logs\L0_terminal_mip.gurobi.log,71,0.8540426,7.0,H  131   116                       0.8540426    0.71496  16.3%   140    7s
k1_integration,C2,K1-S-off,results\gf_transfer_block_native_time_round61\local_raw\k1_integration\C2\off\external\native_logs\L0_terminal_mip.gurobi.log,72,0.8507502,7.0,H  141   126                       0.8507502    0.71496  16.0%   138    7s
k1_integration,C2,K1-S-off,results\gf_transfer_block_native_time_round61\local_raw\k1_integration\C2\off\external\native_logs\L0_terminal_mip.gurobi.log,73,0.8487763,7.0,H  145   130                       0.8487763    0.71496  15.8%   139    7s
k1_integration,C2,K1-S-off,results\gf_transfer_block_native_time_round61\local_raw\k1_integration\C2\off\external\native_logs\L0_terminal_mip.gurobi.log,77,0.8424026,24.0,H  587   477                       0.8424026    0.72118  14.4%   117   24s
k1_integration,C2,K1-S-off,results\gf_transfer_block_native_time_round61\local_raw\k1_integration\C2\off\external\native_logs\L0_terminal_mip.gurobi.log,80,0.8418406,32.0,H  780   505                       0.8418406    0.72305  14.1%   135   32s
k1_integration,C2,K1-S-off,results\gf_transfer_block_native_time_round61\local_raw\k1_integration\C2\off\external\native_logs\L0_terminal_mip.gurobi.log,81,0.8406258,34.0,H  809   487                       0.8406258    0.72698  13.5%   134   34s
k1_integration,C2,K1-S-off,results\gf_transfer_block_native_time_round61\local_raw\k1_integration\C2\off\external\native_logs\L0_terminal_mip.gurobi.log,85,0.8362064,48.0,H 1319   601                       0.8362064    0.74429  11.0%   142   48s
k1_integration,C2,K1-S-off,results\gf_transfer_block_native_time_round61\local_raw\k1_integration\C2\off\external\native_logs\L0_terminal_mip.gurobi.log,87,0.8353925,50.0,H 1360   585                       0.8353925    0.74541  10.8%   143   50s
k1_integration,C2,K1-S-off,results\gf_transfer_block_native_time_round61\local_raw\k1_integration\C2\off\external\native_logs\L0_terminal_mip.gurobi.log,88,0.8351733,52.0,H 1448   570                       0.8351733    0.74634  10.6%   144   52s
k1_integration,C2,K1-S-off,results\gf_transfer_block_native_time_round61\local_raw\k1_integration\C2\off\external\native_logs\L0_terminal_mip.gurobi.log,90,0.8351733,57.0,H 1774   659                       0.8351733    0.75081  10.1%   142   57s
k1_integration,C2,K1-S-off,results\gf_transfer_block_native_time_round61\local_raw\k1_integration\C2\off\external\native_logs\L0_terminal_mip.gurobi.log,96,0.8350498,81.0,H 3193  1404                       0.8350498    0.76235  8.71%   142   81s
k1_integration,C2,K1-S-off,results\gf_transfer_block_native_time_round61\local_raw\k1_integration\C2\off\external\native_logs\L0_terminal_mip.gurobi.log,98,0.8350409,87.0,H 3666  1669                       0.8350409    0.76444  8.45%   138   87s
k1_integration,C2,K1-S-off,results\gf_transfer_block_native_time_round61\local_raw\k1_integration\C2\off\external\native_logs\L0_terminal_mip.gurobi.log,100,0.8347878,91.0,H 3941  1791                       0.8347878    0.76597  8.24%   137   91s
k1_integration,C2,K1-S-off,results\gf_transfer_block_native_time_round61\local_raw\k1_integration\C2\off\external\native_logs\L0_terminal_mip.gurobi.log,114,0.8333389,158.0,H 9465  4072                       0.8333389    0.78085  6.30%   127  158s
k1_integration,C2,K1-S-off,results\gf_transfer_block_native_time_round61\local_raw\k1_integration\C2\off\external\native_logs\L0_terminal_mip.gurobi.log,125,0.8316726,221.0,H13618  5346                       0.8316726    0.78815  5.23%   122  221s
k1_integration,C2,K1-S-off,results\gf_transfer_block_native_time_round61\local_raw\k1_integration\C2\off\external\native_logs\L0_terminal_mip.gurobi.log,126,0.8316707,221.0,H13618  5346                       0.8316707    0.78815  5.23%   122  221s
k1_integration,C2,K1-S-off,results\gf_transfer_block_native_time_round61\local_raw\k1_integration\C2\off\external\native_logs\L0_terminal_mip.gurobi.log,134,0.8306776,259.0,H17057  6199                       0.8306776    0.79265  4.58%   121  259s
k1_integration,C2,K1-S-submit,results\gf_transfer_block_native_time_round61\local_raw\k1_integration\C2\submit\external\native_logs\L0.0_terminal_mip.gurobi.log,65,0.8362701,8.0,H  109   109                       0.8362701    0.72389  13.4%   114    8s
k1_integration,C2,K1-S-submit,results\gf_transfer_block_native_time_round61\local_raw\k1_integration\C2\submit\external\native_logs\L0.0_terminal_mip.gurobi.log,66,0.8333389,8.0,H  116   116                       0.8333389    0.72389  13.1%   112    8s
k1_integration,C2,K1-S-submit,results\gf_transfer_block_native_time_round61\local_raw\k1_integration\C2\submit\external\native_logs\L0.0_terminal_mip.gurobi.log,70,0.8316726,22.0,H  557   473                       0.8316726    0.72917  12.3%  88.8   22s
k1_integration,C2,K1-S-submit,results\gf_transfer_block_native_time_round61\local_raw\k1_integration\C2\submit\external\native_logs\L0.0_terminal_mip.gurobi.log,78,0.8316707,58.0,H 2128   812                       0.8316707    0.77129  7.26%   135   58s
k1_integration,C2,K1-S-submit,results\gf_transfer_block_native_time_round61\local_raw\k1_integration\C2\submit\external\native_logs\L0.0_terminal_mip.gurobi.log,91,0.8306776,116.0,H 6557  2591                       0.8306776    0.79012  4.88%   121  116s
k1_integration,C2,K1-S-submit,results\gf_transfer_block_native_time_round61\local_raw\k1_integration\C2\submit\external\native_logs\L0.0_terminal_mip.gurobi.log,117,0.8299634,263.0,*18501  4774              38       0.8299634    0.80580  2.91%   110  263s
references,C2,P-GRB,results\gf_transfer_block_native_time_round61\local_raw\references\C2\P-GRB\native.log,49,1.0347283,0.0,H    0     0                       1.0347283    0.55416  46.4%     -    0s
references,C2,P-GRB,results\gf_transfer_block_native_time_round61\local_raw\references\C2\P-GRB\native.log,57,0.9751033,0.0,H    0     0                       0.9751033    0.65175  33.2%     -    0s
references,C2,P-GRB,results\gf_transfer_block_native_time_round61\local_raw\references\C2\P-GRB\native.log,58,0.9709783,0.0,H    0     0                       0.9709783    0.65175  32.9%     -    0s
references,C2,P-GRB,results\gf_transfer_block_native_time_round61\local_raw\references\C2\P-GRB\native.log,59,0.9702283,0.0,H    0     0                       0.9702283    0.65175  32.8%     -    0s
references,C2,P-GRB,results\gf_transfer_block_native_time_round61\local_raw\references\C2\P-GRB\native.log,68,0.9548533,0.0,H    0     0                       0.9548533    0.65397  31.5%     -    0s
references,C2,P-GRB,results\gf_transfer_block_native_time_round61\local_raw\references\C2\P-GRB\native.log,73,0.9541496,1.0,H    0     0                       0.9541496    0.65431  31.4%     -    1s
references,C2,P-GRB,results\gf_transfer_block_native_time_round61\local_raw\references\C2\P-GRB\native.log,74,0.8931732,1.0,H    0     0                       0.8931732    0.65431  26.7%     -    1s
references,C2,P-GRB,results\gf_transfer_block_native_time_round61\local_raw\references\C2\P-GRB\native.log,75,0.8827002,1.0,H    0     0                       0.8827002    0.65431  25.9%     -    1s
references,C2,P-GRB,results\gf_transfer_block_native_time_round61\local_raw\references\C2\P-GRB\native.log,87,0.8594801,1.0,H   13    13                       0.8594801    0.65653  23.6%  83.3    1s
references,C2,P-GRB,results\gf_transfer_block_native_time_round61\local_raw\references\C2\P-GRB\native.log,88,0.8593135,1.0,H   13    13                       0.8593135    0.65653  23.6%  83.3    1s
references,C2,P-GRB,results\gf_transfer_block_native_time_round61\local_raw\references\C2\P-GRB\native.log,89,0.8526327,1.0,H   13    13                       0.8526327    0.65653  23.0%  83.3    1s
references,C2,P-GRB,results\gf_transfer_block_native_time_round61\local_raw\references\C2\P-GRB\native.log,90,0.830804,2.0,H   22    22                       0.8308040    0.65653  21.0%  85.5    2s
references,C2,P-GRB,results\gf_transfer_block_native_time_round61\local_raw\references\C2\P-GRB\native.log,92,0.8308012,8.0,H  574   486                       0.8308012    0.67352  18.9%  55.2    8s
references,C2,P-GRB,results\gf_transfer_block_native_time_round61\local_raw\references\C2\P-GRB\native.log,93,0.8306776,8.0,H  574   462                       0.8306776    0.67352  18.9%  55.2    8s
references,C2,P-GRB,results\gf_transfer_block_native_time_round61\local_raw\references\C2\P-GRB\native.log,109,0.8306776,83.0,H 9974  5989                       0.8306776    0.74128  10.8%  74.6   83s
references,C2,P-GRB,results\gf_transfer_block_native_time_round61\local_raw\references\C2\P-GRB\native.log,113,0.8305872,104.0,H10227  5832                       0.8305872    0.74151  10.7%  74.2  104s
references,C2,P-GRB,results\gf_transfer_block_native_time_round61\local_raw\references\C2\P-GRB\native.log,114,0.8302485,104.0,H10227  5540                       0.8302485    0.74151  10.7%  74.2  104s
references,C2,P-GRB,results\gf_transfer_block_native_time_round61\local_raw\references\C2\P-GRB\native.log,115,0.8299634,104.0,H10227  5263                       0.8299634    0.74151  10.7%  74.2  104s
references,C2,K1-H,results\gf_transfer_block_native_time_round61\local_raw\references\C2\K1-H\external\native_logs\L0.0_terminal_mip.gurobi.log,90,0.8299634,151.0,H 5101  2640                       0.8299634    0.77443  6.69%   117  151s
references,C2,K1-H,results\gf_transfer_block_native_time_round61\local_raw\references\C2\K1-H\external\native_logs\L0.0_terminal_mip.gurobi.log,122,0.8299634,332.0,H20652  5682                       0.8299634    0.80111  3.48%  98.0  332s
easy_protection,D1,Single-S-off,results\gf_transfer_block_native_time_round61\local_raw\easy_protection\D1\off\external\native_logs\L0_terminal_mip.gurobi.log,39,0.386758,0.0,H    0     0                       0.3867580    0.00000   100%     -    0s
easy_protection,D1,Single-S-off,results\gf_transfer_block_native_time_round61\local_raw\easy_protection\D1\off\external\native_logs\L0_terminal_mip.gurobi.log,41,0.2397156,0.0,H    0     0                       0.2397156    0.00000   100%     -    0s
easy_protection,D1,Single-S-off,results\gf_transfer_block_native_time_round61\local_raw\easy_protection\D1\off\external\native_logs\L0_terminal_mip.gurobi.log,45,0.2017508,0.0,H    0     0                       0.2017508    0.00000   100%     -    0s
easy_protection,D1,Single-S-off,results\gf_transfer_block_native_time_round61\local_raw\easy_protection\D1\off\external\native_logs\L0_terminal_mip.gurobi.log,54,0.186905,0.0,H    0     0                       0.1869050    0.00000   100%     -    0s
easy_protection,D1,Single-S-off,results\gf_transfer_block_native_time_round61\local_raw\easy_protection\D1\off\external\native_logs\L0_terminal_mip.gurobi.log,55,0.1683155,0.0,H    0     0                       0.1683155    0.00000   100%     -    0s
easy_protection,D1,Single-S-off,results\gf_transfer_block_native_time_round61\local_raw\easy_protection\D1\off\external\native_logs\L0_terminal_mip.gurobi.log,56,0.1519428,0.0,H    0     0                       0.1519428    0.00000   100%     -    0s
easy_protection,D1,Single-S-off,results\gf_transfer_block_native_time_round61\local_raw\easy_protection\D1\off\external\native_logs\L0_terminal_mip.gurobi.log,57,0.15118,0.0,H    0     0                       0.1511800    0.00000   100%     -    0s
easy_protection,D1,Single-S-off,results\gf_transfer_block_native_time_round61\local_raw\easy_protection\D1\off\external\native_logs\L0_terminal_mip.gurobi.log,58,0.141805,0.0,H    0     0                       0.1418050    0.00000   100%     -    0s
easy_protection,D1,Single-S-off,results\gf_transfer_block_native_time_round61\local_raw\easy_protection\D1\off\external\native_logs\L0_terminal_mip.gurobi.log,59,0.1417388,0.0,H    0     0                       0.1417388    0.00000   100%     -    0s
easy_protection,D1,Single-S-off,results\gf_transfer_block_native_time_round61\local_raw\easy_protection\D1\off\external\native_logs\L0_terminal_mip.gurobi.log,60,0.1416045,0.0,H    0     0                       0.1416045    0.00000   100%     -    0s
easy_protection,D1,Single-S-off,results\gf_transfer_block_native_time_round61\local_raw\easy_protection\D1\off\external\native_logs\L0_terminal_mip.gurobi.log,61,0.1407378,0.0,H    0     0                       0.1407378    0.00000   100%     -    0s
easy_protection,D1,Single-S-off,results\gf_transfer_block_native_time_round61\local_raw\easy_protection\D1\off\external\native_logs\L0_terminal_mip.gurobi.log,62,0.1405163,0.0,H    0     0                       0.1405163    0.00000   100%     -    0s
easy_protection,D1,Single-S-off,results\gf_transfer_block_native_time_round61\local_raw\easy_protection\D1\off\external\native_logs\L0_terminal_mip.gurobi.log,63,0.138761,0.0,H    0     0                       0.1387610    0.00000   100%     -    0s
easy_protection,D1,Single-S-off,results\gf_transfer_block_native_time_round61\local_raw\easy_protection\D1\off\external\native_logs\L0_terminal_mip.gurobi.log,64,0.1386716,0.0,H    0     0                       0.1386716    0.00000   100%     -    0s
easy_protection,D1,Single-S-off,results\gf_transfer_block_native_time_round61\local_raw\easy_protection\D1\off\external\native_logs\L0_terminal_mip.gurobi.log,65,0.1383827,0.0,H    0     0                       0.1383827    0.00000   100%     -    0s
easy_protection,D1,Single-S-off,results\gf_transfer_block_native_time_round61\local_raw\easy_protection\D1\off\external\native_logs\L0_terminal_mip.gurobi.log,66,0.1104919,0.0,H    0     0                       0.1104919    0.00000   100%     -    0s
easy_protection,D1,Single-S-off,results\gf_transfer_block_native_time_round61\local_raw\easy_protection\D1\off\external\native_logs\L0_terminal_mip.gurobi.log,68,0.0,0.0,*    9     3               7       0.0000000    0.00000  0.00%  28.7    0s
easy_protection,D1,Single-S-submit,results\gf_transfer_block_native_time_round61\local_raw\easy_protection\D1\submit\external\native_logs\L0_terminal_mip.gurobi.log,39,0.386758,0.0,H    0     0                       0.3867580    0.00000   100%     -    0s
easy_protection,D1,Single-S-submit,results\gf_transfer_block_native_time_round61\local_raw\easy_protection\D1\submit\external\native_logs\L0_terminal_mip.gurobi.log,40,0.0,0.0,H    0     0                       0.0000000    0.00000  0.00%     -    0s
k1_corrected,C2,K1-S-off,results\gf_transfer_block_native_time_round61\local_raw\k1_corrected\C2\off\external\native_logs\L0_terminal_mip.gurobi.log,33,1.0353168,0.0,H    0     0                       1.0353168    0.60767  41.3%     -    0s
k1_corrected,C2,K1-S-off,results\gf_transfer_block_native_time_round61\local_raw\k1_corrected\C2\off\external\native_logs\L0_terminal_mip.gurobi.log,37,1.0107777,1.0,H    0     0                       1.0107777    0.69185  31.6%     -    1s
k1_corrected,C2,K1-S-off,results\gf_transfer_block_native_time_round61\local_raw\k1_corrected\C2\off\external\native_logs\L0_terminal_mip.gurobi.log,40,1.0083581,1.0,H    0     0                       1.0083581    0.70114  30.5%     -    1s
k1_corrected,C2,K1-S-off,results\gf_transfer_block_native_time_round61\local_raw\k1_corrected\C2\off\external\native_logs\L0_terminal_mip.gurobi.log,43,0.9611081,2.0,H    0     0                       0.9611081    0.70332  26.8%     -    2s
k1_corrected,C2,K1-S-off,results\gf_transfer_block_native_time_round61\local_raw\k1_corrected\C2\off\external\native_logs\L0_terminal_mip.gurobi.log,44,0.9401081,2.0,H    0     0                       0.9401081    0.70332  25.2%     -    2s
k1_corrected,C2,K1-S-off,results\gf_transfer_block_native_time_round61\local_raw\k1_corrected\C2\off\external\native_logs\L0_terminal_mip.gurobi.log,45,0.8928581,2.0,H    0     0                       0.8928581    0.70332  21.2%     -    2s
k1_corrected,C2,K1-S-off,results\gf_transfer_block_native_time_round61\local_raw\k1_corrected\C2\off\external\native_logs\L0_terminal_mip.gurobi.log,48,0.8750485,2.0,H    0     0                       0.8750485    0.70630  19.3%     -    2s
k1_corrected,C2,K1-S-off,results\gf_transfer_block_native_time_round61\local_raw\k1_corrected\C2\off\external\native_logs\L0_terminal_mip.gurobi.log,51,0.8631447,2.0,H    0     0                       0.8631447    0.70728  18.1%     -    2s
k1_corrected,C2,K1-S-off,results\gf_transfer_block_native_time_round61\local_raw\k1_corrected\C2\off\external\native_logs\L0_terminal_mip.gurobi.log,67,0.8601447,5.0,H   61    59                       0.8601447    0.71184  17.2%   162    5s
k1_corrected,C2,K1-S-off,results\gf_transfer_block_native_time_round61\local_raw\k1_corrected\C2\off\external\native_logs\L0_terminal_mip.gurobi.log,68,0.8600789,5.0,H   61    59                       0.8600789    0.71184  17.2%   162    5s
k1_corrected,C2,K1-S-off,results\gf_transfer_block_native_time_round61\local_raw\k1_corrected\C2\off\external\native_logs\L0_terminal_mip.gurobi.log,69,0.8571389,5.0,H   69    67                       0.8571389    0.71184  17.0%   156    5s
k1_corrected,C2,K1-S-off,results\gf_transfer_block_native_time_round61\local_raw\k1_corrected\C2\off\external\native_logs\L0_terminal_mip.gurobi.log,70,0.8549963,6.0,H  131   116                       0.8549963    0.71496  16.4%   140    6s
k1_corrected,C2,K1-S-off,results\gf_transfer_block_native_time_round61\local_raw\k1_corrected\C2\off\external\native_logs\L0_terminal_mip.gurobi.log,71,0.8540426,6.0,H  131   116                       0.8540426    0.71496  16.3%   140    6s
k1_corrected,C2,K1-S-off,results\gf_transfer_block_native_time_round61\local_raw\k1_corrected\C2\off\external\native_logs\L0_terminal_mip.gurobi.log,72,0.8507502,6.0,H  141   126                       0.8507502    0.71496  16.0%   138    6s
k1_corrected,C2,K1-S-off,results\gf_transfer_block_native_time_round61\local_raw\k1_corrected\C2\off\external\native_logs\L0_terminal_mip.gurobi.log,73,0.8487763,7.0,H  145   130                       0.8487763    0.71496  15.8%   139    7s
k1_corrected,C2,K1-S-off,results\gf_transfer_block_native_time_round61\local_raw\k1_corrected\C2\off\external\native_logs\L0_terminal_mip.gurobi.log,77,0.8424026,24.0,H  587   477                       0.8424026    0.72118  14.4%   117   24s
k1_corrected,C2,K1-S-off,results\gf_transfer_block_native_time_round61\local_raw\k1_corrected\C2\off\external\native_logs\L0_terminal_mip.gurobi.log,80,0.8418406,32.0,H  780   505                       0.8418406    0.72305  14.1%   135   32s
k1_corrected,C2,K1-S-off,results\gf_transfer_block_native_time_round61\local_raw\k1_corrected\C2\off\external\native_logs\L0_terminal_mip.gurobi.log,81,0.8406258,33.0,H  809   487                       0.8406258    0.72698  13.5%   134   33s
k1_corrected,C2,K1-S-off,results\gf_transfer_block_native_time_round61\local_raw\k1_corrected\C2\off\external\native_logs\L0_terminal_mip.gurobi.log,85,0.8362064,48.0,H 1319   601                       0.8362064    0.74429  11.0%   142   48s
k1_corrected,C2,K1-S-off,results\gf_transfer_block_native_time_round61\local_raw\k1_corrected\C2\off\external\native_logs\L0_terminal_mip.gurobi.log,86,0.8353925,49.0,H 1360   585                       0.8353925    0.74541  10.8%   143   49s
k1_corrected,C2,K1-S-off,results\gf_transfer_block_native_time_round61\local_raw\k1_corrected\C2\off\external\native_logs\L0_terminal_mip.gurobi.log,88,0.8351733,52.0,H 1448   570                       0.8351733    0.74634  10.6%   144   52s
k1_corrected,C2,K1-S-off,results\gf_transfer_block_native_time_round61\local_raw\k1_corrected\C2\off\external\native_logs\L0_terminal_mip.gurobi.log,90,0.8351733,57.0,H 1774   659                       0.8351733    0.75081  10.1%   142   57s
k1_corrected,C2,K1-S-off,results\gf_transfer_block_native_time_round61\local_raw\k1_corrected\C2\off\external\native_logs\L0_terminal_mip.gurobi.log,96,0.8350498,80.0,H 3193  1404                       0.8350498    0.76235  8.71%   142   80s
k1_corrected,C2,K1-S-off,results\gf_transfer_block_native_time_round61\local_raw\k1_corrected\C2\off\external\native_logs\L0_terminal_mip.gurobi.log,98,0.8350409,87.0,H 3666  1669                       0.8350409    0.76444  8.45%   138   87s
k1_corrected,C2,K1-S-off,results\gf_transfer_block_native_time_round61\local_raw\k1_corrected\C2\off\external\native_logs\L0_terminal_mip.gurobi.log,100,0.8347878,91.0,H 3941  1791                       0.8347878    0.76597  8.24%   137   91s
k1_corrected,C2,K1-S-off,results\gf_transfer_block_native_time_round61\local_raw\k1_corrected\C2\off\external\native_logs\L0_terminal_mip.gurobi.log,114,0.8333389,159.0,H 9465  4072                       0.8333389    0.78085  6.30%   127  159s
k1_corrected,C2,K1-S-off,results\gf_transfer_block_native_time_round61\local_raw\k1_corrected\C2\off\external\native_logs\L0_terminal_mip.gurobi.log,125,0.8316726,222.0,H13618  5346                       0.8316726    0.78815  5.23%   122  222s
k1_corrected,C2,K1-S-off,results\gf_transfer_block_native_time_round61\local_raw\k1_corrected\C2\off\external\native_logs\L0_terminal_mip.gurobi.log,126,0.8316707,222.0,H13618  5346                       0.8316707    0.78815  5.23%   122  222s
k1_corrected,C2,K1-S-off,results\gf_transfer_block_native_time_round61\local_raw\k1_corrected\C2\off\external\native_logs\L0_terminal_mip.gurobi.log,134,0.8306776,259.0,H17057  6199                       0.8306776    0.79265  4.58%   121  259s
k1_corrected,C2,K1-S-submit,results\gf_transfer_block_native_time_round61\local_raw\k1_corrected\C2\submit\external\native_logs\L0.0_terminal_mip.gurobi.log,40,0.8370915,0.0,H    0     0                       0.8370915    0.68423  18.3%     -    0s
k1_corrected,C2,K1-S-submit,results\gf_transfer_block_native_time_round61\local_raw\k1_corrected\C2\submit\external\native_logs\L0.0_terminal_mip.gurobi.log,51,0.8337165,2.0,H    0     0                       0.8337165    0.72225  13.4%     -    2s
k1_corrected,C2,K1-S-submit,results\gf_transfer_block_native_time_round61\local_raw\k1_corrected\C2\submit\external\native_logs\L0.0_terminal_mip.gurobi.log,52,0.8324315,2.0,H    0     0                       0.8324315    0.72225  13.2%     -    2s
k1_corrected,C2,K1-S-submit,results\gf_transfer_block_native_time_round61\local_raw\k1_corrected\C2\submit\external\native_logs\L0.0_terminal_mip.gurobi.log,53,0.8316726,2.0,H    0     0                       0.8316726    0.72225  13.2%     -    2s
k1_corrected,C2,K1-S-submit,results\gf_transfer_block_native_time_round61\local_raw\k1_corrected\C2\submit\external\native_logs\L0.0_terminal_mip.gurobi.log,64,0.8314223,7.0,H  272   249                       0.8314223    0.73218  11.9%   103    7s
k1_corrected,C2,K1-S-submit,results\gf_transfer_block_native_time_round61\local_raw\k1_corrected\C2\submit\external\native_logs\L0.0_terminal_mip.gurobi.log,65,0.830804,8.0,H  426   374                       0.8308040    0.73438  11.6%  92.0    8s
k1_corrected,C2,K1-S-submit,results\gf_transfer_block_native_time_round61\local_raw\k1_corrected\C2\submit\external\native_logs\L0.0_terminal_mip.gurobi.log,66,0.8299634,8.0,H  426   373                       0.8299634    0.73438  11.5%  92.0    8s
